Naam;Waarde;Eenheid;Bron;Beschrijving
Tarief_vastr;444.1575081;Eur_yr_asl;09-12-2019 Werkwaarde?;jaarlijkse vastrecht per aansluiting
Tarief_aansl;4270.248191;Eur_asl;09-12-2019 Werkwaarde?;eenmalige aansluitbijdrage
Marktprijs_H2;30.88825569;Eur_GJ;09-12-2019 Werkwaarde?;consumentenprijs voor H2-levering - afgeleid gasprijs 2030 incl belastingen
