Naam;Waarde;Eenheid;Bron;Beschrijving
Tarief_vastr;463.6568904;Eur_yr_asl;09-12-2019 Werkwaarde?;jaarlijkse vastrecht per aansluiting
Tarief_aansl;4457.720429;Eur_asl;09-12-2019 Werkwaarde?;eenmalige aansluitbijdrage
Marktprijs_H2;32.24431045;Eur_GJ;09-12-2019 Werkwaarde?;consumentenprijs voor H2-levering - afgeleid gasprijs 2030 incl belastingen
