W;B;E;S;Bewerkingstype;RE_FO_a_WBE [m3 aardgas];RE_FO_b_WBSE [m3 aardgas];FVrvKC_mean_SJV [m3 aardgas];FVrvKC sd_SJV [m3 aardgas];OP_mean [m2];Se (stdv residuals);Sse;t a/2;Count
1;3;0;D;0;5.1843415425312;1033.8955551998300;1910.6664864680800;692.1512051449890;169.1190528392900;686.5164739356380;22983286.7086165000000;1.9602241074114;9122
1;3;0;E;0;5.1843415425312;1031.0617328158200;1913.6351397965300;696.8569563819310;170.2382838283830;686.5921848670010;7395925.9590759100000;1.9607474785427;3030
1;3;0;F;0;5.1843415425312;967.6618150970520;1826.8889041049400;686.5638107901440;165.7350469599600;686.6486544895200;5032143.9851705400000;1.9611379052868;2023
1;3;0;G;0;5.1843415425312;1000.9230744439200;1796.5335158756400;676.7026610010930;153.4641255605380;687.2514660286820;1116250.9260089700000;1.9653092134133;446
1;3;1;A+;3;4.1018489676336;1170.1581218244100;1898.3863812245300;685.5958914879280;177.5365853658540;665.6115869021880;287652.3902439020000;1.9896863234569;0
1;3;1;A;3;4.1018489676336;1170.1581218244100;1898.3863812245300;685.5958914879280;177.5365853658540;665.6115869021880;287652.3902439020000;1.9896863234569;0
1;3;1;B;3;4.1018489676336;1170.1581218244100;1898.3863812245300;685.5958914879280;177.5365853658540;665.6115869021880;287652.3902439020000;1.9896863234569;0
1;3;1;C;0;4.1018489676336;1170.1581218244100;1898.3863812245300;685.5958914879280;177.5365853658540;665.6115869021880;287652.3902439020000;1.9896863234569;82
1;3;1;D;0;4.1018489676336;1204.6963436675500;1879.7001766065200;646.2804779265430;164.5608695652170;662.9391623820530;731580.6478260870000;1.9703772833262;230
1;3;1;E;0;4.1018489676336;1318.0824395023900;2025.7292696274300;632.0392282656400;172.5189873417720;665.7716474039370;282837.7215189870000;1.9908470688117;79
1;3;1;F;0;4.1018489676336;1354.9435379579700;2005.2443627497300;650.5229606389230;158.5384615384620;664.7248030704100;358037.8461538460000;1.9832641447735;104
1;3;1;G;2;4.1018489676336;1354.9435379579700;2005.2443627497300;650.5229606389230;158.5384615384620;664.7248030704100;358037.8461538460000;1.9832641447735;0
1;3;2;A+;5;5.1843415425312;735.1535239233430;1724.0804125822200;706.4089883250650;190.7526501766780;687.6992468544270;947446.6855123680000;1.9684119005010;0
1;3;2;A;5;5.1843415425312;735.1535239233430;1724.0804125822200;706.4089883250650;190.7526501766780;687.6992468544270;947446.6855123680000;1.9684119005010;0
1;3;2;B;5;5.1843415425312;770.3816227329250;1681.6713139795900;660.9568726336810;175.7773255813950;686.6786001175370;4101101.7156976700000;1.9613449700187;0
1;3;2;C;5;5.1843415425312;857.3233592465130;1757.7152128161200;650.4473225396320;173.6752577319590;686.5279979216690;16498693.4845361000000;1.9603037633567;0
1;3;2;D;5;5.1843415425312;1033.8955551998300;1910.6664864680800;692.1512051449890;169.1190528392900;686.5164739356380;22983286.7086165000000;1.9602241074114;0
1;3;2;E;5;5.1843415425312;1031.0617328158200;1913.6351397965300;696.8569563819310;170.2382838283830;686.5921848670010;7395925.9590759100000;1.9607474785427;0
1;3;2;F;5;5.1843415425312;967.6618150970520;1826.8889041049400;686.5638107901440;165.7350469599600;686.6486544895200;5032143.9851705400000;1.9611379052868;0
1;3;2;G;5;5.1843415425312;1000.9230744439200;1796.5335158756400;676.7026610010930;153.4641255605380;687.2514660286820;1116250.9260089700000;1.9653092134133;0
1;4;0;A+;3;5.3367438091779;630.8867058229400;1634.1439566990100;651.7850768033850;187.9905213270140;641.0172551783710;2231209.9241706200000;1.9627820426529;0
1;4;0;A;0;5.3367438091779;630.8867058229400;1634.1439566990100;651.7850768033850;187.9905213270140;641.0172551783710;2231209.9241706200000;1.9627820426529;844
1;4;0;B;0;5.3367438091779;720.7301173040290;1684.9583386389900;604.5884342335540;180.6772548603000;640.6709780255460;20315479.5002656000000;1.9602160639221;9413
1;4;0;C;0;5.3367438091779;846.7649996024900;1822.3702000586800;645.4441984967520;182.8090752226830;640.6518816828370;49991620.3539617000000;1.9600746273377;21443
1;4;0;D;0;5.3367438091779;909.7566342376410;1899.9329736949600;677.2367163536300;185.5394178289870;640.7341189585650;8229095.3756822300000;1.9606837684486;3298
1;4;0;E;0;5.3367438091779;895.1662741087380;1886.3626934520500;668.5408759966770;185.7305605786620;641.2180190377720;1504422.8535262200000;1.9642708556449;553
1;4;0;F;0;5.3367438091779;876.6999658380650;1782.1523590965000;720.2867814857550;169.6638297872340;642.0102278089290;719486.4425531910000;1.9701536426237;235
1;4;0;G;0;5.3367438091779;878.0149870558540;1789.8671176294900;648.3051620344160;170.8630136986300;642.8575276412050;486573.2602739730000;1.9764595626329;146
1;4;1;A+;3;5.3516687552804;777.1265723919390;1779.5206988242400;620.3566612324740;187.3049645390070;663.7162438114850;364211.8865248230000;1.9770537196571;0
1;4;1;A;3;5.3516687552804;777.1265723919390;1779.5206988242400;620.3566612324740;187.3049645390070;663.7162438114850;364211.8865248230000;1.9770537196571;0
1;4;1;B;0;5.3516687552804;777.1265723919390;1779.5206988242400;620.3566612324740;187.3049645390070;663.7162438114850;364211.8865248230000;1.9770537196571;141
1;4;1;C;0;5.3516687552804;883.3751535065480;1828.1206507113800;680.4656633789780;176.5328798185940;662.0943885476250;1330681.7732426300000;1.9653701191316;441
1;4;1;D;0;5.3516687552804;778.9992478332150;1765.8348034233800;723.4107617871650;184.3977272727270;665.1754769388380;295693.0795454540000;1.9876082815891;88
1;4;1;E;2;5.3516687552804;778.9992478332150;1765.8348034233800;723.4107617871650;184.3977272727270;665.1754769388380;295693.0795454540000;1.9876082815891;0
1;4;1;F;2;5.3516687552804;778.9992478332150;1765.8348034233800;723.4107617871650;184.3977272727270;665.1754769388380;295693.0795454540000;1.9876082815891;0
1;4;1;G;2;5.3516687552804;778.9992478332150;1765.8348034233800;723.4107617871650;184.3977272727270;665.1754769388380;295693.0795454540000;1.9876082815891;0
1;4;2;A+;5;5.3367438091779;630.8867058229400;1634.1439566990100;651.7850768033850;187.9905213270140;641.0172551783710;2231209.9241706200000;1.9627820426529;0
1;4;2;A;5;5.3367438091779;630.8867058229400;1634.1439566990100;651.7850768033850;187.9905213270140;641.0172551783710;2231209.9241706200000;1.9627820426529;0
1;4;2;B;5;5.3367438091779;720.7301173040290;1684.9583386389900;604.5884342335540;180.6772548603000;640.6709780255460;20315479.5002656000000;1.9602160639221;0
1;4;2;C;5;5.3367438091779;846.7649996024900;1822.3702000586800;645.4441984967520;182.8090752226830;640.6518816828370;49991620.3539617000000;1.9600746273377;0
1;4;2;D;5;5.3367438091779;909.7566342376410;1899.9329736949600;677.2367163536300;185.5394178289870;640.7341189585650;8229095.3756822300000;1.9606837684486;0
1;4;2;E;5;5.3367438091779;895.1662741087380;1886.3626934520500;668.5408759966770;185.7305605786620;641.2180190377720;1504422.8535262200000;1.9642708556449;0
1;4;2;F;5;5.3367438091779;876.6999658380650;1782.1523590965000;720.2867814857550;169.6638297872340;642.0102278089290;719486.4425531910000;1.9701536426237;0
1;4;2;G;5;5.3367438091779;878.0149870558540;1789.8671176294900;648.3051620344160;170.8630136986300;642.8575276412050;486573.2602739730000;1.9764595626329;0
1;5;0;A+;3;5.8149089316225;548.0617158991510;1599.3447717865900;552.2970574277070;180.7909751037340;550.8075385162390;7785623.5259336100000;1.9605795496678;0
1;5;0;A;0;5.8149089316225;548.0617158991510;1599.3447717865900;552.2970574277070;180.7909751037340;550.8075385162390;7785623.5259336100000;1.9605795496678;3856
1;5;0;B;0;5.8149089316225;597.2928141629970;1647.6073536173600;577.5360041868570;180.6244176486710;550.7738342539600;15611775.5287750000000;1.9602891398204;7298
1;5;0;C;0;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;1273
1;5;0;D;2;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;0
1;5;0;E;2;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;0
1;5;0;F;2;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;0
1;5;0;G;2;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;0
1;5;1;A+;3;5.4696931020099;707.6476888606650;1697.0097916058600;645.4792742401030;180.8807339449540;622.6976731419720;332869.4495412840000;1.9821734833077;0
1;5;1;A;3;5.4696931020099;707.6476888606650;1697.0097916058600;645.4792742401030;180.8807339449540;622.6976731419720;332869.4495412840000;1.9821734833077;0
1;5;1;B;0;5.4696931020099;707.6476888606650;1697.0097916058600;645.4792742401030;180.8807339449540;622.6976731419720;332869.4495412840000;1.9821734833077;109
1;5;1;C;2;5.4696931020099;707.6476888606650;1697.0097916058600;645.4792742401030;180.8807339449540;622.6976731419720;332869.4495412840000;1.9821734833077;0
1;5;1;D;2;5.4696931020099;707.6476888606650;1697.0097916058600;645.4792742401030;180.8807339449540;622.6976731419720;332869.4495412840000;1.9821734833077;0
1;5;1;E;2;5.4696931020099;707.6476888606650;1697.0097916058600;645.4792742401030;180.8807339449540;622.6976731419720;332869.4495412840000;1.9821734833077;0
1;5;1;F;2;5.4696931020099;707.6476888606650;1697.0097916058600;645.4792742401030;180.8807339449540;622.6976731419720;332869.4495412840000;1.9821734833077;0
1;5;1;G;2;5.4696931020099;707.6476888606650;1697.0097916058600;645.4792742401030;180.8807339449540;622.6976731419720;332869.4495412840000;1.9821734833077;0
1;5;2;A+;5;5.8149089316225;548.0617158991510;1599.3447717865900;552.2970574277070;180.7909751037340;550.8075385162390;7785623.5259336100000;1.9605795496678;0
1;5;2;A;5;5.8149089316225;548.0617158991510;1599.3447717865900;552.2970574277070;180.7909751037340;550.8075385162390;7785623.5259336100000;1.9605795496678;0
1;5;2;B;5;5.8149089316225;597.2928141629970;1647.6073536173600;577.5360041868570;180.6244176486710;550.7738342539600;15611775.5287750000000;1.9602891398204;0
1;5;2;C;5;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;0
1;5;2;D;5;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;0
1;5;2;E;5;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;0
1;5;2;F;5;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;0
1;5;2;G;5;5.8149089316225;570.4981129110570;1604.2728968475900;598.6152358601950;177.7800471327570;550.9527052572820;2814442.4131971700000;1.9618307233421;0
1;6;0;A+;3;5.6312394274015;460.6294564546060;1523.9540751040100;558.8694415798900;188.8260359655980;544.0483385866670;5754707.5860046900000;1.9608921720463;0
1;6;0;A;0;5.6312394274015;460.6294564546060;1523.9540751040100;558.8694415798900;188.8260359655980;544.0483385866670;5754707.5860046900000;1.9608921720463;2558
1;6;0;B;0;5.6312394274015;514.8798322523470;1563.9692529873200;561.2639553609090;186.2981381381380;543.9746201280610;17635394.0211411000000;1.9602490170182;8325
1;6;0;C;0;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;1076
1;6;0;D;2;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;0
1;6;0;E;2;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;0
1;6;0;F;2;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;0
1;6;0;G;2;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;0
1;6;1;A+;3;6.8405640890948;349.3892512941690;1606.6849308697900;673.6901283645540;183.8000000000000;598.1572492682790;359813.6000000000000;1.9819674897365;0
1;6;1;A;3;6.8405640890948;349.3892512941690;1606.6849308697900;673.6901283645540;183.8000000000000;598.1572492682790;359813.6000000000000;1.9819674897365;0
1;6;1;B;0;6.8405640890948;349.3892512941690;1606.6849308697900;673.6901283645540;183.8000000000000;598.1572492682790;359813.6000000000000;1.9819674897365;110
1;6;1;C;2;6.8405640890948;349.3892512941690;1606.6849308697900;673.6901283645540;183.8000000000000;598.1572492682790;359813.6000000000000;1.9819674897365;0
1;6;1;D;2;6.8405640890948;349.3892512941690;1606.6849308697900;673.6901283645540;183.8000000000000;598.1572492682790;359813.6000000000000;1.9819674897365;0
1;6;1;E;2;6.8405640890948;349.3892512941690;1606.6849308697900;673.6901283645540;183.8000000000000;598.1572492682790;359813.6000000000000;1.9819674897365;0
1;6;1;F;2;6.8405640890948;349.3892512941690;1606.6849308697900;673.6901283645540;183.8000000000000;598.1572492682790;359813.6000000000000;1.9819674897365;0
1;6;1;G;2;6.8405640890948;349.3892512941690;1606.6849308697900;673.6901283645540;183.8000000000000;598.1572492682790;359813.6000000000000;1.9819674897365;0
1;6;2;A+;5;5.6312394274015;460.6294564546060;1523.9540751040100;558.8694415798900;188.8260359655980;544.0483385866670;5754707.5860046900000;1.9608921720463;0
1;6;2;A;5;5.6312394274015;460.6294564546060;1523.9540751040100;558.8694415798900;188.8260359655980;544.0483385866670;5754707.5860046900000;1.9608921720463;0
1;6;2;B;5;5.6312394274015;514.8798322523470;1563.9692529873200;561.2639553609090;186.2981381381380;543.9746201280610;17635394.0211411000000;1.9602490170182;0
1;6;2;C;5;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;0
1;6;2;D;5;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;0
1;6;2;E;5;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;0
1;6;2;F;5;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;0
1;6;2;G;5;5.6312394274015;554.2361486575250;1610.7320275500800;597.7665253605670;187.6133828996280;544.1951169723720;2479835.1672862500000;1.9621731929339;0
1;7;0;A+;3;5.2160303427189;477.8391346472140;1549.3403723793000;561.4877331237790;205.4246557878630;546.9613600236090;18920248.4715706000000;1.9602665003051;0
1;7;0;A;0;5.2160303427189;477.8391346472140;1549.3403723793000;561.4877331237790;205.4246557878630;546.9613600236090;18920248.4715706000000;1.9602665003051;7844
1;7;0;B;0;5.2160303427189;544.0853315030820;1559.9870679213300;568.7188966648400;194.7653042004140;546.9780158697250;13277825.5690337000000;1.9604110084786;5309
1;7;0;C;0;5.2160303427189;903.1568362348680;1827.6982144818000;667.8602696519920;177.2500000000000;552.3686781779200;166673.7500000000000;2.0075837703158;52
1;7;0;D;2;5.2160303427189;903.1568362348680;1827.6982144818000;667.8602696519920;177.2500000000000;552.3686781779200;166673.7500000000000;2.0075837703158;0
1;7;0;E;2;5.2160303427189;903.1568362348680;1827.6982144818000;667.8602696519920;177.2500000000000;552.3686781779200;166673.7500000000000;2.0075837703158;0
1;7;0;F;2;5.2160303427189;903.1568362348680;1827.6982144818000;667.8602696519920;177.2500000000000;552.3686781779200;166673.7500000000000;2.0075837703158;0
1;7;0;G;2;5.2160303427189;903.1568362348680;1827.6982144818000;667.8602696519920;177.2500000000000;552.3686781779200;166673.7500000000000;2.0075837703158;0
1;7;1;A+;3;5.1760397087650;608.0550592189580;1658.9163468654000;600.1040804578080;203.0241935483870;570.7958889514730;316800.9274193550000;1.9794386850933;0
1;7;1;A;0;5.1760397087650;608.0550592189580;1658.9163468654000;600.1040804578080;203.0241935483870;570.7958889514730;316800.9274193550000;1.9794386850933;124
1;7;1;B;0;5.1760397087650;573.7760480218420;1493.7490004691700;601.3091881940240;177.7368421052630;570.3626002458970;570855.4736842110000;1.9757989238179;152
1;7;1;C;2;5.1760397087650;573.7760480218420;1493.7490004691700;601.3091881940240;177.7368421052630;570.3626002458970;570855.4736842110000;1.9757989238179;0
1;7;1;D;2;5.1760397087650;573.7760480218420;1493.7490004691700;601.3091881940240;177.7368421052630;570.3626002458970;570855.4736842110000;1.9757989238179;0
1;7;1;E;2;5.1760397087650;573.7760480218420;1493.7490004691700;601.3091881940240;177.7368421052630;570.3626002458970;570855.4736842110000;1.9757989238179;0
1;7;1;F;2;5.1760397087650;573.7760480218420;1493.7490004691700;601.3091881940240;177.7368421052630;570.3626002458970;570855.4736842110000;1.9757989238179;0
1;7;1;G;2;5.1760397087650;573.7760480218420;1493.7490004691700;601.3091881940240;177.7368421052630;570.3626002458970;570855.4736842110000;1.9757989238179;0
1;7;2;A+;5;5.2160303427189;477.8391346472140;1549.3403723793000;561.4877331237790;205.4246557878630;546.9613600236090;18920248.4715706000000;1.9602665003051;0
