'BU_CODE';'V01_Strategievariant'
'BU02940002';'s1b'
'BU02940003';'s1b'
'BU02940004';'s1b'
'BU02940100';'s1b'
'BU02940101';'s1b'
'BU02940102';'s1b'
'BU02940103';'s1b'
'BU02940104';'s1b'
'BU02940105';'s1b'
'BU02940106';'s1b'
'BU02940107';'s1b'
'BU02940108';'s1b'
'BU02940109';'s1b'
'BU02940120';'s1b'
'BU02940121';'s1b'
'BU02960000';'s1b'
'BU02960001';'s1b'
'BU02960002';'s1b'
'BU02960100';'s1b'
'BU02960101';'s1b'
'BU02960102';'s1b'
'BU02960103';'s1b'
'BU02960104';'s1b'
'BU02960105';'s1b'
'BU02960106';'s1b'
'BU02960107';'s1b'
'BU02960108';'s1b'
'BU02960109';'s1b'
'BU02960110';'s1b'
'BU02960111';'s1b'
'BU02960112';'s1b'
'BU02960113';'s1b'
'BU02960114';'s1b'
'BU02960115';'s1b'
'BU02960116';'s1b'
'BU02960117';'s1b'
'BU02960118';'s1b'
'BU02960119';'s1b'
'BU02960120';'s1b'
'BU02960121';'s1b'
'BU02960122';'s1b'
'BU02960123';'s1b'
'BU02960124';'s1b'
'BU02960125';'s1b'
'BU02960126';'s1b'
'BU02960127';'s1b'
'BU02960128';'s1b'
'BU02960129';'s1b'
'BU02960130';'s1b'
'BU02960131';'s1b'
'BU02960132';'s1b'
'BU02960133';'s1b'
'BU02960134';'s1b'
'BU02960135';'s1b'
'BU02960136';'s1b'
'BU02960137';'s1b'
'BU02960138';'s1b'
'BU02960200';'s1b'
'BU02960201';'s1b'
'BU02960300';'s1b'
'BU02960301';'s1b'
'BU02960400';'s1b'
'BU02960401';'s1b'
'BU02960402';'s1b'
'BU02960500';'s1b'
'BU02960501';'s1b'
'BU02960600';'s1b'
'BU02960601';'s1b'
'BU02960700';'s1b'
'BU02960701';'s1b'
'BU02960702';'s1b'
'BU02960800';'s1b'
'BU02960801';'s1b'
'BU02960802';'s1b'
'BU02960803';'s1b'
'BU02970000';'s1b'
'BU02970001';'s1b'
'BU02970002';'s1b'
'BU02970007';'s1b'
'BU02970008';'s1b'
'BU02970009';'s1b'
'BU02970100';'s1b'
'BU02970101';'s1b'
'BU02970102';'s1b'
'BU02970103';'s1b'
'BU02970104';'s1b'
'BU02970105';'s1b'
'BU02970106';'s1b'
'BU02970107';'s1b'
'BU02970108';'s1b'
'BU02970109';'s1b'
'BU02970200';'s1b'
'BU02970201';'s1b'
'BU02970202';'s1b'
'BU02970203';'s1b'
'BU02970204';'s1b'
'BU02970207';'s1b'
'BU02970208';'s1b'
'BU02970209';'s1b'
'BU02970300';'s1b'
'BU02970301';'s1b'
'BU02970309';'s1b'
'BU02990000';'s1b'
'BU02990001';'s1b'
'BU02990002';'s1b'
'BU02990003';'s1b'
'BU02990004';'s1b'
'BU02990005';'s1b'
'BU02990006';'s1b'
'BU02990007';'s1b'
'BU02990008';'s1b'
'BU02990009';'s1b'
'BU02990010';'s1b'
'BU02990011';'s1b'
'BU02990012';'s1b'
'BU02990013';'s1b'
'BU02990014';'s1b'
'BU02990015';'s1b'
'BU02990016';'s1b'
'BU02990017';'s1b'
'BU02990018';'s1b'
'BU02990100';'s1b'
'BU02990101';'s1b'
'BU02990102';'s1b'
'BU02990200';'s1b'
'BU02990201';'s1b'
'BU02990300';'s1b'
'BU02990301';'s1b'
'BU02990302';'s1b'
'BU02990400';'s1b'
'BU02990500';'s1b'
'BU02990600';'s1b'
'BU02990601';'s1b'
'BU02990700';'s1b'
'BU02990701';'s1b'
'BU02990800';'s1b'
'BU02990801';'s1b'
'BU02990900';'s1b'
'BU02991000';'s1b'
'BU02991001';'s1b'
'BU02991100';'s1b'
'BU02991101';'s1b'
'BU03010000';'s1b'
'BU03010001';'s1b'
'BU03010002';'s1b'
'BU03010003';'s1b'
'BU03010004';'s1b'
'BU03010100';'s1b'
'BU03010101';'s1b'
'BU03010102';'s1b'
'BU03010103';'s1b'
'BU03010104';'s1b'
'BU03010105';'s1b'
'BU03010106';'s1b'
'BU03010200';'s1b'
'BU03010201';'s1b'
'BU03010202';'s1b'
'BU03010203';'s1b'
'BU03010300';'s1b'
'BU03010301';'s1b'
'BU03010302';'s1b'
'BU03010303';'s1b'
'BU03010304';'s1b'
'BU03010400';'s1b'
'BU03010401';'s1b'
'BU03010402';'s1b'
'BU03010403';'s1b'
'BU03010409';'s1b'
'BU03010500';'s1b'
'BU03010501';'s1b'
'BU03010502';'s1b'
'BU03010503';'s1b'
'BU03010509';'s1b'
'BU03020000';'s1b'
'BU03020001';'s1b'
'BU03020002';'s1b'
'BU03020003';'s1b'
'BU03020005';'s1b'
'BU03020006';'s1b'
'BU03020007';'s1b'
'BU03020008';'s1b'
'BU03020009';'s1b'
'BU03020100';'s1b'
'BU03020101';'s1b'
'BU03020107';'s1b'
'BU03020108';'s1b'
'BU03020109';'s1b'
'BU03030101';'s1b'
'BU03030102';'s1b'
'BU03030103';'s1b'
'BU03030104';'s1b'
'BU03030105';'s1b'
'BU03030210';'s1b'
'BU03030211';'s1b'
'BU03030212';'s1b'
'BU03030213';'s1b'
'BU03030320';'s1b'
'BU03030321';'s1b'
'BU03030322';'s1b'
'BU03030323';'s1b'
'BU03030324';'s1b'
'BU03030430';'s1b'
'BU03030431';'s1b'
'BU03030432';'s1b'
'BU03030433';'s1b'
'BU03030434';'s1b'
'BU03030435';'s1b'
'BU03030548';'s1b'
'BU03030549';'s1b'
'BU03030550';'s1b'
'BU03030601';'s1b'
'BU03030602';'s1b'
'BU03030603';'s1b'
'BU03030604';'s1b'
'BU03030605';'s1b'
'BU03030606';'s1b'
'BU03030607';'s1b'
'BU03030608';'s1b'
'BU03030609';'s1b'
'BU03030620';'s1b'
'BU03030701';'s1b'
'BU03030702';'s1b'
'BU03030703';'s1b'
'BU03030704';'s1b'
'BU03030705';'s1b'
'BU03030706';'s1b'
'BU03030707';'s1b'
'BU03030708';'s1b'
'BU03030720';'s1b'
'BU03070100';'s1b'
'BU03070101';'s1b'
'BU03070102';'s1b'
'BU03070103';'s1b'
'BU03070104';'s1b'
'BU03070105';'s1b'
'BU03070106';'s1b'
'BU03070107';'s1b'
'BU03070108';'s1b'
'BU03070200';'s1b'
'BU03070202';'s1b'
'BU03070204';'s1b'
'BU03070300';'s1b'
'BU03070301';'s1b'
'BU03070302';'s1b'
'BU03070303';'s1b'
'BU03070304';'s1b'
'BU03070305';'s1b'
'BU03070306';'s1b'
'BU03070307';'s1b'
'BU03070308';'s1b'
'BU03070309';'s1b'
'BU03070401';'s1b'
'BU03070402';'s1b'
'BU03070504';'s1b'
'BU03070505';'s1b'
'BU03070600';'s1b'
'BU03070601';'s1b'
'BU03070603';'s1b'
'BU03070700';'s1b'
'BU03070701';'s1b'
'BU03070702';'s1b'
'BU03070800';'s1b'
'BU03070801';'s1b'
'BU03070803';'s1b'
'BU03070900';'s1b'
'BU03070902';'s1b'
'BU03070903';'s1b'
'BU03070905';'s1b'
'BU03070906';'s1b'
'BU03071000';'s1b'
'BU03071001';'s1b'
'BU03071002';'s1b'
'BU03071003';'s1b'
'BU03071004';'s1b'
'BU03071100';'s1b'
'BU03071101';'s1b'
'BU03071201';'s1b'
'BU03071202';'s1b'
'BU03071203';'s1b'
'BU03071204';'s1b'
'BU03071205';'s1b'
'BU03071300';'s1b'
'BU03071301';'s1b'
'BU03071302';'s1b'
'BU03071400';'s1b'
'BU03071401';'s1b'
'BU03071402';'s1b'
'BU03071403';'s1b'
'BU03071500';'s1b'
'BU03071501';'s1b'
'BU03071502';'s1b'
'BU03071503';'s1b'
'BU03071600';'s1b'
'BU03071601';'s1b'
'BU03071602';'s1b'
'BU03071603';'s1b'
'BU03071700';'s1b'
'BU03071701';'s1b'
'BU03071702';'s1b'
'BU03071703';'s1b'
'BU03071704';'s1b'
'BU03071705';'s1b'
'BU03071706';'s1b'
'BU03071707';'s1b'
'BU03071800';'s1b'
'BU03071801';'s1b'
'BU03071802';'s1b'
'BU03071803';'s1b'
'BU03071804';'s1b'
'BU03071900';'s1b'
'BU03071901';'s1b'
'BU03071902';'s1b'
'BU03071903';'s1b'
'BU03071904';'s1b'
'BU03071905';'s1b'
'BU03071906';'s1b'
'BU03072000';'s1b'
'BU03072001';'s1b'
'BU03072002';'s1b'
'BU03072003';'s1b'
'BU03072004';'s1b'
'BU03072005';'s1b'
'BU03072006';'s1b'
'BU03072007';'s1b'
'BU03072100';'s1b'
'BU03072101';'s1b'
'BU03072102';'s1b'
'BU03072103';'s1b'
'BU03072104';'s1b'
'BU03072105';'s1b'
'BU03072106';'s1b'
'BU03072107';'s1b'
'BU03072108';'s1b'
'BU03072201';'s1b'
'BU03072400';'s1b'
'BU03072402';'s1b'
'BU03072403';'s1b'
'BU03072404';'s1b'
'BU03072405';'s1b'
'BU03072407';'s1b'
'BU03072500';'s1b'
'BU03072501';'s1b'
'BU03072600';'s1b'
'BU03072601';'s1b'
'BU03072602';'s1b'
'BU03072603';'s1b'
'BU03072700';'s1b'
'BU03072701';'s1b'
'BU03072709';'s1b'
'BU03072800';'s1b'
'BU03072801';'s1b'
'BU03072802';'s1b'
'BU03072803';'s1b'
'BU03072804';'s1b'
'BU03072900';'s1b'
'BU03072901';'s1b'
'BU03072902';'s1b'
'BU03073000';'s1b'
'BU03073001';'s1b'
'BU03073100';'s1b'
'BU03073101';'s1b'
'BU03073102';'s1b'
'BU03073103';'s1b'
'BU03073104';'s1b'
'BU03073105';'s1b'
'BU03073106';'s1b'
'BU03073201';''
'BU03073301';'s1b'
'BU03073302';'s1b'
'BU03073303';'s1b'
'BU03073304';'s1b'
'BU03073401';'s1b'
'BU03073402';'s1b'
'BU03073403';'s1b'
'BU03080000';'s1b'
'BU03080001';'s1b'
'BU03080002';'s1b'
'BU03080003';'s1b'
'BU03080004';'s1b'
'BU03080005';'s1b'
'BU03080006';'s1b'
'BU03080007';'s1b'
'BU03080100';'s1b'
'BU03080101';'s1b'
'BU03080102';'s1b'
'BU03080103';'s1b'
'BU03080104';'s1b'
'BU03080105';'s1b'
'BU03080109';'s1b'
'BU03080200';'s1b'
'BU03080201';'s1b'
'BU03080400';'s1b'
'BU03080401';'s1b'
'BU03080500';'s1b'
'BU03080501';'s1b'
'BU03100101';'s1b'
'BU03100102';'s1b'
'BU03100201';'s1b'
'BU03100202';'s1b'
'BU03100301';'s1b'
'BU03100302';'s1b'
'BU03100303';'s1b'
'BU03100401';'s1b'
'BU03100402';'s1b'
'BU03100505';'s1b'
'BU03100601';'s1b'
'BU03100602';'s1b'
'BU03100603';'s1b'
'BU03100701';'s1b'
'BU03100702';'s1b'
'BU03100703';'s1b'
'BU03100801';'s1b'
'BU03100802';'s1b'
'BU03100803';'s1b'
'BU03100901';'s1b'
'BU03100902';'s1b'
'BU03100903';'s1b'
'BU03101001';'s1b'
'BU03101002';'s1b'
'BU03120000';'s1b'
'BU03120001';'s1b'
'BU03120008';'s1b'
'BU03120009';'s1b'
'BU03120100';'s1b'
'BU03120109';'s1b'
'BU03120200';'s1b'
'BU03120209';'s1b'
'BU03130001';'s1b'
'BU03130002';'s1b'
'BU03130003';'s1b'
'BU03130004';'s1b'
'BU03130005';'s1b'
'BU03130006';'s1b'
'BU03130007';'s1b'
'BU03130008';'s1b'
'BU03130009';'s1b'
'BU03130011';'s1b'
'BU03170210';'s1b'
'BU03170211';'s1b'
'BU03170212';'s1b'
'BU03170213';'s1b'
'BU03170214';'s1b'
'BU03170215';'s1b'
'BU03170216';'s1b'
'BU03170217';'s1b'
'BU03170218';'s1b'
'BU03170219';'s1b'
'BU03211010';'s1b'
'BU03211011';'s1b'
'BU03211012';'s1b'
'BU03211013';'s1b'
'BU03211014';'s1b'
'BU03211015';'s1b'
'BU03211016';'s1b'
'BU03211017';'s1b'
'BU03211018';'s1b'
'BU03211019';'s1b'
'BU03211050';''
'BU03211120';'s1b'
'BU03211121';'s1b'
'BU03211122';'s1b'
'BU03211123';'s1b'
'BU03211124';'s1b'
'BU03211125';'s1b'
'BU03211126';'s1b'
'BU03211127';'s1b'
'BU03211128';'s1b'
'BU03211129';'s1b'
'BU03211151';''
'BU03211230';'s1b'
'BU03211231';'s1b'
'BU03211232';'s1b'
'BU03211233';'s1b'
'BU03211234';'s1b'
'BU03211235';'s1b'
'BU03211236';'s1b'
'BU03211237';'s1b'
'BU03211238';'s1b'
'BU03211252';''
'BU03211340';'s1b'
'BU03211341';'s1b'
'BU03211342';'s1b'
'BU03211343';'s1b'
'BU03211344';'s1b'
'BU03211345';'s1b'
'BU03211352';''
'BU03212054';'s1b'
'BU03212055';'s1b'
'BU03212056';'s1b'
'BU03212057';'s1b'
'BU03212058';'s1b'
'BU03212059';'s1b'
'BU03212060';'s1b'
'BU03212061';'s1b'
'BU03212062';'s1b'
'BU03212063';'s1b'
'BU03212064';'s1b'
'BU03212065';'s1b'
'BU03213070';'s1b'
'BU03213071';'s1b'
'BU03213172';'s1b'
'BU03214080';'s1b'
'BU03214081';'s1b'
'BU03214182';'s1b'
'BU03215090';'s1b'
'BU03215091';'s1b'
'BU03215192';'s1b'
'BU03215193';'s1b'
'BU03270000';'s1b'
'BU03270001';'s1b'
'BU03270002';'s1b'
'BU03270003';'s1b'
'BU03270004';'s1b'
'BU03270005';'s1b'
'BU03270006';'s1b'
'BU03270007';'s1b'
'BU03270008';'s1b'
'BU03270009';'s1b'
'BU03270100';'s1b'
'BU03270101';'s1b'
'BU03270102';'s1b'
'BU03270103';''
'BU03270104';'s1b'
'BU03270105';'s1b'
'BU03270106';'s1b'
'BU03270107';'s1b'
'BU03270108';'s1b'
'BU03270109';'s1b'
'BU03270200';'s1b'
'BU03270201';'s1b'
'BU03270209';'s1b'
'BU03270300';'s1b'
'BU03270309';'s1b'
'BU03270400';'s1b'
'BU03270500';'s1b'
'BU03270501';'s1b'
'BU03310000';'s1b'
'BU03310001';'s1b'
'BU03310002';'s1b'
'BU03310003';'s1b'
'BU03310004';'s1b'
'BU03310005';'s1b'
'BU03310006';'s1b'
'BU03310007';'s1b'
'BU03310008';'s1b'
'BU03310009';'s1b'
'BU03310010';'s1b'
'BU03310019';'s1b'
'BU03310020';'s1b'
'BU03310029';'s1b'
'BU03350000';'s1b'
'BU03350001';'s1b'
'BU03350100';'s1b'
'BU03350101';'s1b'
'BU03350102';'s1b'
'BU03350103';'s1b'
'BU03350108';'s1b'
'BU03350109';'s1b'
'BU03350200';'s1b'
'BU03350201';'s1b'
'BU03350202';'s1b'
'BU03350209';'s1b'
'BU03390000';'s1b'
'BU03390009';'s1b'
'BU03400001';'s1b'
'BU03400101';'s1b'
'BU03400102';'s1b'
'BU03400103';'s1b'
'BU03400104';'s1b'
'BU03400105';'s1b'
'BU03400201';'s1b'
'BU03400202';'s1b'
'BU03400203';'s1b'
'BU03400301';'s1b'
'BU03400302';'s1b'
'BU03400303';'s1b'
'BU03400401';'s1b'
'BU03400501';'s1b'
'BU03400502';'s1b'
'BU03400503';'s1b'
'BU03400504';'s1b'
'BU03400601';'s1b'
'BU03400701';'s1b'
'BU03400702';'s1b'
'BU03400703';'s1b'
'BU03400801';'s1b'
'BU03400901';'s1b'
'BU03401001';'s1b'
'BU03401101';'s1b'
'BU03401201';'s1b'
'BU03401301';'s1b'
'BU03401302';'s1b'
'BU03401303';'s1b'
'BU03401304';'s1b'
'BU03420101';'s1b'
'BU03420102';'s1b'
'BU03420103';'s1b'
'BU03420201';'s1b'
'BU03420301';'s1b'
'BU03420302';'s1b'
'BU03420303';'s1b'
'BU03420304';'s1b'
'BU03420401';'s1b'
'BU03420402';'s1b'
'BU03420403';'s1b'
'BU03420404';'s1b'
'BU03420405';'s1b'
'BU03420501';'s1b'
'BU03420601';'s1b'
'BU03420602';'s1b'
'BU03420604';'s1b'
'BU03420605';'s1b'
'BU03420606';'s1b'
'BU03420701';'s1b'
'BU03420702';'s1b'
'BU03420703';'s1b'
'BU03420704';'s1b'
'BU03420705';'s1b'
'BU03420706';'s1b'
'BU03420801';'s1b'
'BU03420802';'s1b'
'BU03420803';'s1b'
'BU03420804';'s1b'
'BU03440111';'s1b'
'BU03440112';'s1b'
'BU03440113';'s1b'
'BU03440114';'s1b'
'BU03440121';'s1b'
'BU03440122';'s1b'
'BU03440123';'s1b'
'BU03440124';'s1b'
'BU03440131';'s1b'
'BU03440132';'s1b'
'BU03440133';'s1b'
'BU03440211';'s1b'
'BU03440212';'s1b'
'BU03440221';'s1b'
'BU03440222';'s1b'
'BU03440223';'s1b'
'BU03440224';'s1b'
'BU03440231';'s1b'
'BU03440232';'s1b'
'BU03440233';'s1b'
'BU03440241';'s1b'
'BU03440242';'s1b'
'BU03440243';'s1b'
'BU03440244';'s1b'
'BU03440311';'s1b'
'BU03440312';'s1b'
'BU03440321';'s1b'
'BU03440322';'s1b'
'BU03440331';'s1b'
'BU03440332';'s1b'
'BU03440333';'s1b'
'BU03440341';'s1b'
'BU03440342';'s1b'
'BU03440343';'s1b'
'BU03440411';'s1b'
'BU03440412';'s1b'
'BU03440413';'s1b'
'BU03440414';'s1b'
'BU03440415';'s1b'
'BU03440421';'s1b'
'BU03440422';'s1b'
'BU03440423';'s1b'
'BU03440431';'s1b'
'BU03440432';'s1b'
'BU03440433';'s1b'
'BU03440511';'s1b'
'BU03440512';'s1b'
'BU03440521';'s1b'
'BU03440522';'s1b'
'BU03440523';'s1b'
'BU03440524';'s1b'
'BU03440525';'s1b'
'BU03440526';'s1b'
'BU03440531';'s1b'
'BU03440532';'s1b'
'BU03440533';'s1b'
'BU03440534';'s1b'
'BU03440535';'s1b'
'BU03440611';'s1b'
'BU03440612';'s1b'
'BU03440613';'s1b'
'BU03440621';'s1b'
'BU03440622';'s1b'
'BU03440623';'s1b'
'BU03440624';'s1b'
'BU03440625';'s1b'
'BU03440626';'s1b'
'BU03440627';'s1b'
'BU03440628';'s1b'
'BU03440711';'s1b'
'BU03440712';'s1b'
'BU03440721';'s1b'
'BU03440722';'s1b'
'BU03440723';'s1b'
'BU03440731';'s1b'
'BU03440732';'s1b'
'BU03440733';'s1b'
'BU03440811';'s1b'
'BU03440812';'s1b'
'BU03440821';'s1b'
'BU03440822';'s1b'
'BU03440823';'s1b'
'BU03440831';'s1b'
'BU03440832';'s1b'
'BU03440911';'s1b'
'BU03440912';'s1b'
'BU03440913';'s1b'
'BU03440921';'s1b'
'BU03440922';'s1b'
'BU03440931';'s1b'
'BU03440932';'s1b'
'BU03440933';'s1b'
'BU03440934';'s1b'
'BU03440941';'s1b'
'BU03440942';'s1b'
'BU03440943';'s1b'
'BU03440951';'s1b'
'BU03440952';'s1b'
'BU03440953';'s1b'
'BU03441011';'s1b'
'BU03441012';'s1b'
'BU03441013';'s1b'
'BU03441014';'s1b'
'BU03441021';'s1b'
'BU03441022';'s1b'
'BU03441023';'s1b'
'BU03441024';'s1b'
'BU03441031';'s1b'
'BU03441032';'s1b'
'BU03441033';'s1b'
'BU03441041';'s1b'
'BU03450001';'s1b'
'BU03450002';'s1b'
'BU03450003';'s1b'
'BU03450099';'s1b'
'BU03450110';'s1b'
'BU03450111';'s1b'
'BU03450112';'s1b'
'BU03450113';'s1b'
'BU03450114';'s1b'
'BU03450116';'s1b'
'BU03450117';'s1b'
'BU03450118';'s1b'
'BU03450220';'s1b'
'BU03450221';'s1b'
'BU03450222';'s1b'
'BU03450223';'s1b'
'BU03450224';'s1b'
'BU03450225';'s1b'
'BU03450226';'s1b'
'BU03450227';'s1b'
'BU03450228';'s1b'
'BU03450330';'s1b'
'BU03450331';'s1b'
'BU03450332';'s1b'
'BU03450440';'s1b'
'BU03450441';'s1b'
'BU03450442';'s1b'
'BU03450443';'s1b'
'BU03450444';'s1b'
'BU03450445';'s1b'
'BU03450550';'s1b'
'BU03450551';'s1b'
'BU03450552';'s1b'
'BU03450553';'s1b'
'BU03450554';'s1b'
'BU03450555';'s1b'
'BU03450556';'s1b'
'BU03450557';'s1b'
'BU03510001';'s1b'
'BU03510002';'s1b'
'BU03510003';'s1b'
'BU03510004';'s1b'
'BU03510005';'s1b'
'BU03510006';'s1b'
'BU03510007';'s1b'
'BU03510008';'s1b'
'BU03510009';'s1b'
'BU03510010';'s1b'
'BU03510011';'s1b'
'BU03510012';'s1b'
'BU03520000';'s1b'
'BU03520001';'s1b'
'BU03520002';'s1b'
'BU03520003';'s1b'
'BU03520004';'s1b'
'BU03520005';'s1b'
'BU03520006';'s1b'
'BU03520007';'s1b'
'BU03520008';'s1b'
'BU03520009';'s1b'
'BU03520010';'s1b'
'BU03520011';'s1b'
'BU03520100';'s1b'
'BU03520101';'s1b'
'BU03520200';'s1b'
'BU03520201';'s1b'
'BU03520300';'s1b'
'BU03520301';'s1b'
'BU03530001';'s1b'
'BU03530002';'s1b'
'BU03530003';'s1b'
'BU03530004';'s1b'
'BU03530005';'s1b'
'BU03530006';'s1b'
'BU03530007';'s1b'
'BU03530008';'s1b'
'BU03530009';'s1b'
'BU03530010';'s1b'
'BU03530011';'s1b'
'BU03530012';'s1b'
'BU03530013';'s1b'
'BU03530014';'s1b'
'BU03530015';'s1b'
'BU03530016';'s1b'
'BU03530017';'s1b'
'BU03530018';'s1b'
'BU03530019';'s1b'
'BU03530020';'s1b'
'BU03530021';'s1b'
'BU03530022';'s1b'
'BU03530023';'s1b'
'BU03530024';'s1b'
'BU03530025';'s1b'
'BU03530026';'s1b'
'BU03530027';'s1b'
'BU03530028';'s1b'
'BU03530029';'s1b'
'BU03530030';'s1b'
'BU03550101';'s1b'
'BU03550102';'s1b'
'BU03550103';'s1b'
'BU03550104';'s1b'
'BU03550105';'s1b'
'BU03550201';'s1b'
'BU03550202';'s1b'
'BU03550203';'s1b'
'BU03550204';'s1b'
'BU03550205';'s1b'
'BU03550206';'s1b'
'BU03550301';'s1b'
'BU03550302';'s1b'
'BU03550303';'s1b'
'BU03550304';'s1b'
'BU03550305';'s1b'
'BU03550306';'s1b'
'BU03550307';'s1b'
'BU03550308';'s1b'
'BU03550309';'s1b'
'BU03550401';'s1b'
'BU03550402';'s1b'
'BU03550403';'s1b'
'BU03550404';'s1b'
'BU03550405';'s1b'
'BU03550406';'s1b'
'BU03550407';'s1b'
'BU03550501';'s1b'
'BU03550502';'s1b'
'BU03550503';'s1b'
'BU03550504';'s1b'
'BU03550505';'s1b'
'BU03550506';'s1b'
'BU03550507';'s1b'
'BU03550508';'s1b'
'BU03560101';'s1b'
'BU03560102';'s1b'
'BU03560103';'s1b'
'BU03560201';'s1b'
'BU03560202';'s1b'
'BU03560301';'s1b'
'BU03560302';'s1b'
'BU03560303';'s1b'
'BU03560401';'s1b'
'BU03560402';'s1b'
'BU03560403';'s1b'
'BU03560501';'s1b'
'BU03560502';'s1b'
'BU03560503';'s1b'
'BU03560600';'s1b'
'BU03560700';'s1b'
'BU03560801';'s1b'
'BU03560802';''
'BU03560803';'s1b'
'BU03560804';'s1b'
'BU03561001';'s1b'
'BU03561002';'s1b'
'BU03561003';'s1b'
'BU03561101';'s1b'
'BU03561102';'s1b'
'BU03561200';'s1b'
'BU03561301';'s1b'
'BU03561302';'s1b'
'BU03561400';'s1b'
'BU03561500';'s1b'
'BU03561600';'s1b'
'BU03561800';'s1b'
'BU03562001';'s1b'
'BU03562002';'s1b'
'BU03562100';'s1b'
'BU03562200';'s1b'
'BU03562300';'s1b'
'BU03562400';'s1b'
'BU03562500';'s1b'
'BU03580000';'s1b'
'BU03580001';'s1b'
'BU03580004';'s1b'
'BU03580005';'s1b'
'BU03580100';'s1b'
'BU03580200';'s1b'
'BU03580201';'s1b'
'BU03580205';'s1b'
'BU03580206';'s1b'
'BU03610100';'s1b'
'BU03610101';'s1b'
'BU03610102';'s1b'
'BU03610103';'s1b'
'BU03610104';'s1b'
'BU03610105';'s1b'
'BU03610106';'s1b'
'BU03610107';'s1b'
'BU03610108';'s1b'
'BU03610109';'s1b'
'BU03610200';'s1b'
'BU03610201';'s1b'
'BU03610202';'s1b'
'BU03610203';'s1b'
'BU03610204';'s1b'
'BU03610205';'s1b'
'BU03610206';'s1b'
'BU03610208';'s1b'
'BU03610209';'s1b'
'BU03610300';'s1b'
'BU03610301';'s1b'
'BU03610302';'s1b'
'BU03610303';'s1b'
'BU03610308';'s1b'
'BU03610309';'s1b'
'BU03610400';'s1b'
'BU03610401';'s1b'
'BU03610402';'s1b'
'BU03610403';'s1b'
'BU03610404';'s1b'
'BU03610409';'s1b'
'BU03610500';'s1b'
'BU03610501';'s1b'
'BU03610502';'s1b'
'BU03610503';'s1b'
'BU03610600';'s1b'
'BU03610601';'s1b'
'BU03610602';'s1b'
'BU03610603';'s1b'
'BU03610604';'s1b'
'BU03610700';'s1b'
'BU03610701';'s1b'
'BU03610702';'s1b'
'BU03610703';'s1b'
'BU03610704';'s1b'
'BU03610709';'s1b'
'BU03610800';'s1b'
'BU03610801';'s1b'
'BU03610802';'s1b'
'BU03610803';'s1b'
'BU03610900';'s1b'
'BU03610901';'s1b'
'BU03610902';'s1b'
'BU03610903';'s1b'
'BU03610904';'s1b'
'BU03610905';'s1b'
'BU03610906';'s1b'
'BU03611000';'s1b'
'BU03611001';'s1b'
'BU03611002';'s1b'
'BU03611003';'s1b'
'BU03611004';'s1b'
'BU03611005';'s1b'
'BU03611006';'s1b'
'BU03611100';'s1b'
'BU03611101';''
'BU03620101';'s1b'
'BU03620102';'s1b'
'BU03620201';'s1b'
'BU03620202';'s1b'
'BU03620301';'s1b'
'BU03620302';'s1b'
'BU03620303';'s1b'
'BU03620304';'s1b'
'BU03620401';'s1b'
'BU03620501';'s1b'
'BU03620502';''
'BU03620601';'s1b'
'BU03620602';'s1b'
'BU03620603';'s1b'
'BU03620604';'s1b'
'BU03620701';'s1b'
'BU03620702';'s1b'
'BU03620801';'s1b'
'BU03620802';'s1b'
'BU03620803';'s1b'
'BU03620804';'s1b'
'BU03620805';'s1b'
'BU03620806';'s1b'
'BU03620901';'s1b'
'BU03620902';'s1b'
'BU03620903';'s1b'
'BU03620904';'s1b'
'BU03620905';'s1b'
'BU03621001';'s1b'
'BU03621002';'s1b'
'BU03621003';'s1b'
'BU03621004';'s1b'
'BU03621005';'s1b'
'BU03621101';'s1b'
'BU03621102';'s1b'
'BU03621103';'s1b'
'BU03621104';'s1b'
'BU03621105';'s1b'
'BU03621106';'s1b'
'BU03621201';'s1b'
'BU03621202';'s1b'
'BU03621203';'s1b'
'BU03621204';'s1b'
'BU03621301';'s1b'
'BU03621302';'s1b'
'BU03621401';'s1b'
'BU03621402';'s1b'
'BU0363AA01';'s1b'
'BU0363AA02';'s1b'
'BU0363AA03';'s1b'
'BU0363AA04';'s1b'
'BU0363AA05';'s1b'
'BU0363AA06';'s1b'
'BU0363AB01';'s1b'
'BU0363AB02';'s1b'
'BU0363AB03';'s1b'
'BU0363AB04';'s1b'
'BU0363AB05';'s1b'
'BU0363AB06';'s1b'
'BU0363AB07';'s1b'
'BU0363AB08';'s1b'
'BU0363AB09';'s1b'
'BU0363AB10';'s1b'
'BU0363AB11';'s1b'
'BU0363AC01';'s1b'
'BU0363AC02';'s1b'
'BU0363AC03';'s1b'
'BU0363AC04';'s1b'
'BU0363AD01';'s1b'
'BU0363AD02';'s1b'
'BU0363AD03';'s1b'
'BU0363AD04';'s1b'
'BU0363AD05';'s1b'
'BU0363AD06';'s1b'
'BU0363AD07';'s1b'
'BU0363AD08';'s1b'
'BU0363AE01';'s1b'
'BU0363AE02';'s1b'
'BU0363AE03';'s1b'
'BU0363AE04';'s1b'
'BU0363AE05';'s1b'
'BU0363AF01';'s1b'
'BU0363AF02';'s1b'
'BU0363AF03';'s1b'
'BU0363AF04';'s1b'
'BU0363AF05';'s1b'
'BU0363AF06';'s1b'
'BU0363AF07';'s1b'
'BU0363AF08';'s1b'
'BU0363AF09';'s1b'
