"type_str"	"bouwjaar_str"	"Default_label"	"Vrv_N_asl"	"Vrv_N_opp"	"Vrv_G_asl"	"Vrv_G_opp"	"Vrv_F_asl"	"Vrv_F_opp"	"Vrv_E_asl"	"Vrv_E_opp"	"Vrv_D_asl"	"Vrv_D_opp"	"Vrv_C_asl"	"Vrv_C_opp"	"Vrv_B_asl"	"Vrv_B_opp"	"Vrv_A_asl"	"Vrv_A_opp"	"Vvt_asl"	"Vvt_opp"	"Vtw_asl"	"Vtw_opp"	"Vea_asl"	"Vea_opp"	"Vkd_asl"	"Vkd_opp"	"Vkk_asl"	"Vkk_opp"
"2 onder 1 kap"	"1930 - 1945"	"F"	28.95543548	0.145796814	22.82779292	0.173867579	23.2385846	0.164487835	20.39727548	0.167911099	20.36304284	0.153567623	15.98126492	0.176811586	3.000266604	0.232671746	9.682459164	0.161543828	0	0.007766557	7.5	0	9.9	0	0	0.01296	1.3	0
"2 onder 1 kap"	"1946 - 1964"	"E"	30.22204316	0.111564174	21.39002204	0.157949401	26.07989372	0.118444934	24.81328604	0.117828747	20.19187964	0.112830781	16.2208934	0.132891108	9.721894807	0.159606354	12.14720924	0.146070675	0	0.009481846	7.5	0	9.9	0	0	0.01296	1.3	0
"2 onder 1 kap"	"1965 - 1974"	"D"	38.30219605	0.101876337	25.77304981	0.172155947	17.11219189	0.220868993	21.63090037	0.186533655	25.08839701	0.142784341	19.71387253	0.155073859	13.24546636	0.167103555	9.033288853	0.194954885	0	0.010574889	8.2	0	9.77	0	0	0.01296	1.3	0
"2 onder 1 kap"	"1975 - 1991"	"C"	31.62683125	0.101979035	25.77304981	0.172155947	32.75650837	0.045632109	9.820639573	0.258216804	23.27406709	0.144256345	22.55518165	0.131008313	17.89890127	0.120084473	14.98976821	0.161714991	0	0.007232955	8.2	0	9.77	0	0	0.01296	1.3	0
"2 onder 1 kap"	"1992 - 1995"	"B"	23.35883449	0.105368066	25.77304981	0.172155947	32.75650837	0.045632109	9.820639573	0.258216804	23.27406709	0.144256345	11.17201465	0.174107207	12.12981231	0.152044523	11.92513273	0.155176557	0	0	8.6	0	9.68	0	0	0.01296	1.3	0
"2 onder 1 kap"	"1996 - 1999"	"B"	23.90655673	0.102971781	25.77304981	0.172155947	32.75650837	0.045632109	9.820639573	0.258216804	23.27406709	0.144256345	17.29965721	0.123237504	12.51759855	0.13417404	21.51027193	0.086711277	0	0	8.6	0	9.68	0	0	0.01296	1.3	0
"2 onder 1 kap"	"2000 - 2005"	"A"	27.63791449	0.074010968	25.77304981	0.172155947	32.75650837	0.045632109	9.820639573	0.258216804	23.27406709	0.144256345	17.29965721	0.123237504	14.39189872	0.108806357	11.34317785	0.123340202	0	0	8.6	0	9.68	0	0	0.01296	1.3	0
"2 onder 1 kap"	"2006 - 2010"	"A"	26.40553945	0.065589738	25.77304981	0.172155947	32.75650837	0.045632109	9.820639573	0.258216804	23.27406709	0.144256345	17.29965721	0.123237504	14.16569008	0.081855213	13.67099737	0.099343121	0	0	8.6	0	9.68	0	0	0.01296	1.3	0
"2 onder 1 kap"	"2011 - 2014"	"A"	21.71566777	0.06172145	25.77304981	0.172155947	32.75650837	0.045632109	9.820639573	0.258216804	23.27406709	0.144256345	17.29965721	0.123237504	14.16569008	0.081855213	13.60253209	0.080172843	0	0	8.6	0	9.68	0	0	0.01296	1.3	0
"2 onder 1 kap"	"2015 - 2020"	"A"	13.67099737	0.082740291	25.77304981	0.172155947	32.75650837	0.045632109	9.820639573	0.258216804	23.27406709	0.144256345	17.29965721	0.123237504	14.16569008	0.081855213	4.325486649	0.12720849	0	0	8.6	0	9.68	0	0	0.01296	1.3	0
"2 onder 1 kap"	"2021 - 2030"	"A"	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	0	0	5.733333333	0	11.485584	0	0	0.01296	1.3	0
"2 onder 1 kap"	"2031 - 2040"	"A"	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	0	0	5.733333333	0	11.485584	0	0	0.01296	1.3	0
"2 onder 1 kap"	"2041 - 2050"	"A"	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	23.76	0	0	0	5.733333333	0	11.485584	0	0	0.01296	1.3	0
"rijwoning hoek"	"voor 1930"	"E"	24.15483801	0.159524102	22.68283449	0.164248207	22.51167129	0.159079078	14.94625785	0.215323306	14.09044185	0.179858291	9.332104889	0.223641837	15.60913933	0.134203081	9.879827129	0.183041926	0	0.008135673	7.1	0	9.98	0	0	0.01296	1.3	0
"rijwoning hoek"	"1930 - 1945"	"E"	31.10406393	0.1349793	29.32396665	0.14237355	27.88619577	0.153225297	13.23462585	0.244900307	14.53546617	0.203615743	9.058243769	0.227236264	15.23061782	0.146831935	14.91202521	0.109544448	0	0.008135673	7.1	0	9.98	0	0	0.01296	1.3	0
"rijwoning hoek"	"1946 - 1964"	"E"	32.84992857	0.094105527	23.64134841	0.155005394	22.61436921	0.16572021	22.95669561	0.149733567	17.30831001	0.155381953	16.21286553	0.148158866	13.54447655	0.145076971	16.11016761	0.108825563	0	0.007684654	6.4	0	10.13	0	0	0.01296	1.3	0
"rijwoning hoek"	"1965 - 1974"	"D"	33.67151193	0.085170808	21.72432057	0.167192214	20.90273721	0.162125783	19.84152537	0.160345686	23.70981369	0.120601591	18.74608089	0.141586199	12.99389981	0.154402365	13.57695225	0.145249092	0	0.007517702	7.3	0	9.94	0	0	0.01296	1.3	0
"rijwoning hoek"	"1975 - 1991"	"C"	26.68805337	0.087053604	25.42144569	0.146070675	25.18181721	0.109544448	14.43276825	0.207175937	24.83949081	0.0789747	19.08840729	0.09037417	6.73108938	0.18612935	9.160941689	0.162913134	0	0.003662524	7.3	0	9.94	0	0	0.01296	1.3	0
"rijwoning hoek"	"1992 - 1995"	"B"	22.53988302	0.088422909	25.42144569	0.146070675	25.18181721	0.109544448	14.43276825	0.207175937	24.83949081	0.0789747	8.162174222	0.178797079	7.826190577	0.182344134	6.861333902	0.178660148	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning hoek"	"1996 - 1999"	"B"	20.48592462	0.087567093	25.42144569	0.146070675	25.18181721	0.109544448	14.43276825	0.207175937	24.83949081	0.0789747	7.340590862	0.182562669	7.275613836	0.167375329	7.956778382	0.153225297	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning hoek"	"2000 - 2005"	"A"	14.5636779	0.117144094	25.42144569	0.146070675	25.18181721	0.109544448	14.43276825	0.207175937	24.83949081	0.0789747	7.340590862	0.182562669	7.722957438	0.152716224	13.63939662	0.089997611	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning hoek"	"2006 - 2010"	"A"	19.42170233	0.087122069	25.42144569	0.146070675	25.18181721	0.109544448	14.43276825	0.207175937	24.83949081	0.0789747	7.340590862	0.182562669	14.56772951	0.090466641	16.64885849	0.077776558	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning hoek"	"2011 - 2014"	"A"	14.76606329	0.089586819	25.42144569	0.146070675	25.18181721	0.109544448	14.43276825	0.207175937	24.83949081	0.0789747	7.340590862	0.182562669	14.56772951	0.090466641	10.82930969	0.101020521	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning hoek"	"2015 - 2020"	"A"	3.571990009	0.145659883	25.42144569	0.146070675	25.18181721	0.109544448	14.43276825	0.207175937	24.83949081	0.0789747	7.340590862	0.182562669	14.56772951	0.090466641	6.721392889	0.116870233	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning hoek"	"2021 - 2030"	"A"	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	0	0	5.133333333	0	11.667024	0	0	0.01296	1.3	0
"rijwoning hoek"	"2031 - 2040"	"A"	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	0	0	5.133333333	0	11.667024	0	0	0.01296	1.3	0
"rijwoning hoek"	"2041 - 2050"	"A"	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	0	0	5.133333333	0	11.667024	0	0	0.01296	1.3	0
"rijwoning tussen"	"voor 1930"	"E"	18.50808082	0.164042811	15.05058418	0.179242103	15.3244453	0.171984783	13.68127858	0.177598936	9.470663858	0.192627065	11.59308754	0.15948987	9.554432073	0.169336759	6.526656818	0.190915433	0	0.007035359	7.1	0	9.98	0	0	0.01296	1.3	0
"rijwoning tussen"	"1930 - 1945"	"E"	22.1709733	0.144290578	16.72798354	0.17660619	18.7477093	0.159284474	14.33169874	0.192900926	10.73727154	0.20111676	9.231035378	0.18827952	9.623254166	0.160114598	10.42917778	0.132617247	0	0.007035359	7.1	0	9.98	0	0	0.01296	1.3	0
"rijwoning tussen"	"1946 - 1964"	"D"	25.83386578	0.099171958	15.76946962	0.173456787	15.80370226	0.179892523	23.77990738	0.080309773	16.11179602	0.139669171	12.85969522	0.142544713	11.72232799	0.130452277	16.93337938	0.077845023	0	0.007829621	6.4	0	10.13	0	0	0.01296	1.3	0
"rijwoning tussen"	"1965 - 1974"	"C"	27.83465753	0.082432197	15.13434809	0.190299246	13.73080985	0.190710037	17.01714329	0.153601856	24.06906713	0.074729853	20.91966425	0.072881291	11.56565112	0.145971658	7.705865209	0.155587349	0	0.007632555	7.3	0	9.94	0	0	0.01296	1.3	0
"rijwoning tussen"	"1975 - 1991"	"C"	21.36468857	0.082637593	15.13434809	0.190299246	15.81900089	0.146070675	9.725590969	0.190504642	20.81696633	0.061995311	15.37397657	0.086813975	12.63239356	0.096867095	3.974507449	0.177016981	0	0.004510267	7.3	0	9.94	0	0	0.01296	1.3	0
"rijwoning tussen"	"1992 - 1995"	"B"	13.62811193	0.10646351	15.13434809	0.190299246	15.81900089	0.146070675	9.725590969	0.190504642	6.028465849	0.149185845	6.405024889	0.144872532	3.719932562	0.172158465	1.886316409	0.178591683	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning tussen"	"1996 - 1999"	"B"	12.80652857	0.088799468	15.13434809	0.190299246	15.81900089	0.146070675	9.725590969	0.190504642	6.028465849	0.149185845	6.199629049	0.144667137	3.066122682	0.159598433	6.199629049	0.12720849	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning tussen"	"2000 - 2005"	"A"	15.51090713	0.084349225	15.13434809	0.190299246	15.81900089	0.146070675	9.725590969	0.190504642	6.028465849	0.149185845	16.50365369	0.036526227	5.337251738	0.139846492	7.808563129	0.093660503	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning tussen"	"2006 - 2010"	"A"	15.92169881	0.070074214	15.13434809	0.190299246	15.81900089	0.146070675	9.725590969	0.190504642	6.028465849	0.149185845	22.52859833	0.004552941	9.845098805	0.081588591	11.40299033	0.079317027	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning tussen"	"2011 - 2014"	"A"	12.70383065	0.051212029	15.13434809	0.190299246	15.81900089	0.146070675	9.725590969	0.190504642	6.028465849	0.149185845	22.52859833	0.004552941	7.74602498	0.082586511	8.219354809	0.081370985	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning tussen"	"2015 - 2020"	"A"	12.70383065	0.051212029	15.13434809	0.190299246	15.81900089	0.146070675	9.725590969	0.190504642	6.028465849	0.149185845	22.52859833	0.004552941	7.74602498	0.082586511	1.680920569	0.117075629	0	0	7.7	0	9.86	0	0	0.01296	1.3	0
"rijwoning tussen"	"2021 - 2030"	"A"	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	0	0	5.133333333	0	11.667024	0	0	0.01296	1.3	0
"rijwoning tussen"	"2031 - 2040"	"A"	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	0	0	5.133333333	0	11.667024	0	0	0.01296	1.3	0
"rijwoning tussen"	"2041 - 2050"	"A"	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	20.52	0	0	0	5.133333333	0	11.667024	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"voor 1930"	"E"	17.16535854	0.144940998	9.017990222	0.220526667	9.017990222	0.21213967	7.374823502	0.219294292	5.560493582	0.212927021	4.875840782	0.203855371	2.848362696	0.190287192	2.411090702	0.188450683	0	0.007174355	5	0	8.41	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"1930 - 1945"	"E"	20.10936558	0.127756212	9.394549262	0.220287038	11.61967086	0.189409197	8.093708942	0.248323571	9.120688142	0.199644756	4.738910222	0.227783987	5.226545373	0.182468509	5.560493582	0.164864394	0	0.007174355	5	0	8.41	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"1946 - 1964"	"D"	17.88123353	0.128577796	12.43824377	0.169896592	12.81480281	0.164145509	11.58242777	0.166815655	12.09591737	0.142715876	10.58968121	0.131864129	8.351153555	0.120114514	8.878049209	0.092667756	0	0.00646244	5.3	0	8.34	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"1965 - 1974"	"D"	17.7207301	0.106600441	13.54434802	0.167363377	15.08481682	0.119129587	12.4146709	0.137101723	10.39494514	0.13874489	9.641827058	0.113173108	8.947699242	0.068315741	3.651115058	0.1448383	0	0.004827624	5.6	0	8.29	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"1975 - 1991"	"C"	12.99662578	0.115774788	12.03811186	0.183897742	6.355493618	0.236787171	8.991406898	0.191326225	8.649080498	0.146173373	14.05783762	0.062851127	10.44628011	0.066067869	3.514184498	0.136382838	0	0.002521148	5.5	0	8.3	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"1992 - 1995"	"B"	7.226608249	0.127790445	12.03811186	0.183897742	6.355493618	0.236787171	8.991406898	0.191326225	1.509757369	0.15456037	5.412278329	0.110160636	2.088333068	0.13575188	1.646687929	0.149938963	0	0	5.7	0	8.26	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"1996 - 1999"	"B"	7.705865209	0.114131622	12.03811186	0.183897742	6.355493618	0.236787171	7.226608249	0.113926226	1.509757369	0.15456037	5.378045689	0.101568243	0.785219272	0.142137137	1.646687929	0.149938963	0	0	5.7	0	8.26	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"2000 - 2005"	"B"	4.590694969	0.122244757	12.03811186	0.183897742	6.355493618	0.236787171	13.52541401	0.113926226	16.91444537	0.083185315	11.88224729	0.064323131	2.511845052	0.104998394	1.817851129	0.123511365	0	0	5.7	0	8.26	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"2006 - 2010"	"A"	5.446510969	0.104786111	12.03811186	0.183897742	6.355493618	0.236787171	13.52541401	0.113926226	8.150889529	0.151342501	9.075170809	0.085889694	5.834785232	0.068902142	4.248368569	0.082158336	0	0	5.7	0	8.26	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"2011 - 2014"	"A"	3.118691449	0.111427243	12.03811186	0.183897742	6.355493618	0.236787171	13.52541401	0.113926226	8.150889529	0.151342501	5.035719289	0.150075894	9.288036791	0.019742174	2.468271289	0.100027774	0	0	5.7	0	8.26	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"2015 - 2020"	"A"	3.118691449	0.111427243	12.03811186	0.183897742	6.355493618	0.236787171	13.52541401	0.113926226	8.150889529	0.151342501	5.035719289	0.150075894	9.288036791	0.019742174	2.468271289	0.100027774	0	0	5.7	0	8.26	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"2021 - 2030"	"A"	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	0	0	3.8	0	9.978048	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"2031 - 2040"	"A"	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	0	0	3.8	0	9.978048	0	0	0.01296	1.3	0
"meergezins: laag en midden"	"2041 - 2050"	"A"	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	13.32	0	0	0	3.8	0	9.978048	0	0	0.01296	1.3	0
"meergezins: hoog"	"voor 1930"	"E"	16.26402521	0.144940998	8.116656889	0.220526667	8.116656889	0.21213967	6.473490169	0.219294292	4.659160249	0.212927021	3.974507449	0.203855371	1.990599534	0.190287192	1.509757369	0.188450683	0	0.007174355	5.6	0	8.28	0	0	0.01296	1.3	0
"meergezins: hoog"	"1930 - 1945"	"E"	19.20803225	0.127756212	8.493215929	0.220287038	10.71833753	0.189409197	7.192375609	0.248323571	8.219354809	0.199644756	3.837576889	0.227783987	4.368782211	0.182468509	4.659160249	0.164864394	0	0.007174355	5.6	0	8.28	0	0	0.01296	1.3	0
"meergezins: hoog"	"1946 - 1964"	"D"	15.85323353	0.128577796	10.41024377	0.169896592	10.78680281	0.164145509	9.554427769	0.166815655	10.06791737	0.142715876	8.561681209	0.131864129	6.42118644	0.120114514	6.850049209	0.092667756	0	0.00646244	5.6	0	8.28	0	0	0.01296	1.3	0
"meergezins: hoog"	"1965 - 1974"	"D"	21.25095232	0.106600441	17.07457024	0.167363377	18.61503904	0.119129587	15.94489312	0.137101723	13.92516736	0.13874489	13.17204928	0.113173108	12.30727163	0.068315741	7.18133728	0.1448383	0	0.004827624	6.1	0	8.18	0	0	0.01296	1.3	0
"meergezins: hoog"	"1975 - 1991"	"C"	16.00107022	0.115774788	15.0425563	0.183897742	9.359938062	0.236787171	11.99585134	0.191326225	11.65352494	0.146173373	17.06228206	0.062851127	13.30549065	0.066067869	6.518628942	0.136382838	0	0.002521148	5.4	0	8.32	0	0	0.01296	1.3	0
"meergezins: hoog"	"1992 - 1995"	"B"	10.45638603	0.127790445	15.0425563	0.183897742	9.359938062	0.236787171	11.99585134	0.191326225	4.739535147	0.15456037	8.642056107	0.110160636	5.161984399	0.13575188	4.876465707	0.149938963	0	0	6	0	8.21	0	0	0.01296	1.3	0
"meergezins: hoog"	"1996 - 1999"	"B"	10.93564299	0.114131622	15.0425563	0.183897742	9.359938062	0.236787171	10.45638603	0.113926226	4.739535147	0.15456037	8.607823467	0.101568243	3.858870603	0.142137137	2.411715627	0.160516849	0	0	6	0	8.21	0	0	0.01296	1.3	0
"meergezins: hoog"	"2000 - 2005"	"B"	7.820472747	0.122244757	15.0425563	0.183897742	9.359938062	0.236787171	10.45638603	0.113926226	20.14422315	0.083185315	15.11202507	0.064323131	5.585496383	0.104998394	5.047628907	0.123511365	0	0	6	0	8.21	0	0	0.01296	1.3	0
"meergezins: hoog"	"2006 - 2010"	"A"	8.751399858	0.104786111	15.0425563	0.183897742	9.359938062	0.236787171	10.45638603	0.113926226	11.45577842	0.151342501	12.3800597	0.085889694	8.979916826	0.068902142	7.553257458	0.082158336	0	0	6	0	8.21	0	0	0.01296	1.3	0
"meergezins: hoog"	"2011 - 2014"	"A"	6.423580338	0.111427243	15.0425563	0.183897742	9.359938062	0.236787171	10.45638603	0.113926226	11.45577842	0.151342501	8.340608178	0.150075894	12.43316839	0.019742174	5.773160178	0.100027774	0	0	6	0	8.21	0	0	0.01296	1.3	0
"meergezins: hoog"	"2015 - 2020"	"A"	6.423580338	0.111427243	15.0425563	0.183897742	9.359938062	0.236787171	10.45638603	0.113926226	11.45577842	0.151342501	8.340608178	0.150075894	12.43316839	0.019742174	5.773160178	0.100027774	0	0	6	0	8.21	0	0	0.01296	1.3	0
"meergezins: hoog"	"2021 - 2030"	"A"	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	0	0	3.966666667	0	9.927648	0	0	0.01296	1.3	0
"meergezins: hoog"	"2031 - 2040"	"A"	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	0	0	3.966666667	0	9.927648	0	0	0.01296	1.3	0
"meergezins: hoog"	"2041 - 2050"	"A"	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	14.22	0	0	0	3.966666667	0	9.927648	0	0	0.01296	1.3	0
