type_str,bouwjaar_str,Default_label,Vrv_G_asl,Vrv_G_opp,Vrv_F_asl,Vrv_F_opp,Vrv_E_asl,Vrv_E_opp,Vrv_D_asl,Vrv_D_opp,Vrv_C_asl,Vrv_C_opp,Vrv_B_asl,Vrv_B_opp,Vrv_A_asl,Vrv_A_opp,Vvent_asl,Vvent_opp,Vww_asl,Vww_opp,Ve_asl,Ve_opp,Vk_asl,Vk_opp,Ki_SGB_min_asl,Ki_SGB_min_opp,Ki_SGB_max_asl,Ki_SGB_max_opp,Ki_SFB_min_asl,Ki_SFB_min_opp,Ki_SFB_max_asl,Ki_SFB_max_opp,Ki_SEB_min_asl,Ki_SEB_min_opp,Ki_SEB_max_asl,Ki_SEB_max_opp,Ki_SDB_min_asl,Ki_SDB_min_opp,Ki_SDB_max_asl,Ki_SDB_max_opp,Ki_SCB_min_asl,Ki_SCB_min_opp,Ki_SCB_max_asl,Ki_SCB_max_opp,Ki_SGA_min_asl,Ki_SGA_min_opp,Ki_SGA_max_asl,Ki_SGA_max_opp,Ki_SFA_min_asl,Ki_SFA_min_opp,Ki_SFA_max_asl,Ki_SFA_max_opp,Ki_SEA_min_asl,Ki_SEA_min_opp,Ki_SEA_max_asl,Ki_SEA_max_opp,Ki_SDA_min_asl,Ki_SDA_min_opp,Ki_SDA_max_asl,Ki_SDA_max_opp,Ki_SCA_min_asl,Ki_SCA_min_opp,Ki_SCA_max_asl,Ki_SCA_max_opp,Ki_SBA_min_asl,Ki_SBA_min_opp,Ki_SBA_max_asl,Ki_SBA_max_opp
Sport,0<=1920,G,0,0.724791492,0,0.724791492,0,0.724791492,0,0.724791492,0,0.214911431,0,0.214911431,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,186.4827514,0,270.5751368,0,186.4827514,0,270.5751368,0,186.4827514,0,270.5751368,0,186.4827514,0,270.5751368,0,0,0,0,0,262.2746853,0,402.5011855,0,262.2746853,0,402.5011855,0,262.2746853,0,402.5011855,0,262.2746853,0,402.5011855,0,75.79193381,0,131.9260487,0,75.79193381,0,131.9260487
Sport,1920<=1975,E,0,0.544171907,0,0.544171907,0,0.544171907,0,0.544171907,0,0.544171907,0,0.214911431,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,185.4927893,0,269.0847542,0,185.4927893,0,269.0847542,0,185.4927893,0,269.0847542,0,185.4927893,0,269.0847542,0,185.4927893,0,269.0847542,0,261.2847232,0,401.0216816,0,261.2847232,0,401.0216816,0,261.2847232,0,401.0216816,0,261.2847232,0,401.0216816,0,261.2847232,0,401.0216816,0,75.79193381,0,131.9260487
Sport,1975<=1990,C,0,0.329260473,0,0.329260473,0,0.329260473,0,0.329260473,0,0.214911431,0,0.214911431,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,167.5320483,0,257.0311498,0,167.5320483,0,257.0311498,0,167.5320483,0,257.0311498,0,167.5320483,0,257.0311498,0,0,0,0,0,243.3131035,0,388.9680771,0,243.3131035,0,388.9680771,0,243.3131035,0,388.9680771,0,243.3131035,0,388.9680771,0,75.7810551,0,131.9260487,0,75.7810551,0,131.9260487
Sport,1990<=1995,B,0,0.32547952,0,0.32547952,0,0.32547952,0,0.32547952,0,0.32547952,0,0.32547952,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,162.9194777,0,249.6336307,0,162.9194777,0,249.6336307,0,162.9194777,0,249.6336307,0,162.9194777,0,249.6336307,0,0,0,0,0,238.7005328,0,381.5705581,0,238.7005328,0,381.5705581,0,238.7005328,0,381.5705581,0,238.7005328,0,381.5705581,0,75.7810551,0,131.9260487,0,75.7810551,0,131.9260487
Sport,1995<=2019,B,0,0.276025048,0,0.276025048,0,0.276025048,0,0.276025048,0,0.276025048,0,0.276025048,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,153.444126,0,242.8018044,0,153.444126,0,242.8018044,0,153.444126,0,242.8018044,0,153.444126,0,242.8018044,0,0,0,0,0,229.2251811,0,374.7387317,0,229.2251811,0,374.7387317,0,229.2251811,0,374.7387317,0,229.2251811,0,374.7387317,0,75.7810551,0,131.9260487,0,75.7810551,0,131.9260487
Sport,onbekend,D,0,0.389907353,0,0.389907353,0,0.389907353,0,0.389907353,0,0.222799623,0,0.222799623,0,0.155959736,0,0,0,0.003776774,0,0.454,0,0.086802003,0,167.6408353,0,255.2144061,0,167.6408353,0,255.2144061,0,167.6408353,0,255.2144061,0,167.6408353,0,255.2144061,0,0,0,0,0,243.4218904,0,387.1513334,0,243.4218904,0,387.1513334,0,243.4218904,0,387.1513334,0,243.4218904,0,387.1513334,0,75.7810551,0,131.9260487,0,75.7810551,0,131.9260487
Overig,0<=1920,G,0,0.227744373,0,0.227744373,0,0.227744373,0,0.227744373,0,0.048814225,0,0.048814225,0,0.034169957,0,0,0,0.003776774,0,0.454,0,0.086802003,0,117.522644,0,187.6467728,0,117.522644,0,187.6467728,0,117.522644,0,187.6467728,0,117.522644,0,187.6467728,0,0,0,0,0,170.3278753,0,291.505764,0,170.3278753,0,291.505764,0,170.3278753,0,291.505764,0,170.3278753,0,291.505764,0,52.80523133,0,103.8589913,0,52.80523133,0,103.8589913
Overig,1920<=1975,E,0,0.165521952,0,0.165521952,0,0.165521952,0,0.165521952,0,0.165521952,0,0.048814225,0,0.034169957,0,0,0,0.003776774,0,0.454,0,0.086802003,0,116.9678301,0,186.6894468,0,116.9678301,0,186.6894468,0,116.9678301,0,186.6894468,0,116.9678301,0,186.6894468,0,116.9678301,0,186.6894468,0,169.7730615,0,290.5375594,0,169.7730615,0,290.5375594,0,169.7730615,0,290.5375594,0,169.7730615,0,290.5375594,0,169.7730615,0,290.5375594,0,52.80523133,0,103.8589913
Overig,1975<=1990,C,0,0.089303509,0,0.089303509,0,0.089303509,0,0.089303509,0,0.048814225,0,0.048814225,0,0.034169957,0,0,0,0.003776774,0,0.454,0,0.086802003,0,102.1836708,0,178.2584509,0,102.1836708,0,178.2584509,0,102.1836708,0,178.2584509,0,102.1836708,0,178.2584509,0,0,0,0,0,154.9889021,0,282.1065635,0,154.9889021,0,282.1065635,0,154.9889021,0,282.1065635,0,154.9889021,0,282.1065635,0,52.80523133,0,103.8589913,0,52.80523133,0,103.8589913
Overig,1990<=1995,B,0,0.086385542,0,0.086385542,0,0.086385542,0,0.086385542,0,0.086385542,0,0.086385542,0,0.034169957,0,0,0,0.003776774,0,0.454,0,0.086802003,0,99.75771969,0,173.4718209,0,99.75771969,0,173.4718209,0,99.75771969,0,173.4718209,0,99.75771969,0,173.4718209,0,0,0,0,0,152.562951,0,277.3199335,0,152.562951,0,277.3199335,0,152.562951,0,277.3199335,0,152.562951,0,277.3199335,0,52.80523133,0,103.8589913,0,52.80523133,0,103.8589913
Overig,1995<=2019,B,0,0.068874321,0,0.068874321,0,0.068874321,0,0.068874321,0,0.068874321,0,0.068874321,0,0.034169957,0,0,0,0.003776774,0,0.454,0,0.086802003,0,92.07735435,0,168.7395845,0,92.07735435,0,168.7395845,0,92.07735435,0,168.7395845,0,92.07735435,0,168.7395845,0,0,0,0,0,144.8825857,0,272.5876971,0,144.8825857,0,272.5876971,0,144.8825857,0,272.5876971,0,144.8825857,0,272.5876971,0,52.80523133,0,103.8589913,0,52.80523133,0,103.8589913
Overig,onbekend,D,0,0.112344219,0,0.112344219,0,0.112344219,0,HUDIG,0,0.051621296,0,0.051621296,0,0.036134907,0,0,0,0.003776774,0,0.454,0,0.086802003,0,101.8681883,0,176.0718313,0,101.8681883,0,176.0718313,0,101.8681883,0,176.0718313,0,101.8681883,0,176.0718313,0,0,0,0,0,154.6734197,0,279.9308226,0,154.6734197,0,279.9308226,0,154.6734197,0,279.9308226,0,154.6734197,0,279.9308226,0,52.80523133,0,103.8589913,0,52.80523133,0,103.8589913
Cel,0<=1920,G,0,1.174642006,0,1.174642006,0,1.174642006,0,1.174642006,0,0.278391906,0,0.278391906,0,0.194874334,0,0,0,0.003776774,0,0.454,0,0.086802003,0,77.83713025,0,110.5493945,0,77.83713025,0,110.5493945,0,77.83713025,0,110.5493945,0,77.83713025,0,110.5493945,0,0,0,0,0,104.4464413,0,152.1278029,0,104.4464413,0,152.1278029,0,104.4464413,0,152.1278029,0,104.4464413,0,152.1278029,0,26.60931105,0,41.57840835,0,26.60931105,0,41.57840835
Cel,1920<=1975,E,0,0.797229598,0,0.797229598,0,0.797229598,0,0.797229598,0,0.797229598,0,0.278391906,0,0.194874334,0,0,0,0.003776774,0,0.454,0,0.086802003,0,77.51076911,0,110.0707315,0,77.51076911,0,110.0707315,0,77.51076911,0,110.0707315,0,77.51076911,0,110.0707315,0,77.51076911,0,110.0707315,0,104.1092015,0,151.6600186,0,104.1092015,0,151.6600186,0,104.1092015,0,151.6600186,0,104.1092015,0,151.6600186,0,104.1092015,0,151.6600186,0,26.59843234,0,41.58928706
Cel,1975<=1990,C,0,0.472312353,0,0.472312353,0,0.472312353,0,0.472312353,0,0.278391906,0,0.278391906,0,0.194874334,0,0,0,0.003776774,0,0.454,0,0.086802003,0,72.34338451,0,106.4590016,0,72.34338451,0,106.4590016,0,72.34338451,0,106.4590016,0,72.34338451,0,106.4590016,0,0,0,0,0,98.95269556,0,148.03741,0,98.95269556,0,148.03741,0,98.95269556,0,148.03741,0,98.95269556,0,148.03741,0,26.60931105,0,41.57840835,0,26.60931105,0,41.57840835
Cel,1990<=1995,B,0,0.469721176,0,0.469721176,0,0.469721176,0,0.469721176,0,0.469721176,0,0.469721176,0,0.194874334,0,0,0,0.003776774,0,0.454,0,0.086802003,0,70.77685107,0,104.0983228,0,70.77685107,0,104.0983228,0,70.77685107,0,104.0983228,0,70.77685107,0,104.0983228,0,0,0,0,0,97.38616212,0,145.6876099,0,97.38616212,0,145.6876099,0,97.38616212,0,145.6876099,0,97.38616212,0,145.6876099,0,26.60931105,0,41.58928706,0,26.60931105,0,41.58928706
Cel,1995<=2019,B,0,0.380637332,0,0.380637332,0,0.380637332,0,0.380637332,0,0.380637332,0,0.380637332,0,0.194874334,0,0,0,0.003776774,0,0.454,0,0.086802003,0,68.03541755,0,101.9878541,0,68.03541755,0,101.9878541,0,68.03541755,0,101.9878541,0,68.03541755,0,101.9878541,0,0,0,0,0,94.6447286,0,143.5662625,0,94.6447286,0,143.5662625,0,94.6447286,0,143.5662625,0,94.6447286,0,143.5662625,0,26.60931105,0,41.57840835,0,26.60931105,0,41.57840835
Cel,onbekend,D,0,0.636626893,0,0.636626893,0,0.636626893,0,0.636626893,0,0.295673148,0,0.295673148,0,0.206971204,0,0,0,0.003776774,0,0.454,0,0.086802003,0,72.18020393,0,105.6539775,0,72.18020393,0,105.6539775,0,72.18020393,0,105.6539775,0,72.18020393,0,105.6539775,0,0,0,0,0,98.78951498,0,147.2323858,0,98.78951498,0,147.2323858,0,98.78951498,0,147.2323858,0,98.78951498,0,147.2323858,0,26.60931105,0,41.57840835,0,26.60931105,0,41.57840835
