type_str,bouwjaar_str,Default_label,Vrv_G_asl,Vrv_G_opp,Vrv_F_asl,Vrv_F_opp,Vrv_E_asl,Vrv_E_opp,Vrv_D_asl,Vrv_D_opp,Vrv_C_asl,Vrv_C_opp,Vrv_B_asl,Vrv_B_opp,Vrv_A_asl,Vrv_A_opp,Vvent_asl,Vvent_opp,Vww_asl,Vww_opp,Ve_asl,Ve_opp,Vk_asl,Vk_opp,Ki_SGD_min_asl,Ki_SGD_min_opp,Ki_SGD_max_asl,Ki_SGD_max_opp,Ki_SFD_min_asl,Ki_SFD_min_opp,Ki_SFD_max_asl,Ki_SFD_max_opp,Ki_SED_min_asl,Ki_SED_min_opp,Ki_SED_max_asl,Ki_SED_max_opp,Ki_SGC_min_asl,Ki_SGC_min_opp,Ki_SGC_max_asl,Ki_SGC_max_opp,Ki_SFC_min_asl,Ki_SFC_min_opp,Ki_SFC_max_asl,Ki_SFC_max_opp,Ki_SEC_min_asl,Ki_SEC_min_opp,Ki_SEC_max_asl,Ki_SEC_max_opp,Ki_SDC_min_asl,Ki_SDC_min_opp,Ki_SDC_max_asl,Ki_SDC_max_opp,Ki_SGB_min_asl,Ki_SGB_min_opp,Ki_SGB_max_asl,Ki_SGB_max_opp,Ki_SFB_min_asl,Ki_SFB_min_opp,Ki_SFB_max_asl,Ki_SFB_max_opp,Ki_SEB_min_asl,Ki_SEB_min_opp,Ki_SEB_max_asl,Ki_SEB_max_opp,Ki_SDB_min_asl,Ki_SDB_min_opp,Ki_SDB_max_asl,Ki_SDB_max_opp,Ki_SCB_min_asl,Ki_SCB_min_opp,Ki_SCB_max_asl,Ki_SCB_max_opp,Ki_SGA_min_asl,Ki_SGA_min_opp,Ki_SGA_max_asl,Ki_SGA_max_opp,Ki_SFA_min_asl,Ki_SFA_min_opp,Ki_SFA_max_asl,Ki_SFA_max_opp,Ki_SEA_min_asl,Ki_SEA_min_opp,Ki_SEA_max_asl,Ki_SEA_max_opp,Ki_SDA_min_asl,Ki_SDA_min_opp,Ki_SDA_max_asl,Ki_SDA_max_opp,Ki_SCA_min_asl,Ki_SCA_min_opp,Ki_SCA_max_asl,Ki_SCA_max_opp,Ki_SBA_min_asl,Ki_SBA_min_opp,Ki_SBA_max_asl,Ki_SBA_max_opp
2 onder 1 kap,2011 - 2014,A,11.22181677,0.153789401,11.22181677,0.153789401,11.22181677,0.153789401,11.22181677,0.153789401,11.22181677,0.153789401,13.56585159,0.074649308,18,0.06,0,0,8.15,0,9.68,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,4190.436,27.7,4114.212,55.559,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266
2 onder 1 kap,2015 - 2020,A,11.22181677,0.153789401,11.22181677,0.153789401,11.22181677,0.153789401,11.22181677,0.153789401,11.22181677,0.153789401,13.56585159,0.074649308,18,0.06,0,0,8.15,0,9.68,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,4190.436,27.7,4114.212,55.559,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266
rijwoning hoek,voor 1930,E,24.02581014,0.146661398,24.02581014,0.146661398,16.57452877,0.197566028,16.57452877,0.197566028,13.25162417,0.173803024,13.25162417,0.173803024,12,0.152,0,0.008135673,8.6,0,9.98,0,0,0.01296,10368,0,14255,0,3577.43,6.549,4584.49,16.873,963.638,15.527,1428.073,28.921,14207,0,20414,0,7265.895,7.67,8346.026,22.58,1335.502,36.686,2395.234,42.121,1566.306,7.18,2595.387,11.629,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,9690.957549,97.3859489,15829.73801,239.4478288,9690.957549,97.3859489,15829.73801,239.4478288,9522.579667,76.62730135,16390.39036,206.2314079,11570.92667,27.73253056,18273.50864,152.0810686,2950.612439,1.464933358,7163.849984,106.1962305,2950.612439,1.464933358,7163.849984,106.1962305
rijwoning hoek,1930 - 1945,E,24.02581014,0.146661398,24.02581014,0.146661398,16.57452877,0.197566028,16.57452877,0.197566028,13.25162417,0.173803024,13.25162417,0.173803024,12,0.152,0,0.008135673,8.6,0,9.98,0,0,0.01296,10368,0,14255,0,3577.43,6.549,4584.49,16.873,963.638,15.527,1428.073,28.921,14207,0,20414,0,7265.895,7.67,8346.026,22.58,1335.502,36.686,2395.234,42.121,1566.306,7.18,2595.387,11.629,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,9690.957549,97.3859489,15829.73801,239.4478288,9690.957549,97.3859489,15829.73801,239.4478288,9522.579667,76.62730135,16390.39036,206.2314079,11570.92667,27.73253056,18273.50864,152.0810686,2950.612439,1.464933358,7163.849984,106.1962305,2950.612439,1.464933358,7163.849984,106.1962305
rijwoning hoek,1946 - 1964,D,24.08140885,0.147507399,24.08140885,0.147507399,24.83899201,0.129654707,18.69437031,0.128290702,18.69437031,0.128290702,15.82312038,0.129608313,14,0.116,0,0.007684654,8.6,0,10.13,0,0,0.01296,10368,0,14255,0,2466.637,10.755,4501.066,3.046,-333.403,28.173,-1502.689,61.726,14207,0,20414,0,7265.895,7.67,8346.026,22.58,2844.065,20.777,5180.154,8.399,1620.195,4.12,2785.776,5.507,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,18277.97972,0,37195.88557,0,18277.97972,0,37195.88557,0,18277.97972,0,37195.88557,0,15383.6986,0,32056.18062,0,15383.6986,0,32056.18062,0,7508.426017,0,22094.13696,0
rijwoning hoek,1965 - 1974,C,19.98409776,0.146829317,19.98409776,0.146829317,19.98409776,0.146829317,23.86526699,0.109252449,13.65391885,0.140650855,13.65391885,0.140650855,12,0.125,0,0.007517702,8.6,0,9.94,0,0,0.01296,10368,0,14255,0,2789.002,17.254,3377.241,33.264,1612.216,0.511,1755.365,25.321,14207,0,20414,0,6491.961,18.427,7410.21,35.587,3675.549,26.634,6187.149,18.588,1572.067,11.772,3256.718,15.9,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,4534.405,95.551,-3675.517,203.265,722.893,59.679,-1259.047,98.445,14239.62379,40.4339827,17660.2271,193.1724554,14239.62379,40.4339827,17660.2271,193.1724554,14239.62379,40.4339827,17660.2271,193.1724554,14239.62379,40.4339827,17660.2271,193.1724554,6546.750392,19.74270838,10489.8417,132.6758816,6546.750392,19.74270838,10489.8417,132.6758816
rijwoning hoek,1975 - 1991,C,24.88762499,0.07324279,24.88762499,0.07324279,24.88762499,0.07324279,24.88762499,0.07324279,19.77237859,0.083682371,8.04272601,0.171729667,7,0.15,0,0.003662524,8.6,0,9.94,0,0,0.01296,10368,0,14255,0,2789.002,17.254,3377.241,33.264,1612.216,0.511,1755.365,25.321,14207,0,20414,0,6491.961,18.427,7410.21,35.587,3675.549,26.634,6187.149,18.588,1572.067,11.772,3256.718,15.9,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,3308.905,111.554,-4118.945,214.801,958.186,50.611,945.181,76.074,9039.602371,89.49078856,17179.90248,197.7038197,9039.602371,89.49078856,17179.90248,197.7038197,9039.602371,89.49078856,17179.90248,197.7038197,9039.602371,89.49078856,17179.90248,197.7038197,9039.602371,89.49078856,17179.90248,197.7038197,4871.429449,61.9015912,11691.33853,158.1915847
rijwoning hoek,1992 - 1995,B,0,0.252439813,0,0.252439813,0,0.252439813,0,0.252439813,4.993000876,0.213502172,14.2107766,0.09457148,11,0.07,0,0,7.1,0,9.86,0,0,0.01296,10368,0,14255,0,2789.002,17.254,3377.241,33.264,1612.216,0.511,1755.365,25.321,14207,0,20414,0,6491.961,18.427,7410.21,35.587,3675.549,26.634,6187.149,18.588,1572.067,11.772,3256.718,15.9,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,3308.905,111.554,-4118.945,214.801,-144.81,63.292,-2289.431,106.538,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-6833.431212,165.1212535,-18356.8561,423.4035917
rijwoning hoek,1996 - 1999,B,0,0.252439813,0,0.252439813,0,0.252439813,0,0.252439813,4.993000876,0.213502172,14.2107766,0.09457148,11,0.07,0,0,7.1,0,9.86,0,0,0.01296,10368,0,14255,0,2789.002,17.254,3377.241,33.264,1678.593,5.72,1617.43,26.914,14207,0,20414,0,6491.961,18.427,7410.21,35.587,3675.549,26.634,6187.149,18.588,1572.067,11.772,3256.718,15.9,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-6833.431212,165.1212535,-18356.8561,423.4035917
rijwoning hoek,2000 - 2005,A,0,0.252439813,0,0.252439813,0,0.252439813,0,0.252439813,4.993000876,0.213502172,14.2107766,0.09457148,11,0.07,0,0,7.1,0,9.86,0,0,0.01296,10368,0,14255,0,2789.002,17.254,3377.241,33.264,1678.593,5.72,1617.43,26.914,14207,0,20414,0,6491.961,18.427,7410.21,35.587,3675.549,26.634,6187.149,18.588,1572.067,11.772,3256.718,15.9,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-7413.326308,179.1327645,-20432.27606,471.2746464,-6833.431212,165.1212535,-18356.8561,423.4035917
rijwoning hoek,2006 - 2010,A,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,9.450919255,0.103559506,0,0,6.35,0,9.86,0,0,0.01296,10368,0,14255,0,2789.002,17.254,3377.241,33.264,1678.593,5.72,1617.43,26.914,14207,0,20414,0,6491.961,18.427,7410.21,35.587,3675.549,26.634,6187.149,18.588,1572.067,11.772,3256.718,15.9,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning hoek,2011 - 2014,A,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,9.450919255,0.103559506,0,0,6.35,0,9.86,0,0,0.01296,10368,0,14255,0,2789.002,17.254,3377.241,33.264,1678.593,5.72,1617.43,26.914,14207,0,20414,0,6491.961,18.427,7410.21,35.587,3675.549,26.634,6187.149,18.588,1572.067,11.772,3256.718,15.9,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning hoek,2015 - 2020,A,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,9.450919255,0.103559506,0,0,6.35,0,9.86,0,0,0.01296,10368,0,14255,0,2789.002,17.254,3377.241,33.264,1678.593,5.72,1617.43,26.914,14207,0,20414,0,6491.961,18.427,7410.21,35.587,3675.549,26.634,6187.149,18.588,1572.067,11.772,3256.718,15.9,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning tussen,voor 1930,E,14.76960874,0.161500972,15.46044965,0.152225418,15.46044965,0.152225418,10.62407433,0.167056788,9.961107455,0.147267359,9.961107455,0.147267359,9,0.129,0,0.007035359,7.3,0,9.98,0,0,0.01296,4308.017,10.509,9456.757,12.72,3707.029,5.968,4979.149,18.411,2330.131,1.503,3577.558,3.049,10939,0,17077,0,6096.47,25.997,8322.901,57.179,3332.865,11.067,-1939,103.622,37.703,17.808,-720.837,34.794,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,8710.321,17.697,13997.61,4.971,6945.01,30.676,9443.506,50.924,3248.035,38.459,4551.814,51.575,10115.33268,92.50807379,17135.0166,224.4446266,10115.33268,92.50807379,17135.0166,224.4446266,10115.33268,92.50807379,17135.0166,224.4446266,9522.579667,76.62730135,16390.39036,206.2314079,4258.363348,32.06166072,9448.825319,134.4493686,4258.363348,32.06166072,9448.825319,134.4493686
rijwoning tussen,1930 - 1945,E,14.76960874,0.161500972,15.46044965,0.152225418,15.46044965,0.152225418,10.62407433,0.167056788,9.961107455,0.147267359,9.961107455,0.147267359,9,0.129,0,0.007035359,7.3,0,9.98,0,0,0.01296,4308.017,10.509,9456.757,12.72,3707.029,5.968,4979.149,18.411,1388.479,3.611,2473.655,4.019,10939,0,17077,0,3853.375,35.61,5007.856,71.061,1476.298,24.225,1190.667,43.454,1135.431,3.591,1592.774,8.636,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,7947.188,26.112,11812.666,29.255,5987.947,31.165,8083.738,52.527,5530.328,6.45,6448.859,20.006,10115.33268,92.50807379,17135.0166,224.4446266,10115.33268,92.50807379,17135.0166,224.4446266,10115.33268,92.50807379,17135.0166,224.4446266,9522.579667,76.62730135,16390.39036,206.2314079,4258.363348,32.06166072,9448.825319,134.4493686,4258.363348,32.06166072,9448.825319,134.4493686
rijwoning tussen,1946 - 1964,D,16.24260051,0.160358739,16.24260051,0.160358739,22.94096948,0.072868783,13.57353852,0.125423508,13.57353852,0.125423508,12.42649785,0.114066079,11,0.103,0,0.007829621,7.3,0,10.13,0,0,0.01296,4308.017,10.509,9456.757,12.72,3707.029,5.968,4979.149,18.411,540.39,8.35,1233.847,10.627,10939,0,17077,0,3853.375,35.61,5007.856,71.061,790.736,28.257,84.106,58.458,634.331,10.003,1316.475,11.391,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,5417.601,44.606,5787.349,80.372,6756.48,12.411,4821.635,82.343,5602.625,18.092,9239.9,11.897,17578.10246,6.729110872,35492.2854,13.44153691,17578.10246,6.729110872,35492.2854,13.44153691,17578.10246,6.729110872,35492.2854,13.44153691,14436.55165,2.490161308,30299.46597,7.963858352,14436.55165,2.490161308,30299.46597,7.963858352,7133.712937,2.490161308,20275.68496,7.963858352
rijwoning tussen,1965 - 1974,C,9.598422591,0.140650855,9.598422591,0.140650855,9.598422591,0.140650855,22.93898549,0.067231768,12.08980022,0.125892239,12.08980022,0.125892239,10,0.108,0,0.007632555,7.7,0,9.94,0,0,0.01296,5408.113,6.27,10269.254,9.366,3707.029,5.968,4979.149,18.411,1315.585,3.666,2452.852,5.136,10939,0,17077,0,3853.375,35.61,5007.856,71.061,2026.258,21.257,-792.855,73.965,-31.064,18.355,-1159.847,41.298,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,12519.317,20.854,17927.836,24.897,3615.131,77.707,6793.113,83.217,2518.022,35.121,2005.911,63.673,18525.55467,0,38136.71184,0,18525.55467,0,38136.71184,0,18525.55467,0,38136.71184,0,18525.55467,0,38136.71184,0,8302.951569,0,24608.30828,0,8302.951569,0,24608.30828,0
rijwoning tussen,1975 - 1991,C,19.85523467,0.059014694,19.85523467,0.059014694,19.85523467,0.059014694,19.85523467,0.059014694,15.01826931,0.07997126,12.50162602,0.088777201,11,0.077,0,0.004510267,7.7,0,9.94,0,0,0.01296,5408.113,6.27,10269.254,9.366,3707.029,5.968,4979.149,18.411,1315.585,3.666,2452.852,5.136,10939,0,17077,0,3853.375,35.61,5007.856,71.061,2026.258,21.257,-792.855,73.965,-31.064,18.355,-1159.847,41.298,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,12519.317,20.854,17927.836,24.897,2052.801,94.858,2456.013,131.09,-1026.882,59.913,-3264.481,102.506,9862.443271,81.72813857,14908.34424,219.1336145,9862.443271,81.72813857,14908.34424,219.1336145,9862.443271,81.72813857,14908.34424,219.1336145,9862.443271,81.72813857,14908.34424,219.1336145,9862.443271,81.72813857,14908.34424,219.1336145,5520.559187,58.16430451,9993.30511,178.1726698
rijwoning tussen,1992 - 1995,B,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,8.171174086,0.107244357,13,0.054,0,0,7.7,0,9.86,0,0,0.01296,5408.113,6.27,10269.254,9.366,3707.029,5.968,4979.149,18.411,1315.585,3.666,2452.852,5.136,10939,0,17077,0,3853.375,35.61,5007.856,71.061,2026.258,21.257,-792.855,73.965,-31.064,18.355,-1159.847,41.298,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,12519.317,20.854,17927.836,24.897,2052.801,94.858,2456.013,131.09,2518.022,35.121,2005.911,63.673,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145
rijwoning tussen,1996 - 1999,B,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,8.171174086,0.107244357,13,0.054,0,0,7.7,0,9.86,0,0,0.01296,5408.113,6.27,10269.254,9.366,3707.029,5.968,4979.149,18.411,1315.585,3.666,2452.852,5.136,10939,0,17077,0,3853.375,35.61,5007.856,71.061,2026.258,21.257,-792.855,73.965,-31.064,18.355,-1159.847,41.298,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,12519.317,20.854,17927.836,24.897,5187.122,53.304,6875.612,78.262,2203.701,39.911,1924.433,67.115,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145
rijwoning tussen,2000 - 2005,B,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,8.171174086,0.107244357,13,0.054,0,0,7.7,0,9.86,0,0,0.01296,5408.113,6.27,10269.254,9.366,3707.029,5.968,4979.149,18.411,1315.585,3.666,2452.852,5.136,10939,0,17077,0,3853.375,35.61,5007.856,71.061,2026.258,21.257,-792.855,73.965,-31.064,18.355,-1159.847,41.298,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,12519.317,20.854,17927.836,24.897,5187.122,53.304,6875.612,78.262,2203.701,39.911,1924.433,67.115,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145
rijwoning tussen,2006 - 2010,A,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,9.744892821,0.069241749,0,0,7.7,0,9.86,0,0,0.01296,5408.113,6.27,10269.254,9.366,3707.029,5.968,4979.149,18.411,1315.585,3.666,2452.852,5.136,10939,0,17077,0,3853.375,35.61,5007.856,71.061,2026.258,21.257,-792.855,73.965,-31.064,18.355,-1159.847,41.298,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,12519.317,20.854,17927.836,24.897,5187.122,53.304,6875.612,78.262,2203.701,39.911,1924.433,67.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning tussen,2011 - 2014,A,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,9.744892821,0.069241749,0,0,7.7,0,9.86,0,0,0.01296,5408.113,6.27,10269.254,9.366,3707.029,5.968,4979.149,18.411,1315.585,3.666,2452.852,5.136,10939,0,17077,0,3853.375,35.61,5007.856,71.061,2026.258,21.257,-792.855,73.965,-31.064,18.355,-1159.847,41.298,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,12519.317,20.854,17927.836,24.897,5187.122,53.304,6875.612,78.262,2203.701,39.911,1924.433,67.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning tussen,2015 - 2020,A,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,9.744892821,0.069241749,0,0,7.7,0,9.86,0,0,0.01296,5408.113,6.27,10269.254,9.366,3707.029,5.968,4979.149,18.411,1315.585,3.666,2452.852,5.136,10939,0,17077,0,3853.375,35.61,5007.856,71.061,2026.258,21.257,-792.855,73.965,-31.064,18.355,-1159.847,41.298,9072.123,25.962,4821.314,126.055,7734.244,42.467,9948.807,82.218,12519.317,20.854,17927.836,24.897,5187.122,53.304,6875.612,78.262,2203.701,39.911,1924.433,67.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meergezins: laag en midden,voor 1930,E,16.83441377,0.125376533,12.05004098,0.171592197,12.05004098,0.171592197,9.331190249,0.173427925,6.909993237,0.159594094,6.909993237,0.159594094,6,0.14,0,0.007174355,7.1,0,8.41,0,0,0.01296,4468.401,37.723,14292.997,15.818,1860.213,23.177,5266.685,8.522,-2.393,22.418,889.303,46.875,4329.359,27.727,11157.658,35.927,619.013,72.353,5755.359,75.907,596.465,45.409,879.622,72.687,1288.253,3.186,785.807,23.857,7995.554,47.817,19436.868,30.531,2768.106,93.784,5157.979,155.192,3478.281,70.892,1505.096,155.896,6194.713,22.683,6614.936,73.153,3705.424,33.587,4382.471,68.656,10425.52609,62.6731141,12071.4629,189.3455831,10425.52609,62.6731141,12071.4629,189.3455831,10425.52609,62.6731141,12071.4629,189.3455831,8057.323985,62.6731141,9889.102937,184.3169628,4247.712592,25.51501182,6139.465759,112.7006753,4247.712592,25.51501182,6139.465759,112.7006753
meergezins: laag en midden,1930 - 1945,E,16.83441377,0.125376533,12.05004098,0.171592197,12.05004098,0.171592197,9.331190249,0.173427925,6.909993237,0.159594094,6.909993237,0.159594094,6,0.14,0,0.007174355,7.1,0,8.41,0,0,0.01296,1615.515,54.792,8276.876,58.311,2236.854,7.835,3309.921,30.677,-2.393,22.418,889.303,46.875,4329.359,27.727,15562.26,16.582,1376.793,43.015,4247.895,73.487,-551.961,62.19,2396.069,67.322,399.252,12.906,873.089,17.056,8033.976,47.399,20899.359,21.052,2768.106,93.784,5157.979,155.192,3709.099,62.082,5489.328,103.496,3420.389,47.846,5302.285,60.543,1783.314,45.823,1909.493,67.77,10425.52609,62.6731141,12071.4629,189.3455831,10425.52609,62.6731141,12071.4629,189.3455831,10425.52609,62.6731141,12071.4629,189.3455831,8057.323985,62.6731141,9889.102937,184.3169628,4247.712592,25.51501182,6139.465759,112.7006753,4247.712592,25.51501182,6139.465759,112.7006753
meergezins: laag en midden,1946 - 1964,D,11.79148564,0.125579835,11.79148564,0.125579835,10.89933943,0.126957896,9.98367768,0.100566421,9.98367768,0.100566421,8.539417697,0.09628001,7,0.082,0,0.00646244,6.35,0,8.34,0,0,0.01296,3094.952,20.457,-1345.724,169.179,2236.854,7.835,3309.921,30.677,-2.393,22.418,889.303,46.875,3641.396,11.577,9524.853,5.967,1376.793,43.015,4247.895,73.487,409.692,43.187,3492.219,44.086,1288.253,3.186,785.807,23.857,8033.976,47.399,20899.359,21.052,2768.106,93.784,5157.979,155.192,3717.8,44.892,12549.798,3.974,4479.117,41.498,3621.781,106.819,3075.598,24.491,4337.672,41.895,3818.297741,162.7826346,-2248.041797,406.3077755,3818.297741,162.7826346,-2248.041797,406.3077755,3818.297741,162.7826346,-2248.041797,406.3077755,4630.477765,130.2896349,1577.096957,323.7332207,4630.477765,130.2896349,1577.096957,323.7332207,1154.103301,106.3967529,-3272.180057,289.5156764
meergezins: laag en midden,1965 - 1974,C,14.13184239,0.114538298,14.13184239,0.114538298,14.13184239,0.114538298,11.966132,0.120281999,10.76187641,0.064514561,10.76187641,0.064514561,9,0.056,0,0.004827624,7.3,0,8.29,0,0,0.01296,1683.597,52.598,8281.745,55.683,-1437.404,63.021,1812.108,90.138,-2.393,22.418,889.303,46.875,5105.12,26.53,15562.26,16.582,619.013,72.353,5755.359,75.907,1190.934,45.012,4184.212,92.305,828.556,18.204,-640.848,65.623,8257.943,46.108,20149.711,25.374,2768.106,93.784,5157.979,155.192,-2073.85,128.326,-7191.838,302.171,5464.632,24.854,3787.464,114.442,815.546,59.204,-4309.648,154.353,7232.405245,94.82731656,3449.097635,281.7235525,7232.405245,94.82731656,3449.097635,281.7235525,7232.405245,94.82731656,3449.097635,281.7235525,7232.405245,94.82731656,3449.097635,281.7235525,3396.004334,62.43191498,809.9350872,198.0894702,3396.004334,62.43191498,809.9350872,198.0894702
