type_str;bouwjaar_str;Default_label;Vrv_N_asl;Vrv_G_asl;Vrv_F_asl;Vrv_E_asl;Vrv_D_asl;Vrv_C_asl;Vrv_B_asl;Vrv_A_asl;Vrv_N_opp;Vrv_G_opp;Vrv_F_opp;Vrv_E_opp;Vrv_D_opp;Vrv_C_opp;Vrv_B_opp;Vrv_A_opp;Vvent_asl;Vvent_opp;Vww_asl;Vww_opp;Ve_asl;Ve_opp;Vk_asl;Vk_opp;Ki_SGD_min_asl;Ki_SGD_min_opp;Ki_SGD_max_asl;Ki_SGD_max_opp;Ki_SFD_min_asl;Ki_SFD_min_opp;Ki_SFD_max_asl;Ki_SFD_max_opp;Ki_SED_min_asl;Ki_SED_min_opp;Ki_SED_max_asl;Ki_SED_max_opp;Ki_SGA_min_asl;Ki_SGA_min_opp;Ki_SGA_max_asl;Ki_SGA_max_opp;Ki_SFA_min_asl;Ki_SFA_min_opp;Ki_SFA_max_asl;Ki_SFA_max_opp;Ki_SEA_min_asl;Ki_SEA_min_opp;Ki_SEA_max_asl;Ki_SEA_max_opp;Ki_SDA_min_asl;Ki_SDA_min_opp;Ki_SDA_max_asl;Ki_SDA_max_opp;Ki_SCA_min_asl;Ki_SCA_min_opp;Ki_SCA_max_asl;Ki_SCA_max_opp;Ki_SBA_min_asl;Ki_SBA_min_opp;Ki_SBA_max_asl;Ki_SBA_max_opp
Industrie;onbekend;D;0;106.290757;93.54497664;85.75671028;81.1452757;77.92407477;74.31242523;68.52077103;0;0.235955187;0.196679607;0.177760598;0.17080943;0.167449206;0.159297112;0.137970336;0;0;0;0.003776774;0;0.086;0;0.012400286;61171.2;112.808;91756.8;169.212;51046.4;99.632;76569.6;149.448;40922.4;86.456;61383.6;129.684;106650.4;162.952;159975.6;244.428;82841.6;132.064;124262.4;198.096;70924;119.352;106386;179.028;65944;117.296;98916;175.944;62948;118.368;94422;177.552;56981.6;115.04;85472.4;172.56
Bijeenkomst;0<=1920;G;0;0;0;0;0;0;0;0;0;0.917702103;0.884721028;0.834731776;0.778915374;0.72848243;0.694673131;0.688698084;0;0;0;0.033487398;0;0.129;0;0.176084063;128643.2;72.2408;192964.8;108.3612;100198.4;65.5696;150297.6;98.3544;71754.4;58.8976;107631.6;88.3464;192143.2;118.248;288214.8;177.372;129716;91.016;194574;136.524;96249.6;97.112;144374.4;145.668;81852.8;116.52;122779.2;174.78;76635.2;129.272;114952.8;193.908;70705.6;115.352;106058.4;173.028
Bijeenkomst;1920<=1975;E;0;0;0;0;0;0;0;0;0;0.917702103;0.884721028;0.834731776;0.778915374;0.72848243;0.694673131;0.688698084;0;0;0;0.033487398;0;0.129;0;0.176084063;128643.2;72.2408;192964.8;108.3612;100198.4;65.5696;150297.6;98.3544;71754.4;58.8976;107631.6;88.3464;192143.2;118.248;288214.8;177.372;129716;91.016;194574;136.524;96249.6;97.112;144374.4;145.668;81852.8;116.52;122779.2;174.78;76635.2;129.272;114952.8;193.908;70705.6;115.352;106058.4;173.028
Bijeenkomst;1975<=1990;C;0;0;0;0;0;0;0;0;0;0.917702103;0.884721028;0.834731776;0.778915374;0.72848243;0.694673131;0.688698084;0;0;0;0.033487398;0;0.129;0;0.176084063;128643.2;72.2408;192964.8;108.3612;100198.4;65.5696;150297.6;98.3544;71754.4;58.8976;107631.6;88.3464;192143.2;118.248;288214.8;177.372;129716;91.016;194574;136.524;96249.6;97.112;144374.4;145.668;81852.8;116.52;122779.2;174.78;76635.2;129.272;114952.8;193.908;70705.6;115.352;106058.4;173.028
Bijeenkomst;1990<=1995;B;0;0;0;0;0;0;0;0;0;0.917702103;0.884721028;0.834731776;0.778915374;0.72848243;0.694673131;0.688698084;0;0;0;0.033487398;0;0.129;0;0.176084063;128643.2;72.2408;192964.8;108.3612;100198.4;65.5696;150297.6;98.3544;71754.4;58.8976;107631.6;88.3464;192143.2;118.248;288214.8;177.372;129716;91.016;194574;136.524;96249.6;97.112;144374.4;145.668;81852.8;116.52;122779.2;174.78;76635.2;129.272;114952.8;193.908;70705.6;115.352;106058.4;173.028
Bijeenkomst;1995<=2019;B;0;0;0;0;0;0;0;0;0;0.917702103;0.884721028;0.834731776;0.778915374;0.72848243;0.694673131;0.688698084;0;0;0;0.033487398;0;0.129;0;0.176084063;128643.2;72.2408;192964.8;108.3612;100198.4;65.5696;150297.6;98.3544;71754.4;58.8976;107631.6;88.3464;192143.2;118.248;288214.8;177.372;129716;91.016;194574;136.524;96249.6;97.112;144374.4;145.668;81852.8;116.52;122779.2;174.78;76635.2;129.272;114952.8;193.908;70705.6;115.352;106058.4;173.028
Bijeenkomst;onbekend;D;0;0;0;0;0;0;0;0;0;0.917702103;0.884721028;0.834731776;0.778915374;0.72848243;0.694673131;0.688698084;0;0;0;0.033487398;0;0.129;0;0.176084063;128643.2;72.2408;192964.8;108.3612;100198.4;65.5696;150297.6;98.3544;71754.4;58.8976;107631.6;88.3464;192143.2;118.248;288214.8;177.372;129716;91.016;194574;136.524;96249.6;97.112;144374.4;145.668;81852.8;116.52;122779.2;174.78;76635.2;129.272;114952.8;193.908;70705.6;115.352;106058.4;173.028
Sport;0<=1920;G;0;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;0;0.626285467;0.581709252;0.523230701;0.458747523;0.396098271;0.343062336;0.307478271;0;0;0;0.003776774;0;0.454;0;0.086802003;99684.8;51.5064;149527.2;77.2596;77816.8;58.164;116725.2;87.246;55949.6;64.8216;83924.4;97.2324;166481.6;85.088;249722.4;127.632;130592;81.112;195888;121.668;94678.4;101.704;142017.6;152.556;68688.8;125.68;103033.2;188.52;62574.4;131.84;93861.6;197.76;86282.4;99;129423.6;148.5
Sport;1920<=1975;E;0;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;0;0.626285467;0.581709252;0.523230701;0.458747523;0.396098271;0.343062336;0.307478271;0;0;0;0.003776774;0;0.454;0;0.086802003;99684.8;51.5064;149527.2;77.2596;77816.8;58.164;116725.2;87.246;55949.6;64.8216;83924.4;97.2324;166481.6;85.088;249722.4;127.632;130592;81.112;195888;121.668;94678.4;101.704;142017.6;152.556;68688.8;125.68;103033.2;188.52;62574.4;131.84;93861.6;197.76;86282.4;99;129423.6;148.5
Sport;1975<=1990;C;0;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;0;0.626285467;0.581709252;0.523230701;0.458747523;0.396098271;0.343062336;0.307478271;0;0;0;0.003776774;0;0.454;0;0.086802003;99684.8;51.5064;149527.2;77.2596;77816.8;58.164;116725.2;87.246;55949.6;64.8216;83924.4;97.2324;166481.6;85.088;249722.4;127.632;130592;81.112;195888;121.668;94678.4;101.704;142017.6;152.556;68688.8;125.68;103033.2;188.52;62574.4;131.84;93861.6;197.76;86282.4;99;129423.6;148.5
Sport;1990<=1995;B;0;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;0;0.626285467;0.581709252;0.523230701;0.458747523;0.396098271;0.343062336;0.307478271;0;0;0;0.003776774;0;0.454;0;0.086802003;99684.8;51.5064;149527.2;77.2596;77816.8;58.164;116725.2;87.246;55949.6;64.8216;83924.4;97.2324;166481.6;85.088;249722.4;127.632;130592;81.112;195888;121.668;94678.4;101.704;142017.6;152.556;68688.8;125.68;103033.2;188.52;62574.4;131.84;93861.6;197.76;86282.4;99;129423.6;148.5
Sport;1995<=2019;B;0;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;0;0.626285467;0.581709252;0.523230701;0.458747523;0.396098271;0.343062336;0.307478271;0;0;0;0.003776774;0;0.454;0;0.086802003;99684.8;51.5064;149527.2;77.2596;77816.8;58.164;116725.2;87.246;55949.6;64.8216;83924.4;97.2324;166481.6;85.088;249722.4;127.632;130592;81.112;195888;121.668;94678.4;101.704;142017.6;152.556;68688.8;125.68;103033.2;188.52;62574.4;131.84;93861.6;197.76;86282.4;99;129423.6;148.5
Sport;onbekend;D;0;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;13.13652477;0;0.626285467;0.581709252;0.523230701;0.458747523;0.396098271;0.343062336;0.307478271;0;0;0;0.003776774;0;0.454;0;0.086802003;99684.8;51.5064;149527.2;77.2596;77816.8;58.164;116725.2;87.246;55949.6;64.8216;83924.4;97.2324;166481.6;85.088;249722.4;127.632;130592;81.112;195888;121.668;94678.4;101.704;142017.6;152.556;68688.8;125.68;103033.2;188.52;62574.4;131.84;93861.6;197.76;86282.4;99;129423.6;148.5
Overig;0<=1920;G;0;0;0;0;0;0;0;0;0.227744373;0.227744373;0.227744373;0.227744373;0.227744373;0.048814225;0.048814225;0.034169957;0;0;0;0.003776774;0;0.454;0;0.086802003;0;208.8411969;0;311.0202227;0;189.9973529;0;282.5701232;0;163.0767535;0;243.0487308;0;312.0290309;0;464.6944192;0;260.1043207;0;386.8354418;0;236.6384035;0;352.6846249;0;233.1186688;0;365.2703505;0;246.4992303;0;369.3065913;0;208.1425577;0;319.5660907
Overig;1920<=1975;E;0;0;0;0;0;0;0;0;0.165521952;0.165521952;0.165521952;0.165521952;0.165521952;0.165521952;0.048814225;0.034169957;0;0;0;0.003776774;0;0.454;0;0.086802003;0;208.1609315;0;309.9871912;0;189.3784682;0;281.6315868;0;162.5455581;0;242.2414618;0;311.0126483;0;463.1509699;0;259.2570743;0;385.5505955;0;235.8675933;0;351.5132081;0;232.3593236;0;364.0571311;0;245.6963001;0;368.0799658;0;208.1425577;0;319.5660907
Overig;1975<=1990;C;0;0;0;0;0;0;0;0;0.089303509;0.089303509;0.089303509;0.089303509;0.089303509;0.048814225;0.048814225;0.034169957;0;0;0;0.003776774;0;0.454;0;0.086802003;0;190.0339333;0;300.9917644;0;172.887078;0;273.4590028;0;148.3908221;0;235.2119283;0;283.9291525;0;449.7109285;0;236.6805394;0;374.3624165;0;215.3278532;0;341.31275;0;212.1250894;0;353.4926646;0;224.3006599;0;357.3987619;0;208.1425577;0;319.5660907
Overig;1990<=1995;B;0;0;0;0;0;0;0;0;0.086385542;0.086385542;0.086385542;0.086385542;0.086385542;0.086385542;0.086385542;0.034169957;0;0;0;0.003776774;0;0.454;0;0.086802003;0;187.0593385;0;295.8847846;0;170.1808823;0;268.8191762;0;146.0680655;0;231.2210464;0;279.484819;0;442.0806047;0;232.9757869;0;368.0105441;0;211.9573335;0;335.521637;0;208.8047025;0;347.4948929;0;220.7896892;0;351.3347147;0;208.1425577;0;319.5660907
Overig;1995<=2019;B;0;0;0;0;0;0;0;0;0.068874321;0.068874321;0.068874321;0.068874321;0.068874321;0.068874321;0.068874321;0.034169957;0;0;0;0.003776774;0;0.454;0;0.086802003;0;177.6424105;0;290.8357045;0;161.6136484;0;264.231953;0;138.7147173;0;227.2754107;0;265.415014;0;434.5367887;0;221.2473363;0;361.7306851;0;201.2869924;0;329.79618;0;198.2930709;0;341.5651201;0;209.6747103;0;345.3394179;0;208.1425577;0;319.5660907
Overig;onbekend;D;0;0;0;0;0;0;0;0;0.112344219;0.112344219;0.112344219;0.112344219;0.112344219;0.051621296;0.051621296;0.036134907;0;0;0;0.003776774;0;0.454;0;0.086802003;0;189.6470201;0;298.6703594;0;172.5350762;0;271.3499448;0;148.0886952;0;233.3978516;0;283.3510667;0;446.2425241;0;236.1986528;0;371.475139;0;214.8894411;0;338.6803687;0;211.6931982;0;350.7663454;0;223.843979;0;354.6423168;0;208.1425577;0;319.5660907
Cel;0<=1920;G;0;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;0;0.605165748;0.598066682;0.555649766;0.498147336;0.445850888;0.428428598;0.428428598;0;0;0;0.003776774;0;0.454;0;0.086802003;32603.2;108.12;48904.8;162.18;20465.6;107.568;30698.4;161.352;8328;107.016;12492;160.524;57696.8;166.608;86545.2;249.912;43930.4;155.8;65895.6;233.7;58273.6;123.496;87410.4;185.244;58273.6;89.072;120705.6;133.608;90265.6;71.904;135398.4;107.856;67403.2;91.376;101104.8;137.064
Cel;1920<=1975;E;0;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;0;0.605165748;0.598066682;0.555649766;0.498147336;0.445850888;0.428428598;0.428428598;0;0;0;0.003776774;0;0.454;0;0.086802003;32603.2;108.12;48904.8;162.18;20465.6;107.568;30698.4;161.352;8328;107.016;12492;160.524;57696.8;166.608;86545.2;249.912;43930.4;155.8;65895.6;233.7;58273.6;123.496;87410.4;185.244;58273.6;89.072;120705.6;133.608;90265.6;71.904;135398.4;107.856;67403.2;91.376;101104.8;137.064
Cel;1975<=1990;C;0;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;0;0.605165748;0.598066682;0.555649766;0.498147336;0.445850888;0.428428598;0.428428598;0;0;0;0.003776774;0;0.454;0;0.086802003;32603.2;108.12;48904.8;162.18;20465.6;107.568;30698.4;161.352;8328;107.016;12492;160.524;57696.8;166.608;86545.2;249.912;43930.4;155.8;65895.6;233.7;58273.6;123.496;87410.4;185.244;58273.6;89.072;120705.6;133.608;90265.6;71.904;135398.4;107.856;67403.2;91.376;101104.8;137.064
Cel;1990<=1995;B;0;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;0;0.605165748;0.598066682;0.555649766;0.498147336;0.445850888;0.428428598;0.428428598;0;0;0;0.003776774;0;0.454;0;0.086802003;32603.2;108.12;48904.8;162.18;20465.6;107.568;30698.4;161.352;8328;107.016;12492;160.524;57696.8;166.608;86545.2;249.912;43930.4;155.8;65895.6;233.7;58273.6;123.496;87410.4;185.244;58273.6;89.072;120705.6;133.608;90265.6;71.904;135398.4;107.856;67403.2;91.376;101104.8;137.064
Cel;1995<=2019;B;0;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;0;0.605165748;0.598066682;0.555649766;0.498147336;0.445850888;0.428428598;0.428428598;0;0;0;0.003776774;0;0.454;0;0.086802003;32603.2;108.12;48904.8;162.18;20465.6;107.568;30698.4;161.352;8328;107.016;12492;160.524;57696.8;166.608;86545.2;249.912;43930.4;155.8;65895.6;233.7;58273.6;123.496;87410.4;185.244;58273.6;89.072;120705.6;133.608;90265.6;71.904;135398.4;107.856;67403.2;91.376;101104.8;137.064
Cel;onbekend;D;0;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;41.7770281;0;0.605165748;0.598066682;0.555649766;0.498147336;0.445850888;0.428428598;0.428428598;0;0;0;0.003776774;0;0.454;0;0.086802003;32603.2;108.12;48904.8;162.18;20465.6;107.568;30698.4;161.352;8328;107.016;12492;160.524;57696.8;166.608;86545.2;249.912;43930.4;155.8;65895.6;233.7;58273.6;123.496;87410.4;185.244;58273.6;89.072;120705.6;133.608;90265.6;71.904;135398.4;107.856;67403.2;91.376;101104.8;137.064
