"type_str"	"bouwjaar_str"	"eigendom_str"	"Vrv_N_asl"	"Vrv_N_opp"	"Vrv_G_asl"	"Vrv_G_opp"	"Vrv_F_asl"	"Vrv_F_opp"	"Vrv_E_asl"	"Vrv_E_opp"	"Vrv_D_asl"	"Vrv_D_opp"	"Vrv_C_asl"	"Vrv_C_opp"	"Vrv_B_asl"	"Vrv_B_opp"	"Vrv_A_asl"	"Vrv_A_opp"	"Vvt_asl"	"Vvt_opp"	"Vtw_asl"	"Vtw_opp"	"Vea_asl"	"Vea_opp"	"Vkd_asl"	"Vkd_opp"
"2 onder 1 kap"	"2000 - 2005"	"koop"	15.58686097	0.154732048	17.40867938	0.128133984	17.40867938	0.128133984	17.40867938	0.128133984	17.40867938	0.128133984	17.40867938	0.128133984	17.40867938	0.128133984	17.40867938	0.128133984	0	0.0072	8.2	0	9.77	0	0	0.01296
"2 onder 1 kap"	"2000 - 2005"	"parthuur"	22.72331687	0.12226074	13.93708871	0.127757386	13.93708871	0.127757386	13.93708871	0.127757386	13.93708871	0.127757386	13.93708871	0.127757386	13.93708871	0.127757386	13.93708871	0.127757386	0	0.0072	8.2	0	9.77	0	0	0.01296
"2 onder 1 kap"	"2000 - 2005"	"wooncorp"	15.58686097	0.154732048	18.74663646	0.090981068	18.74663646	0.090981068	18.74663646	0.090981068	18.74663646	0.090981068	18.74663646	0.090981068	18.74663646	0.090981068	18.74663646	0.090981068	0	0.0072	8.2	0	9.77	0	0	0.01296
"2 onder 1 kap"	"2006 - 2010"	"koop"	16.82401717	0.13544799	16.62996949	0.119759475	16.62996949	0.119759475	16.62996949	0.119759475	16.62996949	0.119759475	16.62996949	0.119759475	16.62996949	0.119759475	16.62996949	0.119759475	0	0	8.6	0	9.68	0	0	0.01296
"2 onder 1 kap"	"2006 - 2010"	"parthuur"	18.44982468	0.153228564	21.6514435	0.085439834	21.6514435	0.085439834	21.6514435	0.085439834	21.6514435	0.085439834	21.6514435	0.085439834	21.6514435	0.085439834	21.6514435	0.085439834	0	0	8.6	0	9.68	0	0	0.01296
"2 onder 1 kap"	"2006 - 2010"	"wooncorp"	9.541630428	0.163575144	22.11492124	0.055358145	22.11492124	0.055358145	22.11492124	0.055358145	22.11492124	0.055358145	22.11492124	0.055358145	22.11492124	0.055358145	22.11492124	0.055358145	0	0	8.6	0	9.68	0	0	0.01296
"2 onder 1 kap"	"2011 - 2014"	"koop"	14.08185292	0.135626142	6.302263135	0.151238799	6.302263135	0.151238799	6.302263135	0.151238799	6.302263135	0.151238799	6.302263135	0.151238799	6.302263135	0.151238799	6.302263135	0.151238799	0	0	8.6	0	9.68	0	0	0.01296
"2 onder 1 kap"	"2011 - 2014"	"parthuur"	17.36854381	0.124281063	10.32719335	0.127264732	10.32719335	0.127264732	10.32719335	0.127264732	10.32719335	0.127264732	10.32719335	0.127264732	10.32719335	0.127264732	10.32719335	0.127264732	0	0	8.6	0	9.68	0	0	0.01296
"2 onder 1 kap"	"2011 - 2014"	"wooncorp"	14.08185292	0.135626142	26.62020805	0	26.62020805	0	26.62020805	0	26.62020805	0	26.62020805	0	26.62020805	0	26.62020805	0	0	0	8.6	0	9.68	0	0	0.01296
"2 onder 1 kap"	"2015 - 2020"	"koop"	12.41451488	0.130681729	7.411778368	0.155434045	7.411778368	0.155434045	7.411778368	0.155434045	7.411778368	0.155434045	7.411778368	0.155434045	7.411778368	0.155434045	7.411778368	0.155434045	0	0	8.6	0	9.68	0	0	0.01296
"2 onder 1 kap"	"2015 - 2020"	"parthuur"	6.540290625	0.174768683	1.077072267	0.183593829	1.077072267	0.183593829	1.077072267	0.183593829	1.077072267	0.183593829	1.077072267	0.183593829	1.077072267	0.183593829	1.077072267	0.183593829	0	0	8.6	0	9.68	0	0	0.01296
"2 onder 1 kap"	"2015 - 2020"	"wooncorp"	12.41451488	0.130681729	13.43153759	0.071809567	13.43153759	0.071809567	13.43153759	0.071809567	13.43153759	0.071809567	13.43153759	0.071809567	13.43153759	0.071809567	13.43153759	0.071809567	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"voor 1930"	"koop"	28.37262274	0.196651495	21.23317097	0.237787597	20.6082352	0.237787597	22.77535884	0.237787597	20.11043942	0.237787597	18.43067738	0.237787597	18.43067738	0.237787597	18.43067738	0.237787597	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"voor 1930"	"parthuur"	28.47038318	0.199166481	25.5259558	0.232736996	24.1975779	0.232736996	21.16194033	0.232736996	13.94609852	0.232736996	13.94609852	0.232736996	13.94609852	0.232736996	13.94609852	0.232736996	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"voor 1930"	"wooncorp"	27.75048128	0.162399308	33.4864165	0.128299175	30.85577646	0.128299175	28.27037071	0.128299175	24.88072365	0.128299175	24.26289545	0.128299175	22.68089716	0.128299175	20.52067336	0.128299175	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"1930 - 1945"	"koop"	26.8779751	0.220341675	25.83361112	0.240873478	24.66850103	0.240873478	22.49541986	0.240873478	25.22310315	0.240873478	19.68304304	0.240873478	19.68304304	0.240873478	19.68304304	0.240873478	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"1930 - 1945"	"parthuur"	33.9000062	0.181734463	37.40338373	0.161345019	37.40338373	0.161345019	37.40338373	0.161345019	37.40338373	0.161345019	37.40338373	0.161345019	37.40338373	0.161345019	37.40338373	0.161345019	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"1930 - 1945"	"wooncorp"	29.3481176	0.159316419	37.04379724	0.104059406	34.36473311	0.104059406	32.22867745	0.104059406	27.04610912	0.104059406	25.19664964	0.104059406	25.2327646	0.104059406	23.07441817	0.104059406	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"1946 - 1964"	"koop"	27.46284968	0.187755258	19.99110344	0.228807193	24.30171962	0.228807193	20.96884519	0.228807193	19.74936351	0.228807193	16.40334731	0.228807193	16.40334731	0.228807193	16.40334731	0.228807193	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"1946 - 1964"	"parthuur"	35.76074805	0.158218892	25.78167536	0.240572049	25.38580223	0.240572049	20.06238011	0.240572049	18.24304926	0.240572049	15.42885182	0.240572049	15.42885182	0.240572049	15.42885182	0.240572049	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"1946 - 1964"	"wooncorp"	29.6090299	0.108350687	33.36749194	0.13679959	33.230137	0.13679959	29.81684341	0.13679959	25.69453433	0.13679959	22.56527757	0.13679959	21.57478372	0.13679959	18.8196252	0.13679959	0	0	8.6	0	9.68	0	0	0.01296
"rijwoning hoek"	"1965 - 1974"	"koop"	23.70890451	0.199315506	14.43496965	0.256952915	14.43496965	0.256952915	14.43496965	0.256952915	15.60066196	0.256952915	11.88032719	0.256952915	11.39820595	0.256952915	11.39820595	0.256952915	0	0	5.733333333	0	11.485584	0	0	0.01296
"rijwoning hoek"	"1965 - 1974"	"parthuur"	26.77857348	0.201989377	32.1608792	0.182748721	32.1608792	0.182748721	29.0346568	0.182748721	27.63906855	0.182748721	23.06543598	0.182748721	15.18449623	0.182748721	14.87570843	0.182748721	0	0	5.733333333	0	11.485584	0	0	0.01296
"rijwoning hoek"	"1965 - 1974"	"wooncorp"	24.24777068	0.139918697	29.54046295	0.163572256	29.80154706	0.163572256	27.07448685	0.163572256	24.95129281	0.163572256	21.31804671	0.163572256	17.51491456	0.163572256	16.13560746	0.163572256	0	0	5.733333333	0	11.485584	0	0	0.01296
"rijwoning hoek"	"1975 - 1991"	"koop"	11.20135793	0.248609806	8.982064015	0.279171957	8.982064015	0.279171957	8.982064015	0.279171957	8.982064015	0.279171957	6.614554556	0.279171957	4.824994137	0.279171957	4.824994137	0.279171957	0	0	5.733333333	0	11.485584	0	0	0.01296
"rijwoning hoek"	"1975 - 1991"	"parthuur"	18.94709483	0.210651081	13.14603042	0.267384658	13.14603042	0.267384658	13.14603042	0.267384658	12.06980436	0.267384658	9.571620124	0.267384658	5.404629135	0.267384658	1.498079109	0.267384658	0	0	5.733333333	0	11.485584	0	0	0.01296
"rijwoning hoek"	"1975 - 1991"	"wooncorp"	11.78231982	0.228420746	23.90559954	0.202474884	23.90559954	0.202474884	23.90559954	0.202474884	19.34554138	0.202474884	16.11947255	0.202474884	12.98301386	0.202474884	10.68723742	0.202474884	0	0	5.733333333	0	11.485584	0	0	0.01296
