type_str,bouwjaar_str,Default_label,Vrv_G_asl,Vrv_G_opp,Vrv_F_asl,Vrv_F_opp,Vrv_E_asl,Vrv_E_opp,Vrv_D_asl,Vrv_D_opp,Vrv_C_asl,Vrv_C_opp,Vrv_B_asl,Vrv_B_opp,Vrv_A_asl,Vrv_A_opp,Vvent_asl,Vvent_opp,Vww_asl,Vww_opp,Ve_asl,Ve_opp,Vk_asl,Vk_opp,Ki_SGC_min_asl,Ki_SGC_min_opp,Ki_SGC_max_asl,Ki_SGC_max_opp,Ki_SFC_min_asl,Ki_SFC_min_opp,Ki_SFC_max_asl,Ki_SFC_max_opp,Ki_SEC_min_asl,Ki_SEC_min_opp,Ki_SEC_max_asl,Ki_SEC_max_opp,Ki_SGB_min_asl,Ki_SGB_min_opp,Ki_SGB_max_asl,Ki_SGB_max_opp,Ki_SFB_min_asl,Ki_SFB_min_opp,Ki_SFB_max_asl,Ki_SFB_max_opp,Ki_SEB_min_asl,Ki_SEB_min_opp,Ki_SEB_max_asl,Ki_SEB_max_opp,Ki_SDB_min_asl,Ki_SDB_min_opp,Ki_SDB_max_asl,Ki_SDB_max_opp,Ki_SCB_min_asl,Ki_SCB_min_opp,Ki_SCB_max_asl,Ki_SCB_max_opp,Ki_SGA_min_asl,Ki_SGA_min_opp,Ki_SGA_max_asl,Ki_SGA_max_opp,Ki_SFA_min_asl,Ki_SFA_min_opp,Ki_SFA_max_asl,Ki_SFA_max_opp,Ki_SEA_min_asl,Ki_SEA_min_opp,Ki_SEA_max_asl,Ki_SEA_max_opp,Ki_SDA_min_asl,Ki_SDA_min_opp,Ki_SDA_max_asl,Ki_SDA_max_opp,Ki_SCA_min_asl,Ki_SCA_min_opp,Ki_SCA_max_asl,Ki_SCA_max_opp,Ki_SBA_min_asl,Ki_SBA_min_opp,Ki_SBA_max_asl,Ki_SBA_max_opp
rijwoning hoek,2006 - 2010,A,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,9.450919255,0.103559506,0,0,6.35,0,9.86,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning hoek,2011 - 2014,A,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,9.450919255,0.103559506,0,0,6.35,0,9.86,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning hoek,2015 - 2020,A,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,11.08945776,0.098153928,9.450919255,0.103559506,0,0,6.35,0,9.86,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning tussen,voor 1930,F,14.76960874,0.161500972,15.46044965,0.152225418,15.46044965,0.152225418,10.62407433,0.167056788,9.961107455,0.147267359,9.961107455,0.147267359,9,0.129,0,0.007035359,7.3,0,9.98,0,0,0.01296,582.7821135,15.61363647,732.1006286,17.90684779,582.7821135,15.61363647,732.1006286,17.90684779,582.7821135,15.61363647,732.1006286,17.90684779,5758.44723,59.42962306,7556.899203,88.48141665,5758.44723,59.42962306,7556.899203,88.48141665,5758.44723,59.42962306,7556.899203,88.48141665,5170.241562,43.81598659,6819.375021,70.57456886,0,0,0,0,10115.33268,92.50807379,17135.0166,224.4446266,10115.33268,92.50807379,17135.0166,224.4446266,10115.33268,92.50807379,17135.0166,224.4446266,9522.579667,76.62730135,16390.39036,206.2314079,4258.363348,32.06166072,9448.825319,134.4493686,4258.363348,32.06166072,9448.825319,134.4493686
rijwoning tussen,1930 - 1945,F,14.76960874,0.161500972,15.46044965,0.152225418,15.46044965,0.152225418,10.62407433,0.167056788,9.961107455,0.147267359,9.961107455,0.147267359,9,0.129,0,0.007035359,7.3,0,9.98,0,0,0.01296,582.7821135,15.61363647,732.1006286,17.90684779,582.7821135,15.61363647,732.1006286,17.90684779,582.7821135,15.61363647,732.1006286,17.90684779,5758.44723,59.42962306,7556.899203,88.48141665,5758.44723,59.42962306,7556.899203,88.48141665,5758.44723,59.42962306,7556.899203,88.48141665,5170.241562,43.81598659,6819.375021,70.57456886,0,0,0,0,10115.33268,92.50807379,17135.0166,224.4446266,10115.33268,92.50807379,17135.0166,224.4446266,10115.33268,92.50807379,17135.0166,224.4446266,9522.579667,76.62730135,16390.39036,206.2314079,4258.363348,32.06166072,9448.825319,134.4493686,4258.363348,32.06166072,9448.825319,134.4493686
rijwoning tussen,1946 - 1964,E,16.24260051,0.160358739,16.24260051,0.160358739,22.94096948,0.072868783,13.57353852,0.125423508,13.57353852,0.125423508,12.42649785,0.114066079,11,0.103,0,0.007829621,7.3,0,10.13,0,0,0.01296,3088.705695,4.167644728,5105.46922,5.385536636,3088.705695,4.167644728,5105.46922,5.385536636,3088.705695,4.167644728,5105.46922,5.385536636,10268.70083,4.167644728,14960.63675,5.385536636,10268.70083,4.167644728,14960.63675,5.385536636,10268.70083,4.167644728,14960.63675,5.385536636,7185.418692,0,9860.591085,0,7185.418692,0,9860.591085,0,17578.10246,6.729110872,35492.2854,13.44153691,17578.10246,6.729110872,35492.2854,13.44153691,17578.10246,6.729110872,35492.2854,13.44153691,14436.55165,2.490161308,30299.46597,7.963858352,14436.55165,2.490161308,30299.46597,7.963858352,7133.712937,2.490161308,20275.68496,7.963858352
rijwoning tussen,1965 - 1974,D,9.598422591,0.140650855,9.598422591,0.140650855,9.598422591,0.140650855,22.93898549,0.067231768,12.08980022,0.125892239,12.08980022,0.125892239,10,0.108,0,0.007632555,7.7,0,9.94,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,10050.64516,0,13300.83761,0,10050.64516,0,13300.83761,0,10050.64516,0,13300.83761,0,10050.64516,0,13300.83761,0,0,0,0,0,18525.55467,0,38136.71184,0,18525.55467,0,38136.71184,0,18525.55467,0,38136.71184,0,18525.55467,0,38136.71184,0,8302.951569,0,24608.30828,0,8302.951569,0,24608.30828,0
rijwoning tussen,1975 - 1991,C,19.85523467,0.059014694,19.85523467,0.059014694,19.85523467,0.059014694,19.85523467,0.059014694,15.01826931,0.07997126,12.50162602,0.088777201,11,0.077,0,0.004510267,7.7,0,9.94,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,4268.847751,23.16745866,4832.361559,40.27192646,4268.847751,23.16745866,4832.361559,40.27192646,4268.847751,23.16745866,4832.361559,40.27192646,4268.847751,23.16745866,4832.361559,40.27192646,4268.847751,23.16745866,4832.361559,40.27192646,9862.443271,81.72813857,14908.34424,219.1336145,9862.443271,81.72813857,14908.34424,219.1336145,9862.443271,81.72813857,14908.34424,219.1336145,9862.443271,81.72813857,14908.34424,219.1336145,9862.443271,81.72813857,14908.34424,219.1336145,5520.559187,58.16430451,9993.30511,178.1726698
rijwoning tussen,1992 - 1995,B,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,8.171174086,0.107244357,13,0.054,0,0,7.7,0,9.86,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145
rijwoning tussen,1996 - 1999,B,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,8.171174086,0.107244357,13,0.054,0,0,7.7,0,9.86,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145
rijwoning tussen,2000 - 2005,B,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,10.59323377,0.090373345,8.171174086,0.107244357,13,0.054,0,0,7.7,0,9.86,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145,3690.801053,81.72813857,8311.801579,219.1336145
rijwoning tussen,2006 - 2010,A,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,9.744892821,0.069241749,0,0,7.7,0,9.86,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning tussen,2011 - 2014,A,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,9.744892821,0.069241749,0,0,7.7,0,9.86,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rijwoning tussen,2015 - 2020,A,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,8.305064464,0.088722615,9.744892821,0.069241749,0,0,7.7,0,9.86,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meergezins: laag en midden,voor 1930,F,16.83441377,0.125376533,12.05004098,0.171592197,12.05004098,0.171592197,9.331190249,0.173427925,6.909993237,0.159594094,6.909993237,0.159594094,6,0.14,0,0.007174355,7.1,0,8.41,0,0,0.01296,2328.36576,0,2145.649736,4.944032112,2328.36576,0,2145.649736,4.944032112,2328.36576,0,2145.649736,4.944032112,6073.894363,36.533053,5832.21297,75.35563725,6073.894363,36.533053,5832.21297,75.35563725,6073.894363,36.533053,5832.21297,75.35563725,3727.938699,37.90444518,3668.97333,70.41160514,0,0,0,0,10425.52609,62.6731141,12071.4629,189.3455831,10425.52609,62.6731141,12071.4629,189.3455831,10425.52609,62.6731141,12071.4629,189.3455831,8057.323985,62.6731141,9889.102937,184.3169628,4247.712592,25.51501182,6139.465759,112.7006753,4247.712592,25.51501182,6139.465759,112.7006753
meergezins: laag en midden,1930 - 1945,F,16.83441377,0.125376533,12.05004098,0.171592197,12.05004098,0.171592197,9.331190249,0.173427925,6.909993237,0.159594094,6.909993237,0.159594094,6,0.14,0,0.007174355,7.1,0,8.41,0,0,0.01296,2328.36576,0,2145.649736,4.944032112,2328.36576,0,2145.649736,4.944032112,2328.36576,0,2145.649736,4.944032112,6073.894363,36.533053,5832.21297,75.35563725,6073.894363,36.533053,5832.21297,75.35563725,6073.894363,36.533053,5832.21297,75.35563725,3727.938699,37.90444518,3668.97333,70.41160514,0,0,0,0,10425.52609,62.6731141,12071.4629,189.3455831,10425.52609,62.6731141,12071.4629,189.3455831,10425.52609,62.6731141,12071.4629,189.3455831,8057.323985,62.6731141,9889.102937,184.3169628,4247.712592,25.51501182,6139.465759,112.7006753,4247.712592,25.51501182,6139.465759,112.7006753
meergezins: laag en midden,1946 - 1964,E,11.79148564,0.125579835,11.79148564,0.125579835,10.89933943,0.126957896,9.98367768,0.100566421,9.98367768,0.100566421,8.539417697,0.09628001,7,0.082,0,0.00646244,6.35,0,8.34,0,0,0.01296,-798.5180627,31.94642366,-3760.794772,81.18553963,-798.5180627,31.94642366,-3760.794772,81.18553963,-798.5180627,31.94642366,-3760.794772,81.18553963,2619.379104,55.43739526,1006.910877,114.8274989,2619.379104,55.43739526,1006.910877,114.8274989,2619.379104,55.43739526,1006.910877,114.8274989,3385.926745,23.49097161,4735.735227,33.64195925,3385.926745,23.49097161,4735.735227,33.64195925,3818.297741,162.7826346,-2248.041797,406.3077755,3818.297741,162.7826346,-2248.041797,406.3077755,3818.297741,162.7826346,-2248.041797,406.3077755,4630.477765,130.2896349,1577.096957,323.7332207,4630.477765,130.2896349,1577.096957,323.7332207,1154.103301,106.3967529,-3272.180057,289.5156764
meergezins: laag en midden,1965 - 1974,D,14.13184239,0.114538298,14.13184239,0.114538298,14.13184239,0.114538298,11.966132,0.120281999,10.76187641,0.064514561,10.76187641,0.064514561,9,0.056,0,0.004827624,7.3,0,8.29,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,3771.867484,31.85046733,2594.768282,82.22724456,3771.867484,31.85046733,2594.768282,82.22724456,3771.867484,31.85046733,2594.768282,82.22724456,3771.867484,31.85046733,2594.768282,82.22724456,0,0,0,0,7232.405245,94.82731656,3449.097635,281.7235525,7232.405245,94.82731656,3449.097635,281.7235525,7232.405245,94.82731656,3449.097635,281.7235525,7232.405245,94.82731656,3449.097635,281.7235525,3396.004334,62.43191498,809.9350872,198.0894702,3396.004334,62.43191498,809.9350872,198.0894702
meergezins: laag en midden,1975 - 1991,C,10.74413055,0.127467683,10.74413055,0.127467683,10.74413055,0.127467683,10.74413055,0.127467683,15.11979141,0.056180182,12.30088901,0.062802733,10,0.052,0,0.002521148,7.3,0,8.3,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,4012.053809,9.962614722,5062.06357,25.14092026,4012.053809,9.962614722,5062.06357,25.14092026,4012.053809,9.962614722,5062.06357,25.14092026,4012.053809,9.962614722,5062.06357,25.14092026,4012.053809,9.962614722,5062.06357,25.14092026,10011.31147,55.12865622,19310.74038,122.4804644,10011.31147,55.12865622,19310.74038,122.4804644,10011.31147,55.12865622,19310.74038,122.4804644,10011.31147,55.12865622,19310.74038,122.4804644,10011.31147,55.12865622,19310.74038,122.4804644,5930.614851,44.99558968,14162.06923,96.90940449
meergezins: laag en midden,1992 - 1995,C,15.05821823,0.074057839,15.05821823,0.074057839,15.05821823,0.074057839,15.05821823,0.074057839,10.51266447,0.061370988,4.728190541,0.132852143,4,0.114,0,0,7.7,0,8.26,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-399.6679026,112.6678225,-1485.428807,236.1764741
meergezins: laag en midden,1996 - 1999,C,15.05821823,0.074057839,15.05821823,0.074057839,15.05821823,0.074057839,15.05821823,0.074057839,10.51266447,0.061370988,4.728190541,0.132852143,4,0.114,0,0,7.7,0,8.26,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-399.6679026,112.6678225,-1485.428807,236.1764741
meergezins: laag en midden,2000 - 2005,C,15.05821823,0.074057839,15.05821823,0.074057839,15.05821823,0.074057839,15.05821823,0.074057839,10.51266447,0.061370988,4.728190541,0.132852143,4,0.114,0,0,7.7,0,8.26,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,3181.030115,11.94650299,2976.209459,39.30568457,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-442.78532,124.8187199,-1736.871186,276.1546453,-399.6679026,112.6678225,-1485.428807,236.1764741
meergezins: laag en midden,2006 - 2010,A,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,5.391908237,0.099192931,0,0,7.7,0,8.26,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meergezins: laag en midden,2011 - 2014,A,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,5.391908237,0.099192931,0,0,7.7,0,8.26,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meergezins: laag en midden,2015 - 2020,A,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,11.70897188,0.091470745,5.391908237,0.099192931,0,0,7.7,0,8.26,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meergezins: hoog,voor 1930,F,16.7798153,0.13153197,11.76055082,0.18001662,11.76055082,0.18001662,8.908216464,0.181942474,6.368149314,0.167429463,6.368149314,0.167429463,6,0.146,0,0.007174355,7.7,0,8.28,0,0,0.01296,2328.36576,0,2145.649736,4.944032112,2328.36576,0,2145.649736,4.944032112,2328.36576,0,2145.649736,4.944032112,6073.894363,36.533053,5832.21297,75.35563725,6073.894363,36.533053,5832.21297,75.35563725,6073.894363,36.533053,5832.21297,75.35563725,3727.938699,37.90444518,3668.97333,70.41160514,0,0,0,0,9938.668478,56.38041414,11195.62593,163.7961746,9938.668478,56.38041414,11195.62593,163.7961746,9938.668478,56.38041414,11195.62593,163.7961746,7570.466371,56.38041414,9013.26596,158.7675543,3760.854978,19.22231186,5263.628782,87.15126687,3760.854978,19.22231186,5263.628782,87.15126687
meergezins: hoog,1930 - 1945,F,16.7798153,0.13153197,11.76055082,0.18001662,11.76055082,0.18001662,8.908216464,0.181942474,6.368149314,0.167429463,6.368149314,0.167429463,6,0.146,0,0.007174355,7.7,0,8.28,0,0,0.01296,2328.36576,0,2145.649736,4.944032112,2328.36576,0,2145.649736,4.944032112,2328.36576,0,2145.649736,4.944032112,6073.894363,36.533053,5832.21297,75.35563725,6073.894363,36.533053,5832.21297,75.35563725,6073.894363,36.533053,5832.21297,75.35563725,3727.938699,37.90444518,3668.97333,70.41160514,0,0,0,0,9938.668478,56.38041414,11195.62593,163.7961746,9938.668478,56.38041414,11195.62593,163.7961746,9938.668478,56.38041414,11195.62593,163.7961746,7570.466371,56.38041414,9013.26596,158.7675543,3760.854978,19.22231186,5263.628782,87.15126687,3760.854978,19.22231186,5263.628782,87.15126687
meergezins: hoog,1946 - 1964,E,13.154769,0.144429797,13.154769,0.144429797,12.1287086,0.14601471,11.0756029,0.115661784,11.0756029,0.115661784,9.414554561,0.110731968,8,0.096,0,0.00646244,7.7,0,8.28,0,0,0.01296,-798.5180627,31.94642366,-3760.794772,81.18553963,-798.5180627,31.94642366,-3760.794772,81.18553963,-798.5180627,31.94642366,-3760.794772,81.18553963,2619.379104,55.43739526,1006.910877,114.8274989,2619.379104,55.43739526,1006.910877,114.8274989,2619.379104,55.43739526,1006.910877,114.8274989,3385.926745,23.49097161,4735.735227,33.64195925,3385.926745,23.49097161,4735.735227,33.64195925,3994.839516,146.4384287,-1191.671703,351.4825023,3994.839516,146.4384287,-1191.671703,351.4825023,3994.839516,146.4384287,-1191.671703,351.4825023,4807.019539,113.9454291,2633.46705,268.9079476,4807.019539,113.9454291,2633.46705,268.9079476,1330.645075,90.05254705,-2215.809964,234.6904032
meergezins: hoog,1965 - 1974,D,12.92338009,0.110483325,12.92338009,0.110483325,12.92338009,0.110483325,10.83434185,0.116023683,9.672720246,0.062230566,9.672720246,0.062230566,8,0.054,0,0.004827624,4.95,0,8.18,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,3771.867484,31.85046733,2594.768282,82.22724456,3771.867484,31.85046733,2594.768282,82.22724456,3771.867484,31.85046733,2594.768282,82.22724456,3771.867484,31.85046733,2594.768282,82.22724456,0,0,0,0,7037.603185,83.66127771,3785.623746,237.132539,7037.603185,83.66127771,3785.623746,237.132539,7037.603185,83.66127771,3785.623746,237.132539,7037.603185,83.66127771,3785.623746,237.132539,3201.202275,51.26587613,1146.461198,153.4984566,3201.202275,51.26587613,1146.461198,153.4984566
meergezins: hoog,1975 - 1991,C,10.99010083,0.128770202,10.99010083,0.128770202,10.99010083,0.128770202,10.99010083,0.128770202,15.41047407,0.056754255,12.56276692,0.063444479,11,0.054,0,0.002521148,5.3,0,8.32,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,4012.053809,9.962614722,5062.06357,25.14092026,4012.053809,9.962614722,5062.06357,25.14092026,4012.053809,9.962614722,5062.06357,25.14092026,4012.053809,9.962614722,5062.06357,25.14092026,4012.053809,9.962614722,5062.06357,25.14092026,9489.289617,48.63718583,13168.29773,103.0943392,9489.289617,48.63718583,13168.29773,103.0943392,9489.289617,48.63718583,13168.29773,103.0943392,9489.289617,48.63718583,13168.29773,103.0943392,9489.289617,48.63718583,13168.29773,103.0943392,5408.592999,38.5041193,8019.626581,77.52327934
meergezins: hoog,1992 - 1995,C,15.13156231,0.076204573,15.13156231,0.076204573,15.13156231,0.076204573,15.13156231,0.076204573,10.45424537,0.063149965,4.502095362,0.136703163,4,0.117,0,0,5.55,0,8.21,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-680.8532794,103.0406225,-1862.72369,202.7482987
meergezins: hoog,1996 - 1999,C,15.13156231,0.076204573,15.13156231,0.076204573,15.13156231,0.076204573,15.13156231,0.076204573,10.45424537,0.063149965,4.502095362,0.136703163,4,0.117,0,0,5.55,0,8.21,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-680.8532794,103.0406225,-1862.72369,202.7482987
meergezins: hoog,2000 - 2005,C,15.13156231,0.076204573,15.13156231,0.076204573,15.13156231,0.076204573,15.13156231,0.076204573,10.45424537,0.063149965,4.502095362,0.136703163,4,0.117,0,0,5.55,0,8.21,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,3141.978557,12.19282209,2854.322503,40.08587478,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-762.8434389,115.4420533,-2237.291453,243.5200085,-680.8532794,103.0406225,-1862.72369,202.7482987
meergezins: hoog,2006 - 2010,A,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,5.014373468,0.099192931,0,0,5.5,0,8.21,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meergezins: hoog,2011 - 2014,A,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,5.014373468,0.099192931,0,0,5.5,0,8.21,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meergezins: hoog,2015 - 2020,A,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,11.33143712,0.091470745,5.014373468,0.099192931,0,0,5.5,0,8.21,0,0,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
