"type_str"	"bouwjaar_str"	"eigendom_str"	"Vrv_N_asl"	"Vrv_N_opp"	"Vrv_G_asl"	"Vrv_G_opp"	"Vrv_F_asl"	"Vrv_F_opp"	"Vrv_E_asl"	"Vrv_E_opp"	"Vrv_D_asl"	"Vrv_D_opp"	"Vrv_C_asl"	"Vrv_C_opp"	"Vrv_B_asl"	"Vrv_B_opp"	"Vrv_A_asl"	"Vrv_A_opp"	"Vvt_asl"	"Vvt_opp"	"Vtw_asl"	"Vtw_opp"	"Vea_asl"	"Vea_opp"	"Vkd_asl"	"Vkd_opp"	"freq_label_A"	"freq_label_B"	"freq_label_C"	"freq_label_D"	"freq_label_E"	"freq_label_F"	"freq_label_G"
"2 onder 1 kap"	"1992 - 1995"	"koop"	15.8579941094	0.1648714188	29.8326792028	0.0555942155	29.8326792028	0.0555942155	29.8326792028	0.0555942155	29.8326792028	0.0555942155	29.8326792028	0.0555942155	29.8326792028	0.0555942155	29.8326792028	0.0555942155	0	0	8.6	0	9.68	0	0	0.01296	0.024	0.024	0.527	0.385	0.040	0.000	0.000
"2 onder 1 kap"	"1992 - 1995"	"parthuur"	24.5123056293	0.1337126599	-14.496159761	0.3709780597	-14.496159761	0.3709780597	-14.496159761	0.3709780597	-14.496159761	0.3709780597	-14.496159761	0.3709780597	-14.496159761	0.3709780597	-14.496159761	0.3709780597	0	0	8.6	0	9.68	0	0	0.01296	0.024	0.024	0.527	0.385	0.040	0.000	0.000
"2 onder 1 kap"	"1992 - 1995"	"wooncorp"	15.8579941094	0.1648714188	21.5833286516	0.0762075064	21.5833286516	0.0762075064	21.5833286516	0.0762075064	21.5833286516	0.0762075064	21.5833286516	0.0762075064	21.5833286516	0.0762075064	20.3351774255	0.0762075064	0	0	8.6	0	9.68	0	0	0.01296	0.024	0.024	0.527	0.385	0.040	0.000	0.000
"2 onder 1 kap"	"1996 - 1999"	"koop"	14.5186253472	0.1607408887	23.958565699	0.0209979307	23.958565699	0.0209979307	23.958565699	0.0209979307	23.958565699	0.0209979307	23.958565699	0.0209979307	23.958565699	0.0209979307	23.9927242802	0.0209979307	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"1996 - 1999"	"parthuur"	24.3586138948	0.1184449979	19.1788636425	0.1297027293	19.1788636425	0.1297027293	19.1788636425	0.1297027293	19.1788636425	0.1297027293	19.1788636425	0.1297027293	19.1788636425	0.1297027293	19.1788636425	0.1297027293	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"1996 - 1999"	"wooncorp"	14.5186253472	0.1607408887	23.958565699	0.0209979307	23.958565699	0.0209979307	23.958565699	0.0209979307	23.958565699	0.0209979307	23.958565699	0.0209979307	23.958565699	0.0209979307	23.9927242802	0.0209979307	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2000 - 2005"	"koop"	14.3240069215	0.1421955922	15.9982208356	0.1177525146	15.9982208356	0.1177525146	15.9982208356	0.1177525146	15.9982208356	0.1177525146	15.9982208356	0.1177525146	15.9982208356	0.1177525146	15.9982208356	0.1177525146	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2000 - 2005"	"parthuur"	20.8822641551	0.1123551233	12.8078999057	0.1174064287	12.8078999057	0.1174064287	12.8078999057	0.1174064287	12.8078999057	0.1174064287	12.8078999057	0.1174064287	12.8078999057	0.1174064287	12.8078999057	0.1174064287	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2000 - 2005"	"wooncorp"	14.3240069215	0.1421955922	17.2277760688	0.0836097435	17.2277760688	0.0836097435	17.2277760688	0.0836097435	17.2277760688	0.0836097435	17.2277760688	0.0836097435	17.2277760688	0.0836097435	17.2277760688	0.0836097435	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2006 - 2010"	"koop"	15.4609282044	0.1244739367	15.2826023493	0.1100565118	15.2826023493	0.1100565118	15.2826023493	0.1100565118	15.2826023493	0.1100565118	15.2826023493	0.1100565118	15.2826023493	0.1100565118	15.2826023493	0.1100565118	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2006 - 2010"	"parthuur"	16.9550121044	0.1408139211	19.8972344175	0.0785174626	19.8972344175	0.0785174626	19.8972344175	0.0785174626	19.8972344175	0.0785174626	19.8972344175	0.0785174626	19.8972344175	0.0785174626	19.8972344175	0.0785174626	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2006 - 2010"	"wooncorp"	8.7685635072	0.1503222169	20.3231609956	0.0508730047	20.3231609956	0.0508730047	20.3231609956	0.0508730047	20.3231609956	0.0508730047	20.3231609956	0.0508730047	20.3231609956	0.0508730047	20.3231609956	0.0508730047	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2011 - 2014"	"koop"	12.9409352583	0.1246376548	5.7916511182	0.1389853677	5.7916511182	0.1389853677	5.7916511182	0.1389853677	5.7916511182	0.1389853677	5.7916511182	0.1389853677	5.7916511182	0.1389853677	5.7916511182	0.1389853677	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2011 - 2014"	"parthuur"	15.9613370665	0.1142117589	9.49047979	0.1169536897	9.49047979	0.1169536897	9.49047979	0.1169536897	9.49047979	0.1169536897	9.49047979	0.1169536897	9.49047979	0.1169536897	9.49047979	0.1169536897	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2011 - 2014"	"wooncorp"	12.9409352583	0.1246376548	24.4634275684	0	24.4634275684	0	24.4634275684	0	24.4634275684	0	24.4634275684	0	24.4634275684	0	24.4634275684	0	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2015 - 2020"	"koop"	11.4086856494	0.1200938402	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2015 - 2020"	"parthuur"	6.0103935206	0.1606088506	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2015 - 2020"	"wooncorp"	11.4086856494	0.1200938402	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	0	0	8.6	0	9.68	0	0	0.01296	0.144	0.251	0.548	0.030	0.022	0.000	0.005
"2 onder 1 kap"	"2021 - 2030"	"koop"	11.4086856494	0.1200938402	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	0	0	5.733333333	0	11.485584	0	0	0.01296	1	0	0	0	0	0	0
"2 onder 1 kap"	"2021 - 2030"	"parthuur"	6.0103935206	0.1606088506	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0	0	5.733333333	0	11.485584	0	0	0.01296	1	0	0	0	0	0	0
"2 onder 1 kap"	"2021 - 2030"	"wooncorp"	11.4086856494	0.1200938402	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	0	0	5.733333333	0	11.485584	0	0	0.01296	1	0	0	0	0	0	0
"2 onder 1 kap"	"2031 - 2040"	"koop"	11.4086856494	0.1200938402	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	0	0	5.733333333	0	11.485584	0	0	0.01296	1	0	0	0	0	0	0
"2 onder 1 kap"	"2031 - 2040"	"parthuur"	6.0103935206	0.1606088506	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0	0	5.733333333	0	11.485584	0	0	0.01296	1	0	0	0	0	0	0
"2 onder 1 kap"	"2031 - 2040"	"wooncorp"	11.4086856494	0.1200938402	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	0	0	5.733333333	0	11.485584	0	0	0.01296	1	0	0	0	0	0	0
"2 onder 1 kap"	"2041 - 2050"	"koop"	11.4086856494	0.1200938402	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	6.8112729592	0.1428407131	0	0	5.733333333	0	11.485584	0	0	0.01296	1	0	0	0	0	0	0
"2 onder 1 kap"	"2041 - 2050"	"parthuur"	6.0103935206	0.1606088506	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0.9898074177	0.1687189796	0	0	5.733333333	0	11.485584	0	0	0.01296	1	0	0	0	0	0	0
"2 onder 1 kap"	"2041 - 2050"	"wooncorp"	11.4086856494	0.1200938402	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	12.3433087506	0.0659915256	0	0	5.733333333	0	11.485584	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning hoek"	"voor 1930"	"koop"	26.0738608813	0.180718708	19.5128505043	0.2185219456	18.9385472939	0.2185219456	20.9300896627	0.2185219456	18.4810831379	0.2185219456	16.9374161267	0.2185219456	16.9374161267	0.2185219456	16.9374161267	0.2185219456	0	0.0081	7.1	0	9.98	0	0	0.01296	0.034	0.014	0.207	0.271	0.308	0.165	0.000
"rijwoning hoek"	"voor 1930"	"parthuur"	26.1637007292	0.1830299287	23.4578320972	0.2138805464	22.2370799348	0.2138805464	19.4473910008	0.2138805464	12.816179737	0.2138805464	12.816179737	0.2138805464	12.816179737	0.2138805464	12.816179737	0.2138805464	0	0.0081	7.1	0	9.98	0	0	0.01296	0.034	0.014	0.207	0.271	0.308	0.165	0.000
"rijwoning hoek"	"voor 1930"	"wooncorp"	25.5021255847	0.1492416476	30.7733329144	0.1179043217	28.3558284398	0.1179043217	25.9798933539	0.1179043217	22.864876928	0.1179043217	22.2971054293	0.1179043217	20.8432813079	0.1179043217	18.8580797511	0.1179043217	0	0.0081	7.1	0	9.98	0	0	0.01296	0.034	0.014	0.207	0.271	0.308	0.165	0.000
"rijwoning hoek"	"1930 - 1945"	"koop"	24.7003102234	0.2024894996	23.7405610534	0.2213578072	22.6698486742	0.2213578072	20.672831457	0.2213578072	23.1795166966	0.2213578072	18.0883145928	0.2213578072	18.0883145928	0.2213578072	18.0883145928	0.2213578072	0	0.0081	7.1	0	9.98	0	0	0.01296	0.034	0.014	0.207	0.271	0.308	0.165	0.000
"rijwoning hoek"	"1930 - 1945"	"parthuur"	31.1534134025	0.1670102602	34.3729458077	0.1482727775	34.3729458077	0.1482727775	34.3729458077	0.1482727775	34.3729458077	0.1482727775	34.3729458077	0.1482727775	34.3729458077	0.1482727775	34.3729458077	0.1482727775	0	0.0081	7.1	0	9.98	0	0	0.01296	0.034	0.014	0.207	0.271	0.308	0.165	0.000
"rijwoning hoek"	"1930 - 1945"	"wooncorp"	26.9703207364	0.1464085356	34.0424931668	0.095628469	31.5804879423	0.095628469	29.6174964126	0.095628469	24.8548219542	0.095628469	23.1552064611	0.095628469	23.1883953718	0.095628469	21.2049190797	0.095628469	0	0.0081	7.1	0	9.98	0	0	0.01296	0.034	0.014	0.207	0.271	0.308	0.165	0.000
"rijwoning hoek"	"1946 - 1964"	"koop"	25.2377980182	0.1725432478	18.3714158093	0.2102691377	22.3327840487	0.2102691377	19.2699405105	0.2102691377	18.1492617504	0.2102691377	15.0743411939	0.2102691377	15.0743411939	0.2102691377	15.0743411939	0.2102691377	0	0.0077	6.4	0	10.13	0	0	0.01296	0.000	0.770	0.230	0.000	0.000	0.000	0.000
"rijwoning hoek"	"1946 - 1964"	"parthuur"	32.8633971632	0.1453999307	23.6928331506	0.2210808001	23.3290338285	0.2210808001	18.4369176135	0.2210808001	16.7649897161	0.2210808001	14.1787997394	0.2210808001	14.1787997394	0.2210808001	14.1787997394	0.2210808001	0	0.0077	6.4	0	10.13	0	0	0.01296	0.000	0.770	0.230	0.000	0.000	0.000	0.000
"rijwoning hoek"	"1946 - 1964"	"wooncorp"	27.2100938118	0.0995720686	30.6640436724	0.1257160295	30.5378172876	0.1257160295	27.4010701836	0.1257160295	23.6127523236	0.1257160295	20.7370292658	0.1257160295	19.8267856452	0.1257160295	17.2948512303	0.1257160295	0	0.0077	6.4	0	10.13	0	0	0.01296	0.000	0.770	0.230	0.000	0.000	0.000	0.000
"rijwoning hoek"	"1965 - 1974"	"koop"	21.7879990689	0.1831668797	13.2654423219	0.2361344815	13.2654423219	0.2361344815	13.2654423219	0.2361344815	14.3366897494	0.2361344815	10.9177780713	0.2361344815	10.4747184975	0.2361344815	10.4747184975	0.2361344815	0	0.0075	7.3	0	9.94	0	0	0.01296	0.000	0.770	0.230	0.000	0.000	0.000	0.000
"rijwoning hoek"	"1965 - 1974"	"parthuur"	24.6089621645	0.1856241125	29.5551912054	0.1679423426	29.5551912054	0.1679423426	26.6822566626	0.1679423426	25.3997395611	0.1679423426	21.1966646305	0.1679423426	13.9542419424	0.1679423426	13.6704722601	0.1679423426	0	0.0075	7.3	0	9.94	0	0	0.01296	0.000	0.770	0.230	0.000	0.000	0.000	0.000
"rijwoning hoek"	"1965 - 1974"	"wooncorp"	22.2832060746	0.1285824252	27.147082185	0.1503195628	27.3870131503	0.1503195628	24.8809005085	0.1503195628	22.9297285449	0.1503195628	19.590849576	0.1503195628	16.0958487966	0.1503195628	14.8282937394	0.1503195628	0	0.0075	7.3	0	9.94	0	0	0.01296	0.000	0.770	0.230	0.000	0.000	0.000	0.000
"rijwoning hoek"	"1975 - 1991"	"koop"	10.2938191871	0.2284673347	8.2543334009	0.2565533273	8.2543334009	0.2565533273	8.2543334009	0.2565533273	8.2543334009	0.2565533273	6.0786405566	0.2565533273	4.4340710774	0.2565533273	4.4340710774	0.2565533273	0	0.0037	7.3	0	9.94	0	0	0.01296	0.000	0.048	0.354	0.367	0.166	0.059	0.006
"rijwoning hoek"	"1975 - 1991"	"parthuur"	17.4119932172	0.1935840416	12.0809334919	0.2457210403	12.0809334919	0.2457210403	12.0809334919	0.2457210403	11.0919037211	0.2457210403	8.7961234253	0.2457210403	4.9667438034	0.2457210403	1.3767041079	0.2457210403	0	0.0037	7.3	0	9.94	0	0	0.01296	0.000	0.048	0.354	0.367	0.166	0.059	0.006
"rijwoning hoek"	"1975 - 1991"	"wooncorp"	10.8277112998	0.2099140008	21.9687577846	0.1860702835	21.9687577846	0.1860702835	21.9687577846	0.1860702835	17.7781574597	0.1860702835	14.8134660867	0.1860702835	11.9311246023	0.1860702835	9.8213529376	0.1860702835	0	0.0037	7.3	0	9.94	0	0	0.01296	0.000	0.048	0.354	0.367	0.166	0.059	0.006
"rijwoning hoek"	"1992 - 1995"	"koop"	9.9704169666	0.2024668568	15.4530447841	0.1406942424	15.4530447841	0.1406942424	15.4530447841	0.1406942424	15.4530447841	0.1406942424	15.4530447841	0.1406942424	15.4530447841	0.1406942424	15.4530447841	0.1406942424	0	0	7.7	0	9.86	0	0	0.01296	0.000	0.048	0.354	0.367	0.166	0.059	0.006
"rijwoning hoek"	"1992 - 1995"	"parthuur"	24.0786757509	0.1169589647	10.9592755499	0.2012498641	10.9592755499	0.2012498641	10.9592755499	0.2012498641	10.9592755499	0.2012498641	10.9592755499	0.2012498641	8.833105495	0.2012498641	8.833105495	0.2012498641	0	0	7.7	0	9.86	0	0	0.01296	0.000	0.048	0.354	0.367	0.166	0.059	0.006
"rijwoning hoek"	"1992 - 1995"	"wooncorp"	14.5030829488	0.135092426	15.4002020799	0.1249236523	15.4002020799	0.1249236523	15.4002020799	0.1249236523	15.4002020799	0.1249236523	15.4002020799	0.1249236523	14.8724592363	0.1249236523	14.2840985332	0.1249236523	0	0	7.7	0	9.86	0	0	0.01296	0.000	0.048	0.354	0.367	0.166	0.059	0.006
"rijwoning hoek"	"1996 - 1999"	"koop"	8.7399761312	0.1922418646	4.4903537997	0.2239436981	4.4903537997	0.2239436981	4.4903537997	0.2239436981	4.4903537997	0.2239436981	4.4903537997	0.2239436981	4.4903537997	0.2239436981	4.4903537997	0.2239436981	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"1996 - 1999"	"parthuur"	19.4048579425	0.1395153938	22.0434950303	0.0854171484	22.0434950303	0.0854171484	22.0434950303	0.0854171484	22.0434950303	0.0854171484	22.0434950303	0.0854171484	22.0434950303	0.0854171484	17.3008806186	0.0854171484	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"1996 - 1999"	"wooncorp"	5.2717309431	0.2029227746	16.2044722654	0.1346091447	16.2044722654	0.1346091447	16.2044722654	0.1346091447	16.2044722654	0.1346091447	16.2044722654	0.1346091447	12.9272058596	0.1346091447	11.9853828292	0.1346091447	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2000 - 2005"	"koop"	8.151613047	0.1728484979	5.6061031441	0.1909805936	5.6061031441	0.1909805936	5.6061031441	0.1909805936	5.6061031441	0.1909805936	5.6061031441	0.1909805936	5.6061031441	0.1909805936	5.6061031441	0.1909805936	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2000 - 2005"	"parthuur"	17.5721565161	0.1179563617	8.1403032379	0.1716197193	8.1403032379	0.1716197193	8.1403032379	0.1716197193	8.1403032379	0.1716197193	8.1403032379	0.1716197193	8.1403032379	0.1716197193	8.1403032379	0.1716197193	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2000 - 2005"	"wooncorp"	12.5312965456	0.1148543507	14.6781065795	0.1103813803	14.6781065795	0.1103813803	14.6781065795	0.1103813803	14.6781065795	0.1103813803	14.6781065795	0.1103813803	14.6781065795	0.1103813803	13.6983309514	0.1103813803	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2006 - 2010"	"koop"	9.719081042	0.152006654	9.8448767838	0.1292059675	9.8448767838	0.1292059675	9.8448767838	0.1292059675	9.8448767838	0.1292059675	9.8448767838	0.1292059675	9.8448767838	0.1292059675	9.8448767838	0.1292059675	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2006 - 2010"	"parthuur"	18.8004206382	0.1032748414	21.9494150841	0.0478663489	21.9494150841	0.0478663489	21.9494150841	0.0478663489	21.9494150841	0.0478663489	21.9494150841	0.0478663489	21.9494150841	0.0478663489	21.9494150841	0.0478663489	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2006 - 2010"	"wooncorp"	18.1635819702	0.0763373453	14.7770478725	0.100969571	14.7770478725	0.100969571	14.7770478725	0.100969571	14.7770478725	0.100969571	14.7770478725	0.100969571	14.7770478725	0.100969571	14.7770478725	0.100969571	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2011 - 2014"	"koop"	3.9088770145	0.1751317523	1.1329009688	0.1967098633	1.1329009688	0.1967098633	1.1329009688	0.1967098633	1.1329009688	0.1967098633	1.1329009688	0.1967098633	1.1329009688	0.1967098633	1.1329009688	0.1967098633	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2011 - 2014"	"parthuur"	12.1875442852	0.1208539843	11.663830386	0.1001987181	11.663830386	0.1001987181	11.663830386	0.1001987181	11.663830386	0.1001987181	11.663830386	0.1001987181	11.663830386	0.1001987181	11.663830386	0.1001987181	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2011 - 2014"	"wooncorp"	16.7712201955	0.0507188854	10.8852175864	0.1003641849	10.8852175864	0.1003641849	10.8852175864	0.1003641849	10.8852175864	0.1003641849	10.8852175864	0.1003641849	10.8852175864	0.1003641849	10.8852175864	0.1003641849	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2015 - 2020"	"koop"	5.1158112299	0.153554042	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2015 - 2020"	"parthuur"	2.265537935	0.1777323836	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2015 - 2020"	"wooncorp"	17.1447664723	0	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	0	0	7.7	0	9.86	0	0	0.01296	0.145	0.276	0.548	0.020	0.011	0.000	0.000
"rijwoning hoek"	"2021 - 2030"	"koop"	5.1158112299	0.153554042	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	0	0	5.133333333	0	11.667024	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning hoek"	"2021 - 2030"	"parthuur"	2.265537935	0.1777323836	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	0	0	5.133333333	0	11.667024	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning hoek"	"2021 - 2030"	"wooncorp"	17.1447664723	0	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	0	0	5.133333333	0	11.667024	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning hoek"	"2031 - 2040"	"koop"	5.1158112299	0.153554042	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	0	0	5.133333333	0	11.667024	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning hoek"	"2031 - 2040"	"parthuur"	2.265537935	0.1777323836	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	0	0	5.133333333	0	11.667024	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning hoek"	"2031 - 2040"	"wooncorp"	17.1447664723	0	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	0	0	5.133333333	0	11.667024	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning hoek"	"2041 - 2050"	"koop"	5.1158112299	0.153554042	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	3.5223659962	0.1563158954	0	0	5.133333333	0	11.667024	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning hoek"	"2041 - 2050"	"parthuur"	2.265537935	0.1777323836	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	2.1961417876	0.1607743285	0	0	5.133333333	0	11.667024	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning hoek"	"2041 - 2050"	"wooncorp"	17.1447664723	0	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	9.4955314575	0.0907701264	0	0	5.133333333	0	11.667024	0	0	0.01296	1	0	0	0	0	0	0
"rijwoning tussen"	"voor 1930"	"koop"	17.9524207358	0.195759065	13.6826240006	0.2083531747	15.367808013	0.2083531747	15.4815065833	0.2083531747	14.021678465	0.2083531747	10.9262687993	0.2083531747	8.8228426831	0.2083531747	6.0528615216	0.2083531747	0	0.007	7.1	0	9.98	0	0	0.01296	0.046	0.002	0.346	0.423	0.183	0.000	0.000
"rijwoning tussen"	"voor 1930"	"parthuur"	19.0300091132	0.1974527875	18.9145251769	0.1912550248	19.4129508718	0.1912550248	17.4052982488	0.1912550248	11.9780465509	0.1912550248	12.770826551	0.1912550248	12.1216580443	0.1912550248	8.5278178297	0.1912550248	0	0.007	7.1	0	9.98	0	0	0.01296	0.046	0.002	0.346	0.423	0.183	0.000	0.000
"rijwoning tussen"	"voor 1930"	"wooncorp"	16.8652524191	0.183352384	23.5217627679	0.1271660148	21.7260670777	0.1271660148	19.9632604811	0.1271660148	18.3751063946	0.1271660148	16.6502092495	0.1271660148	16.8223833267	0.1271660148	14.456906403	0.1271660148	0	0.007	7.1	0	9.98	0	0	0.01296	0.046	0.002	0.346	0.423	0.183	0.000	0.000
