"gem2020"	"wijk2020"	"W"	"E"	"Verschilfactor_totaal"
"GM0114"	"WK011445"	2	2	0.984739542
"GM0114"	"WK011445"	3	0	1.024125346
"GM0114"	"WK011445"	3	1	1.024125346
"GM0114"	"WK011445"	3	2	1.024125346
"GM0114"	"WK011445"	4	0	1.145931365
"GM0114"	"WK011445"	4	1	1.145931365
"GM0114"	"WK011445"	4	2	1.182402785
"GM0114"	"WK011445"	5	0	1.032074403
"GM0114"	"WK011445"	5	1	1.032074403
"GM0114"	"WK011445"	5	2	1.032074403
"GM0114"	"WK011445"	6	0	1.032074403
"GM0114"	"WK011445"	6	1	1.032074403
"GM0114"	"WK011445"	6	2	1.032074403
"GM0114"	"WK011446"	1	0	1.090186026
"GM0114"	"WK011446"	1	1	1.093460383
"GM0114"	"WK011446"	1	2	1.093460383
"GM0114"	"WK011446"	2	0	1.104250819
"GM0114"	"WK011446"	2	1	1.105069448
"GM0114"	"WK011446"	2	2	1.105069448
"GM0114"	"WK011446"	3	0	1.071514262
"GM0114"	"WK011446"	3	1	1.063979025
"GM0114"	"WK011446"	3	2	1.095973014
"GM0114"	"WK011446"	4	0	1.065185855
"GM0114"	"WK011446"	4	1	1.091537536
"GM0114"	"WK011446"	4	2	1.102363037
"GM0114"	"WK011446"	5	0	1.024900486
"GM0114"	"WK011446"	5	1	1.024900486
"GM0114"	"WK011446"	5	2	1.029117297
"GM0114"	"WK011446"	6	0	1.07039637
"GM0114"	"WK011446"	6	1	1.07039637
"GM0114"	"WK011446"	6	2	1.07039637
"GM0114"	"WK011447"	1	0	1.039634704
"GM0114"	"WK011447"	1	1	1.037944344
"GM0114"	"WK011447"	1	2	1.037944344
"GM0114"	"WK011447"	2	0	1.00951097
"GM0114"	"WK011447"	2	1	0.906760609
"GM0114"	"WK011447"	2	2	0.999727269
"GM0114"	"WK011447"	3	0	0.972302358
"GM0114"	"WK011447"	3	1	1.015739021
"GM0114"	"WK011447"	3	2	0.982227261
"GM0114"	"WK011447"	4	0	0.975477448
"GM0114"	"WK011447"	4	1	1.072641983
"GM0114"	"WK011447"	4	2	1.202452169
"GM0114"	"WK011447"	5	0	1.01163894
"GM0114"	"WK011447"	5	1	0.958604417
"GM0114"	"WK011447"	5	2	0.934704801
"GM0114"	"WK011447"	6	0	1.01010755
"GM0114"	"WK011447"	6	1	0.993973995
"GM0114"	"WK011447"	6	2	1.01010755
"GM0114"	"WK011448"	1	0	1.022115617
"GM0114"	"WK011448"	1	1	1.017287317
"GM0114"	"WK011448"	1	2	1.017287317
"GM0114"	"WK011448"	2	0	1.026185834
"GM0114"	"WK011448"	2	1	1.035460562
"GM0114"	"WK011448"	2	2	1.035460562
"GM0114"	"WK011448"	3	0	1.039549949
"GM0114"	"WK011448"	3	1	1.039549949
"GM0114"	"WK011448"	3	2	1.039549949
"GM0114"	"WK011448"	4	0	1.116962992
"GM0114"	"WK011448"	4	1	1.147518669
"GM0114"	"WK011448"	4	2	1.147518669
"GM0114"	"WK011448"	5	0	1.039549949
"GM0114"	"WK011448"	5	1	1.039549949
"GM0114"	"WK011448"	5	2	1.039549949
"GM0114"	"WK011448"	6	0	1.039549949
"GM0114"	"WK011448"	6	1	1.039549949
"GM0114"	"WK011448"	6	2	1.039549949
"GM0114"	"WK011449"	1	0	1.111807906
"GM0114"	"WK011449"	1	1	1.10870759
"GM0114"	"WK011449"	1	2	1.10870759
"GM0114"	"WK011449"	2	0	1.049083243
"GM0114"	"WK011449"	2	1	1.055398745
"GM0114"	"WK011449"	2	2	1.055398745
"GM0114"	"WK011449"	3	0	1.131469124
"GM0114"	"WK011449"	3	1	1.131469124
"GM0114"	"WK011449"	3	2	1.131469124
"GM0114"	"WK011449"	4	0	1.200191912
"GM0114"	"WK011449"	4	1	1.180195202
"GM0114"	"WK011449"	4	2	1.180195202
"GM0114"	"WK011449"	5	0	1.131469124
"GM0114"	"WK011449"	5	1	1.131469124
"GM0114"	"WK011449"	5	2	1.131469124
"GM0114"	"WK011449"	6	0	1.131469124
"GM0114"	"WK011449"	6	1	1.131469124
"GM0114"	"WK011449"	6	2	1.131469124
"GM0114"	"WK011450"	1	0	1.014787312
"GM0114"	"WK011450"	1	1	1.013342114
"GM0114"	"WK011450"	1	2	1.013342114
"GM0114"	"WK011450"	2	0	1.062720149
"GM0114"	"WK011450"	2	1	1.061490278
"GM0114"	"WK011450"	2	2	1.042240822
"GM0114"	"WK011450"	3	0	1.010702772
"GM0114"	"WK011450"	3	1	1.046987455
"GM0114"	"WK011450"	3	2	1.046987455
"GM0114"	"WK011450"	4	0	1.12268481
"GM0114"	"WK011450"	4	1	1.136728624
"GM0114"	"WK011450"	4	2	1.136728624
"GM0114"	"WK011450"	5	0	1.041593955
"GM0114"	"WK011450"	5	1	1.041593955
"GM0114"	"WK011450"	5	2	1.041593955
"GM0114"	"WK011450"	6	0	1.041593955
"GM0114"	"WK011450"	6	1	1.041593955
"GM0114"	"WK011450"	6	2	1.041593955
"GM0114"	"WK011451"	1	0	1.037217631
"GM0114"	"WK011451"	1	1	1.034076291
"GM0114"	"WK011451"	1	2	1.034076291
"GM0114"	"WK011451"	2	0	1.008391161
"GM0114"	"WK011451"	2	1	1.008391161
"GM0114"	"WK011451"	2	2	1.008391161
"GM0114"	"WK011451"	3	0	1.033869756
"GM0114"	"WK011451"	3	1	1.033869756
"GM0114"	"WK011451"	3	2	1.033869756
"GM0114"	"WK011451"	4	0	1.033869756
"GM0114"	"WK011451"	4	1	1.033869756
"GM0114"	"WK011451"	4	2	1.033869756
"GM0114"	"WK011451"	5	0	1.033869756
"GM0114"	"WK011451"	5	1	1.033869756
"GM0114"	"WK011451"	5	2	1.033869756
"GM0114"	"WK011451"	6	0	1.033869756
"GM0114"	"WK011451"	6	1	1.033869756
"GM0114"	"WK011451"	6	2	1.033869756
"GM0114"	"WK011452"	1	0	1.022524122
"GM0114"	"WK011452"	1	1	1.021579673
"GM0114"	"WK011452"	1	2	1.021579673
"GM0114"	"WK011452"	2	0	1.062055769
"GM0114"	"WK011452"	2	1	1.075605588
"GM0114"	"WK011452"	2	2	1.075605588
"GM0114"	"WK011452"	3	0	1.038040189
"GM0114"	"WK011452"	3	1	1.038040189
"GM0114"	"WK011452"	3	2	1.038040189
"GM0114"	"WK011452"	4	0	1.038040189
"GM0114"	"WK011452"	4	1	1.038040189
"GM0114"	"WK011452"	4	2	1.038040189
"GM0114"	"WK011452"	5	0	1.038040189
"GM0114"	"WK011452"	5	1	1.038040189
"GM0114"	"WK011452"	5	2	1.038040189
"GM0114"	"WK011452"	6	0	1.038040189
"GM0114"	"WK011452"	6	1	1.038040189
"GM0114"	"WK011452"	6	2	1.038040189
"GM0114"	"WK011453"	1	0	1.0449091
"GM0114"	"WK011453"	1	1	1.0449091
"GM0114"	"WK011453"	1	2	1.0449091
"GM0114"	"WK011453"	2	0	1.0449091
"GM0114"	"WK011453"	2	1	1.0449091
"GM0114"	"WK011453"	2	2	1.0449091
"GM0114"	"WK011453"	3	0	1.0449091
"GM0114"	"WK011453"	3	1	1.0449091
"GM0114"	"WK011453"	3	2	1.0449091
"GM0114"	"WK011453"	4	0	1.0449091
"GM0114"	"WK011453"	4	1	1.0449091
"GM0114"	"WK011453"	4	2	1.0449091
"GM0114"	"WK011453"	5	0	1.0449091
"GM0114"	"WK011453"	5	1	1.0449091
"GM0114"	"WK011453"	5	2	1.0449091
"GM0114"	"WK011453"	6	0	1.0449091
"GM0114"	"WK011453"	6	1	1.0449091
"GM0114"	"WK011453"	6	2	1.0449091
"GM0118"	"WK011850"	1	0	1.005894279
"GM0118"	"WK011850"	1	1	1.006813856
"GM0118"	"WK011850"	1	2	1.006813856
"GM0118"	"WK011850"	2	0	0.971137201
"GM0118"	"WK011850"	2	1	0.975624011
"GM0118"	"WK011850"	2	2	0.975624011
"GM0118"	"WK011850"	3	0	0.960502086
"GM0118"	"WK011850"	3	1	0.983895232
"GM0118"	"WK011850"	3	2	1.046383629
"GM0118"	"WK011850"	4	0	0.969328593
"GM0118"	"WK011850"	4	1	0.988825727
"GM0118"	"WK011850"	4	2	1.043623841
"GM0118"	"WK011850"	5	0	0.931746752
"GM0118"	"WK011850"	5	1	1.007238925
"GM0118"	"WK011850"	5	2	0.992581334
"GM0118"	"WK011850"	6	0	0.923685695
"GM0118"	"WK011850"	6	1	1.065324671
"GM0118"	"WK011850"	6	2	0.992456503
"GM0118"	"WK011851"	1	0	0.949902356
"GM0118"	"WK011851"	1	1	0.952221215
"GM0118"	"WK011851"	1	2	0.952221215
"GM0118"	"WK011851"	2	0	0.931799628
"GM0118"	"WK011851"	2	1	0.933678195
"GM0118"	"WK011851"	2	2	0.933678195
"GM0118"	"WK011851"	3	0	0.959095606
"GM0118"	"WK011851"	3	1	0.964468303
"GM0118"	"WK011851"	3	2	0.964468303
"GM0118"	"WK011851"	4	0	1.017736616
"GM0118"	"WK011851"	4	1	1.017286497
"GM0118"	"WK011851"	4	2	1.037155089
"GM0118"	"WK011851"	5	0	1.08883494
"GM0118"	"WK011851"	5	1	1.049351195
"GM0118"	"WK011851"	5	2	1.036692412
"GM0118"	"WK011851"	6	0	1.026080997
"GM0118"	"WK011851"	6	1	1.069457555
"GM0118"	"WK011851"	6	2	1.056023092
"GM0118"	"WK011852"	1	0	0.963156117
"GM0118"	"WK011852"	1	1	0.962385353
"GM0118"	"WK011852"	1	2	0.962385353
"GM0118"	"WK011852"	2	0	0.986065635
"GM0118"	"WK011852"	2	1	0.986065635
"GM0118"	"WK011852"	2	2	0.986065635
"GM0118"	"WK011852"	3	0	0.986065635
"GM0118"	"WK011852"	3	1	0.986065635
"GM0118"	"WK011852"	3	2	0.986065635
"GM0118"	"WK011852"	4	0	0.986065635
"GM0118"	"WK011852"	4	1	0.986065635
"GM0118"	"WK011852"	4	2	0.986065635
"GM0118"	"WK011852"	5	0	0.986065635
"GM0118"	"WK011852"	5	1	0.986065635
"GM0118"	"WK011852"	5	2	0.986065635
"GM0118"	"WK011852"	6	0	0.986065635
"GM0118"	"WK011852"	6	1	0.986065635
"GM0118"	"WK011852"	6	2	0.986065635
"GM0118"	"WK011853"	1	0	0.992068923
"GM0118"	"WK011853"	1	1	0.992451522
"GM0118"	"WK011853"	1	2	0.992451522
"GM0118"	"WK011853"	2	0	1.092077316
"GM0118"	"WK011853"	2	1	1.100116195
"GM0118"	"WK011853"	2	2	1.111565666
"GM0118"	"WK011853"	3	0	1.110946295
"GM0118"	"WK011853"	3	1	1.110946295
"GM0118"	"WK011853"	3	2	1.110946295
"GM0118"	"WK011853"	4	0	1.140759496
"GM0118"	"WK011853"	4	1	1.140759496
"GM0118"	"WK011853"	4	2	1.140759496
"GM0118"	"WK011853"	5	0	1.043396759
"GM0118"	"WK011853"	5	1	1.043396759
"GM0118"	"WK011853"	5	2	1.043396759
"GM0118"	"WK011853"	6	0	1.043396759
"GM0118"	"WK011853"	6	1	1.043396759
"GM0118"	"WK011853"	6	2	1.043396759
"GM0118"	"WK011854"	1	0	0.929882302
"GM0118"	"WK011854"	1	1	0.934127797
"GM0118"	"WK011854"	1	2	0.934127797
"GM0118"	"WK011854"	2	0	1.011442679
"GM0118"	"WK011854"	2	1	1.005475832
"GM0118"	"WK011854"	2	2	0.981517509
"GM0118"	"WK011854"	3	0	1.066767759
"GM0118"	"WK011854"	3	1	1.066809288
"GM0118"	"WK011854"	3	2	1.066883944
"GM0118"	"WK011854"	4	0	1.049223267
"GM0118"	"WK011854"	4	1	1.078893947
"GM0118"	"WK011854"	4	2	1.124085076
"GM0118"	"WK011854"	5	0	1.109285003
"GM0118"	"WK011854"	5	1	1.109285003
"GM0118"	"WK011854"	5	2	1.047930457
"GM0118"	"WK011854"	6	0	1.000193816
"GM0118"	"WK011854"	6	1	1.000193816
"GM0118"	"WK011854"	6	2	1.000193816
"GM0118"	"WK011855"	1	0	0.919647747
"GM0118"	"WK011855"	1	1	0.920163378
"GM0118"	"WK011855"	1	2	0.920163378
"GM0118"	"WK011855"	2	0	0.900578718
"GM0118"	"WK011855"	2	1	0.903237343
"GM0118"	"WK011855"	2	2	0.903237343
"GM0118"	"WK011855"	3	0	0.922999735
"GM0118"	"WK011855"	3	1	0.922999735
"GM0118"	"WK011855"	3	2	0.922999735
"GM0118"	"WK011855"	4	0	0.952057317
"GM0118"	"WK011855"	4	1	0.95489389
"GM0118"	"WK011855"	4	2	0.95489389
"GM0118"	"WK011855"	5	0	0.920686396
"GM0118"	"WK011855"	5	1	0.920686396
"GM0118"	"WK011855"	5	2	0.920686396
"GM0118"	"WK011855"	6	0	0.920686396
"GM0118"	"WK011855"	6	1	0.920686396
"GM0118"	"WK011855"	6	2	0.920686396
"GM0118"	"WK011856"	1	0	0.896775264
"GM0118"	"WK011856"	1	1	0.896775264
"GM0118"	"WK011856"	1	2	0.896775264
"GM0118"	"WK011856"	2	0	0.991712879
"GM0118"	"WK011856"	2	1	0.994555397
"GM0118"	"WK011856"	2	2	0.994555397
"GM0118"	"WK011856"	3	0	0.952684295
"GM0118"	"WK011856"	3	1	0.952684295
"GM0118"	"WK011856"	3	2	0.952684295
"GM0118"	"WK011856"	4	0	1.172948126
"GM0118"	"WK011856"	4	1	1.172948126
"GM0118"	"WK011856"	4	2	1.172948126
"GM0118"	"WK011856"	5	0	0.952684295
"GM0118"	"WK011856"	5	1	0.952684295
"GM0118"	"WK011856"	5	2	0.952684295
"GM0118"	"WK011856"	6	0	0.952684295
"GM0118"	"WK011856"	6	1	0.952684295
"GM0118"	"WK011856"	6	2	0.952684295
"GM0118"	"WK011857"	1	0	0.824002098
"GM0118"	"WK011857"	1	1	0.822820237
"GM0118"	"WK011857"	1	2	0.822820237
"GM0118"	"WK011857"	2	0	0.980623211
"GM0118"	"WK011857"	2	1	0.986889755
"GM0118"	"WK011857"	2	2	0.986889755
"GM0118"	"WK011857"	3	0	0.886465103
"GM0118"	"WK011857"	3	1	0.886465103
"GM0118"	"WK011857"	3	2	0.886465103
"GM0118"	"WK011857"	4	0	0.886465103
"GM0118"	"WK011857"	4	1	0.886465103
"GM0118"	"WK011857"	4	2	0.886465103
"GM0118"	"WK011857"	5	0	0.886465103
"GM0118"	"WK011857"	5	1	0.886465103
"GM0118"	"WK011857"	5	2	0.886465103
"GM0118"	"WK011857"	6	0	0.886465103
"GM0118"	"WK011857"	6	1	0.886465103
"GM0118"	"WK011857"	6	2	0.886465103
"GM0118"	"WK011858"	1	0	0.943934818
"GM0118"	"WK011858"	1	1	0.931028183
"GM0118"	"WK011858"	1	2	0.931028183
"GM0118"	"WK011858"	2	0	1.013090485
"GM0118"	"WK011858"	2	1	1.013090485
"GM0118"	"WK011858"	2	2	1.013090485
"GM0118"	"WK011858"	3	0	0.960781942
"GM0118"	"WK011858"	3	1	0.960781942
"GM0118"	"WK011858"	3	2	0.960781942
"GM0118"	"WK011858"	4	0	0.960781942
"GM0118"	"WK011858"	4	1	0.960781942
"GM0118"	"WK011858"	4	2	0.960781942
"GM0118"	"WK011858"	5	0	0.960781942
"GM0118"	"WK011858"	5	1	0.960781942
"GM0118"	"WK011858"	5	2	0.960781942
"GM0118"	"WK011858"	6	0	0.960781942
"GM0118"	"WK011858"	6	1	0.960781942
"GM0118"	"WK011858"	6	2	0.960781942
"GM0118"	"WK011859"	1	0	0.919504807
"GM0118"	"WK011859"	1	1	0.924559579
"GM0118"	"WK011859"	1	2	0.924559579
"GM0118"	"WK011859"	2	0	1.0462689
"GM0118"	"WK011859"	2	1	1.0462689
"GM0118"	"WK011859"	2	2	1.0462689
"GM0118"	"WK011859"	3	0	0.961907774
"GM0118"	"WK011859"	3	1	0.961907774
"GM0118"	"WK011859"	3	2	0.961907774
"GM0118"	"WK011859"	4	0	0.961907774
"GM0118"	"WK011859"	4	1	0.961907774
"GM0118"	"WK011859"	4	2	0.961907774
"GM0118"	"WK011859"	5	0	0.961907774
"GM0118"	"WK011859"	5	1	0.961907774
"GM0118"	"WK011859"	5	2	0.961907774
"GM0118"	"WK011859"	6	0	0.961907774
"GM0118"	"WK011859"	6	1	0.961907774
"GM0118"	"WK011859"	6	2	0.961907774
"GM0118"	"WK011860"	1	0	0.902945141
"GM0118"	"WK011860"	1	1	0.899633905
"GM0118"	"WK011860"	1	2	0.899633905
"GM0118"	"WK011860"	2	0	0.936546141
"GM0118"	"WK011860"	2	1	0.96040735
"GM0118"	"WK011860"	2	2	0.96040735
"GM0118"	"WK011860"	3	0	0.925251679
"GM0118"	"WK011860"	3	1	0.925251679
"GM0118"	"WK011860"	3	2	0.925251679
"GM0118"	"WK011860"	4	0	0.925251679
"GM0118"	"WK011860"	4	1	0.925251679
"GM0118"	"WK011860"	4	2	0.925251679
"GM0118"	"WK011860"	5	0	0.925251679
"GM0118"	"WK011860"	5	1	0.925251679
"GM0118"	"WK011860"	5	2	0.925251679
"GM0118"	"WK011860"	6	0	0.925251679
"GM0118"	"WK011860"	6	1	0.925251679
"GM0118"	"WK011860"	6	2	0.925251679
"GM0118"	"WK011861"	1	0	0.953928398
"GM0118"	"WK011861"	1	1	0.961755875
"GM0118"	"WK011861"	1	2	0.961755875
"GM0118"	"WK011861"	2	0	0.98698604
"GM0118"	"WK011861"	2	1	0.98698604
"GM0118"	"WK011861"	2	2	0.98698604
"GM0118"	"WK011861"	3	0	0.98698604
"GM0118"	"WK011861"	3	1	0.98698604
"GM0118"	"WK011861"	3	2	0.98698604
"GM0118"	"WK011861"	4	0	0.98698604
"GM0118"	"WK011861"	4	1	0.98698604
"GM0118"	"WK011861"	4	2	0.98698604
"GM0118"	"WK011861"	5	0	0.98698604
"GM0118"	"WK011861"	5	1	0.98698604
"GM0118"	"WK011861"	5	2	0.98698604
"GM0118"	"WK011861"	6	0	0.98698604
"GM0118"	"WK011861"	6	1	0.98698604
"GM0118"	"WK011861"	6	2	0.98698604
"GM0118"	"WK011862"	1	0	0.94613833
"GM0118"	"WK011862"	1	1	0.943319652
"GM0118"	"WK011862"	1	2	0.943319652
"GM0118"	"WK011862"	2	0	0.975292926
"GM0118"	"WK011862"	2	1	0.975292926
"GM0118"	"WK011862"	2	2	0.975292926
"GM0118"	"WK011862"	3	0	0.975292926
"GM0118"	"WK011862"	3	1	0.975292926
"GM0118"	"WK011862"	3	2	0.975292926
"GM0118"	"WK011862"	4	0	0.975292926
"GM0118"	"WK011862"	4	1	0.975292926
"GM0118"	"WK011862"	4	2	0.975292926
"GM0118"	"WK011862"	5	0	0.975292926
"GM0118"	"WK011862"	5	1	0.975292926
"GM0118"	"WK011862"	5	2	0.975292926
"GM0118"	"WK011862"	6	0	0.975292926
"GM0118"	"WK011862"	6	1	0.975292926
"GM0118"	"WK011862"	6	2	0.975292926
"GM0119"	"WK011900"	1	0	1.010859267
"GM0119"	"WK011900"	1	1	1.010859267
"GM0119"	"WK011900"	1	2	1.010859267
"GM0119"	"WK011900"	2	0	1.00693959
"GM0119"	"WK011900"	2	1	0.999896661
"GM0119"	"WK011900"	2	2	0.999896661
"GM0119"	"WK011900"	3	0	0.970453913
"GM0119"	"WK011900"	3	1	0.972743099
"GM0119"	"WK011900"	3	2	0.988465239
"GM0119"	"WK011900"	4	0	1.048390713
"GM0119"	"WK011900"	4	1	1.039501603
"GM0119"	"WK011900"	4	2	1.036391156
"GM0119"	"WK011900"	5	0	0.984187862
"GM0119"	"WK011900"	5	1	0.947216348
"GM0119"	"WK011900"	5	2	0.890129452
"GM0119"	"WK011900"	6	0	1.037731118
"GM0119"	"WK011900"	6	1	0.995430223
"GM0119"	"WK011900"	6	2	0.86762922
"GM0119"	"WK011901"	1	0	0.908745022
"GM0119"	"WK011901"	1	1	0.908745022
"GM0119"	"WK011901"	1	2	0.908745022
"GM0119"	"WK011901"	2	0	0.908745022
"GM0119"	"WK011901"	2	1	0.908745022
"GM0119"	"WK011901"	2	2	0.908745022
"GM0119"	"WK011901"	3	0	0.908745022
"GM0119"	"WK011901"	3	1	0.908745022
"GM0119"	"WK011901"	3	2	0.908745022
"GM0119"	"WK011901"	4	0	0.856174896
"GM0119"	"WK011901"	4	1	0.856174896
"GM0119"	"WK011901"	4	2	0.858896935
"GM0119"	"WK011901"	5	0	0.908745022
"GM0119"	"WK011901"	5	1	0.908745022
"GM0119"	"WK011901"	5	2	0.908745022
"GM0119"	"WK011901"	6	0	0.908745022
"GM0119"	"WK011901"	6	1	0.908745022
"GM0119"	"WK011901"	6	2	0.908745022
"GM0119"	"WK011902"	1	0	0.961537576
"GM0119"	"WK011902"	1	1	0.961537576
"GM0119"	"WK011902"	1	2	0.961537576
"GM0119"	"WK011902"	2	0	1.027548965
"GM0119"	"WK011902"	2	1	1.011174116
"GM0119"	"WK011902"	2	2	1.011174116
"GM0119"	"WK011902"	3	0	0.937785538
"GM0119"	"WK011902"	3	1	0.970378803
"GM0119"	"WK011902"	3	2	0.990022531
"GM0119"	"WK011902"	4	0	1.005833422
"GM0119"	"WK011902"	4	1	0.982671989
"GM0119"	"WK011902"	4	2	0.970674447
"GM0119"	"WK011902"	5	0	0.906092907
"GM0119"	"WK011902"	5	1	0.906092907
"GM0119"	"WK011902"	5	2	0.901480058
"GM0119"	"WK011902"	6	0	0.912079141
"GM0119"	"WK011902"	6	1	0.912079141
"GM0119"	"WK011902"	6	2	0.921477873
"GM0119"	"WK011903"	1	0	1.013922176
"GM0119"	"WK011903"	1	1	1.013685635
"GM0119"	"WK011903"	1	2	1.013685635
"GM0119"	"WK011903"	2	0	0.982258892
"GM0119"	"WK011903"	2	1	0.977980831
"GM0119"	"WK011903"	2	2	0.977980831
"GM0119"	"WK011903"	3	0	0.969535387
"GM0119"	"WK011903"	3	1	0.982332591
"GM0119"	"WK011903"	3	2	1.010409206
"GM0119"	"WK011903"	4	0	0.951648837
"GM0119"	"WK011903"	4	1	0.956886907
"GM0119"	"WK011903"	4	2	0.969635736
"GM0119"	"WK011903"	5	0	0.895618855
"GM0119"	"WK011903"	5	1	0.895618855
"GM0119"	"WK011903"	5	2	0.92519441
"GM0119"	"WK011903"	6	0	0.987165901
"GM0119"	"WK011903"	6	1	0.987165901
"GM0119"	"WK011903"	6	2	1.018831971
"GM0119"	"WK011904"	1	0	0.991209013
"GM0119"	"WK011904"	1	1	0.990264835
"GM0119"	"WK011904"	1	2	0.990264835
"GM0119"	"WK011904"	2	0	0.974213039
"GM0119"	"WK011904"	2	1	0.973097671
"GM0119"	"WK011904"	2	2	0.973097671
"GM0119"	"WK011904"	3	0	1.000987182
"GM0119"	"WK011904"	3	1	1.004311663
"GM0119"	"WK011904"	3	2	1.004311663
"GM0119"	"WK011904"	4	0	1.016831099
"GM0119"	"WK011904"	4	1	1.013809945
"GM0119"	"WK011904"	4	2	1.013809945
"GM0119"	"WK011904"	5	0	0.993874183
"GM0119"	"WK011904"	5	1	0.993874183
"GM0119"	"WK011904"	5	2	0.993874183
"GM0119"	"WK011904"	6	0	0.993874183
"GM0119"	"WK011904"	6	1	0.993874183
"GM0119"	"WK011904"	6	2	0.993874183
"GM0119"	"WK011905"	1	0	0.914612769
"GM0119"	"WK011905"	1	1	0.914612769
"GM0119"	"WK011905"	1	2	0.914612769
"GM0119"	"WK011905"	2	0	0.914612769
"GM0119"	"WK011905"	2	1	0.914612769
"GM0119"	"WK011905"	2	2	0.914612769
"GM0119"	"WK011905"	3	0	0.875841309
"GM0119"	"WK011905"	3	1	0.886654554
"GM0119"	"WK011905"	3	2	0.886654554
"GM0119"	"WK011905"	4	0	0.906491674
"GM0119"	"WK011905"	4	1	0.891676461
"GM0119"	"WK011905"	4	2	0.891676461
"GM0119"	"WK011905"	5	0	0.914612769
"GM0119"	"WK011905"	5	1	0.914612769
"GM0119"	"WK011905"	5	2	0.914612769
"GM0119"	"WK011905"	6	0	0.914612769
"GM0119"	"WK011905"	6	1	0.914612769
"GM0119"	"WK011905"	6	2	0.914612769
"GM0119"	"WK011906"	1	0	0.967771476
"GM0119"	"WK011906"	1	1	0.968774631
"GM0119"	"WK011906"	1	2	0.968774631
"GM0119"	"WK011906"	2	0	0.984404009
"GM0119"	"WK011906"	2	1	0.986585968
"GM0119"	"WK011906"	2	2	0.986585968
"GM0119"	"WK011906"	3	0	1.002599248
"GM0119"	"WK011906"	3	1	0.999863772
"GM0119"	"WK011906"	3	2	0.998281414
"GM0119"	"WK011906"	4	0	1.05412359
"GM0119"	"WK011906"	4	1	0.942891749
"GM0119"	"WK011906"	4	2	0.959222327
"GM0119"	"WK011906"	5	0	0.998382883
"GM0119"	"WK011906"	5	1	0.998382883
"GM0119"	"WK011906"	5	2	0.985332927
"GM0119"	"WK011906"	6	0	1.004641947
"GM0119"	"WK011906"	6	1	1.004641947
"GM0119"	"WK011906"	6	2	1.004641947
"GM0119"	"WK011907"	1	0	0.913667498
"GM0119"	"WK011907"	1	1	0.913667498
"GM0119"	"WK011907"	1	2	0.913667498
"GM0119"	"WK011907"	2	0	0.885521259
"GM0119"	"WK011907"	2	1	0.885521259
"GM0119"	"WK011907"	2	2	0.885521259
"GM0119"	"WK011907"	3	0	0.913667498
"GM0119"	"WK011907"	3	1	0.913667498
"GM0119"	"WK011907"	3	2	0.913667498
"GM0119"	"WK011907"	4	0	0.913667498
"GM0119"	"WK011907"	4	1	0.913667498
"GM0119"	"WK011907"	4	2	0.913667498
"GM0119"	"WK011907"	5	0	0.913667498
"GM0119"	"WK011907"	5	1	0.913667498
"GM0119"	"WK011907"	5	2	0.913667498
"GM0119"	"WK011907"	6	0	0.913667498
"GM0119"	"WK011907"	6	1	0.913667498
"GM0119"	"WK011907"	6	2	0.913667498
"GM0119"	"WK011908"	1	0	0.985855579
"GM0119"	"WK011908"	1	1	0.985855579
"GM0119"	"WK011908"	1	2	0.985855579
"GM0119"	"WK011908"	2	0	0.985855579
"GM0119"	"WK011908"	2	1	0.985855579
"GM0119"	"WK011908"	2	2	0.985855579
"GM0119"	"WK011908"	3	0	0.985855579
"GM0119"	"WK011908"	3	1	0.985855579
"GM0119"	"WK011908"	3	2	0.985855579
"GM0119"	"WK011908"	4	0	0.985855579
"GM0119"	"WK011908"	4	1	0.985855579
"GM0119"	"WK011908"	4	2	0.985855579
"GM0119"	"WK011908"	5	0	0.985855579
"GM0119"	"WK011908"	5	1	0.985855579
"GM0119"	"WK011908"	5	2	0.985855579
"GM0119"	"WK011908"	6	0	0.985855579
"GM0119"	"WK011908"	6	1	0.985855579
"GM0119"	"WK011908"	6	2	0.985855579
"GM0119"	"WK011909"	1	0	0.985855579
"GM0119"	"WK011909"	1	1	0.985855579
"GM0119"	"WK011909"	1	2	0.985855579
"GM0119"	"WK011909"	2	0	0.985855579
"GM0119"	"WK011909"	2	1	0.985855579
"GM0119"	"WK011909"	2	2	0.985855579
"GM0119"	"WK011909"	3	0	0.985855579
"GM0119"	"WK011909"	3	1	0.985855579
"GM0119"	"WK011909"	3	2	0.985855579
"GM0119"	"WK011909"	4	0	0.985855579
"GM0119"	"WK011909"	4	1	0.985855579
"GM0119"	"WK011909"	4	2	0.985855579
"GM0119"	"WK011909"	5	0	0.985855579
"GM0119"	"WK011909"	5	1	0.985855579
"GM0119"	"WK011909"	5	2	0.985855579
"GM0119"	"WK011909"	6	0	0.985855579
"GM0119"	"WK011909"	6	1	0.985855579
"GM0119"	"WK011909"	6	2	0.985855579
"GM0119"	"WK011910"	1	0	0.985855579
"GM0119"	"WK011910"	1	1	0.985855579
"GM0119"	"WK011910"	1	2	0.985855579
"GM0119"	"WK011910"	2	0	0.985855579
"GM0119"	"WK011910"	2	1	0.985855579
"GM0119"	"WK011910"	2	2	0.985855579
"GM0119"	"WK011910"	3	0	0.985855579
"GM0119"	"WK011910"	3	1	0.985855579
"GM0119"	"WK011910"	3	2	0.985855579
"GM0119"	"WK011910"	4	0	0.985855579
