type_str	bouwjaar_str	eigendom_str	Vrv_N_asl	Vrv_N_opp	Vrv_G_asl	Vrv_G_opp	Vrv_F_asl	Vrv_F_opp	Vrv_E_asl	Vrv_E_opp	Vrv_D_asl	Vrv_D_opp	Vrv_C_asl	Vrv_C_opp	Vrv_B_asl	Vrv_B_opp	Vrv_A_asl	Vrv_A_opp	Vvt_asl	Vvt_opp	Vtw_asl	Vtw_opp	Vea_asl	Vea_opp	Vkd_asl	Vkd_opp
2 onder 1 kap	2031 - 2040	koop	12,677512896	0,133435896	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	0	0	5,733333333	0	11,485584	0	0	0,01296
2 onder 1 kap	2031 - 2040	parthuur	6,678870946	0,178465916	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	0	0	5,733333333	0	11,485584	0	0	0,01296
2 onder 1 kap	2031 - 2040	wooncorp	12,677512896	0,133435896	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	0	0	5,733333333	0	11,485584	0	0	0,01296
2 onder 1 kap	2041 - 2050	koop	12,677512896	0,133435896	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	7,568811178	0,158707846	0	0	5,733333333	0	11,485584	0	0	0,01296
2 onder 1 kap	2041 - 2050	parthuur	6,678870946	0,178465916	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	1,099927162	0,18747192	0	0	5,733333333	0	11,485584	0	0	0,01296
2 onder 1 kap	2041 - 2050	wooncorp	12,677512896	0,133435896	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	13,716052194	0,073334604	0	0	5,733333333	0	11,485584	0	0	0,01296
rijwoning hoek	voor 1930	koop	28,973693338	0,20079713	21,682965508	0,242794516	21,044825796	0,242794516	23,257913432	0,242794516	20,536537958	0,242794516	18,82116989	0,242794516	13,716052194	0,242794516	13,716052194	0,242794516	0	0,0081	7,1	0	9,98	0	0	0,01296
rijwoning hoek	voor 1930	parthuur	29,073586464	0,203370274	26,066775802	0,237648228	24,710177526	0,237648228	21,61027419	0,237648228	14,241524958	0,237648228	14,241524958	0,237648228	14,241524958	0,237648228	14,241524958	0,237648228	0	0,0081	7,1	0	9,98	0	0	0,01296
rijwoning hoek	voor 1930	wooncorp	28,338402464	0,16587589	34,195889086	0,131046548	31,509434852	0,131046548	28,86929721	0,131046548	25,407867142	0,131046548	24,776895474	0,131046548	23,161420532	0,131046548	20,955409042	0,131046548	0	0,0081	7,1	0	9,98	0	0	0,01296
rijwoning hoek	1930 - 1945	koop	27,447359456	0,224966304	26,380883166	0,246010946	25,19107976	0,246010946	22,972018754	0,246010946	25,757447134	0,246010946	20,100022458	0,246010946	20,100022458	0,246010946	20,100022458	0,246010946	0	0,0081	7,1	0	9,98	0	0	0,01296
rijwoning hoek	1930 - 1945	parthuur	34,618160396	0,185542062	38,195841434	0,164773114	38,195841434	0,164773114	38,195841434	0,164773114	38,195841434	0,164773114	38,195841434	0,164773114	38,195841434	0,164773114	38,195841434	0,164773114	0	0,0081	7,1	0	9,98	0	0	0,01296
rijwoning hoek	1930 - 1945	wooncorp	29,969867658	0,16265946	37,828617026	0,106234088	35,092813566	0,106234088	32,91143074	0,106234088	27,619116818	0,106234088	25,730429122	0,106234088	25,767372118	0,106234088	23,563290486	0,106234088	0	0,0081	7,1	0	9,98	0	0	0,01296
rijwoning hoek	1946 - 1964	koop	28,044696456	0,191699228	20,414589312	0,233696614	24,81659541	0,233696614	21,413061082	0,233696614	20,167751284	0,233696614	16,750891746	0,233696614	16,750891746	0,233696614	16,750891746	0,233696614	0	0,0077	6,4	0	10,13	0	0	0,01296
