type_str;bouwjaar_str;Default_label;Vrv_N_asl;Vrv_N_opp;Vrv_G_asl;Vrv_G_opp;Vrv_F_asl;Vrv_F_opp;Vrv_E_asl;Vrv_E_opp;Vrv_D_asl;Vrv_D_opp;Vrv_C_asl;Vrv_C_opp;Vrv_B_asl;Vrv_B_opp;Vrv_A_asl;Vrv_A_opp;Vvent_asl;Vvent_opp;Vww_asl;Vww_opp;Ve_asl;Ve_opp;Vk_asl;Vk_opp;Ki_SGD_min_asl;Ki_SGD_min_opp;Ki_SGD_max_asl;Ki_SGD_max_opp;Ki_SFD_min_asl;Ki_SFD_min_opp;Ki_SFD_max_asl;Ki_SFD_max_opp;Ki_SED_min_asl;Ki_SED_min_opp;Ki_SED_max_asl;Ki_SED_max_opp;Ki_SGC_min_asl;Ki_SGC_min_opp;Ki_SGC_max_asl;Ki_SGC_max_opp;Ki_SFC_min_asl;Ki_SFC_min_opp;Ki_SFC_max_asl;Ki_SFC_max_opp;Ki_SEC_min_asl;Ki_SEC_min_opp;Ki_SEC_max_asl;Ki_SEC_max_opp;Ki_SDC_min_asl;Ki_SDC_min_opp;Ki_SDC_max_asl;Ki_SDC_max_opp;Ki_SGB_min_asl;Ki_SGB_min_opp;Ki_SGB_max_asl;Ki_SGB_max_opp;Ki_SFB_min_asl;Ki_SFB_min_opp;Ki_SFB_max_asl;Ki_SFB_max_opp;Ki_SEB_min_asl;Ki_SEB_min_opp;Ki_SEB_max_asl;Ki_SEB_max_opp;Ki_SDB_min_asl;Ki_SDB_min_opp;Ki_SDB_max_asl;Ki_SDB_max_opp;Ki_SCB_min_asl;Ki_SCB_min_opp;Ki_SCB_max_asl;Ki_SCB_max_opp
vrijstaand;voor 1930;F;37.73234704;0.130946973;35.67701466;0.137462709;36.91448137;0.137664785;34.14580676;0.135725197;32.23047158;0.137639679;30.01073327;0.136082054;27.41341125;0.13421438;24.51144387;0.132601424;0;0.006621277;8.5;0;9.7;0;0;0.01917;6349;95;6349;95;6731;35;6731;35;7471;0;7471;0;15696;109;15696;109;7444;89;7444;89;9350;51;9350;51;10078;8;10078;8;42307;41;42307;41;39668;71;39668;71;31071;32;31071;32;22696;95;22696;95;17358;40;17358;40
vrijstaand;1930 - 1945;F;40.0124172;0.127245804;38.41759173;0.133287791;39.21994181;0.133468521;36.84112785;0.129153727;33.44338354;0.133215279;32.06727705;0.131891811;30.27300493;0.130082442;27.49078997;0.131207397;0;0.006621277;8.5;0;9.7;0;0;0.01917;3474;110;3474;110;5042;35;5042;35;7471;0;7471;0;19472;93;19472;93;7474;94;7474;94;9338;39;9338;39;8267;9;8267;9;39940;63;39940;63;39668;71;39668;71;31071;32;31071;32;22696;95;22696;95;17358;40;17358;40
vrijstaand;1946 - 1964;F;38.41989734;0.138697832;35.16796117;0.143507599;38.37680559;0.144589532;36.87339308;0.144559459;34.46147672;0.142544684;30.76575084;0.144341042;31.78076701;0.136870817;25.9342625;0.139515231;0;0.009176184;8.5;0;9.7;0;0;0.01917;3474;110;3474;110;275;64;275;64;7471;0;7471;0;19472;93;19472;93;-1282;160;-1282;160;9338;39;9338;39;8267;9;8267;9;39940;63;39940;63;39668;71;39668;71;31071;32;31071;32;22696;95;22696;95;10573;86;10573;86
vrijstaand;1965 - 1974;D;36.74969327;0.15096378;34.24677926;0.155655532;33.3919825;0.157271954;36.09794006;0.157424022;35.58012963;0.157835723;29.5696481;0.157727305;26.99035899;0.157806517;28.06351242;0.155789033;0;0.009750179;9.2;0;9.56;0;0;0.01917;6816;90;6816;90;5073;34;5073;34;7471;0;7471;0;19472;93;19472;93;8232;101;8232;101;20653;28;20653;28;6385;28;6385;28;39347;64;39347;64;39668;71;39668;71;33344;63;33344;63;34484;61;34484;61;13401;63;13401;63
vrijstaand;1975 - 1991;C;29.91801462;0.162155564;33.75438997;0.167215231;33.70146321;0.167605795;33.8750597;0.167339197;30.24268324;0.168878872;28.26650467;0.168976533;23.59228039;0.168741879;24.60237867;0.16847017;0;0.008885914;9.7;0;9.46;0;0;0.01917;6816;90;6816;90;5073;34;5073;34;7471;0;7471;0;19472;93;19472;93;8232;101;8232;101;20653;28;20653;28;9522;14;9522;14;39347;64;39347;64;39668;71;39668;71;33344;63;33344;63;29542;76;29542;76;18783;25;18783;25
vrijstaand;1992 - 1995;B;22.64398739;0.173061901;32.79193017;0.168524116;30.92651139;0.173289661;28.65630632;0.158599804;24.62684791;0.171947643;20.57842452;0.179812987;20.33182905;0.180157684;18.97939438;0.179971588;0;0;10.6;0;9.28;0;0;0.01917;6816;90;6816;90;5073;34;5073;34;7471;0;7471;0;19472;93;19472;93;8232;101;8232;101;20653;28;20653;28;9522;14;9522;14;39347;64;39347;64;39668;71;39668;71;33344;63;33344;63;29542;76;29542;76;10781;77;10781;77
vrijstaand;1996 - 1999;B;20.69200648;0.166100762;34.68012253;0.165510449;35.19879934;0.166635235;30.8339178;0.151834648;24.61387575;0.167133682;20.07674041;0.173097869;18.36824171;0.173172888;17.14596915;0.172879042;0;0;10.6;0;9.28;0;0;0.01917;6816;90;6816;90;5073;34;5073;34;7471;0;7471;0;19472;93;19472;93;8232;101;8232;101;12501;36;12501;36;8959;14;8959;14;39347;64;39347;64;39668;71;39668;71;33344;63;33344;63;22696;95;22696;95;35772;26;35772;26
vrijstaand;2000 - 2005;B;21.82344614;0.148225768;37.53809221;0.147836444;34.6931768;0.149107611;30.97096519;0.1450009;30.09818763;0.14863013;29.98476382;0.152719125;20.37100676;0.155324923;18.17832681;0.155079822;0;0;10.6;0;9.28;0;0;0.01917;6816;90;6816;90;5073;34;5073;34;7471;0;7471;0;19472;93;19472;93;8232;101;8232;101;12501;36;12501;36;8959;14;8959;14;39347;64;39347;64;39668;71;39668;71;33344;63;33344;63;22696;95;22696;95;35772;26;35772;26
vrijstaand;2006 - 2010;A;23.39615319;0.137446261;32.40177618;0.132166832;35.64532903;0.133401968;34.25377962;0.135233073;31.60401776;0.136400313;28.14258329;0.136709619;23.82534976;0.13802725;20.44742542;0.144465667;0;0;10.6;0;9.28;0;0;0.01917;6816;90;6816;90;5073;34;5073;34;7471;0;7471;0;19472;93;19472;93;8232;101;8232;101;12501;36;12501;36;8959;14;8959;14;39347;64;39347;64;39668;71;39668;71;33344;63;33344;63;22696;95;22696;95;35772;26;35772;26
vrijstaand;2011 - 2014;A;21.17955912;0.132193981;35.6723384;0.118625;35.07280823;0.118612794;28.07503237;0.118449022;34.6464735;0.118603959;27.54040925;0.118434633;22.87414172;0.118294671;18.57170296;0.138074919;0;0;10.6;0;9.28;0;0;0.01917;6816;90;6816;90;5073;34;5073;34;7471;0;7471;0;19472;93;19472;93;8232;101;8232;101;12501;36;12501;36;8959;14;8959;14;39347;64;39347;64;39668;71;39668;71;33344;63;33344;63;22696;95;22696;95;35772;26;35772;26
vrijstaand;2015 - 2020;A;21.80699179;0.105231858;39.29583505;0.102945011;40.51662678;0.102135975;36.359581;0.090964558;34.9574569;0.090933541;24.67763325;0.090875778;20.55523656;0.099584046;18.83929026;0.11062409;0;0;10.6;0;9.28;0;0;0.01917;6816;90;6816;90;5073;34;5073;34;7471;0;7471;0;19472;93;19472;93;8232;101;8232;101;12501;36;12501;36;8959;14;8959;14;39347;64;39347;64;39668;71;39668;71;33344;63;33344;63;22696;95;22696;95;35772;26;35772;26
2 onder 1 kap;voor 1930;F;24.36828704;0.195957611;22.76031476;0.201313225;22.63935457;0.199192644;20.56175405;0.190768454;18.66971182;0.193695965;17.25220271;0.190456232;16.35177375;0.169622763;14.51710198;0.169752296;0;0.007766557;10.6;0;9.9;0;0;0.01917;-771;83;-771;83;8817;36;8817;36;3313;18;3313;18;4042;128;4042;128;14804;41;14804;41;3159;67;3159;67;-1189;63;-1189;63;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;24530;10;24530;10;9096;84;9096;84
2 onder 1 kap;1930 - 1945;F;23.26259895;0.220833512;22.77810912;0.227009908;22.20967721;0.2264649;18.7755007;0.221065142;16.06273819;0.222189342;13.88472538;0.220400304;15.28911532;0.200345575;11.64120342;0.19680014;0;0.007766557;10.6;0;9.9;0;0;0.01917;-771;83;-771;83;5722;41;5722;41;949;25;949;25;4042;128;4042;128;13446;44;13446;44;3347;53;3347;53;3425;33;3425;33;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;24530;10;24530;10;9096;84;9096;84
2 onder 1 kap;1946 - 1964;E;22.03177559;0.200390207;24.85214474;0.187999856;24.718555;0.192233922;22.41176403;0.194209485;19.34287428;0.17939455;15.98509068;0.18577521;16.58393192;0.161955725;14.31123143;0.158931229;0;0.009481846;10.6;0;9.9;0;0;0.01917;-771;83;-771;83;5722;41;5722;41;1819;16;1819;16;4042;128;4042;128;13446;44;13446;44;4538;36;4538;36;887;47;887;47;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;24530;10;24530;10;9096;84;9096;84
2 onder 1 kap;1965 - 1974;D;19.75501202;0.203474687;23.61457032;0.185837778;22.4706708;0.197190503;21.68146645;0.189737389;19.48626247;0.201898253;16.02860359;0.195763733;12.25661519;0.196564054;13.95673618;0.160075465;0;0.010574889;7.5;0;9.77;0;0;0.01917;1813;73;1813;73;5256;42;5256;42;181;32;181;32;4042;128;4042;128;13199;45;13199;45;5188;37;5188;37;2713;36;2713;36;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;26130;8;26130;8;10342;45;10342;45
2 onder 1 kap;1975 - 1991;C;11.6663638;0.226909861;20.50474994;0.223971805;17.94320509;0.218208928;18.30710306;0.210352722;14.14631235;0.221650056;10.45116245;0.225557312;8.90169533;0.217441103;7.718490331;0.211426692;0;0.007232955;7.5;0;9.77;0;0;0.01917;1813;73;1813;73;5256;42;5256;42;181;32;181;32;4042;128;4042;128;13199;45;13199;45;5188;37;5188;37;2713;36;2713;36;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;25893;19;25893;19;11171;31;11171;31
2 onder 1 kap;1992 - 1995;B;9.744197387;0.209649958;24.20581886;0.20611056;20.86434443;0.196156171;16.42248495;0.195991417;12.15320704;0.195799852;7.692712287;0.213265024;7.385825319;0.214275488;7.559467414;0.210750268;0;0;8.15;0;9.68;0;0;0.01917;1813;73;1813;73;5256;42;5256;42;181;32;181;32;4042;128;4042;128;13199;45;13199;45;5188;37;5188;37;2713;36;2713;36;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;25893;19;25893;19;10342;45;10342;45
2 onder 1 kap;1996 - 1999;B;8.471876504;0.20005806;26.86623548;0.199696699;24.42922871;0.198725386;18.18876695;0.19593501;11.74480826;0.19748561;7.712214046;0.205701397;5.976312299;0.206038167;6.402863709;0.200110345;0;0;8.15;0;9.68;0;0;0.01917;1813;73;1813;73;5256;42;5256;42;181;32;181;32;4042;128;4042;128;13199;45;13199;45;5188;37;5188;37;2713;36;2713;36;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;25484;15;25484;15;6485;76;6485;76
2 onder 1 kap;2000 - 2005;A;8.799807561;0.173576192;28.81639659;0.175039007;23.36384873;0.172193605;19.7475131;0.160710192;16.01335255;0.174997565;16.87222488;0.177089146;7.041569566;0.181085455;6.858056397;0.172653589;0;0;8.15;0;9.68;0;0;0.01917;1813;73;1813;73;5256;42;5256;42;181;32;181;32;4042;128;4042;128;13199;45;13199;45;5188;37;5188;37;2713;36;2713;36;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;25484;15;25484;15;6485;76;6485;76
2 onder 1 kap;2006 - 2010;A;10.57491473;0.150193287;24.70312618;0.138003832;25.03775278;0.138015858;22.02011679;0.149974702;34.57743097;0.138299226;16.10528529;0.13841704;13.36226819;0.117826866;9.229063499;0.150876606;0;0;8.15;0;9.68;0;0;0.01917;1813;73;1813;73;5256;42;5256;42;181;32;181;32;4042;128;4042;128;13199;45;13199;45;5188;37;5188;37;2713;36;2713;36;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;25484;15;25484;15;6485;76;6485;76
2 onder 1 kap;2011 - 2014;A;6.055512213;0.159971164;24.65519207;0.151286221;21.01091663;0.151170079;13.43451883;0.150853739;18.23238537;0.151067666;10.77520219;0.160528403;7.271920318;0.150477924;5.072595578;0.161546946;0;0;8.15;0;9.68;0;0;0.01917;1813;73;1813;73;5256;42;5256;42;181;32;181;32;4042;128;4042;128;13199;45;13199;45;5188;37;5188;37;2713;36;2713;36;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;25484;15;25484;15;6485;76;6485;76
2 onder 1 kap;2015 - 2020;A;2.971658148;0.169924276;25.98096703;0.157819319;24.05721733;0.157764139;18.1839581;0.157564609;15.02674083;0.157432536;5.390779528;0.155336616;2.318644393;0.155243617;1.473851917;0.173740325;0;0;8.15;0;9.68;0;0;0.01917;1813;73;1813;73;5256;42;5256;42;181;32;181;32;4042;128;4042;128;13199;45;13199;45;5188;37;5188;37;2713;36;2713;36;34431;0;34431;0;34431;0;34431;0;36840;0;36840;0;25484;15;25484;15;6485;76;6485;76
rijwoning hoek;voor 1930;E;27.51889399;0.167882289;26.8293317;0.17149833;27.53213531;0.167831014;25.65249089;0.154540136;23.88829285;0.154212081;21.01567233;0.152009794;20.50494028;0.130968917;17.77296522;0.130660664;0;0.008135673;8.6;0;9.98;0;0;0.01917;16631;0;16631;0;4037;29;4037;29;1920;26;1920;26;19644;0;19644;0;10634;18;10634;18;6879;16;6879;16;3333;16;3333;16;26331;0;26331;0;26331;0;26331;0;26118;8;26118;8;9726;151;9726;151;14043;4;14043;4
rijwoning hoek;1930 - 1945;E;26.4934527;0.187189471;25.95935616;0.192981996;25.98130952;0.192023251;24.18000725;0.179410915;21.22469574;0.178437321;19.34708044;0.174682572;20.10783559;0.149351878;17.88807747;0.148423862;0;0.008135673;8.6;0;9.98;0;0;0.01917;16631;0;16631;0;4037;29;4037;29;1920;26;1920;26;19644;0;19644;0;2784;95;2784;95;6879;16;6879;16;3333;16;3333;16;26331;0;26331;0;26331;0;26331;0;26118;8;26118;8;9726;151;9726;151;14043;4;14043;4
rijwoning hoek;1946 - 1964;E;26.32102516;0.164873386;27.80460034;0.15221463;28.3573169;0.152770013;26.33974511;0.157190625;23.45626556;0.142855618;20.62272257;0.143816844;20.18378883;0.128056241;17.56671906;0.126239435;0;0.007684654;8.6;0;10.13;0;0;0.01917;16631;0;16631;0;2476;25;2476;25;1920;26;1920;26;19644;0;19644;0;3359;68;3359;68;6530;8;6530;8;3646;9;3646;9;26331;0;26331;0;26331;0;26331;0;26118;8;26118;8;9726;151;9726;151;14043;4;14043;4
rijwoning hoek;1965 - 1974;D;23.16724153;0.190242253;24.46722591;0.165617738;25.0209006;0.176490275;25.3149739;0.169444105;23.51033799;0.18201791;19.7003729;0.171770881;16.08547142;0.167294723;16.51805457;0.149684661;0;0.007517702;8.6;0;9.94;0;0;0.01917;16631;0;16631;0;5551;13;5551;13;3605;10;3605;10;19644;0;19644;0;3150;95;3150;95;11480;12;11480;12;3262;25;3262;25;26331;0;26331;0;26331;0;26331;0;26118;8;26118;8;6904;167;6904;167;5297;82;5297;82
