gem2020,wijk2020,W,E,Verschilfactor totaal
GM0363,WK036328,3,2,1.0221
GM0363,WK036328,4,0,1.0221
GM0363,WK036328,4,1,1.0221
GM0363,WK036328,4,2,1.0221
GM0363,WK036328,5,0,1.0339
GM0363,WK036328,5,1,1.0339
GM0363,WK036328,5,2,1.0501
GM0363,WK036328,6,0,0.9284
GM0363,WK036328,6,1,0.9500
GM0363,WK036328,6,2,0.9922
GM0363,WK036329,1,0,1.0673
GM0363,WK036329,1,1,1.0673
GM0363,WK036329,2,2,1.0673
GM0363,WK036329,3,2,1.0673
GM0363,WK036329,4,0,1.0673
GM0363,WK036329,4,2,1.0673
GM0363,WK036329,5,0,0.9893
GM0363,WK036329,5,1,1.0628
GM0363,WK036329,5,2,1.1781
GM0363,WK036329,6,0,1.1124
GM0363,WK036329,6,1,1.1034
GM0363,WK036329,6,2,1.1150
GM0363,WK036330,3,0,1.0773
GM0363,WK036330,3,2,1.0773
GM0363,WK036330,4,0,1.0773
GM0363,WK036330,4,1,1.0773
GM0363,WK036330,4,2,1.0773
GM0363,WK036330,5,0,1.0002
GM0363,WK036330,5,1,1.1464
GM0363,WK036330,5,2,1.2530
GM0363,WK036330,6,0,1.0938
GM0363,WK036330,6,1,1.0859
GM0363,WK036330,6,2,1.1463
GM0363,WK036331,1,0,1.0242
GM0363,WK036331,3,0,1.0242
GM0363,WK036331,4,0,1.0242
GM0363,WK036331,4,1,1.0242
GM0363,WK036331,4,2,1.0242
GM0363,WK036331,5,0,1.2535
GM0363,WK036331,5,1,0.9927
GM0363,WK036331,5,2,1.0896
GM0363,WK036331,6,0,0.9213
GM0363,WK036331,6,1,0.9200
GM0363,WK036331,6,2,0.9831
GM0363,WK036332,1,1,1.0630
GM0363,WK036332,2,1,1.0630
GM0363,WK036332,3,0,1.0630
GM0363,WK036332,3,2,1.0630
GM0363,WK036332,4,0,1.0630
GM0363,WK036332,4,2,1.0630
GM0363,WK036332,5,0,0.9133
GM0363,WK036332,5,1,0.9321
GM0363,WK036332,5,2,1.1992
GM0363,WK036332,6,0,1.0267
GM0363,WK036332,6,1,1.0580
GM0363,WK036332,6,2,1.1066
GM0363,WK036333,1,0,1.0353
GM0363,WK036333,2,0,1.0353
GM0363,WK036333,2,1,1.0353
GM0363,WK036333,2,2,1.0353
GM0363,WK036333,3,1,1.0353
GM0363,WK036333,3,2,1.0353
GM0363,WK036333,4,2,1.0353
GM0363,WK036333,5,0,0.9113
GM0363,WK036333,5,1,0.7201
GM0363,WK036333,5,2,0.9744
GM0363,WK036333,6,0,1.0152
GM0363,WK036333,6,1,1.0300
GM0363,WK036333,6,2,1.0400
GM0363,WK036334,1,0,1.3777
GM0363,WK036334,6,1,2.4058
GM0363,WK036335,1,0,1.1211
GM0363,WK036335,1,1,1.1211
GM0363,WK036335,1,2,1.1211
GM0363,WK036335,2,0,1.1211
GM0363,WK036335,3,2,1.1211
GM0363,WK036335,4,2,1.1211
GM0363,WK036336,1,0,1.0452
GM0363,WK036336,1,2,1.0452
GM0363,WK036336,2,1,1.0452
GM0363,WK036336,3,0,1.0452
GM0363,WK036336,3,1,1.0452
GM0363,WK036336,3,2,1.0452
GM0363,WK036336,4,0,1.0452
GM0363,WK036336,4,1,1.0452
GM0363,WK036336,4,2,1.0452
GM0363,WK036336,5,0,1.0452
GM0363,WK036336,5,1,1.0452
GM0363,WK036336,6,1,1.0452
GM0363,WK036337,1,1,0.9965
GM0363,WK036337,2,1,0.9965
GM0363,WK036337,3,0,0.9965
GM0363,WK036337,3,1,0.9965
GM0363,WK036337,3,2,0.9965
GM0363,WK036337,4,0,0.9965
GM0363,WK036337,4,1,0.9965
GM0363,WK036337,4,2,0.9965
GM0363,WK036337,5,0,0.8960
GM0363,WK036337,5,1,0.7631
GM0363,WK036337,5,2,0.8370
GM0363,WK036337,6,0,0.8699
GM0363,WK036337,6,1,0.9010
GM0363,WK036337,6,2,0.9463
GM0363,WK036338,5,0,0.9629
GM0363,WK036338,5,1,0.9044
GM0363,WK036338,5,2,0.9629
GM0363,WK036338,6,0,1.0616
GM0363,WK036338,6,1,1.0748
GM0363,WK036338,6,2,1.0905
GM0363,WK036339,3,2,1.0804
GM0363,WK036339,4,2,1.0804
GM0363,WK036339,5,2,1.6507
GM0363,WK036339,6,0,0.8394
GM0363,WK036339,6,1,1.0315
GM0363,WK036339,6,2,1.1653
GM0363,WK036340,5,0,0.9524
GM0363,WK036340,5,1,0.8472
GM0363,WK036340,5,2,0.9166
GM0363,WK036340,6,0,1.0243
GM0363,WK036340,6,1,1.0658
GM0363,WK036340,6,2,1.0833
GM0363,WK036341,5,0,0.6824
GM0363,WK036341,5,1,0.7370
GM0363,WK036341,5,2,0.8594
GM0363,WK036341,6,0,0.9431
GM0363,WK036341,6,1,0.9826
GM0363,WK036341,6,2,0.9788
GM0363,WK036342,4,2,0.9991
GM0363,WK036342,5,0,0.7732
GM0363,WK036342,5,1,0.8292
GM0363,WK036342,5,2,0.8359
GM0363,WK036342,6,0,0.9657
GM0363,WK036342,6,1,0.9945
GM0363,WK036342,6,2,0.9699
GM0363,WK036343,1,0,1.0611
GM0363,WK036343,3,0,1.0611
GM0363,WK036343,4,0,1.0611
GM0363,WK036343,4,1,1.0611
GM0363,WK036343,5,0,1.0506
GM0363,WK036343,5,1,1.0534
GM0363,WK036343,5,2,1.0715
GM0363,WK036343,6,0,1.0787
GM0363,WK036343,6,1,1.0836
GM0363,WK036343,6,2,1.1251
GM0363,WK036344,1,0,1.0379
GM0363,WK036344,1,1,1.0379
GM0363,WK036344,2,0,1.0379
GM0363,WK036344,3,0,1.0379
GM0363,WK036344,3,1,1.0379
GM0363,WK036344,4,0,1.4490
GM0363,WK036344,4,1,1.2165
GM0363,WK036344,5,0,0.8538
GM0363,WK036344,5,1,0.8965
GM0363,WK036344,5,2,0.8888
GM0363,WK036344,6,0,1.0401
GM0363,WK036344,6,1,1.0442
GM0363,WK036344,6,2,1.0872
GM0363,WK036345,1,1,1.0823
GM0363,WK036345,3,0,1.0823
GM0363,WK036345,3,2,1.0823
GM0363,WK036345,4,0,1.0823
GM0363,WK036345,4,1,1.0823
GM0363,WK036345,4,2,1.0823
GM0363,WK036345,5,0,0.9052
GM0363,WK036345,5,1,0.9924
GM0363,WK036345,5,2,0.9517
GM0363,WK036345,6,0,1.2148
GM0363,WK036345,6,1,1.1383
GM0363,WK036345,6,2,1.2222
GM0363,WK036346,1,0,1.1377
GM0363,WK036346,1,1,1.1377
GM0363,WK036346,2,0,1.1377
GM0363,WK036346,3,0,1.1377
GM0363,WK036346,3,1,1.1377
GM0363,WK036346,4,0,1.1377
GM0363,WK036346,4,1,1.1377
GM0363,WK036346,5,0,1.1377
GM0363,WK036346,5,1,1.1377
GM0363,WK036346,6,0,1.4021
GM0363,WK036346,6,1,1.2854
GM0363,WK036346,6,2,1.3692
GM0363,WK036347,1,0,1.1201
GM0363,WK036347,1,1,1.1201
GM0363,WK036347,2,0,1.1201
GM0363,WK036347,2,2,1.1201
GM0363,WK036347,3,0,1.1201
GM0363,WK036347,3,1,1.1201
GM0363,WK036347,4,0,1.3366
GM0363,WK036347,4,1,1.2250
GM0363,WK036347,5,0,1.2794
GM0363,WK036347,5,1,1.2794
GM0363,WK036347,5,2,1.5101
GM0363,WK036347,6,0,1.2898
GM0363,WK036347,6,1,1.2677
GM0363,WK036347,6,2,1.2805
GM0363,WK036348,3,0,1.0727
GM0363,WK036348,4,0,1.0727
GM0363,WK036348,4,1,1.0727
GM0363,WK036348,5,0,0.9048
GM0363,WK036348,5,1,0.9391
GM0363,WK036348,5,2,1.0124
GM0363,WK036348,6,0,1.1637
GM0363,WK036348,6,1,1.1572
GM0363,WK036348,6,2,1.1627
GM0363,WK036349,1,0,1.1639
GM0363,WK036349,1,1,1.1639
GM0363,WK036349,2,0,1.1639
GM0363,WK036349,3,0,1.1639
GM0363,WK036349,3,1,1.1639
GM0363,WK036349,4,0,1.3860
GM0363,WK036349,4,1,1.2683
GM0363,WK036349,5,0,1.4406
GM0363,WK036349,5,1,1.8121
GM0363,WK036349,6,0,1.4925
GM0363,WK036349,6,1,1.4424
GM0363,WK036349,6,2,1.2038
GM0363,WK036352,2,0,1.0946
GM0363,WK036352,2,1,1.0946
GM0363,WK036352,3,0,1.0946
GM0363,WK036352,4,0,1.6516
GM0363,WK036352,4,1,1.3464
GM0363,WK036352,5,0,1.0911
GM0363,WK036352,5,1,1.1516
GM0363,WK036352,5,2,1.1806
GM0363,WK036352,6,0,1.2254
GM0363,WK036352,6,1,1.2020
GM0363,WK036352,6,2,1.2031
GM0363,WK036353,4,0,1.0896
GM0363,WK036353,5,0,1.0260
GM0363,WK036353,5,1,1.1730
GM0363,WK036353,5,2,1.2542
GM0363,WK036353,6,0,1.1979
GM0363,WK036353,6,1,1.1601
GM0363,WK036353,6,2,1.1950
GM0363,WK036354,1,0,1.0351
GM0363,WK036354,1,1,1.0351
GM0363,WK036354,2,0,1.0351
GM0363,WK036354,2,1,1.0351
GM0363,WK036354,3,2,1.0351
GM0363,WK036354,4,1,1.0351
GM0363,WK036354,5,0,0.9571
GM0363,WK036354,5,1,0.9765
GM0363,WK036354,5,2,1.0065
GM0363,WK036354,6,0,0.9851
GM0363,WK036354,6,1,1.0262
GM0363,WK036354,6,2,1.0436
GM0363,WK036355,1,0,1.0519
GM0363,WK036355,1,1,1.0519
GM0363,WK036355,2,0,1.0519
GM0363,WK036355,2,1,1.0519
GM0363,WK036355,3,0,1.1391
GM0363,WK036355,3,1,1.1391
GM0363,WK036355,3,2,1.2331
GM0363,WK036355,4,0,1.0975
GM0363,WK036355,4,1,1.0817
GM0363,WK036355,4,2,1.1299
GM0363,WK036355,5,0,1.0155
GM0363,WK036355,5,1,1.0545
GM0363,WK036355,5,2,1.1327
GM0363,WK036355,6,0,0.9921
GM0363,WK036355,6,1,0.7726
GM0363,WK036355,6,2,0.9704
GM0363,WK036356,1,0,1.0551
GM0363,WK036356,1,1,1.0551
GM0363,WK036356,2,0,1.0551
GM0363,WK036356,2,1,1.0551
GM0363,WK036356,3,0,1.0551
GM0363,WK036356,3,1,1.0551
GM0363,WK036356,4,0,1.1062
GM0363,WK036356,4,1,1.0766
GM0363,WK036356,4,2,1.0766
GM0363,WK036356,5,0,0.9928
GM0363,WK036356,5,1,1.0458
GM0363,WK036356,5,2,1.1233
GM0363,WK036356,6,0,1.0727
GM0363,WK036356,6,1,1.1207
GM0363,WK036356,6,2,1.1572
GM0363,WK036357,1,0,1.0558
GM0363,WK036357,2,0,1.0558
GM0363,WK036357,2,2,1.0558
GM0363,WK036357,3,0,1.0175
GM0363,WK036357,3,2,0.9775
GM0363,WK036357,4,0,1.0528
GM0363,WK036357,4,2,1.0474
GM0363,WK036357,5,0,1.0571
GM0363,WK036357,5,1,1.0764
GM0363,WK036357,5,2,1.1007
GM0363,WK036357,6,0,1.0558
GM0363,WK036357,6,1,1.0558
GM0363,WK036357,6,2,1.0558
GM0363,WK036358,1,0,1.1349
GM0363,WK036358,1,1,1.1349
GM0363,WK036358,5,0,1.1349
GM0363,WK036358,5,1,1.1349
GM0363,WK036358,6,0,1.0408
GM0363,WK036358,6,1,2.1607
GM0363,WK036359,1,0,1.2910
GM0363,WK036359,1,1,1.2910
GM0363,WK036359,2,0,1.2910
GM0363,WK036359,2,1,1.2910
GM0363,WK036359,3,0,1.2910
GM0363,WK036359,4,0,1.9773
GM0363,WK036359,4,1,1.6049
GM0363,WK036359,5,1,1.2910
GM0363,WK036359,6,0,1.6028
GM0363,WK036359,6,1,1.9862
GM0363,WK036360,1,0,1.0860
GM0363,WK036360,1,2,1.0860
GM0363,WK036360,2,0,1.1459
GM0363,WK036360,2,1,1.1459
GM0363,WK036360,2,2,1.2111
GM0363,WK036360,3,0,1.0155
GM0363,WK036360,3,1,1.0857
GM0363,WK036360,3,2,1.1081
GM0363,WK036360,4,0,1.2734
GM0363,WK036360,4,1,1.1674
GM0363,WK036360,4,2,1.2509
GM0363,WK036360,5,0,1.0107
GM0363,WK036360,5,1,1.1297
GM0363,WK036360,5,2,1.1570
GM0363,WK036360,6,0,1.2235
GM0363,WK036360,6,2,1.3936
GM0363,WK036361,1,0,1.1013
GM0363,WK036361,1,1,1.1013
GM0363,WK036361,2,0,1.1013
GM0363,WK036361,2,2,1.1013
GM0363,WK036361,3,0,1.1171
GM0363,WK036361,3,1,1.1171
GM0363,WK036361,3,2,1.1183
GM0363,WK036361,4,0,1.0116
GM0363,WK036361,4,1,1.0877
GM0363,WK036361,4,2,1.1715
GM0363,WK036361,5,0,1.1775
GM0363,WK036361,5,1,1.1916
GM0363,WK036361,5,2,1.2999
GM0363,WK036361,6,0,1.0914
GM0363,WK036361,6,1,1.0914
GM0363,WK036361,6,2,1.0751
GM0363,WK036362,1,0,1.0948
GM0363,WK036362,1,2,1.0948
GM0363,WK036362,2,0,1.1107
GM0363,WK036362,2,1,1.1107
GM0363,WK036362,2,2,1.1315
GM0363,WK036362,3,0,1.1554
GM0363,WK036362,3,1,1.1343
GM0363,WK036362,3,2,1.1793
GM0363,WK036362,4,0,1.2038
GM0363,WK036362,4,1,1.1537
GM0363,WK036362,4,2,1.2160
GM0363,WK036362,5,0,1.1667
GM0363,WK036362,5,1,1.1667
GM0363,WK036362,5,2,1.2523
GM0363,WK036363,1,0,1.1713
GM0363,WK036363,1,1,1.1713
GM0363,WK036363,1,2,1.1713
GM0363,WK036363,2,0,1.3481
GM0363,WK036363,2,2,1.5695
GM0363,WK036363,3,0,1.2597
GM0363,WK036363,3,2,1.3800
GM0363,WK036363,4,0,1.5828
GM0363,WK036363,4,1,1.3561
GM0363,WK036363,4,2,1.5694
GM0363,WK036363,5,2,1.1919
GM0363,WK036364,1,0,1.7149
GM0363,WK036364,1,1,1.4521
GM0363,WK036364,2,0,1.6482
GM0363,WK036364,2,1,1.4178
GM0363,WK036364,2,2,1.4178
GM0363,WK036364,3,0,1.9455
GM0363,WK036364,3,1,1.5537
GM0363,WK036364,4,0,1.7634
GM0363,WK036364,4,1,1.4691
GM0363,WK036364,4,2,1.4691
GM0363,WK036364,5,0,1.3494
GM0363,WK036364,5,1,1.3494
GM0363,WK036364,6,0,1.2336
GM0363,WK036365,1,0,1.0590
GM0363,WK036365,1,1,1.0590
GM0363,WK036365,1,2,1.0590
GM0363,WK036365,2,0,0.9127
GM0363,WK036365,2,2,1.1523
GM0363,WK036365,3,0,1.0680
GM0363,WK036365,3,1,1.0901
GM0363,WK036365,3,2,1.1448
GM0363,WK036365,4,0,1.0945
GM0363,WK036365,4,1,1.0892
GM0363,WK036365,4,2,1.1370
GM0363,WK036365,5,0,1.0272
GM0363,WK036365,5,1,1.0272
GM0363,WK036365,5,2,0.9952
GM0363,WK036365,6,0,1.1253
GM0363,WK036365,6,1,1.1253
GM0363,WK036366,1,0,1.4193
GM0363,WK036366,1,1,1.2579
GM0363,WK036366,1,2,1.2579
GM0363,WK036366,2,0,1.5375
GM0363,WK036366,2,1,1.3112
GM0363,WK036366,2,2,1.3112
GM0363,WK036366,3,0,1.4397
GM0363,WK036366,3,1,1.2894
GM0363,WK036366,3,2,1.4686
GM0363,WK036366,4,0,1.2468
GM0363,WK036366,4,1,1.2031
GM0363,WK036366,4,2,1.2908
GM0363,WK036366,5,0,1.3240
GM0363,WK036366,5,1,1.2248
GM0363,WK036366,5,2,1.3151
GM0363,WK036366,6,0,1.3326
GM0363,WK036366,6,1,1.3973
GM0363,WK036366,6,2,1.5534
GM0363,WK036367,1,0,1.6572
GM0363,WK036367,1,1,1.3825
GM0363,WK036367,2,0,1.7374
GM0363,WK036367,2,1,1.3995
GM0363,WK036367,2,2,1.3995
GM0363,WK036367,3,0,1.3723
GM0363,WK036367,3,1,1.2597
GM0363,WK036367,3,2,1.3911
GM0363,WK036367,4,0,1.2364
GM0363,WK036367,4,1,1.2016
GM0363,WK036367,4,2,1.2983
GM0363,WK036367,5,0,1.2541
GM0363,WK036367,5,1,1.2541
GM0363,WK036367,5,2,1.3338
GM0363,WK036368,1,0,1.1957
GM0363,WK036368,1,1,1.1957
GM0363,WK036368,2,0,1.1957
GM0363,WK036368,3,0,1.2969
GM0363,WK036368,3,1,1.2969
GM0363,WK036368,3,2,1.2969
GM0363,WK036368,4,0,1.4457
GM0363,WK036368,4,1,1.3002
GM0363,WK036368,4,2,1.3433
GM0363,WK036368,5,0,1.3815
GM0363,WK036368,5,2,1.6009
GM0363,WK036368,6,0,1.6493
GM0363,WK036368,6,1,1.4333
GM0363,WK036368,6,2,1.5928
GM0363,WK036369,2,0,1.1667
GM0363,WK036369,3,0,1.3212
GM0363,WK036369,3,2,1.3212
GM0363,WK036369,4,0,1.3863
GM0363,WK036369,4,1,1.2636
GM0363,WK036369,4,2,1.2636
GM0363,WK036369,5,0,1.3245
GM0363,WK036369,5,1,1.4879
GM0363,WK036369,5,2,1.5050
GM0363,WK036369,6,0,1.3033
GM0363,WK036369,6,1,1.3459
GM0363,WK036369,6,2,1.4684
GM0363,WK036370,1,0,1.1590
GM0363,WK036370,1,1,1.1590
GM0363,WK036370,2,0,1.1590
GM0363,WK036370,2,1,1.1590
GM0363,WK036370,3,0,1.2448
GM0363,WK036370,3,1,1.2103
GM0363,WK036370,3,2,1.2103
GM0363,WK036370,4,0,1.3322
GM0363,WK036370,4,1,1.2264
GM0363,WK036370,4,2,1.0864
GM0363,WK036370,5,0,1.1232
GM0363,WK036370,5,1,1.2922
GM0363,WK036370,5,2,1.4564
GM0363,WK036370,6,0,1.2697
GM0363,WK036370,6,2,1.4744
GM0363,WK036371,4,0,1.0452
GM0363,WK036371,4,1,1.0452
GM0363,WK036371,5,1,1.0452
GM0363,WK036372,1,0,1.2527
GM0363,WK036372,3,0,1.2527
GM0363,WK036372,3,1,1.2527
GM0363,WK036372,4,0,1.2527
GM0363,WK036372,4,1,1.2527
GM0363,WK036372,5,0,1.5286
GM0363,WK036372,5,1,1.5286
GM0363,WK036373,1,0,1.7228
GM0363,WK036373,1,1,1.4731
GM0363,WK036373,2,0,1.8459
GM0363,WK036373,2,1,1.5159
GM0363,WK036373,2,2,1.5159
GM0363,WK036373,3,0,1.2670
GM0363,WK036373,3,1,1.2670
GM0363,WK036373,3,2,1.2670
GM0363,WK036373,4,0,1.5323
GM0363,WK036373,4,1,1.5323
GM0363,WK036373,4,2,1.5323
GM0363,WK036373,5,0,1.8394
GM0363,WK036373,5,1,1.8394
GM0363,WK036373,5,2,1.8394
GM0363,WK036374,1,0,1.0604
GM0363,WK036374,2,0,1.0604
GM0363,WK036374,3,0,1.0919
GM0363,WK036374,3,1,1.0881
GM0363,WK036374,3,2,1.0881
GM0363,WK036374,4,0,1.0664
GM0363,WK036374,4,1,1.0674
GM0363,WK036374,4,2,1.0674
GM0363,WK036374,5,0,1.0604
GM0363,WK036374,6,0,1.0391
GM0363,WK036374,6,2,1.0013
GM0363,WK036375,2,0,1.0437
GM0363,WK036375,2,2,1.0437
GM0363,WK036375,3,0,1.0437
GM0363,WK036375,3,2,1.0437
GM0363,WK036375,4,0,1.0437
GM0363,WK036375,4,2,1.0437
GM0363,WK036375,5,0,1.0108
GM0363,WK036375,5,1,1.0108
GM0363,WK036375,5,2,1.0108
GM0363,WK036375,6,0,1.0026
GM0363,WK036375,6,1,1.0604
GM0363,WK036375,6,2,1.0323
GM0363,WK036376,1,0,1.1492
GM0363,WK036376,2,0,1.1492
GM0363,WK036376,2,1,1.1492
GM0363,WK036376,3,0,1.5176
GM0363,WK036376,3,1,1.2928
GM0363,WK036376,3,2,1.4034
GM0363,WK036376,4,0,1.3629
GM0363,WK036376,4,1,1.2462
GM0363,WK036376,4,2,1.3282
GM0363,WK036376,5,0,1.2852
GM0363,WK036376,5,1,1.7271
GM0363,WK036376,5,2,1.3911
GM0363,WK036376,6,0,1.2553
GM0363,WK036376,6,1,1.3881
GM0363,WK036376,6,2,1.3617
GM0363,WK036377,1,0,1.1244
GM0363,WK036377,1,1,1.1244
GM0363,WK036377,2,0,1.1244
GM0363,WK036377,2,2,1.1244
GM0363,WK036377,3,0,1.2965
GM0363,WK036377,3,1,1.1962
GM0363,WK036377,3,2,1.2483
GM0363,WK036377,4,0,1.4518
GM0363,WK036377,4,1,1.2681
GM0363,WK036377,4,2,1.3996
GM0363,WK036377,5,0,1.2618
GM0363,WK036377,5,1,1.1978
GM0363,WK036377,5,2,1.2775
GM0363,WK036377,6,0,1.0118
GM0363,WK036377,6,1,1.2768
GM0363,WK036377,6,2,1.2856
GM0363,WK036378,1,0,1.1111
GM0363,WK036378,2,0,1.1111
GM0363,WK036378,2,1,1.1111
GM0363,WK036378,2,2,1.1111
GM0363,WK036378,3,0,1.4550
GM0363,WK036378,3,1,1.2610
GM0363,WK036378,3,2,1.4067
GM0363,WK036378,4,0,1.2824
GM0363,WK036378,4,1,1.2082
GM0363,WK036378,4,2,1.3356
GM0363,WK036378,5,0,1.2493
GM0363,WK036378,5,2,1.4118
GM0363,WK036378,6,0,1.2403
GM0363,WK036378,6,1,1.2346
GM0363,WK036378,6,2,1.1740
GM0363,WK036379,1,0,1.0615
GM0363,WK036379,1,2,1.0615
GM0363,WK036379,3,0,1.2102
GM0363,WK036379,3,2,1.1339
GM0363,WK036379,4,0,1.1788
GM0363,WK036379,4,1,1.0875
GM0363,WK036379,4,2,0.9849
GM0363,WK036379,5,2,1.0512
GM0363,WK036379,6,2,0.9398
GM0363,WK036380,1,0,1.9452
GM0363,WK036380,1,1,1.5784
GM0363,WK036380,2,0,1.7373
GM0363,WK036380,2,1,1.7373
GM0363,WK036380,3,0,1.2926
GM0363,WK036380,3,1,1.2926
GM0363,WK036380,3,2,1.2926
GM0363,WK036380,4,0,1.2926
GM0363,WK036380,4,1,1.2926
GM0363,WK036380,4,2,1.2926
GM0363,WK036380,5,0,1.2926
GM0363,WK036380,5,1,1.2926
GM0363,WK036381,1,0,1.1277
GM0363,WK036381,2,0,1.1277
GM0363,WK036381,3,0,1.2857
GM0363,WK036381,3,1,1.2162
GM0363,WK036381,3,2,1.3312
GM0363,WK036381,4,0,1.4176
GM0363,WK036381,4,1,1.2403
GM0363,WK036381,4,2,1.3287
GM0363,WK036381,5,0,1.2124
GM0363,WK036381,5,1,1.2242
GM0363,WK036381,5,2,1.2289
GM0363,WK036381,6,0,1.6722
GM0363,WK036381,6,1,1.2713
GM0363,WK036381,6,2,1.3569
GM0363,WK036382,2,1,1.1348
GM0363,WK036382,3,0,1.1348
GM0363,WK036382,3,1,1.1348
GM0363,WK036382,3,2,1.1348
GM0363,WK036382,4,0,1.2760
GM0363,WK036382,4,2,1.2058
GM0363,WK036382,5,0,1.4292
GM0363,WK036382,5,1,1.3938
GM0363,WK036382,5,2,1.4395
GM0363,WK036382,6,0,1.2897
GM0363,WK036382,6,1,1.2955
GM0363,WK036382,6,2,1.3534
GM0363,WK036383,3,0,1.4527
GM0363,WK036383,3,1,1.2784
GM0363,WK036383,3,2,1.2784
GM0363,WK036383,4,0,1.3422
GM0363,WK036383,4,2,1.2630
GM0363,WK036383,5,0,1.1284
GM0363,WK036383,5,1,1.1284
GM0363,WK036383,5,2,1.1551
GM0363,WK036383,6,2,1.1024
GM0363,WK036384,1,0,1.5615
GM0363,WK036384,1,1,1.3180
GM0363,WK036384,2,0,1.3616
GM0363,WK036384,2,1,1.2308
GM0363,WK036384,3,0,1.3641
GM0363,WK036384,3,1,1.4018
GM0363,WK036384,3,2,1.4043
GM0363,WK036384,4,0,1.2401
GM0363,WK036384,4,1,1.3432
GM0363,WK036384,4,2,1.2325
GM0363,WK036384,5,0,1.2241
GM0363,WK036384,5,2,1.2092
GM0363,WK036384,6,0,1.1598
GM0363,WK036384,6,1,1.1263
GM0363,WK036384,6,2,1.3232
GM0363,WK036385,1,0,1.1506
GM0363,WK036385,2,0,1.1506
GM0363,WK036385,2,1,1.1506
GM0363,WK036385,3,0,1.4927
GM0363,WK036385,3,1,1.2811
GM0363,WK036385,3,2,1.2811
GM0363,WK036385,4,0,1.3973
GM0363,WK036385,4,1,1.2478
GM0363,WK036385,4,2,1.2568
GM0363,WK036385,5,0,1.6929
GM0363,WK036385,5,1,1.7333
GM0363,WK036385,5,2,1.6634
GM0363,WK036385,6,0,1.3314
GM0363,WK036385,6,1,1.1768
GM0363,WK036385,6,2,1.2298
GM0363,WK036386,3,0,1.0941
GM0363,WK036386,3,2,1.0941
GM0363,WK036386,4,0,1.0941
GM0363,WK036386,4,1,1.0941
GM0363,WK036386,4,2,1.0941
GM0363,WK036386,5,1,1.0959
GM0363,WK036386,5,2,1.0923
GM0363,WK036386,6,0,1.1185
GM0363,WK036386,6,1,1.1126
GM0363,WK036386,6,2,1.2366
GM0363,WK036387,1,1,1.1022
GM0363,WK036387,3,0,1.1022
GM0363,WK036387,4,0,1.1022
GM0363,WK036387,5,2,1.1022
GM0363,WK036387,6,0,1.1393
GM0363,WK036387,6,1,1.1985
GM0363,WK036387,6,2,1.2377
GM0363,WK036388,1,0,1.4515
GM0363,WK036388,1,1,1.2629
GM0363,WK036388,2,0,1.2955
GM0363,WK036388,2,1,1.2070
GM0363,WK036388,3,0,1.3922
GM0363,WK036388,3,1,1.2922
GM0363,WK036388,3,2,1.3736
GM0363,WK036388,4,0,1.1660
GM0363,WK036388,4,1,1.1347
GM0363,WK036388,4,2,1.1707
GM0363,WK036388,5,0,1.4172
GM0363,WK036388,5,1,1.3959
GM0363,WK036388,5,2,1.6546
GM0363,WK036388,6,0,1.1692
GM0363,WK036388,6,1,1.1623
GM0363,WK036388,6,2,1.0817
GM0363,WK036389,1,0,1.1304
GM0363,WK036389,2,0,1.1304
GM0363,WK036389,3,0,1.2692
GM0363,WK036389,3,2,1.2692
GM0363,WK036389,4,0,1.0838
GM0363,WK036389,4,1,1.1099
GM0363,WK036389,4,2,1.0900
GM0363,WK036389,5,0,1.6245
GM0363,WK036389,5,1,1.4701
GM0363,WK036389,5,2,1.5669
GM0363,WK036389,6,0,1.1300
GM0363,WK036389,6,1,1.2212
GM0363,WK036389,6,2,1.3947
GM0363,WK036390,1,0,1.1371
GM0363,WK036390,1,1,1.1371
GM0363,WK036390,2,0,1.1371
GM0363,WK036390,2,2,1.1371
GM0363,WK036390,3,0,1.5369
GM0363,WK036390,3,1,1.3072
GM0363,WK036390,3,2,1.3072
GM0363,WK036390,4,0,1.4235
GM0363,WK036390,4,1,1.2759
GM0363,WK036390,4,2,1.2759
GM0363,WK036390,5,0,1.1488
GM0363,WK036390,5,1,1.2267
GM0363,WK036390,5,2,1.1858
GM0363,WK036390,6,0,1.2986
GM0363,WK036390,6,1,1.4958
GM0363,WK036390,6,2,1.4685
GM0363,WK036391,1,0,1.0860
GM0363,WK036391,1,1,1.0860
GM0363,WK036391,2,0,1.0860
GM0363,WK036391,3,0,1.0860
GM0363,WK036391,4,0,1.5594
GM0363,WK036391,4,1,1.2929
GM0363,WK036391,5,0,1.0810
GM0363,WK036391,5,1,1.1435
GM0363,WK036391,5,2,1.0702
GM0363,WK036391,6,0,1.0133
GM0363,WK036391,6,1,1.1855
GM0363,WK036391,6,2,1.1807
GM0363,WK036393,2,0,1.1988
GM0363,WK036393,2,2,1.1988
GM0363,WK036393,3,0,1.4861
GM0363,WK036393,3,1,1.4861
GM0363,WK036393,3,2,1.4861
GM0363,WK036393,4,0,1.8947
GM0363,WK036393,4,1,1.5281
GM0363,WK036393,4,2,2.0802
GM0363,WK036393,5,0,1.3888
GM0363,WK036393,5,2,1.6086
GM0363,WK036393,6,0,1.5366
GM0363,WK036393,6,1,1.2332
GM0363,WK036393,6,2,1.5464
GM0363,WK036394,1,0,1.2015
GM0363,WK036394,1,1,1.2015
GM0363,WK036394,2,0,1.2015
GM0363,WK036394,3,0,1.5327
