gem2020,wijk2020,W,E,Verschilfactor totaal
GM0797,WK079710,3,0,1.1372
GM0797,WK079710,3,1,1.1037
GM0797,WK079710,3,2,1.1525
GM0797,WK079710,4,0,1.3493
GM0797,WK079710,4,1,1.1532
GM0797,WK079710,4,2,1.0666
GM0797,WK079710,5,0,1.1531
GM0797,WK079710,5,1,1.1531
GM0797,WK079710,5,2,1.2407
GM0797,WK079710,6,0,1.0668
GM0797,WK079710,6,1,1.0668
GM0797,WK079711,1,0,1.3511
GM0797,WK079711,1,2,1.1969
GM0797,WK079711,2,0,1.0822
GM0797,WK079711,2,1,1.0772
GM0797,WK079711,2,2,1.0772
GM0797,WK079711,3,0,1.1612
GM0797,WK079711,3,1,1.1148
GM0797,WK079711,3,2,1.1517
GM0797,WK079711,4,0,1.2369
GM0797,WK079711,4,1,1.1311
GM0797,WK079711,4,2,1.1564
GM0797,WK079711,5,0,1.1337
GM0797,WK079711,5,2,1.1337
GM0798,WK079800,1,0,1.1363
GM0798,WK079800,1,1,1.0883
GM0798,WK079800,1,2,1.0883
GM0798,WK079800,2,0,0.9724
GM0798,WK079800,2,1,1.0052
GM0798,WK079800,2,2,0.8904
GM0798,WK079800,3,0,1.1232
GM0798,WK079800,3,1,1.0698
GM0798,WK079800,3,2,1.0698
GM0798,WK079800,4,0,1.1768
GM0798,WK079800,4,1,1.0990
GM0798,WK079800,4,2,1.1364
GM0798,WK079800,5,0,1.2234
GM0798,WK079800,5,1,1.0820
GM0798,WK079800,5,2,1.1063
GM0798,WK079800,6,0,1.0419
GM0798,WK079800,6,2,1.0419
GM0798,WK079801,1,0,0.8796
GM0798,WK079801,1,1,0.9364
GM0798,WK079801,2,0,1.1433
GM0798,WK079801,2,2,1.0548
GM0798,WK079801,3,0,0.9973
GM0798,WK079801,3,1,0.9973
GM0798,WK079801,3,2,0.9973
GM0798,WK079801,4,0,1.0303
GM0798,WK079801,4,1,1.0303
GM0798,WK079801,4,2,1.0303
GM0798,WK079801,5,2,0.9973
GM0798,WK079802,1,0,0.8686
GM0798,WK079802,1,1,0.9211
GM0798,WK079802,2,0,0.9830
GM0798,WK079802,2,1,0.9720
GM0798,WK079802,2,2,0.9720
GM0798,WK079802,3,0,0.9837
GM0798,WK079802,3,2,0.9837
GM0798,WK079802,4,0,0.9837
GM0798,WK079802,4,2,0.9837
GM0798,WK079802,5,0,0.9837
GM0798,WK079803,1,0,0.9382
GM0798,WK079803,1,1,0.9607
GM0798,WK079803,2,0,0.9536
GM0798,WK079803,2,1,0.9709
GM0798,WK079803,2,2,0.9709
GM0798,WK079803,3,0,0.9262
GM0798,WK079803,3,1,0.9488
GM0798,WK079803,3,2,0.9488
GM0798,WK079803,4,0,0.9913
GM0798,WK079803,4,1,0.9925
GM0798,WK079803,4,2,1.0126
GM0798,WK079803,5,0,0.9652
GM0798,WK079803,5,1,0.9652
GM0798,WK079803,5,2,0.9652
GM0798,WK079804,1,0,0.9937
GM0798,WK079804,1,1,1.0116
GM0798,WK079804,2,0,1.0293
GM0798,WK079804,2,1,1.0293
GM0798,WK079804,2,2,1.0293
GM0798,WK079804,3,0,1.0293
GM0798,WK079804,3,1,1.0293
GM0798,WK079804,3,2,1.0293
GM0798,WK079804,4,0,1.0293
GM0798,WK079804,4,1,1.0293
GM0798,WK079804,4,2,1.0293
GM0798,WK079804,5,0,1.0293
GM0798,WK079804,5,1,1.0293
GM0809,WK080910,1,0,1.0211
GM0809,WK080910,1,1,1.0123
GM0809,WK080910,2,0,1.0304
GM0809,WK080910,2,1,1.0170
GM0809,WK080910,2,2,1.0665
GM0809,WK080910,3,0,0.9615
GM0809,WK080910,3,1,0.9742
GM0809,WK080910,3,2,0.9214
GM0809,WK080910,4,0,1.0163
GM0809,WK080910,4,1,0.9878
GM0809,WK080910,4,2,0.9811
GM0809,WK080910,5,0,0.9117
GM0809,WK080910,5,1,0.9794
GM0809,WK080910,5,2,1.0155
GM0809,WK080910,6,0,1.0042
GM0809,WK080920,1,0,1.1287
GM0809,WK080920,1,1,1.0921
GM0809,WK080920,2,0,1.1157
GM0809,WK080920,2,1,1.0854
GM0809,WK080920,2,2,1.0854
GM0809,WK080920,3,0,1.1018
GM0809,WK080920,3,1,1.1571
GM0809,WK080920,3,2,1.1742
GM0809,WK080920,4,0,1.2179
GM0809,WK080920,4,1,1.1622
GM0809,WK080920,4,2,1.1844
GM0809,WK080920,5,0,1.1442
GM0809,WK080920,5,1,1.1442
GM0809,WK080920,5,2,1.2569
GM0809,WK080930,1,0,1.0981
GM0809,WK080930,1,1,1.0463
GM0809,WK080930,1,2,1.0463
GM0809,WK080930,2,0,1.0121
GM0809,WK080930,2,1,0.9922
GM0809,WK080930,2,2,0.9922
GM0809,WK080930,3,0,0.9660
GM0809,WK080930,3,1,0.9676
GM0809,WK080930,3,2,0.8242
GM0809,WK080930,4,0,0.9883
GM0809,WK080930,4,1,0.9845
GM0809,WK080930,4,2,0.8967
GM0809,WK080930,5,0,0.9264
GM0809,WK080930,5,1,0.8717
GM0809,WK080930,5,2,0.8278
GM0809,WK080930,6,0,0.9978
GM0809,WK080930,6,1,0.9978
GM0809,WK080940,1,0,0.9838
GM0809,WK080940,1,1,0.9913
GM0809,WK080940,1,2,0.9913
GM0809,WK080940,2,0,0.9990
GM0809,WK080940,2,1,0.9990
GM0809,WK080940,3,0,0.9990
GM0809,WK080940,3,2,0.9990
GM0809,WK080940,4,0,0.9990
GM0809,WK080940,4,2,0.9990
GM0815,WK081509,1,0,0.9198
GM0815,WK081509,1,1,0.9394
GM0815,WK081509,1,2,0.9394
GM0815,WK081509,2,0,0.9168
GM0815,WK081509,2,1,0.9395
GM0815,WK081509,2,2,0.9111
GM0815,WK081509,3,0,0.9047
GM0815,WK081509,3,1,0.9337
GM0815,WK081509,3,2,0.9126
GM0815,WK081509,4,0,0.9280
GM0815,WK081509,4,1,0.9492
GM0815,WK081509,4,2,0.9552
GM0815,WK081509,5,0,0.9297
GM0815,WK081509,5,1,0.9297
GM0815,WK081509,5,2,0.9149
GM0815,WK081510,1,0,0.9713
GM0815,WK081510,1,1,0.9730
GM0815,WK081510,2,0,0.9217
GM0815,WK081510,2,2,0.9549
GM0815,WK081510,3,0,0.9613
GM0815,WK081510,3,2,0.9613
GM0815,WK081510,4,0,0.9947
GM0815,WK081510,4,2,0.9703
GM0815,WK081510,5,1,0.9734
GM0815,WK081510,5,2,0.9734
GM0815,WK081512,1,0,0.9185
GM0815,WK081512,1,1,0.9437
GM0815,WK081512,2,0,0.8457
GM0815,WK081512,2,1,0.9202
GM0815,WK081512,2,2,0.9202
GM0815,WK081512,3,0,0.9665
GM0815,WK081512,3,2,0.9665
GM0815,WK081512,4,0,0.9665
GM0815,WK081512,4,2,0.9665
GM0815,WK081512,5,0,0.9665
GM0815,WK081512,5,2,0.9665
GM0815,WK081515,1,0,0.9608
GM0815,WK081515,1,1,0.9757
GM0815,WK081515,2,0,1.0331
GM0815,WK081515,2,1,1.0093
GM0815,WK081515,2,2,1.0093
GM0815,WK081515,3,0,0.8877
GM0815,WK081515,3,1,0.9416
GM0815,WK081515,3,2,0.9416
GM0815,WK081515,4,0,1.0798
GM0815,WK081515,4,1,1.0271
GM0815,WK081515,4,2,1.0271
GM0815,WK081515,5,0,0.9837
GM0815,WK081515,5,1,0.9837
GM0815,WK081515,5,2,0.9837
GM0820,WK082000,1,0,1.3132
GM0820,WK082000,1,1,1.2110
GM0820,WK082000,1,2,1.2110
GM0820,WK082000,2,0,1.2611
GM0820,WK082000,2,1,1.1833
GM0820,WK082000,2,2,1.1833
GM0820,WK082000,3,0,1.2775
GM0820,WK082000,3,1,1.1315
GM0820,WK082000,3,2,1.1901
GM0820,WK082000,4,0,1.3156
GM0820,WK082000,4,1,1.1736
GM0820,WK082000,4,2,1.2335
GM0820,WK082000,5,0,1.0299
GM0820,WK082000,5,1,0.9526
GM0820,WK082000,5,2,1.0404
GM0820,WK082000,6,0,1.0949
GM0820,WK082000,6,2,1.1106
GM0820,WK082001,1,0,1.2437
GM0820,WK082001,1,1,1.1839
GM0820,WK082001,2,0,1.1741
GM0820,WK082001,2,2,1.1539
GM0820,WK082001,3,0,1.1648
GM0820,WK082001,3,1,1.1621
GM0820,WK082001,3,2,1.1621
GM0820,WK082001,4,0,1.4605
GM0820,WK082001,4,2,1.3174
GM0820,WK082001,5,1,1.1302
GM0820,WK082001,5,2,1.1302
GM0820,WK082002,1,0,1.1782
GM0820,WK082002,1,1,1.1345
GM0820,WK082002,2,0,1.0493
GM0820,WK082002,2,1,1.0493
GM0820,WK082002,3,0,1.0865
GM0820,WK082002,3,1,1.0865
GM0820,WK082002,3,2,1.0865
GM0820,WK082002,4,0,1.0865
GM0820,WK082002,4,1,1.0865
GM0820,WK082002,4,2,1.0865
GM0820,WK082002,5,0,1.0865
GM0820,WK082002,5,1,1.0865
GM0823,WK082300,1,0,0.9754
GM0823,WK082300,1,1,0.9773
GM0823,WK082300,1,2,0.9773
GM0823,WK082300,2,0,0.8846
GM0823,WK082300,2,1,0.9362
GM0823,WK082300,2,2,0.9362
GM0823,WK082300,3,0,0.9243
GM0823,WK082300,3,1,0.9560
GM0823,WK082300,3,2,0.9733
GM0823,WK082300,4,0,1.0036
GM0823,WK082300,4,1,0.9934
GM0823,WK082300,4,2,1.0057
GM0823,WK082300,5,0,0.9738
GM0823,WK082300,5,1,1.0264
GM0823,WK082300,5,2,1.0055
GM0823,WK082300,6,0,0.9047
GM0823,WK082300,6,2,0.8839
GM0823,WK082301,1,0,0.9351
GM0823,WK082301,1,1,0.9575
GM0823,WK082301,2,0,0.8938
GM0823,WK082301,2,1,0.9449
GM0823,WK082301,2,2,0.9449
GM0823,WK082301,3,0,0.9811
GM0823,WK082301,3,2,0.9811
GM0823,WK082301,4,0,1.0556
GM0823,WK082301,4,2,1.0556
GM0823,WK082301,5,0,0.9811
GM0823,WK082301,5,2,0.9811
GM0823,WK082302,1,0,0.9132
GM0823,WK082302,1,1,0.9427
GM0823,WK082302,1,2,0.9427
GM0823,WK082302,2,0,0.8724
GM0823,WK082302,2,1,0.9213
GM0823,WK082302,2,2,0.9213
GM0823,WK082302,3,0,0.9381
GM0823,WK082302,3,1,0.9579
GM0823,WK082302,3,2,0.9579
GM0823,WK082302,4,0,0.9963
GM0823,WK082302,4,1,0.9904
GM0823,WK082302,4,2,0.9904
GM0823,WK082302,5,0,1.0253
GM0823,WK082302,5,1,1.0253
GM0823,WK082302,5,2,1.0243
GM0823,WK082303,1,0,0.8222
GM0823,WK082303,1,1,0.8756
GM0823,WK082303,2,0,0.8836
GM0823,WK082303,2,2,0.9273
GM0823,WK082303,3,0,0.8529
GM0823,WK082303,3,1,0.8931
GM0823,WK082303,3,2,0.8931
GM0823,WK082303,4,0,0.8163
GM0823,WK082303,4,1,0.8714
GM0823,WK082303,4,2,0.8714
GM0823,WK082303,5,0,0.9406
GM0823,WK082303,5,1,0.9406
GM0823,WK082303,5,2,0.9406
GM0824,WK082401,1,0,1.0078
GM0824,WK082401,1,1,1.0078
GM0824,WK082401,2,0,1.0078
GM0824,WK082401,5,1,1.0078
GM0824,WK082402,1,0,0.9583
GM0824,WK082402,1,1,0.9710
GM0824,WK082402,2,0,0.9286
GM0824,WK082402,2,1,0.9559
GM0824,WK082402,2,2,0.9559
GM0824,WK082402,3,0,0.8986
GM0824,WK082402,3,1,0.9351
GM0824,WK082402,3,2,0.8672
GM0824,WK082402,4,0,0.9483
GM0824,WK082402,4,1,0.9680
GM0824,WK082402,4,2,0.9516
GM0824,WK082402,5,0,1.0648
GM0824,WK082402,5,1,0.9761
GM0824,WK082402,5,2,1.2274
GM0824,WK082402,6,0,0.9200
GM0824,WK082402,6,1,0.9200
GM0824,WK082402,6,2,0.8207
GM0824,WK082403,1,0,0.9758
GM0824,WK082403,1,1,0.9758
GM0824,WK082403,2,0,0.9758
GM0824,WK082403,2,1,0.9758
GM0824,WK082403,5,0,0.9758
GM0824,WK082404,1,0,1.3919
GM0824,WK082404,1,1,1.2738
GM0824,WK082404,2,0,1.1556
GM0824,WK082404,3,0,1.1556
GM0824,WK082404,4,0,1.1556
GM0824,WK082405,1,0,1.0078
GM0824,WK082405,2,0,1.0078
GM0824,WK082405,3,0,1.0078
GM0824,WK082405,4,0,1.0078
GM0824,WK082405,5,0,1.0078
GM0824,WK082406,1,0,1.0649
GM0824,WK082406,2,0,1.0649
GM0824,WK082406,3,0,1.0649
GM0824,WK082406,4,0,1.0649
GM0824,WK082407,1,0,1.0580
GM0824,WK082407,1,1,1.0421
GM0824,WK082407,1,2,1.0421
GM0824,WK082407,2,0,0.9939
GM0824,WK082407,2,1,1.0152
GM0824,WK082407,2,2,1.0152
GM0824,WK082407,3,0,0.9651
GM0824,WK082407,3,1,1.0002
GM0824,WK082407,3,2,0.9939
GM0824,WK082407,4,0,1.2416
GM0824,WK082407,4,1,1.1200
GM0824,WK082407,4,2,1.1479
GM0824,WK082407,5,0,1.0664
GM0824,WK082407,5,1,1.0664
GM0824,WK082407,5,2,1.1668
GM0824,WK082408,1,0,1.0084
GM0824,WK082408,1,2,0.9939
GM0824,WK082408,2,0,0.9386
GM0824,WK082408,2,1,0.9689
GM0824,WK082408,2,2,1.0866
GM0824,WK082408,3,0,0.8664
GM0824,WK082408,3,1,0.9155
GM0824,WK082408,3,2,0.8631
GM0824,WK082408,4,0,0.8313
GM0824,WK082408,4,1,0.9011
GM0824,WK082408,4,2,0.8491
GM0824,WK082408,5,0,0.9522
GM0824,WK082408,5,1,0.9522
GM0824,WK082408,5,2,0.9605
GM0824,WK082409,1,0,1.4565
GM0824,WK082409,1,1,1.2779
GM0824,WK082409,2,0,1.2308
GM0824,WK082409,2,1,1.1722
GM0824,WK082409,2,2,1.1722
GM0824,WK082409,3,0,1.2740
GM0824,WK082409,3,1,1.1924
GM0824,WK082409,3,2,1.1924
GM0824,WK082409,4,0,1.5315
GM0824,WK082409,4,1,1.3080
GM0824,WK082409,4,2,1.3080
GM0824,WK082409,5,0,1.1205
GM0824,WK082409,5,2,1.1205
GM0824,WK082410,1,0,1.0078
GM0824,WK082410,1,1,1.0078
GM0824,WK082410,2,0,1.0078
GM0824,WK082410,5,1,1.0078
GM0824,WK082411,1,0,1.3099
GM0824,WK082411,2,0,0.9651
GM0824,WK082411,2,1,0.9633
GM0824,WK082411,2,2,0.9633
GM0824,WK082411,3,0,0.8778
GM0824,WK082411,3,2,0.8315
GM0824,WK082411,4,0,0.8725
GM0824,WK082411,4,1,0.9061
GM0824,WK082411,4,2,0.8058
GM0824,WK082411,5,0,0.8953
GM0824,WK082411,5,1,0.9944
GM0824,WK082411,5,2,0.7689
GM0824,WK082412,1,0,0.8948
GM0824,WK082412,2,0,0.8948
GM0824,WK082412,3,0,0.8948
GM0824,WK082412,3,1,0.8948
GM0824,WK082412,4,0,0.8948
GM0824,WK082412,4,1,0.8948
GM0824,WK082412,5,0,0.8948
GM0824,WK082412,5,1,0.8948
GM0824,WK082413,1,0,1.0215
GM0824,WK082413,1,1,1.0215
GM0824,WK082413,2,0,1.1821
GM0824,WK082413,2,1,1.0942
GM0824,WK082413,2,2,1.0942
GM0824,WK082413,3,0,0.9717
GM0824,WK082413,3,1,1.0018
GM0824,WK082413,3,2,1.0018
GM0824,WK082413,4,0,1.2111
GM0824,WK082413,4,1,1.1088
GM0824,WK082413,4,2,1.1088
GM0824,WK082413,5,0,1.0737
GM0824,WK082413,5,1,0.9346
GM0824,WK082413,5,2,0.9914
GM0824,WK082413,6,0,1.0215
GM0824,WK082413,6,1,1.0215
GM0824,WK082414,1,0,1.0078
GM0824,WK082414,1,1,1.0078
GM0824,WK082414,2,0,1.0078
GM0824,WK082414,5,0,1.0078
GM0824,WK082415,1,0,1.0078
GM0824,WK082415,2,0,1.0078
GM0824,WK082415,5,1,1.0078
GM0826,WK082600,1,0,0.9208
GM0826,WK082600,1,1,0.8996
GM0826,WK082600,2,0,0.8575
GM0826,WK082600,2,1,0.8721
GM0826,WK082600,2,2,0.8721
GM0826,WK082600,3,0,0.7692
GM0826,WK082600,3,1,0.8154
GM0826,WK082600,3,2,0.8154
GM0826,WK082600,4,0,0.7864
GM0826,WK082600,4,1,0.7745
GM0826,WK082600,4,2,0.7034
GM0826,WK082600,5,0,0.8354
GM0826,WK082600,5,1,0.8711
GM0826,WK082600,5,2,0.7362
GM0826,WK082600,6,0,0.6665
GM0826,WK082600,6,1,0.6058
GM0826,WK082600,6,2,0.6377
GM0826,WK082601,1,0,0.9650
GM0826,WK082601,1,1,0.9366
GM0826,WK082601,2,0,0.8411
GM0826,WK082601,2,1,0.8700
GM0826,WK082601,2,2,0.8086
GM0826,WK082601,3,0,0.8435
GM0826,WK082601,3,1,0.8742
GM0826,WK082601,3,2,0.8447
GM0826,WK082601,4,0,0.8845
GM0826,WK082601,4,1,0.8914
GM0826,WK082601,4,2,0.8643
GM0826,WK082601,5,0,0.7661
GM0826,WK082601,5,1,0.6327
GM0826,WK082601,5,2,0.6511
GM0826,WK082601,6,0,0.7117
GM0826,WK082601,6,1,0.7797
GM0826,WK082601,6,2,0.6760
GM0826,WK082602,1,0,0.9994
GM0826,WK082602,1,1,0.9675
GM0826,WK082602,2,0,0.8737
GM0826,WK082602,2,1,0.9021
GM0826,WK082602,3,0,0.8050
GM0826,WK082602,3,1,0.8621
GM0826,WK082602,3,2,0.8621
GM0826,WK082602,4,0,0.9134
GM0826,WK082602,4,1,0.9148
GM0826,WK082602,4,2,0.8494
GM0826,WK082602,5,0,0.9315
GM0826,WK082602,5,1,0.9315
GM0826,WK082602,5,2,0.9315
GM0826,WK082602,6,0,0.9315
GM0826,WK082603,1,0,0.9507
GM0826,WK082603,2,0,0.9513
GM0826,WK082603,2,1,0.9524
GM0826,WK082603,2,2,0.9524
GM0826,WK082603,3,0,0.9685
GM0826,WK082603,3,1,0.9574
GM0826,WK082603,3,2,0.9583
GM0826,WK082603,4,0,0.9091
GM0826,WK082603,4,1,0.9390
GM0826,WK082603,4,2,0.9547
GM0826,WK082603,5,0,0.7821
GM0826,WK082603,5,2,0.6505
GM0826,WK082604,1,0,0.8063
GM0826,WK082604,1,1,0.8582
GM0826,WK082604,2,0,0.9304
GM0826,WK082604,2,1,0.9240
GM0826,WK082604,3,0,0.7872
GM0826,WK082604,3,1,0.8411
GM0826,WK082604,3,2,0.8411
GM0826,WK082604,4,0,0.8024
GM0826,WK082604,4,1,0.8321
GM0826,WK082604,4,2,0.8321
GM0826,WK082604,5,0,0.9093
GM0826,WK082605,1,0,1.2194
GM0826,WK082605,1,1,1.0918
GM0826,WK082605,1,2,1.0918
GM0826,WK082605,2,0,0.9968
GM0826,WK082605,3,0,0.9133
GM0826,WK082605,3,1,0.9077
GM0826,WK082605,3,2,0.8428
GM0826,WK082605,4,0,0.9019
GM0826,WK082605,4,1,0.7937
GM0826,WK082605,4,2,0.7908
GM0826,WK082605,5,0,0.9713
GM0826,WK082605,5,1,0.9713
GM0826,WK082605,5,2,1.0252
GM0826,WK082605,6,0,0.9604
GM0826,WK082605,6,1,0.9235
GM0826,WK082605,6,2,0.8316
GM0826,WK082606,1,0,0.9430
GM0826,WK082606,1,1,0.9483
GM0826,WK082606,1,2,0.9483
GM0826,WK082606,2,0,0.9617
GM0826,WK082606,2,1,0.9478
GM0826,WK082606,3,0,0.9429
GM0826,WK082606,3,1,0.9213
GM0826,WK082606,3,2,0.8371
GM0826,WK082606,4,0,0.9393
GM0826,WK082606,4,1,0.8508
GM0826,WK082606,4,2,0.8329
GM0826,WK082606,5,0,0.8026
GM0826,WK082606,5,2,0.6722
GM0826,WK082606,6,0,0.8070
GM0826,WK082606,6,1,0.7793
GM0826,WK082607,1,0,0.9904
GM0826,WK082607,1,1,0.9594
GM0826,WK082607,2,0,1.0083
GM0826,WK082607,2,2,0.9652
GM0826,WK082607,3,0,0.8848
GM0826,WK082607,3,1,0.9055
GM0826,WK082607,3,2,0.9055
GM0826,WK082607,4,0,0.8774
GM0826,WK082607,4,1,0.8960
GM0826,WK082607,4,2,0.7273
GM0826,WK082607,5,0,0.6979
GM0826,WK082607,5,1,0.9138
GM0826,WK082607,5,2,0.7772
GM0826,WK082607,6,0,0.8323
GM0826,WK082607,6,1,0.7483
GM0826,WK082607,6,2,0.7484
GM0826,WK082608,1,0,0.9624
GM0826,WK082608,1,1,0.9624
GM0826,WK082608,2,0,0.9624
GM0826,WK082608,3,0,0.9624
GM0826,WK082608,4,0,0.9624
GM0826,WK082609,1,0,0.9624
GM0826,WK082609,1,1,0.9624
GM0826,WK082609,2,1,0.9624
GM0826,WK082609,3,0,0.9624
GM0826,WK082609,4,0,0.9624
GM0826,WK082609,5,1,0.9624
GM0826,WK082610,1,0,0.9624
GM0826,WK082611,1,0,1.0493
GM0826,WK082611,2,0,0.9165
GM0826,WK082611,2,1,0.9411
GM0826,WK082611,3,0,0.9779
GM0826,WK082611,3,1,0.9779
GM0826,WK082611,3,2,0.9779
GM0826,WK082611,4,0,0.9779
GM0826,WK082611,4,2,0.9779
GM0826,WK082612,1,0,0.8595
GM0826,WK082612,1,1,0.8918
GM0826,WK082612,2,0,0.8245
GM0826,WK082612,2,1,0.8714
GM0826,WK082612,3,0,0.9228
GM0826,WK082612,3,2,0.9228
GM0826,WK082612,4,0,0.9228
GM0826,WK082612,4,1,0.9228
GM0826,WK082612,4,2,0.9228
GM0826,WK082613,1,0,0.9208
GM0826,WK082613,1,1,0.9348
GM0826,WK082613,2,0,0.9326
GM0826,WK082613,2,1,0.9341
GM0826,WK082613,2,2,0.9341
GM0826,WK082613,3,0,0.9305
GM0826,WK082613,3,1,0.9345
GM0826,WK082613,3,2,0.9345
GM0826,WK082613,4,0,0.9388
GM0826,WK082613,4,1,0.9379
GM0826,WK082613,4,2,0.9379
GM0826,WK082613,5,0,0.9488
GM0826,WK082613,5,1,0.9488
GM0826,WK082613,5,2,0.9488
GM0828,WK082800,1,0,0.9950
GM0828,WK082800,1,1,0.9902
GM0828,WK082800,1,2,0.9902
GM0828,WK082800,2,0,0.9755
GM0828,WK082800,2,1,0.9716
GM0828,WK082800,2,2,0.9716
GM0828,WK082800,3,0,0.9859
GM0828,WK082800,3,1,1.0002
GM0828,WK082800,3,2,1.0511
GM0828,WK082800,4,0,0.9721
GM0828,WK082800,4,1,0.9902
GM0828,WK082800,4,2,1.0242
GM0828,WK082800,5,0,1.0131
GM0828,WK082800,5,1,0.9791
GM0828,WK082800,5,2,0.9106
GM0828,WK082800,6,0,0.8749
GM0828,WK082800,6,1,0.8624
GM0828,WK082800,6,2,1.0092
GM0828,WK082801,1,0,0.9084
GM0828,WK082801,1,1,0.9391
GM0828,WK082801,2,0,0.9300
GM0828,WK082801,2,1,0.9486
GM0828,WK082801,2,2,0.9348
GM0828,WK082801,3,0,0.9757
GM0828,WK082801,3,1,0.9732
GM0828,WK082801,3,2,0.9813
GM0828,WK082801,4,0,0.9698
GM0828,WK082801,4,1,0.9630
GM0828,WK082801,4,2,0.9373
GM0828,WK082801,5,0,0.8973
GM0828,WK082801,5,1,0.8441
GM0828,WK082801,5,2,0.9199
GM0828,WK082801,6,0,0.8012
GM0828,WK082801,6,1,0.7699
GM0828,WK082801,6,2,0.8693
GM0828,WK082802,1,0,1.1181
GM0828,WK082802,1,1,1.1181
GM0828,WK082802,2,0,1.0515
GM0828,WK082802,3,0,1.0515
GM0828,WK082802,4,0,1.0515
GM0828,WK082802,5,1,1.0515
GM0828,WK082803,1,0,1.0490
GM0828,WK082803,1,1,1.0217
GM0828,WK082803,1,2,1.0217
GM0828,WK082803,2,0,0.9464
GM0828,WK082803,2,1,0.9679
GM0828,WK082803,2,2,0.9679
GM0828,WK082803,3,0,0.9998
GM0828,WK082803,3,1,0.9966
GM0828,WK082803,3,2,1.0150
GM0828,WK082803,4,0,0.9804
GM0828,WK082803,4,1,0.9974
GM0828,WK082803,4,2,1.0679
GM0828,WK082803,5,0,0.8860
GM0828,WK082803,5,1,0.9317
GM0828,WK082803,5,2,1.0014
GM0828,WK082803,6,0,1.2600
GM0828,WK082803,6,1,1.0594
GM0828,WK082803,6,2,1.0594
GM0828,WK082804,1,0,0.9324
GM0828,WK082804,1,1,0.9456
GM0828,WK082804,2,0,0.9461
GM0828,WK082804,2,1,0.9513
GM0828,WK082804,3,0,0.9038
GM0828,WK082804,3,2,0.8871
GM0828,WK082804,4,0,0.8920
GM0828,WK082804,4,1,0.9165
GM0828,WK082804,4,2,0.8341
GM0828,WK082804,5,0,0.9460
GM0828,WK082804,5,1,0.9460
GM0828,WK082804,5,2,0.9667
GM0828,WK082804,6,0,0.8817
GM0828,WK082804,6,1,0.8277
GM0828,WK082804,6,2,0.8817
GM0828,WK082805,1,0,0.9852
GM0828,WK082805,2,0,0.9852
GM0828,WK082805,2,1,0.9852
GM0828,WK082805,3,0,0.9852
GM0828,WK082805,3,1,0.9852
GM0828,WK082805,4,0,0.9852
GM0828,WK082806,1,0,1.0312
GM0828,WK082806,1,1,1.0056
GM0828,WK082806,2,0,0.9224
GM0828,WK082806,2,1,0.9518
GM0828,WK082806,2,2,0.9518
GM0828,WK082806,3,0,0.9893
GM0828,WK082806,3,1,1.0578
GM0828,WK082806,3,2,1.0278
GM0828,WK082806,4,0,0.9563
GM0828,WK082806,4,1,1.1316
GM0828,WK082806,4,2,0.9998
GM0828,WK082806,5,0,1.0477
GM0828,WK082806,5,1,1.1801
GM0828,WK082806,5,2,1.0879
GM0828,WK082806,6,0,0.7524
GM0828,WK082806,6,1,0.8286
GM0828,WK082806,6,2,0.8833
GM0828,WK082807,1,0,0.9549
GM0828,WK082807,1,1,0.9662
GM0828,WK082807,2,0,0.9458
GM0828,WK082807,2,1,0.9610
GM0828,WK082807,2,2,0.9610
GM0828,WK082807,3,0,0.9347
GM0828,WK082807,3,1,0.9586
GM0828,WK082807,3,2,0.9662
GM0828,WK082807,4,0,0.9586
GM0828,WK082807,4,1,0.9837
GM0828,WK082807,4,2,1.0235
GM0828,WK082807,5,0,0.9777
GM0828,WK082807,5,1,0.9339
GM0828,WK082807,5,2,0.9878
GM0828,WK082807,6,0,0.7973
GM0828,WK082807,6,2,0.6786
GM0828,WK082808,1,0,0.9852
GM0828,WK082808,1,1,0.9852
GM0828,WK082808,2,1,0.9852
GM0828,WK082809,1,0,0.9855
GM0828,WK082809,1,1,0.9855
GM0828,WK082809,2,0,0.9855
GM0828,WK082810,1,0,0.8964
GM0828,WK082810,1,1,0.9297
GM0828,WK082810,1,2,0.9297
GM0828,WK082810,2,0,0.8927
GM0828,WK082810,2,1,0.9335
GM0828,WK082810,2,2,0.9335
GM0828,WK082810,3,0,0.8893
GM0828,WK082810,3,1,0.9272
GM0828,WK082810,3,2,0.8981
GM0828,WK082810,4,0,0.9425
GM0828,WK082810,4,1,0.9564
GM0828,WK082810,4,2,0.9639
GM0828,WK082810,5,0,1.0036
GM0828,WK082810,5,1,1.0036
GM0828,WK082810,5,2,1.0259
GM0828,WK082810,6,1,0.9637
GM0828,WK082811,1,0,1.0511
GM0828,WK082811,1,1,1.0220
GM0828,WK082811,2,0,0.9197
GM0828,WK082811,2,2,0.9197
GM0828,WK082811,3,0,0.9823
GM0828,WK082811,3,2,0.9823
GM0828,WK082811,4,0,0.9823
GM0828,WK082811,4,2,0.9823
GM0828,WK082812,1,0,0.8157
GM0828,WK082812,1,1,0.8690
GM0828,WK082812,2,0,0.7875
GM0828,WK082812,2,1,0.8503
GM0828,WK082812,2,2,0.8503
GM0828,WK082812,3,0,0.9244
GM0828,WK082812,3,2,0.9244
GM0828,WK082812,4,0,0.9244
GM0828,WK082812,4,2,0.9244
GM0828,WK082813,1,0,1.0063
GM0828,WK082813,1,2,0.9900
GM0828,WK082813,2,0,0.9271
