Jaar;P_CO2;RAT_CO2_KWH;P_CO2_KWH;KG_PC_COM_EXCL_CO2;KG_PC_CO2;KG_PC_DIS;KG_PC_TRANS;KG_PC_NET;KG_PC_SDE;KG_PC_BEL_EL;KG_PC_BTW;KG_P;KMG_PC_COM_EXCL_CO2;KMG_PC_CO2;KMG_PC_DIS;KMG_PC_TRANS;KMG_PC_NET;KMG_PC_SDE;KMG_PC_BEL_EL;KMG_PC_BTW;KMG_P;MMG_PC_COM_EXCL_CO2;MMG_PC_CO2;MMG_PC_DIS;MMG_PC_TRANS;MMG_PC_NET;MMG_PC_SDE;MMG_PC_BEL_EL;MMG_PC_BTW;MMG_P;GG_PC_COM_EXCL_CO2;GG_PC_CO2;GG_PC_DIS;GG_PC_TRANS;GG_PC_NET;GG_PC_SDE;GG_PC_BEL_EL;GG_PC_BTW;GG_P;GLAST_PC_COM_EXCL_CO2;GLAST_PC_CO2;GLAST_PC_DIS;GLAST_PC_TRANS;GLAST_PC_NET;GLAST_PC_SDE;GLAST_PC_BEL_EL;GLAST_PC_BTW;GLAST_P
2010;16.3;1.78;0.000;0.354;0.000;0.000;0.000;0.000;0.000;0.183;0.102;0.639;0.321;0.000;0.000;0.000;0.000;0.000;0.164;0.000;0.485;0.228;0.000;0.000;0.000;0.000;0.000;0.044;0.000;0.271;0.228;0.000;0.000;0.000;0.000;0.000;0.009;0.000;0.237;0.228;0.000;0.000;0.000;0.000;0.000;0.022;0.000;0.250
2011;14.4;1.78;0.000;0.371;0.000;0.000;0.000;0.000;0.000;0.179;0.104;0.654;0.337;0.000;0.000;0.000;0.000;0.000;0.160;0.000;0.497;0.253;0.000;0.000;0.000;0.000;0.000;0.043;0.000;0.295;0.253;0.000;0.000;0.000;0.000;0.000;0.009;0.000;0.262;0.253;0.000;0.000;0.000;0.000;0.000;0.022;0.000;0.274
2012;7.9;1.78;0.000;0.397;0.000;0.000;0.000;0.000;0.000;0.177;0.121;0.695;0.342;0.000;0.000;0.000;0.000;0.000;0.159;0.000;0.500;0.268;0.000;0.000;0.000;0.000;0.000;0.042;0.000;0.310;0.268;0.000;0.000;0.000;0.000;0.000;0.009;0.000;0.277;0.268;0.000;0.000;0.000;0.000;0.000;0.021;0.000;0.289
2013;4.8;1.78;0.000;0.389;0.000;0.000;0.000;0.000;0.002;0.195;0.123;0.709;0.339;0.000;0.000;0.000;0.000;0.002;0.191;0.000;0.532;0.274;0.000;0.000;0.000;0.000;0.001;0.046;0.000;0.321;0.274;0.000;0.000;0.000;0.000;0.000;0.012;0.000;0.286;0.274;0.000;0.000;0.000;0.000;0.000;0.023;0.000;0.297
2014;6.3;1.78;0.000;0.367;0.000;0.000;0.000;0.000;0.005;0.197;0.119;0.688;0.338;0.000;0.000;0.000;0.000;0.005;0.193;0.000;0.536;0.236;0.000;0.000;0.000;0.000;0.002;0.046;0.000;0.284;0.236;0.000;0.000;0.000;0.000;0.000;0.012;0.000;0.249;0.236;0.000;0.000;0.000;0.000;0.001;0.023;0.000;0.261
2015;8.3;1.78;0.000;0.346;0.000;0.000;0.000;0.000;0.008;0.199;0.116;0.669;0.320;0.000;0.000;0.000;0.000;0.008;0.195;0.000;0.522;0.228;0.000;0.000;0.000;0.000;0.003;0.070;0.000;0.301;0.228;0.000;0.000;0.000;0.000;0.001;0.012;0.000;0.241;0.228;0.000;0.000;0.000;0.000;0.001;0.024;0.000;0.253
2016;5.8;1.78;0.000;0.293;0.000;0.000;0.000;0.000;0.012;0.261;0.119;0.685;0.267;0.000;0.000;0.000;0.000;0.012;0.256;0.000;0.534;0.172;0.000;0.000;0.000;0.000;0.004;0.072;0.000;0.249;0.172;0.000;0.000;0.000;0.000;0.001;0.013;0.000;0.186;0.172;0.000;0.000;0.000;0.000;0.002;0.024;0.000;0.199
2017;5.9;1.78;0.000;0.274;0.000;0.000;0.000;0.000;0.016;0.257;0.115;0.662;0.238;0.000;0.000;0.000;0.000;0.016;0.252;0.000;0.506;0.178;0.000;0.000;0.000;0.000;0.008;0.063;0.000;0.249;0.178;0.000;0.000;0.000;0.000;0.001;0.012;0.000;0.192;0.178;0.000;0.000;0.000;0.000;0.003;0.024;0.000;0.204
2018;15.7;1.78;0.000;0.285;0.000;0.000;0.000;0.000;0.028;0.260;0.120;0.694;0.232;0.000;0.000;0.000;0.000;0.028;0.255;0.000;0.515;0.204;0.000;0.000;0.000;0.000;0.011;0.065;0.000;0.279;0.204;0.000;0.000;0.000;0.000;0.002;0.013;0.000;0.219;0.204;0.000;0.000;0.000;0.000;0.004;0.024;0.000;0.232
2019;21.6;1.78;0.000;0.323;0.000;0.000;0.000;0.000;0.051;0.286;0.139;0.800;0.277;0.000;0.000;0.000;0.000;0.051;0.286;0.000;0.615;0.211;0.000;0.000;0.000;0.000;0.016;0.064;0.000;0.291;0.211;0.000;0.000;0.000;0.000;0.006;0.023;0.000;0.240;0.211;0.000;0.000;0.000;0.000;0.006;0.046;0.000;0.263
