type_str;bouwjaar_str;eigendom_str;Vrv_N_asl;Vrv_N_opp;Vrv_G_asl;Vrv_G_opp;Vrv_F_asl;Vrv_F_opp;Vrv_E_asl;Vrv_E_opp;Vrv_D_asl;Vrv_D_opp;Vrv_C_asl;Vrv_C_opp;Vrv_B_asl;Vrv_B_opp;Vrv_A_asl;Vrv_A_opp;Vvt_asl;Vvt_opp;Vtw_asl;Vtw_opp;Vea_asl;Vea_opp;Vkd_asl;Vkd_opp;freq_label_A;freq_label_B;freq_label_C;freq_label_D;freq_label_E;freq_label_F;freq_label_G;freq_LWP;freq_BWP;freq_HWP
2 onder 1 kap;2000 - 2005;koop;14.32400692;0.142195593;15.99822083;0.117752515;15.99822083;0.117752515;15.99822083;0.117752515;15.99822083;0.117752515;15.99822083;0.117752515;15.99822083;0.117752515;15.99822083;0.117752515;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.1184;0.0586;0.0141
2 onder 1 kap;2000 - 2005;parthuur;20.88226415;0.112355123;12.80789991;0.117406429;12.80789991;0.117406429;12.80789991;0.117406429;12.80789991;0.117406429;12.80789991;0.117406429;12.80789991;0.117406429;12.80789991;0.117406429;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.5307;0.1042;0.0234
2 onder 1 kap;2000 - 2005;wooncorp;14.32400692;0.142195593;17.22777607;0.083609744;17.22777607;0.083609744;17.22777607;0.083609744;17.22777607;0.083609744;17.22777607;0.083609744;17.22777607;0.083609744;17.22777607;0.083609744;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.1254;0.045;0.0049
2 onder 1 kap;2006 - 2010;koop;15.46092821;0.124473937;15.28260235;0.110056512;15.28260235;0.110056512;15.28260235;0.110056512;15.28260235;0.110056512;15.28260235;0.110056512;15.28260235;0.110056512;15.28260235;0.110056512;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.1184;0.0586;0.0141
2 onder 1 kap;2006 - 2010;parthuur;16.9550121;0.140813922;19.89723442;0.078517463;19.89723442;0.078517463;19.89723442;0.078517463;19.89723442;0.078517463;19.89723442;0.078517463;19.89723442;0.078517463;19.89723442;0.078517463;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.5307;0.1042;0.0234
2 onder 1 kap;2006 - 2010;wooncorp;8.768563507;0.150322217;20.323161;0.050873005;20.323161;0.050873005;20.323161;0.050873005;20.323161;0.050873005;20.323161;0.050873005;20.323161;0.050873005;20.323161;0.050873005;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.1254;0.045;0.0049
2 onder 1 kap;2011 - 2014;koop;12.94093526;0.124637655;5.791651118;0.138985367;5.791651118;0.138985367;5.791651118;0.138985367;5.791651118;0.138985367;5.791651118;0.138985367;5.791651118;0.138985367;5.791651118;0.138985367;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.1184;0.0586;0.0141
2 onder 1 kap;2011 - 2014;parthuur;15.96133707;0.114211759;9.490479789;0.116953689;9.490479789;0.116953689;9.490479789;0.116953689;9.490479789;0.116953689;9.490479789;0.116953689;9.490479789;0.116953689;9.490479789;0.116953689;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.5307;0.1042;0.0234
2 onder 1 kap;2011 - 2014;wooncorp;12.94093526;0.124637655;24.46342756;0;24.46342756;0;24.46342756;0;24.46342756;0;24.46342756;0;24.46342756;0;24.46342756;0;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.1254;0.045;0.0049
2 onder 1 kap;2015 - 2020;koop;11.40868565;0.120093841;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.1184;0.0586;0.0141
2 onder 1 kap;2015 - 2020;parthuur;6.01039352;0.160608851;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.5307;0.1042;0.0234
2 onder 1 kap;2015 - 2020;wooncorp;11.40868565;0.120093841;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;0;0;8.6;0;9.68;0;0;0.01296;0.5;0.39;0.1;0.01;0;0;0;0.1254;0.045;0.0049
2 onder 1 kap;2021 - 2030;koop;11.40868565;0.120093841;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;0;0;5.733333333;0;11.485584;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
2 onder 1 kap;2021 - 2030;parthuur;6.01039352;0.160608851;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0;0;5.733333333;0;11.485584;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
2 onder 1 kap;2021 - 2030;wooncorp;11.40868565;0.120093841;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;0;0;5.733333333;0;11.485584;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
2 onder 1 kap;2031 - 2040;koop;11.40868565;0.120093841;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;0;0;5.733333333;0;11.485584;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
2 onder 1 kap;2031 - 2040;parthuur;6.01039352;0.160608851;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0;0;5.733333333;0;11.485584;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
2 onder 1 kap;2031 - 2040;wooncorp;11.40868565;0.120093841;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;0;0;5.733333333;0;11.485584;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
2 onder 1 kap;2041 - 2050;koop;11.40868565;0.120093841;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;6.811272959;0.142840714;0;0;5.733333333;0;11.485584;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
2 onder 1 kap;2041 - 2050;parthuur;6.01039352;0.160608851;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0.989807418;0.168718979;0;0;5.733333333;0;11.485584;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
2 onder 1 kap;2041 - 2050;wooncorp;11.40868565;0.120093841;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;12.34330875;0.065991525;0;0;5.733333333;0;11.485584;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning hoek;voor 1930;koop;26.07386088;0.180718708;19.51285051;0.218521945;18.9385473;0.218521945;20.93008966;0.218521945;18.48108314;0.218521945;16.93741612;0.218521945;16.93741612;0.218521945;16.93741612;0.218521945;0;0.0081;7.1;0;9.98;0;0;0.01296;0.04;0.01;0.21;0.27;0.31;0.16;0;0;0;0
rijwoning hoek;voor 1930;parthuur;26.16370073;0.183029929;23.4578321;0.213880546;22.23707994;0.213880546;19.447391;0.213880546;12.81617974;0.213880546;12.81617974;0.213880546;12.81617974;0.213880546;12.81617974;0.213880546;0;0.0081;7.1;0;9.98;0;0;0.01296;0.04;0.01;0.21;0.27;0.31;0.16;0;0;0;0
rijwoning hoek;voor 1930;wooncorp;25.50212558;0.149241648;30.77333292;0.117904322;28.35582844;0.117904322;25.97989335;0.117904322;22.86487693;0.117904322;22.29710543;0.117904322;20.84328131;0.117904322;18.85807975;0.117904322;0;0.0081;7.1;0;9.98;0;0;0.01296;0.04;0.01;0.21;0.27;0.31;0.16;0;0;0;0
rijwoning hoek;1930 - 1945;koop;24.70031022;0.202489499;23.74056106;0.221357807;22.66984868;0.221357807;20.67283146;0.221357807;23.17951669;0.221357807;18.08831459;0.221357807;18.08831459;0.221357807;18.08831459;0.221357807;0;0.0081;7.1;0;9.98;0;0;0.01296;0.04;0.01;0.21;0.27;0.31;0.16;0;0;0;0
rijwoning hoek;1930 - 1945;parthuur;31.1534134;0.16701026;34.37294581;0.148272777;34.37294581;0.148272777;34.37294581;0.148272777;34.37294581;0.148272777;34.37294581;0.148272777;34.37294581;0.148272777;34.37294581;0.148272777;0;0.0081;7.1;0;9.98;0;0;0.01296;0.04;0.01;0.21;0.27;0.31;0.16;0;0;0;0
rijwoning hoek;1930 - 1945;wooncorp;26.97032074;0.146408536;34.04249316;0.095628469;31.58048794;0.095628469;29.61749641;0.095628469;24.85482195;0.095628469;23.15520646;0.095628469;23.18839538;0.095628469;21.20491908;0.095628469;0;0.0081;7.1;0;9.98;0;0;0.01296;0.04;0.01;0.21;0.27;0.31;0.16;0;0;0;0
rijwoning hoek;1946 - 1964;koop;25.23779802;0.172543248;18.37141581;0.210269138;22.33278405;0.210269138;19.26994051;0.210269138;18.14926175;0.210269138;15.0743412;0.210269138;15.0743412;0.210269138;15.0743412;0.210269138;0;0.0077;6.4;0;10.13;0;0;0.01296;0;0.05;0.35;0.37;0.17;0.06;0.01;0;0;0
rijwoning hoek;1946 - 1964;parthuur;32.86339716;0.145399931;23.69283315;0.2210808;23.32903383;0.2210808;18.43691762;0.2210808;16.76498971;0.2210808;14.17879974;0.2210808;14.17879974;0.2210808;14.17879974;0.2210808;0;0.0077;6.4;0;10.13;0;0;0.01296;0;0.05;0.35;0.37;0.17;0.06;0.01;0;0;0
rijwoning hoek;1946 - 1964;wooncorp;27.21009381;0.099572069;30.66404368;0.125716029;30.53781729;0.125716029;27.40107019;0.125716029;23.61275232;0.125716029;20.73702927;0.125716029;19.82678564;0.125716029;17.29485123;0.125716029;0;0.0077;6.4;0;10.13;0;0;0.01296;0;0.05;0.35;0.37;0.17;0.06;0.01;0;0;0
rijwoning hoek;1965 - 1974;koop;21.78799907;0.18316688;13.26544232;0.236134482;13.26544232;0.236134482;13.26544232;0.236134482;14.33668975;0.236134482;10.91777807;0.236134482;10.4747185;0.236134482;10.4747185;0.236134482;0;0.0075;7.3;0;9.94;0;0;0.01296;0;0.05;0.35;0.37;0.17;0.06;0.01;0;0;0
rijwoning hoek;1965 - 1974;parthuur;24.60896217;0.185624113;29.5551912;0.167942342;29.5551912;0.167942342;26.68225666;0.167942342;25.39973956;0.167942342;21.19666463;0.167942342;13.95424194;0.167942342;13.67047226;0.167942342;0;0.0075;7.3;0;9.94;0;0;0.01296;0;0.05;0.35;0.37;0.17;0.06;0.01;0;0;0
rijwoning hoek;1965 - 1974;wooncorp;22.28320607;0.128582425;27.14708219;0.150319562;27.38701315;0.150319562;24.88090051;0.150319562;22.92972854;0.150319562;19.59084957;0.150319562;16.0958488;0.150319562;14.82829374;0.150319562;0;0.0075;7.3;0;9.94;0;0;0.01296;0;0.05;0.35;0.37;0.17;0.06;0.01;0.0168;0.0009;0.0008
rijwoning hoek;1975 - 1991;koop;10.29381918;0.228467335;8.254333401;0.256553327;8.254333401;0.256553327;8.254333401;0.256553327;8.254333401;0.256553327;6.078640557;0.256553327;4.434071077;0.256553327;4.434071077;0.256553327;0;0.0037;7.3;0;9.94;0;0;0.01296;0.14;0.28;0.55;0.02;0.01;0;0;0;0;0
rijwoning hoek;1975 - 1991;parthuur;17.41199322;0.193584042;12.08093349;0.24572104;12.08093349;0.24572104;12.08093349;0.24572104;11.09190372;0.24572104;8.796123425;0.24572104;4.966743804;0.24572104;1.376704108;0.24572104;0;0.0037;7.3;0;9.94;0;0;0.01296;0.14;0.28;0.55;0.02;0.01;0;0;0;0;0
rijwoning hoek;1975 - 1991;wooncorp;10.8277113;0.209914001;21.96875779;0.186070284;21.96875779;0.186070284;21.96875779;0.186070284;17.77815746;0.186070284;14.81346609;0.186070284;11.93112461;0.186070284;9.821352937;0.186070284;0;0.0037;7.3;0;9.94;0;0;0.01296;0.14;0.28;0.55;0.02;0.01;0;0;0;0;0
rijwoning hoek;1992 - 1995;koop;9.970416968;0.202466857;15.45304479;0.140694242;15.45304479;0.140694242;15.45304479;0.140694242;15.45304479;0.140694242;15.45304479;0.140694242;15.45304479;0.140694242;15.45304479;0.140694242;0;0;7.7;0;9.86;0;0;0.01296;0.14;0.28;0.55;0.02;0.01;0;0;0;0;0
rijwoning hoek;1992 - 1995;parthuur;24.07867575;0.116958965;10.95927555;0.201249864;10.95927555;0.201249864;10.95927555;0.201249864;10.95927555;0.201249864;10.95927555;0.201249864;8.833105495;0.201249864;8.833105495;0.201249864;0;0;7.7;0;9.86;0;0;0.01296;0.14;0.28;0.55;0.02;0.01;0;0;0;0;0
rijwoning hoek;1992 - 1995;wooncorp;14.50308295;0.135092426;15.40020208;0.124923652;15.40020208;0.124923652;15.40020208;0.124923652;15.40020208;0.124923652;15.40020208;0.124923652;14.87245924;0.124923652;14.28409853;0.124923652;0;0;7.7;0;9.86;0;0;0.01296;0.14;0.28;0.55;0.02;0.01;0;0;0;0;0
rijwoning hoek;1996 - 1999;koop;8.739976131;0.192241864;4.4903538;0.223943698;4.4903538;0.223943698;4.4903538;0.223943698;4.4903538;0.223943698;4.4903538;0.223943698;4.4903538;0.223943698;4.4903538;0.223943698;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.0702;0.0334;0.0027
rijwoning hoek;1996 - 1999;parthuur;19.40485794;0.139515394;22.04349503;0.085417149;22.04349503;0.085417149;22.04349503;0.085417149;22.04349503;0.085417149;22.04349503;0.085417149;22.04349503;0.085417149;17.30088062;0.085417149;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.2117;0.0318;0.0089
rijwoning hoek;1996 - 1999;wooncorp;5.271730944;0.202922775;16.20447227;0.134609144;16.20447227;0.134609144;16.20447227;0.134609144;16.20447227;0.134609144;16.20447227;0.134609144;12.92720586;0.134609144;11.98538283;0.134609144;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.1808;0.0451;0.007
rijwoning hoek;2000 - 2005;koop;8.151613047;0.172848498;5.606103144;0.190980594;5.606103144;0.190980594;5.606103144;0.190980594;5.606103144;0.190980594;5.606103144;0.190980594;5.606103144;0.190980594;5.606103144;0.190980594;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.0702;0.0334;0.0027
rijwoning hoek;2000 - 2005;parthuur;17.57215652;0.117956361;8.140303238;0.171619719;8.140303238;0.171619719;8.140303238;0.171619719;8.140303238;0.171619719;8.140303238;0.171619719;8.140303238;0.171619719;8.140303238;0.171619719;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.2117;0.0318;0.0089
rijwoning hoek;2000 - 2005;wooncorp;12.53129655;0.11485435;14.67810658;0.110381381;14.67810658;0.110381381;14.67810658;0.110381381;14.67810658;0.110381381;14.67810658;0.110381381;14.67810658;0.110381381;13.69833095;0.110381381;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.1808;0.0451;0.007
rijwoning hoek;2006 - 2010;koop;9.719081044;0.152006654;9.844876786;0.129205967;9.844876786;0.129205967;9.844876786;0.129205967;9.844876786;0.129205967;9.844876786;0.129205967;9.844876786;0.129205967;9.844876786;0.129205967;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.0702;0.0334;0.0027
rijwoning hoek;2006 - 2010;parthuur;18.80042064;0.103274841;21.94941508;0.047866349;21.94941508;0.047866349;21.94941508;0.047866349;21.94941508;0.047866349;21.94941508;0.047866349;21.94941508;0.047866349;21.94941508;0.047866349;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.2117;0.0318;0.0089
rijwoning hoek;2006 - 2010;wooncorp;18.16358197;0.076337345;14.77704787;0.100969571;14.77704787;0.100969571;14.77704787;0.100969571;14.77704787;0.100969571;14.77704787;0.100969571;14.77704787;0.100969571;14.77704787;0.100969571;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.1808;0.0451;0.007
rijwoning hoek;2011 - 2014;koop;3.908877014;0.175131752;1.132900969;0.196709863;1.132900969;0.196709863;1.132900969;0.196709863;1.132900969;0.196709863;1.132900969;0.196709863;1.132900969;0.196709863;1.132900969;0.196709863;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.0702;0.0334;0.0027
rijwoning hoek;2011 - 2014;parthuur;12.18754429;0.120853984;11.66383039;0.100198718;11.66383039;0.100198718;11.66383039;0.100198718;11.66383039;0.100198718;11.66383039;0.100198718;11.66383039;0.100198718;11.66383039;0.100198718;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.2117;0.0318;0.0089
rijwoning hoek;2011 - 2014;wooncorp;16.7712202;0.050718885;10.88521759;0.100364185;10.88521759;0.100364185;10.88521759;0.100364185;10.88521759;0.100364185;10.88521759;0.100364185;10.88521759;0.100364185;10.88521759;0.100364185;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.1808;0.0451;0.007
rijwoning hoek;2015 - 2020;koop;5.11581123;0.153554042;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.0702;0.0334;0.0027
rijwoning hoek;2015 - 2020;parthuur;2.265537935;0.177732383;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.2117;0.0318;0.0089
rijwoning hoek;2015 - 2020;wooncorp;17.14476647;0;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;0;0;7.7;0;9.86;0;0;0.01296;0;0.77;0.23;0;0;0;0;0.1808;0.0451;0.007
rijwoning hoek;2021 - 2030;koop;5.11581123;0.153554042;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;0;0;5.133333333;0;11.667024;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning hoek;2021 - 2030;parthuur;2.265537935;0.177732383;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;0;0;5.133333333;0;11.667024;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning hoek;2021 - 2030;wooncorp;17.14476647;0;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;0;0;5.133333333;0;11.667024;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning hoek;2031 - 2040;koop;5.11581123;0.153554042;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;0;0;5.133333333;0;11.667024;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning hoek;2031 - 2040;parthuur;2.265537935;0.177732383;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;0;0;5.133333333;0;11.667024;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning hoek;2031 - 2040;wooncorp;17.14476647;0;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;0;0;5.133333333;0;11.667024;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning hoek;2041 - 2050;koop;5.11581123;0.153554042;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;3.522365996;0.156315896;0;0;5.133333333;0;11.667024;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning hoek;2041 - 2050;parthuur;2.265537935;0.177732383;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;2.196141788;0.160774329;0;0;5.133333333;0;11.667024;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning hoek;2041 - 2050;wooncorp;17.14476647;0;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;9.495531459;0.090770127;0;0;5.133333333;0;11.667024;0;0;0.01296;1;0;0;0;0;0;0;0;0;0
rijwoning tussen;voor 1930;koop;17.95242074;0.195759065;13.682624;0.208353174;15.36780801;0.208353174;15.48150658;0.208353174;14.02167846;0.208353174;10.9262688;0.208353174;8.822842683;0.208353174;6.052861521;0.208353174;0;7;7.1;0;9.98;0;0;0.01296;0.05;0;0.35;0.42;0.18;0;0;0;0;0
rijwoning tussen;voor 1930;parthuur;19.03000912;0.197452787;18.91452518;0.191255025;19.41295087;0.191255025;17.40529825;0.191255025;11.97804655;0.191255025;12.77082655;0.191255025;12.12165805;0.191255025;8.527817829;0.191255025;0;7;7.1;0;9.98;0;0;0.01296;0.05;0;0.35;0.42;0.18;0;0;0;0;0
rijwoning tussen;voor 1930;wooncorp;16.86525242;0.183352384;23.52176277;0.127166015;21.72606707;0.127166015;19.96326048;0.127166015;18.37510639;0.127166015;16.65020925;0.127166015;16.82238332;0.127166015;14.45690641;0.127166015;0;7;7.1;0;9.98;0;0;0.01296;0.05;0;0.35;0.42;0.18;0;0;0;0;0
rijwoning tussen;1930 - 1945;koop;16.23931816;0.209894183;12.18552088;0.230095359;13.60844175;0.230095359;13.40193656;0.230095359;11.59240436;0.230095359;8.008648453;0.230095359;8.008648453;0.230095359;8.008648453;0.230095359;0;7;7.1;0;9.98;0;0;0.01296;0.05;0;0.35;0.42;0.18;0;0;0;0;0
rijwoning tussen;1930 - 1945;parthuur;22.24091545;0.194303583;17.14306094;0.211144253;17.2275018;0.211144253;19.03331771;0.211144253;12.17140841;0.211144253;9.150793213;0.211144253;9.150793213;0.211144253;9.150793213;0.211144253;0;7;7.1;0;9.98;0;0;0.01296;0.05;0;0.35;0.42;0.18;0;0;0;0;0
rijwoning tussen;1930 - 1945;wooncorp;10.96937938;0.274288578;23.80681088;0.128877717;22.78056245;0.128877717;20.57020643;0.128877717;17.36877158;0.128877717;16.2291817;0.128877717;13.20155009;0.128877717;13.98166777;0.128877717;0;7;7.1;0;9.98;0;0;0.01296;0.05;0;0.35;0.42;0.18;0;0;0;0;0
rijwoning tussen;1946 - 1964;koop;16.37662411;0.200231692;12.04587279;0.246881075;11.30157979;0.246881075;10.15381107;0.246881075;8.922396682;0.246881075;6.588945649;0.246881075;3.262038713;0.246881075;1.744163051;0.246881075;0;0.0078;6.4;0;10.13;0;0;0.01296;0;0;0.52;0.35;0.08;0.01;0.03;0;0;0
rijwoning tussen;1946 - 1964;parthuur;23.07798059;0.185759789;15.39020761;0.203804578;19.37357794;0.203804578;16.35179696;0.203804578;13.4620734;0.203804578;11.05351812;0.203804578;7.879230961;0.203804578;7.879230961;0.203804578;0;0.0078;6.4;0;10.13;0;0;0.01296;0;0;0.52;0.35;0.08;0.01;0.03;0;0;0
rijwoning tussen;1946 - 1964;wooncorp;19.15792364;0.120491015;23.18680478;0.124624553;23.65730908;0.124624553;22.57372581;0.124624553;20.24871654;0.124624553;16.82549334;0.124624553;15.69604585;0.124624553;13.62195016;0.124624553;0;0.0078;6.4;0;10.13;0;0;0.01296;0;0;0.52;0.35;0.08;0.01;0.03;0;0;0
rijwoning tussen;1965 - 1974;koop;11.73945286;0.215823861;9.842838997;0.246639014;9.842838997;0.246639014;9.842838997;0.246639014;7.115111251;0.246639014;5.508790371;0.246639014;4.328249205;0.246639014;-0.195170713;0.246639014;0;0.0076;7.3;0;9.94;0;0;0.01296;0;0;0.52;0.35;0.08;0.01;0.03;0;0;0
rijwoning tussen;1965 - 1974;parthuur;16.14468268;0.217676621;27.44966064;0.141865214;27.44966064;0.141865214;24.61422621;0.141865214;23.18787666;0.141865214;18.52273949;0.141865214;13.00517316;0.141865214;12.46558151;0.141865214;0;0.0076;7.3;0;9.94;0;0;0.01296;0;0;0.52;0.35;0.08;0.01;0.03;0;0;0
rijwoning tussen;1965 - 1974;wooncorp;21.59150417;0.089551731;22.23035097;0.133074915;22.79789102;0.133074915;21.89344327;0.133074915;19.80148123;0.133074915;16.74630072;0.133074915;14.03401887;0.133074915;12.58512158;0.133074915;0;0.0076;7.3;0;9.94;0;0;0.01296;0;0;0.52;0.35;0.08;0.01;0.03;0.0168;0.0009;0.0008
rijwoning tussen;1975 - 1991;koop;-0.002501664;0.26998236;5.669430221;0.224241069;5.669430221;0.224241069;5.669430221;0.224241069;5.669430221;0.224241069;4.990421808;0.224241069;4.122042231;0.224241069;2.057506527;0.224241069;0;0.0045;7.3;0;9.94;0;0;0.01296;0.07;0.42;0.51;0;0;0;0;0;0;0
rijwoning tussen;1975 - 1991;parthuur;8.552604083;0.22536189;8.033931776;0.223070593;8.033931776;0.223070593;8.033931776;0.223070593;7.237564027;0.223070593;5.833904339;0.223070593;3.283369779;0.223070593;1.889240516;0.223070593;0;0.0045;7.3;0;9.94;0;0;0.01296;0.07;0.42;0.51;0;0;0;0;0;0;0
rijwoning tussen;1975 - 1991;wooncorp;8.639986894;0.188224891;18.46296456;0.16474005;18.46296456;0.16474005;18.46296456;0.16474005;15.10481634;0.16474005;11.81631285;0.16474005;9.974298087;0.16474005;7.791694945;0.16474005;0;0.0045;7.3;0;9.94;0;0;0.01296;0.07;0.42;0.51;0;0;0;0;0;0;0
rijwoning tussen;1992 - 1995;koop;2.625525628;0.225298484;2.357439758;0.226090137;2.357439758;0.226090137;2.357439758;0.226090137;2.357439758;0.226090137;2.357439758;0.226090137;2.357439758;0.226090137;2.107624173;0.226090137;0;0;7.7;0;9.86;0;0;0.01296;0.07;0.42;0.51;0;0;0;0;0;0;0
rijwoning tussen;1992 - 1995;parthuur;17.10009191;0.129446625;10.01268083;0.181836536;10.01268083;0.181836536;10.01268083;0.181836536;10.01268083;0.181836536;10.01268083;0.181836536;8.492950742;0.181836536;6.28202765;0.181836536;0;0;7.7;0;9.86;0;0;0.01296;0.07;0.42;0.51;0;0;0;0;0;0;0
