gem2020,wijk2020,W,E,Verschilfactor_totaal
GM0153,WK015303,4,1,1.101258111
GM0153,WK015303,4,2,1.127293177
GM0153,WK015303,5,0,1.156500025
GM0153,WK015303,5,1,1.38146198
GM0153,WK015303,5,2,1.20285014
GM0153,WK015303,6,0,0.973329803
GM0153,WK015303,6,1,0.973329803
GM0153,WK015303,6,2,0.928896733
GM0153,WK015304,1,0,1.120567192
GM0153,WK015304,1,1,1.076035399
GM0153,WK015304,1,2,1.076035399
GM0153,WK015304,2,0,1.001117037
GM0153,WK015304,2,1,1.020458351
GM0153,WK015304,2,2,1.020458351
GM0153,WK015304,3,0,1.07818668
GM0153,WK015304,3,1,1.090414741
GM0153,WK015304,3,2,1.085023419
GM0153,WK015304,4,0,1.154876168
GM0153,WK015304,4,1,1.138243699
GM0153,WK015304,4,2,1.102217294
GM0153,WK015304,5,0,1.031248569
GM0153,WK015304,5,1,1.010305105
GM0153,WK015304,5,2,1.167905585
GM0153,WK015304,6,0,1.026609069
GM0153,WK015304,6,1,1.132853523
GM0153,WK015304,6,2,0.896324179
GM0153,WK015305,1,0,1.271596449
GM0153,WK015305,1,1,1.154502306
GM0153,WK015305,1,2,1.154502306
GM0153,WK015305,2,0,1.082363945
GM0153,WK015305,2,1,1.075258409
GM0153,WK015305,2,2,1.122430275
GM0153,WK015305,3,0,1.148771783
GM0153,WK015305,3,1,1.103667141
GM0153,WK015305,3,2,1.148508259
GM0153,WK015305,4,0,1.195037193
GM0153,WK015305,4,1,1.116676927
GM0153,WK015305,4,2,1.121597382
GM0153,WK015305,5,0,1.088920175
GM0153,WK015305,5,1,1.542183716
GM0153,WK015305,5,2,1.243521292
GM0153,WK015305,6,0,1.062325723
GM0153,WK015305,6,1,1.062325723
GM0153,WK015305,6,2,1.062325723
GM0153,WK015306,1,0,1.175105669
GM0153,WK015306,1,1,1.077361059
GM0153,WK015306,1,2,1.077361059
GM0153,WK015306,2,0,1.019428537
GM0153,WK015306,2,1,1.008047969
GM0153,WK015306,2,2,1.008047969
GM0153,WK015306,3,0,0.91880153
GM0153,WK015306,3,1,1.014829095
GM0153,WK015306,3,2,0.969258844
GM0153,WK015306,4,0,0.912993116
GM0153,WK015306,4,1,1.016178452
GM0153,WK015306,4,2,0.936496908
GM0153,WK015306,5,0,1.065580725
GM0153,WK015306,5,1,1.065580725
GM0153,WK015306,5,2,1.166076632
GM0153,WK015306,6,0,1.009599559
GM0153,WK015306,6,1,1.009599559
GM0153,WK015306,6,2,1.033867956
GM0153,WK015307,1,0,1.075094119
GM0153,WK015307,1,1,1.075094119
GM0153,WK015307,1,2,1.075094119
GM0153,WK015307,2,0,1.075094119
GM0153,WK015307,2,1,1.075094119
GM0153,WK015307,2,2,1.075094119
GM0153,WK015307,3,0,1.075094119
GM0153,WK015307,3,1,1.075094119
GM0153,WK015307,3,2,1.075094119
GM0153,WK015307,4,0,1.075094119
GM0153,WK015307,4,1,1.075094119
GM0153,WK015307,4,2,1.075094119
GM0153,WK015307,5,0,1.075094119
GM0153,WK015307,5,1,1.075094119
GM0153,WK015307,5,2,1.075094119
GM0153,WK015307,6,0,1.075094119
GM0153,WK015307,6,1,1.075094119
GM0153,WK015307,6,2,1.075094119
GM0153,WK015308,1,0,1.033439067
GM0153,WK015308,1,1,1.028419001
GM0153,WK015308,1,2,1.028419001
GM0153,WK015308,2,0,0.949889042
GM0153,WK015308,2,1,0.983503577
GM0153,WK015308,2,2,0.954091539
GM0153,WK015308,3,0,1.013781261
GM0153,WK015308,3,1,1.022029192
GM0153,WK015308,3,2,1.067706629
GM0153,WK015308,4,0,1.124373981
GM0153,WK015308,4,1,1.095994347
GM0153,WK015308,4,2,1.105307659
GM0153,WK015308,5,0,1.022664141
GM0153,WK015308,5,1,0.997247736
GM0153,WK015308,5,2,0.966409839
GM0153,WK015308,6,0,0.956601625
GM0153,WK015308,6,1,0.956601625
GM0153,WK015308,6,2,0.87058186
GM0153,WK015309,1,0,1.06824402
GM0153,WK015309,1,1,0.978435706
GM0153,WK015309,1,2,1.04241105
GM0153,WK015309,2,0,1.010965607
GM0153,WK015309,2,1,1.017323535
GM0153,WK015309,2,2,1.017323535
GM0153,WK015309,3,0,1.12331757
GM0153,WK015309,3,1,1.061626791
GM0153,WK015309,3,2,1.023388496
GM0153,WK015309,4,0,1.13563338
GM0153,WK015309,4,1,1.073329501
GM0153,WK015309,4,2,1.072846674
GM0153,WK015309,5,0,1.146925942
GM0153,WK015309,5,1,1.060203565
GM0153,WK015309,5,2,1.060203565
GM0153,WK015309,6,0,0.737778502
GM0153,WK015309,6,1,0.737778502
GM0153,WK015309,6,2,0.737778502
GM0158,WK015800,1,0,0.995291372
GM0158,WK015800,1,1,1.002771958
GM0158,WK015800,1,2,1.002771958
GM0158,WK015800,2,0,0.958181489
GM0158,WK015800,2,1,0.985850835
GM0158,WK015800,2,2,1.023703806
GM0158,WK015800,3,0,0.986156393
GM0158,WK015800,3,1,1.001196089
GM0158,WK015800,3,2,1.004531621
GM0158,WK015800,4,0,1.086634693
GM0158,WK015800,4,1,1.047301124
GM0158,WK015800,4,2,1.089170813
GM0158,WK015800,5,0,1.042782504
GM0158,WK015800,5,1,1.00368868
GM0158,WK015800,5,2,0.997053094
GM0158,WK015800,6,0,1.009353017
GM0158,WK015800,6,1,1.009353017
GM0158,WK015800,6,2,1.009353017
GM0158,WK015801,1,0,0.987163647
GM0158,WK015801,1,1,1.002622197
GM0158,WK015801,1,2,1.002622197
GM0158,WK015801,2,0,1.096600823
GM0158,WK015801,2,1,1.059062035
GM0158,WK015801,2,2,1.059062035
GM0158,WK015801,3,0,1.018681012
GM0158,WK015801,3,1,1.018681012
GM0158,WK015801,3,2,1.018681012
GM0158,WK015801,4,0,1.018681012
GM0158,WK015801,4,1,1.018681012
GM0158,WK015801,4,2,1.018681012
GM0158,WK015801,5,0,1.018681012
GM0158,WK015801,5,1,1.018681012
GM0158,WK015801,5,2,1.018681012
GM0158,WK015801,6,0,1.018681012
GM0158,WK015801,6,1,1.018681012
GM0158,WK015801,6,2,1.018681012
GM0158,WK015802,1,0,0.93933339
GM0158,WK015802,1,1,0.976652675
GM0158,WK015802,1,2,0.976652675
GM0158,WK015802,2,0,1.138770868
GM0158,WK015802,2,1,1.071548316
GM0158,WK015802,2,2,1.071548316
GM0158,WK015802,3,0,1.014733265
GM0158,WK015802,3,1,1.014733265
GM0158,WK015802,3,2,1.014733265
GM0158,WK015802,4,0,1.014733265
GM0158,WK015802,4,1,1.014733265
GM0158,WK015802,4,2,1.014733265
GM0158,WK015802,5,0,1.014733265
GM0158,WK015802,5,1,1.014733265
GM0158,WK015802,5,2,1.014733265
GM0158,WK015802,6,0,1.014733265
GM0158,WK015802,6,1,1.014733265
GM0158,WK015802,6,2,1.014733265
GM0158,WK015803,1,0,1.04330257
GM0158,WK015803,1,1,1.039861755
GM0158,WK015803,1,2,1.039861755
GM0158,WK015803,2,0,1.143405369
GM0158,WK015803,2,1,1.081696828
GM0158,WK015803,2,2,1.081696828
GM0158,WK015803,3,0,1.038239966
GM0158,WK015803,3,1,1.038239966
GM0158,WK015803,3,2,1.038239966
GM0158,WK015803,4,0,1.038239966
GM0158,WK015803,4,1,1.038239966
GM0158,WK015803,4,2,1.038239966
GM0158,WK015803,5,0,1.038239966
GM0158,WK015803,5,1,1.038239966
GM0158,WK015803,5,2,1.038239966
GM0158,WK015803,6,0,1.038239966
GM0158,WK015803,6,1,1.038239966
GM0158,WK015803,6,2,1.038239966
GM0158,WK015804,1,0,1.006597893
GM0158,WK015804,1,1,1.006597893
GM0158,WK015804,1,2,1.006597893
GM0158,WK015804,2,0,1.006597893
GM0158,WK015804,2,1,1.006597893
GM0158,WK015804,2,2,1.006597893
GM0158,WK015804,3,0,1.006597893
GM0158,WK015804,3,1,1.006597893
GM0158,WK015804,3,2,1.006597893
GM0158,WK015804,4,0,1.006597893
GM0158,WK015804,4,1,1.006597893
GM0158,WK015804,4,2,1.006597893
GM0158,WK015804,5,0,1.006597893
GM0158,WK015804,5,1,1.006597893
GM0158,WK015804,5,2,1.006597893
GM0158,WK015804,6,0,1.006597893
GM0158,WK015804,6,1,1.006597893
GM0158,WK015804,6,2,1.006597893
GM0158,WK015805,1,0,1.006597893
GM0158,WK015805,1,1,1.006597893
GM0158,WK015805,1,2,1.006597893
GM0158,WK015805,2,0,1.006597893
GM0158,WK015805,2,1,1.006597893
GM0158,WK015805,2,2,1.006597893
GM0158,WK015805,3,0,1.006597893
GM0158,WK015805,3,1,1.006597893
GM0158,WK015805,3,2,1.006597893
GM0158,WK015805,4,0,1.006597893
GM0158,WK015805,4,1,1.006597893
GM0158,WK015805,4,2,1.006597893
GM0158,WK015805,5,0,1.006597893
GM0158,WK015805,5,1,1.006597893
GM0158,WK015805,5,2,1.006597893
GM0158,WK015805,6,0,1.006597893
GM0158,WK015805,6,1,1.006597893
GM0158,WK015805,6,2,1.006597893
GM0158,WK015806,1,0,1.006597893
GM0158,WK015806,1,1,1.006597893
GM0158,WK015806,1,2,1.006597893
GM0158,WK015806,2,0,1.006597893
GM0158,WK015806,2,1,1.006597893
GM0158,WK015806,2,2,1.006597893
GM0158,WK015806,3,0,1.006597893
GM0158,WK015806,3,1,1.006597893
GM0158,WK015806,3,2,1.006597893
GM0158,WK015806,4,0,1.006597893
GM0158,WK015806,4,1,1.006597893
GM0158,WK015806,4,2,1.006597893
GM0158,WK015806,5,0,1.006597893
GM0158,WK015806,5,1,1.006597893
GM0158,WK015806,5,2,1.006597893
GM0158,WK015806,6,0,1.006597893
GM0158,WK015806,6,1,1.006597893
GM0158,WK015806,6,2,1.006597893
GM0158,WK015809,1,0,1.052401479
GM0158,WK015809,1,1,1.052401479
GM0158,WK015809,1,2,1.052401479
GM0158,WK015809,2,0,1.015397257
GM0158,WK015809,2,1,1.015397257
GM0158,WK015809,2,2,1.015397257
GM0158,WK015809,3,0,1.035540303
GM0158,WK015809,3,1,1.035540303
GM0158,WK015809,3,2,1.035540303
GM0158,WK015809,4,0,1.040057264
GM0158,WK015809,4,1,1.040057264
GM0158,WK015809,4,2,1.040057264
GM0158,WK015809,5,0,1.069222561
GM0158,WK015809,5,1,1.02533891
GM0158,WK015809,5,2,1.167375482
GM0158,WK015809,6,0,1.035540303
GM0158,WK015809,6,1,1.035540303
GM0158,WK015809,6,2,1.035540303
GM0160,WK016001,1,0,0.665400189
GM0160,WK016001,1,1,0.754277111
GM0160,WK016001,1,2,0.754277111
GM0160,WK016001,2,0,0.858535966
GM0160,WK016001,2,1,0.858535966
GM0160,WK016001,2,2,0.858535966
GM0160,WK016001,3,0,0.858535966
GM0160,WK016001,3,1,0.858535966
GM0160,WK016001,3,2,0.858535966
GM0160,WK016001,4,0,0.858535966
GM0160,WK016001,4,1,0.858535966
GM0160,WK016001,4,2,0.858535966
GM0160,WK016001,5,0,0.858535966
GM0160,WK016001,5,1,0.858535966
GM0160,WK016001,5,2,0.858535966
GM0160,WK016001,6,0,0.858535966
GM0160,WK016001,6,1,0.858535966
GM0160,WK016001,6,2,0.858535966
GM0160,WK016002,1,0,0.9532771
GM0160,WK016002,1,1,0.9532771
GM0160,WK016002,1,2,0.9532771
GM0160,WK016002,2,0,0.9532771
GM0160,WK016002,2,1,0.9532771
GM0160,WK016002,2,2,0.9532771
GM0160,WK016002,3,0,0.9532771
GM0160,WK016002,3,1,0.9532771
GM0160,WK016002,3,2,0.9532771
GM0160,WK016002,4,0,0.9532771
GM0160,WK016002,4,1,0.9532771
GM0160,WK016002,4,2,0.9532771
GM0160,WK016002,5,0,0.9532771
GM0160,WK016002,5,1,0.9532771
GM0160,WK016002,5,2,0.9532771
GM0160,WK016002,6,0,0.9532771
GM0160,WK016002,6,1,0.9532771
GM0160,WK016002,6,2,0.9532771
GM0160,WK016003,1,0,0.9532771
GM0160,WK016003,1,1,0.9532771
GM0160,WK016003,1,2,0.9532771
GM0160,WK016003,2,0,0.9532771
GM0160,WK016003,2,1,0.9532771
GM0160,WK016003,2,2,0.9532771
GM0160,WK016003,3,0,0.9532771
GM0160,WK016003,3,1,0.9532771
GM0160,WK016003,3,2,0.9532771
GM0160,WK016003,4,0,0.9532771
GM0160,WK016003,4,1,0.9532771
GM0160,WK016003,4,2,0.9532771
GM0160,WK016003,5,0,0.9532771
GM0160,WK016003,5,1,0.9532771
GM0160,WK016003,5,2,0.9532771
GM0160,WK016003,6,0,0.9532771
GM0160,WK016003,6,1,0.9532771
GM0160,WK016003,6,2,0.9532771
GM0160,WK016004,1,0,0.797959398
GM0160,WK016004,1,1,0.858872128
GM0160,WK016004,1,2,0.858872128
GM0160,WK016004,2,0,0.855477063
GM0160,WK016004,2,1,0.889314499
GM0160,WK016004,2,2,0.889314499
GM0160,WK016004,3,0,0.797127119
GM0160,WK016004,3,1,0.85571062
GM0160,WK016004,3,2,0.85571062
GM0160,WK016004,4,0,0.955871209
GM0160,WK016004,4,1,0.935733355
GM0160,WK016004,4,2,0.938912642
GM0160,WK016004,5,0,0.920418047
GM0160,WK016004,5,1,0.920418047
GM0160,WK016004,5,2,0.920418047
GM0160,WK016004,6,0,0.920418047
GM0160,WK016004,6,1,0.920418047
GM0160,WK016004,6,2,0.920418047
GM0160,WK016005,1,0,0.763497794
GM0160,WK016005,1,1,0.833459959
GM0160,WK016005,1,2,0.833459959
GM0160,WK016005,2,0,0.772915349
GM0160,WK016005,2,1,0.837254803
GM0160,WK016005,2,2,0.837254803
GM0160,WK016005,3,0,0.902103611
GM0160,WK016005,3,1,0.906047257
GM0160,WK016005,3,2,0.910935208
GM0160,WK016005,4,0,0.86021778
GM0160,WK016005,4,1,0.898829444
GM0160,WK016005,4,2,0.957158612
GM0160,WK016005,5,0,0.8328147
GM0160,WK016005,5,1,0.872286966
GM0160,WK016005,5,2,0.872286966
GM0160,WK016005,6,0,0.90685172
GM0160,WK016005,6,1,0.90685172
GM0160,WK016005,6,2,0.90685172
GM0160,WK016006,1,0,0.762225608
GM0160,WK016006,1,1,0.8282473
GM0160,WK016006,1,2,0.8282473
GM0160,WK016006,2,0,0.90004967
GM0160,WK016006,2,1,0.90004967
GM0160,WK016006,2,2,0.90004967
GM0160,WK016006,3,0,0.90004967
GM0160,WK016006,3,1,0.90004967
GM0160,WK016006,3,2,0.90004967
GM0160,WK016006,4,0,0.90004967
GM0160,WK016006,4,1,0.90004967
GM0160,WK016006,4,2,0.90004967
GM0160,WK016006,5,0,0.90004967
GM0160,WK016006,5,1,0.90004967
GM0160,WK016006,5,2,0.90004967
GM0160,WK016006,6,0,0.90004967
GM0160,WK016006,6,1,0.90004967
GM0160,WK016006,6,2,0.90004967
GM0160,WK016007,1,0,0.632477178
GM0160,WK016007,1,1,0.736617974
GM0160,WK016007,1,2,0.736617974
GM0160,WK016007,2,0,0.851542009
GM0160,WK016007,2,1,0.851542009
GM0160,WK016007,2,2,0.851542009
GM0160,WK016007,3,0,0.851542009
GM0160,WK016007,3,1,0.851542009
GM0160,WK016007,3,2,0.851542009
GM0160,WK016007,4,0,0.851542009
GM0160,WK016007,4,1,0.851542009
GM0160,WK016007,4,2,0.851542009
GM0160,WK016007,5,0,0.851542009
GM0160,WK016007,5,1,0.851542009
GM0160,WK016007,5,2,0.851542009
GM0160,WK016007,6,0,0.851542009
GM0160,WK016007,6,1,0.851542009
GM0160,WK016007,6,2,0.851542009
GM0160,WK016008,1,0,0.748872143
GM0160,WK016008,1,1,0.824486454
GM0160,WK016008,1,2,0.824486454
GM0160,WK016008,2,0,0.798195773
GM0160,WK016008,2,1,0.846979758
GM0160,WK016008,2,2,0.846979758
GM0160,WK016008,3,0,0.806851712
GM0160,WK016008,3,1,0.853989398
GM0160,WK016008,3,2,0.810585457
GM0160,WK016008,4,0,0.903195222
GM0160,WK016008,4,1,0.907015227
GM0160,WK016008,4,2,0.920549159
GM0160,WK016008,5,0,0.901686739
GM0160,WK016008,5,1,0.901686739
GM0160,WK016008,5,2,0.901686739
GM0160,WK016008,6,0,0.901686739
GM0160,WK016008,6,1,0.901686739
GM0160,WK016008,6,2,0.901686739
GM0160,WK016009,1,0,0.850580068
GM0160,WK016009,1,1,0.893736247
GM0160,WK016009,1,2,0.893736247
GM0160,WK016009,2,0,0.84350272
GM0160,WK016009,2,1,0.892357113
GM0160,WK016009,2,2,0.924412274
GM0160,WK016009,3,0,0.924202844
GM0160,WK016009,3,1,0.939504072
GM0160,WK016009,3,2,0.960804212
GM0160,WK016009,4,0,0.990964281
GM0160,WK016009,4,1,0.963787265
GM0160,WK016009,4,2,0.990838029
GM0160,WK016009,5,0,0.966470861
GM0160,WK016009,5,1,0.934857343
GM0160,WK016009,5,2,0.97320828
GM0160,WK016009,6,0,0.938822417
GM0160,WK016009,6,1,0.938822417
GM0160,WK016009,6,2,0.938822417
GM0160,WK016010,1,0,0.9532771
GM0160,WK016010,1,1,0.9532771
GM0160,WK016010,1,2,0.9532771
GM0160,WK016010,2,0,0.9532771
GM0160,WK016010,2,1,0.9532771
GM0160,WK016010,2,2,0.9532771
GM0160,WK016010,3,0,0.9532771
GM0160,WK016010,3,1,0.9532771
GM0160,WK016010,3,2,0.9532771
GM0160,WK016010,4,0,0.9532771
GM0160,WK016010,4,1,0.9532771
GM0160,WK016010,4,2,0.9532771
GM0160,WK016010,5,0,0.9532771
GM0160,WK016010,5,1,0.9532771
GM0160,WK016010,5,2,0.9532771
GM0160,WK016010,6,0,0.9532771
GM0160,WK016010,6,1,0.9532771
GM0160,WK016010,6,2,0.9532771
GM0160,WK016011,1,0,0.9532771
GM0160,WK016011,1,1,0.9532771
GM0160,WK016011,1,2,0.9532771
GM0160,WK016011,2,0,0.9532771
GM0160,WK016011,2,1,0.9532771
GM0160,WK016011,2,2,0.9532771
GM0160,WK016011,3,0,0.9532771
GM0160,WK016011,3,1,0.9532771
GM0160,WK016011,3,2,0.9532771
GM0160,WK016011,4,0,0.9532771
GM0160,WK016011,4,1,0.9532771
GM0160,WK016011,4,2,0.9532771
GM0160,WK016011,5,0,0.9532771
GM0160,WK016011,5,1,0.9532771
GM0160,WK016011,5,2,0.9532771
GM0160,WK016011,6,0,0.9532771
GM0160,WK016011,6,1,0.9532771
GM0160,WK016011,6,2,0.9532771
GM0160,WK016012,1,0,0.715791084
GM0160,WK016012,1,1,0.794247491
GM0160,WK016012,1,2,0.794247491
GM0160,WK016012,2,0,0.775477794
GM0160,WK016012,2,1,0.827386315
GM0160,WK016012,2,2,0.827386315
GM0160,WK016012,3,0,0.7392882
GM0160,WK016012,3,1,0.812902298
GM0160,WK016012,3,2,0.769740951
GM0160,WK016012,4,0,0.801938537
GM0160,WK016012,4,1,0.836085563
GM0160,WK016012,4,2,0.778545389
GM0160,WK016012,5,0,0.784013432
GM0160,WK016012,5,1,0.784013432
GM0160,WK016012,5,2,0.706398373
GM0160,WK016012,6,0,0.881266106
GM0160,WK016012,6,1,0.881266106
GM0160,WK016012,6,2,0.881266106
GM0160,WK016013,1,0,0.837632589
GM0160,WK016013,1,1,0.872812096
GM0160,WK016013,1,2,0.872812096
GM0160,WK016013,2,0,0.909454021
GM0160,WK016013,2,1,0.909454021
GM0160,WK016013,2,2,0.909454021
GM0160,WK016013,3,0,0.909454021
GM0160,WK016013,3,1,0.909454021
GM0160,WK016013,3,2,0.909454021
GM0160,WK016013,4,0,0.909454021
GM0160,WK016013,4,1,0.909454021
GM0160,WK016013,4,2,0.909454021
GM0160,WK016013,5,0,0.909454021
GM0160,WK016013,5,1,0.909454021
GM0160,WK016013,5,2,0.909454021
GM0160,WK016013,6,0,0.909454021
GM0160,WK016013,6,1,0.909454021
GM0160,WK016013,6,2,0.909454021
GM0160,WK016014,1,0,0.9532771
GM0160,WK016014,1,1,0.9532771
GM0160,WK016014,1,2,0.9532771
GM0160,WK016014,2,0,0.9532771
GM0160,WK016014,2,1,0.9532771
GM0160,WK016014,2,2,0.9532771
GM0160,WK016014,3,0,0.9532771
GM0160,WK016014,3,1,0.9532771
GM0160,WK016014,3,2,0.9532771
GM0160,WK016014,4,0,0.9532771
GM0160,WK016014,4,1,0.9532771
GM0160,WK016014,4,2,0.9532771
GM0160,WK016014,5,0,0.9532771
GM0160,WK016014,5,1,0.9532771
GM0160,WK016014,5,2,0.9532771
GM0160,WK016014,6,0,0.9532771
GM0160,WK016014,6,1,0.9532771
GM0160,WK016014,6,2,0.9532771
GM0160,WK016015,1,0,0.9532771
GM0160,WK016015,1,1,0.9532771
GM0160,WK016015,1,2,0.9532771
GM0160,WK016015,2,0,0.9532771
GM0160,WK016015,2,1,0.9532771
GM0160,WK016015,2,2,0.9532771
GM0160,WK016015,3,0,0.9532771
GM0160,WK016015,3,1,0.9532771
GM0160,WK016015,3,2,0.9532771
GM0160,WK016015,4,0,0.9532771
GM0160,WK016015,4,1,0.9532771
GM0160,WK016015,4,2,0.9532771
GM0160,WK016015,5,0,0.9532771
GM0160,WK016015,5,1,0.9532771
GM0160,WK016015,5,2,0.9532771
GM0160,WK016015,6,0,0.9532771
GM0160,WK016015,6,1,0.9532771
GM0160,WK016015,6,2,0.9532771
GM0160,WK016016,1,0,0.755984394
GM0160,WK016016,1,1,0.81879696
GM0160,WK016016,1,2,0.81879696
GM0160,WK016016,2,0,0.88682844
GM0160,WK016016,2,1,0.88682844
GM0160,WK016016,2,2,0.88682844
GM0160,WK016016,3,0,0.88682844
GM0160,WK016016,3,1,0.88682844
GM0160,WK016016,3,2,0.88682844
GM0160,WK016016,4,0,0.88682844
GM0160,WK016016,4,1,0.88682844
GM0160,WK016016,4,2,0.88682844
GM0160,WK016016,5,0,0.88682844
GM0160,WK016016,5,1,0.88682844
GM0160,WK016016,5,2,0.88682844
GM0160,WK016016,6,0,0.88682844
GM0160,WK016016,6,1,0.88682844
GM0160,WK016016,6,2,0.88682844
GM0160,WK016017,1,0,0.735944104
GM0160,WK016017,1,1,0.82353701
GM0160,WK016017,1,2,0.82353701
GM0160,WK016017,2,0,0.855668246
GM0160,WK016017,2,1,0.888895477
GM0160,WK016017,2,2,0.888895477
GM0160,WK016017,3,0,0.930016301
GM0160,WK016017,3,1,0.930016301
GM0160,WK016017,3,2,0.930016301
GM0160,WK016017,4,0,0.982382386
GM0160,WK016017,4,1,0.982382386
GM0160,WK016017,4,2,1.015050455
GM0160,WK016017,5,0,0.920529303
GM0160,WK016017,5,1,0.920529303
GM0160,WK016017,5,2,0.920529303
GM0160,WK016017,6,0,0.920529303
GM0160,WK016017,6,1,0.920529303
GM0160,WK016017,6,2,0.920529303
GM0160,WK016018,1,0,0.9532771
GM0160,WK016018,1,1,0.9532771
GM0160,WK016018,1,2,0.9532771
GM0160,WK016018,2,0,0.9532771
GM0160,WK016018,2,1,0.9532771
GM0160,WK016018,2,2,0.9532771
GM0160,WK016018,3,0,0.9532771
GM0160,WK016018,3,1,0.9532771
GM0160,WK016018,3,2,0.9532771
GM0160,WK016018,4,0,0.9532771
GM0160,WK016018,4,1,0.9532771
GM0160,WK016018,4,2,0.9532771
GM0160,WK016018,5,0,0.9532771
GM0160,WK016018,5,1,0.9532771
GM0160,WK016018,5,2,0.9532771
GM0160,WK016018,6,0,0.9532771
GM0160,WK016018,6,1,0.9532771
GM0160,WK016018,6,2,0.9532771
GM0160,WK016019,1,0,0.751209413
GM0160,WK016019,1,1,0.821860118
GM0160,WK016019,1,2,0.821860118
GM0160,WK016019,2,0,0.806237241
GM0160,WK016019,2,1,0.853907819
GM0160,WK016019,2,2,0.853907819
GM0160,WK016019,3,0,0.868399331
GM0160,WK016019,3,1,0.868399331
GM0160,WK016019,3,2,0.868399331
GM0160,WK016019,4,0,0.927847451
GM0160,WK016019,4,1,0.927847451
GM0160,WK016019,4,2,0.927847451
GM0160,WK016019,5,0,0.898182971
GM0160,WK016019,5,1,0.898182971
GM0160,WK016019,5,2,0.898182971
GM0160,WK016019,6,0,0.898182971
GM0160,WK016019,6,1,0.898182971
GM0160,WK016019,6,2,0.898182971
GM0160,WK016020,1,0,0.631746462
GM0160,WK016020,1,1,0.73707828
GM0160,WK016020,1,2,0.73707828
GM0160,WK016020,2,0,0.727941407
GM0160,WK016020,2,1,0.788697024
GM0160,WK016020,2,2,0.788697024
GM0160,WK016020,3,0,0.857642927
GM0160,WK016020,3,1,0.857642927
GM0160,WK016020,3,2,0.857642927
GM0160,WK016020,4,0,0.857642927
GM0160,WK016020,4,1,0.857642927
GM0160,WK016020,4,2,0.857642927
GM0160,WK016020,5,0,0.857642927
GM0160,WK016020,5,1,0.857642927
GM0160,WK016020,5,2,0.857642927
GM0160,WK016020,6,0,0.857642927
GM0160,WK016020,6,1,0.857642927
GM0160,WK016020,6,2,0.857642927
GM0160,WK016021,1,0,0.811525835
GM0160,WK016021,1,1,0.859821669
GM0160,WK016021,1,2,0.859821669
GM0160,WK016021,2,0,0.909485182
GM0160,WK016021,2,1,0.909485182
GM0160,WK016021,2,2,0.909485182
GM0160,WK016021,3,0,0.909485182
GM0160,WK016021,3,1,0.909485182
GM0160,WK016021,3,2,0.909485182
GM0160,WK016021,4,0,0.909485182
GM0160,WK016021,4,1,0.909485182
GM0160,WK016021,4,2,0.909485182
GM0160,WK016021,5,0,0.909485182
GM0160,WK016021,5,1,0.909485182
GM0160,WK016021,5,2,0.909485182
GM0160,WK016021,6,0,0.909485182
GM0160,WK016021,6,1,0.909485182
GM0160,WK016021,6,2,0.909485182
GM0160,WK016022,1,0,0.926744398
GM0160,WK016022,1,1,0.926744398
GM0160,WK016022,1,2,0.926744398
GM0160,WK016022,2,0,0.926744398
GM0160,WK016022,2,1,0.926744398
GM0160,WK016022,2,2,0.926744398
GM0160,WK016022,3,0,0.926744398
GM0160,WK016022,3,1,0.926744398
GM0160,WK016022,3,2,0.926744398
GM0160,WK016022,4,0,0.926744398
GM0160,WK016022,4,1,0.926744398
GM0160,WK016022,4,2,0.926744398
GM0160,WK016022,5,0,0.926744398
GM0160,WK016022,5,1,0.926744398
GM0160,WK016022,5,2,0.926744398
GM0160,WK016022,6,0,0.926744398
GM0160,WK016022,6,1,0.926744398
GM0160,WK016022,6,2,0.926744398
GM0160,WK016023,1,0,0.751633891
GM0160,WK016023,1,1,0.824344049
GM0160,WK016023,1,2,0.824344049
GM0160,WK016023,2,0,0.906625588
GM0160,WK016023,2,1,0.906625588
GM0160,WK016023,2,2,0.906625588
GM0160,WK016023,3,0,0.906625588
GM0160,WK016023,3,1,0.906625588
GM0160,WK016023,3,2,0.906625588
GM0160,WK016023,4,0,0.906625588
GM0160,WK016023,4,1,0.906625588
GM0160,WK016023,4,2,0.906625588
GM0160,WK016023,5,0,0.906625588
GM0160,WK016023,5,1,0.906625588
GM0160,WK016023,5,2,0.906625588
GM0160,WK016023,6,0,0.906625588
GM0160,WK016023,6,1,0.906625588
GM0160,WK016023,6,2,0.906625588
GM0160,WK016024,1,0,0.670842784
GM0160,WK016024,1,1,0.75960563
GM0160,WK016024,1,2,0.75960563
GM0160,WK016024,2,0,0.860655173
GM0160,WK016024,2,1,0.860655173
GM0160,WK016024,2,2,0.860655173
GM0160,WK016024,3,0,0.860655173
GM0160,WK016024,3,1,0.860655173
GM0160,WK016024,3,2,0.860655173
GM0160,WK016024,4,0,0.860655173
GM0160,WK016024,4,1,0.860655173
GM0160,WK016024,4,2,0.860655173
GM0160,WK016024,5,0,0.860655173
GM0160,WK016024,5,1,0.860655173
GM0160,WK016024,5,2,0.860655173
GM0160,WK016024,6,0,0.860655173
GM0160,WK016024,6,1,0.860655173
GM0160,WK016024,6,2,0.860655173
GM0160,WK016025,1,0,0.814946493
GM0160,WK016025,1,1,0.879957142
GM0160,WK016025,1,2,0.879957142
GM0160,WK016025,2,0,1.106512221
GM0160,WK016025,2,1,1.023762604
GM0160,WK016025,2,2,1.023762604
