type_str,bouwjaar_str,Default_label,Vrv_GL_asl,Vrv_GL_opp,Vrv_G_asl,Vrv_G_opp,Vrv_F_asl,Vrv_F_opp,Vrv_E_asl,Vrv_E_opp,Vrv_D_asl,Vrv_D_opp,Vrv_C_asl,Vrv_C_opp,Vrv_B_asl,Vrv_B_opp,Vrv_A_asl,Vrv_A_opp,Vvent_asl,Vvent_opp,Vww_asl,Vww_opp,Ve_asl,Ve_opp,Vk_asl,Vk_opp,Ki_SGD_min_asl,Ki_SGD_min_opp,Ki_SGD_max_asl,Ki_SGD_max_opp,Ki_SFD_min_asl,Ki_SFD_min_opp,Ki_SFD_max_asl,Ki_SFD_max_opp,Ki_SED_min_asl,Ki_SED_min_opp,Ki_SED_max_asl,Ki_SED_max_opp,Ki_SGC_min_asl,Ki_SGC_min_opp,Ki_SGC_max_asl,Ki_SGC_max_opp,Ki_SFC_min_asl,Ki_SFC_min_opp,Ki_SFC_max_asl,Ki_SFC_max_opp,Ki_SEC_min_asl,Ki_SEC_min_opp,Ki_SEC_max_asl,Ki_SEC_max_opp,Ki_SDC_min_asl,Ki_SDC_min_opp,Ki_SDC_max_asl,Ki_SDC_max_opp,Ki_SGB_min_asl,Ki_SGB_min_opp,Ki_SGB_max_asl,Ki_SGB_max_opp,Ki_SFB_min_asl,Ki_SFB_min_opp,Ki_SFB_max_asl,Ki_SFB_max_opp,Ki_SEB_min_asl,Ki_SEB_min_opp,Ki_SEB_max_asl,Ki_SEB_max_opp,Ki_SDB_min_asl,Ki_SDB_min_opp,Ki_SDB_max_asl,Ki_SDB_max_opp,Ki_SCB_min_asl,Ki_SCB_min_opp,Ki_SCB_max_asl,Ki_SCB_max_opp,Ki_SGA_min_asl,Ki_SGA_min_opp,Ki_SGA_max_asl,Ki_SGA_max_opp,Ki_SFA_min_asl,Ki_SFA_min_opp,Ki_SFA_max_asl,Ki_SFA_max_opp,Ki_SEA_min_asl,Ki_SEA_min_opp,Ki_SEA_max_asl,Ki_SEA_max_opp,Ki_SDA_min_asl,Ki_SDA_min_opp,Ki_SDA_max_asl,Ki_SDA_max_opp,Ki_SCA_min_asl,Ki_SCA_min_opp,Ki_SCA_max_asl,Ki_SCA_max_opp,Ki_SBA_min_asl,Ki_SBA_min_opp,Ki_SBA_max_asl,Ki_SBA_max_opp
vrijstaand,2015 - 2020,A,14.18817527,0.103265392,17.12679569,0.277076684,36.42948631,0.1643723,20.50999207,0.241187382,29.38546231,0.187054057,16.09006175,0.170676702,16.26616235,0.162928275,1.438491831,0.128201237,0,0,10.6,0,9.28,0,0,0.01296,12025.376,36.462,13449.371,65.065,2616.856,28.505,2653.228,49.865,4205,0,7016,0,411.134,122.478,-3490.469,191.232,9145.441,31.459,9333.907,68.809,6900.752,24.851,9519.484,31.712,5371.488,3.917,8263.903,4.62,32393.623,0.305,40584.786,12.608,6301.152,112.165,263.676,219.786,11664.957,72.761,11311.764,136.618,16415.643,39.544,21297.79,53.598,8177.926,22.283,11199.016,33.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 onder 1 kap,voor 1930,F,26.30389655,0.153348402,20.35169627,0.186420095,22.32402299,0.171240223,18.66113051,0.169443997,16.01962151,0.179235191,16.40704283,0.155391169,3.058617351,0.256226373,9.433459071,0.171310664,0,0.007766557,10.6,0,9.9,0,0,0.01296,6619.391,31.871,16590.72,12.815,1192.794,32.122,6066.752,38.686,4205,0,7016,0,8852.044,34.093,10864.615,65.732,7152.344,29.998,10639.391,40.379,3892.217,29.718,4897.252,38.413,-464.603,34.058,-849.32,49.794,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,2769.635,63.842,4826.255,75.315,11481.57608,134.8738458,21331.24946,314.3659756,11481.57608,134.8738458,21331.24946,314.3659756,9572.418289,105.0801025,19189.51895,274.0796142,9572.418289,105.0801025,19189.51895,274.0796142,4279.652342,35.51743409,11734.88432,183.8722909,4279.652342,35.51743409,11734.88432,183.8722909
2 onder 1 kap,1930 - 1945,F,29.93156891,0.14961507,23.69760767,0.177474185,24.08502899,0.168633935,20.98565843,0.172754689,21.02087855,0.158842741,16.44226295,0.18191192,-0.216853809,0.277745866,9.433459071,0.171310664,0,0.007766557,10.6,0,9.9,0,0,0.01296,6619.391,31.871,16590.72,12.815,488.977,32.923,3369.718,42.704,4205,0,7016,0,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1898.667,33.432,2484.3,43.221,2136.898,8.388,2814.179,20.757,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,2769.635,63.842,4826.255,75.315,11481.57608,134.8738458,21331.24946,314.3659756,11481.57608,134.8738458,21331.24946,314.3659756,9572.418289,105.0801025,19189.51895,274.0796142,9572.418289,105.0801025,19189.51895,274.0796142,4279.652342,35.51743409,11734.88432,183.8722909,4279.652342,35.51743409,11734.88432,183.8722909
2 onder 1 kap,1946 - 1964,E,31.19949323,0.11439495,22.00704191,0.162505634,26.76175811,0.12316476,25.38817343,0.122002496,20.77433771,0.116085516,16.58314343,0.13785155,10.84226387,0.171310664,11.33534555,0.163033935,0,0.009481846,10.6,0,9.9,0,0,0.01296,6619.391,31.871,16590.72,12.815,488.977,32.923,3369.718,42.704,1903.474,4.373,2828.831,5.094,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,2757.018,21.978,3567.734,27.21,514.753,23.708,628.532,36.23,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,2769.635,63.842,4826.255,75.315,14857.39974,104.1845398,32344.96631,214.2412771,14857.39974,104.1845398,32344.96631,214.2412771,17547.30894,49.78178606,35634.73682,146.1262495,17547.30894,49.78178606,35634.73682,146.1262495,7036.790837,49.78178606,20729.96664,146.1262495,7036.790837,49.78178606,20729.96664,146.1262495
2 onder 1 kap,1965 - 1974,D,39.79448841,0.103441492,26.02342149,0.179798713,17.53537257,0.227028894,22.57184973,0.190082988,25.81210077,0.146903121,20.38820229,0.1584201,15.28128489,0.175783619,8.624682213,0.207305626,0,0.010574889,7.5,0,9.77,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,5646.109,14.62,7245.314,29.627,19888.82541,56.9476218,46464.388,89.83807155,19888.82541,56.9476218,46464.388,89.83807155,19888.82541,56.9476218,46464.388,89.83807155,17979.45766,34.16388072,44555.02025,67.05433047,17979.45766,34.16388072,44555.02025,67.05433047,10297.41335,30.86952805,31789.9323,64.51570144
2 onder 1 kap,1975 - 1991,C,32.96178513,0.104110675,26.02342149,0.179798713,33.70140765,0.04694842,10.31524797,0.264996183,23.94543441,0.148417586,23.20581189,0.134787399,18.94417737,0.136759726,15.56304585,0.167049029,0,0.007232955,7.5,0,9.77,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,4549.782,16.42,6139.053,29.435,20436.03733,52.49874438,36471.08632,171.0844266,20436.03733,52.49874438,36471.08632,171.0844266,20436.03733,52.49874438,36471.08632,171.0844266,20436.03733,52.49874438,36471.08632,171.0844266,20436.03733,52.49874438,36471.08632,171.0844266,14538.12028,42.99113195,29142.86118,148.433421
2 onder 1 kap,1992 - 1995,B,24.24396774,0.108337089,26.02342149,0.179798713,33.70140765,0.04694842,10.31524797,0.264996183,23.94543441,0.148417586,11.4942843,0.17912953,13.22007018,0.165710665,11.95214586,0.163033935,0,0,8.15,0,9.68,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,5646.109,14.62,7245.314,29.627,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266
2 onder 1 kap,1996 - 1999,B,24.27918786,0.107703127,26.02342149,0.179798713,33.70140765,0.04694842,10.31524797,0.264996183,23.94543441,0.148417586,17.79868578,0.126792432,12.16346658,0.157856578,22.13076054,0.089212564,0,0,8.15,0,9.68,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,4190.436,27.7,4114.212,55.559,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266
2 onder 1 kap,2000 - 2005,A,29.17478454,0.074279233,26.02342149,0.179798713,33.70140765,0.04694842,10.31524797,0.264996183,23.94543441,0.148417586,17.79868578,0.126792432,15.68547858,0.118586144,11.6703849,0.126898092,0,0,8.15,0,9.68,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,4190.436,27.7,4114.212,55.559,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266,14223.53468,52.49874438,30258.58367,171.0844266
2 onder 1 kap,2006 - 2010,A,27.20245782,0.068150932,26.02342149,0.179798713,33.70140765,0.04694842,10.31524797,0.264996183,23.94543441,0.148417586,17.79868578,0.126792432,14.27667378,0.098616336,14.06535306,0.102208788,0,0,8.15,0,9.68,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,4190.436,27.7,4114.212,55.559,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266
2 onder 1 kap,2011 - 2014,A,22.9408233,0.060015084,26.02342149,0.179798713,33.70140765,0.04694842,10.31524797,0.264996183,23.94543441,0.148417586,17.79868578,0.126792432,14.27667378,0.098616336,13.71315186,0.083295584,0,0,8.15,0,9.68,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,4190.436,27.7,4114.212,55.559,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266
2 onder 1 kap,2015 - 2020,A,14.24145366,0.083859106,26.02342149,0.179798713,33.70140765,0.04694842,10.31524797,0.264996183,23.94543441,0.148417586,17.79868578,0.126792432,14.27667378,0.098616336,4.767241382,0.12904652,0,0,8.15,0,9.68,0,0,0.01296,7206.861,29.478,15926.905,15.519,870.975,32.194,3754.557,41.969,1382.559,10.706,1914.44,19.079,8852.044,34.093,10864.615,65.732,5366.489,33.164,9037.736,43.643,1315.889,47.497,1598.172,64.625,1358.135,17.72,972.372,35.687,21388.5,0,27985.5,0,20467.5,0,33180.5,0,20054.5,0,27982.5,0,15261.5,0,20666.5,0,4190.436,27.7,4114.212,55.559,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266,15339.77046,52.49874438,32116.98548,171.0844266
rijwoning hoek,voor 1930,E,25.02771278,0.163879218,23.33714702,0.168986136,23.09060618,0.164689281,15.3773999,0.221534555,14.6729975,0.182968523,9.601300222,0.230093044,15.97614194,0.137358468,9.742180702,0.194274182,0,0.008135673,8.6,0,9.98,0,0,0.01296,10368,0,14255,0,3577.43,6.549,4584.49,16.873,963.638,15.527,1428.073,28.921,14207,0,20414,0,7265.895,7.67,8346.026,22.58,1335.502,36.686,2395.234,42.121,1566.306,7.18,2595.387,11.629,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,9690.957549,97.3859489,15829.73801,239.4478288,9690.957549,97.3859489,15829.73801,239.4478288,9522.579667,76.62730135,16390.39036,206.2314079,11570.92667,27.73253056,18273.50864,152.0810686,2950.612439,1.464933358,7163.849984,106.1962305,2950.612439,1.464933358,7163.849984,106.1962305
rijwoning hoek,1930 - 1945,E,32.00129654,0.138872933,30.1698503,0.146480479,28.69060526,0.157645257,13.6163939,0.251964738,14.95475846,0.209489274,9.108218542,0.236432666,15.58872062,0.150284252,15.34217978,0.112704384,0,0.008135673,8.6,0,9.98,0,0,0.01296,10368,0,14255,0,3577.43,6.549,4584.49,16.873,963.638,15.527,1428.073,28.921,14207,0,20414,0,7265.895,7.67,8346.026,22.58,1335.502,36.686,2395.234,42.121,1566.306,7.18,2595.387,11.629,21388.5,0,27985.5,0,16445.5,0,26178.5,0,12519.317,20.854,17927.836,24.897,5601.702,87.968,3373.753,149.793,6874.105,1.928,9406.492,4.349,9690.957549,97.3859489,15829.73801,239.4478288,9690.957549,97.3859489,15829.73801,239.4478288,9522.579667,76.62730135,16390.39036,206.2314079,11570.92667,27.73253056,18273.50864,152.0810686,2950.612439,1.464933358,7163.849984,106.1962305,2950.612439,1.464933358,7163.849984,106.1962305
