"type_str"	"bouwjaar_str"	"eigendom_str"	"Default_label"	"Vrv_N_asl"	"Vrv_N_opp"	"Vrv_G_asl"	"Vrv_G_opp"	"Vrv_F_asl"	"Vrv_F_opp"	"Vrv_E_asl"	"Vrv_E_opp"	"Vrv_D_asl"	"Vrv_D_opp"	"Vrv_C_asl"	"Vrv_C_opp"	"Vrv_B_asl"	"Vrv_B_opp"	"Vrv_A_asl"	"Vrv_A_opp"	"Vvt_asl"	"Vvt_opp"	"Vtw_asl"	"Vtw_opp"	"Vea_asl"	"Vea_opp"	"Vkd_asl"	"Vkd_opp"
"meergezins: laag en midden"	"1992 - 1995"	"parthuur"	"B"	8.2198	0.2099	10.3188	0.178	10.3188	0.178	10.3188	0.178	10.3188	0.178	10.3188	0.178	9.6528	0.178	9.4525	0.178	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"1992 - 1995"	"wooncorp"	"B"	11.6939	0.1747	16.227	0.1768	16.227	0.1768	16.227	0.1768	16.227	0.1768	10.1424	0.1768	10.3007	0.1768	9.0272	0.1768	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"1996 - 1999"	"koop"	"B"	5.1613	0.2256	5.4011	0.2059	5.4011	0.2059	5.4011	0.2059	5.4011	0.2059	5.4011	0.2059	6.5751	0.2059	6.2865	0.2059	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"1996 - 1999"	"parthuur"	"B"	7.2021	0.1998	6.8353	0.1897	6.8353	0.1897	6.8353	0.1897	6.8353	0.1897	6.8353	0.1897	7.5556	0.1897	6.4327	0.1897	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"1996 - 1999"	"wooncorp"	"B"	7.6652	0.205	12.5939	0.1305	12.5939	0.1305	12.5939	0.1305	12.5939	0.1305	12.5939	0.1305	12.5919	0.1305	11.1995	0.1305	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2000 - 2005"	"koop"	"A"	2.6234	0.2192	9.8705	0.1651	9.8705	0.1651	9.8705	0.1651	9.8705	0.1651	9.8705	0.1651	9.8705	0.1651	6.3738	0.1651	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2000 - 2005"	"parthuur"	"A"	4.2305	0.2001	15.263	0.1325	15.263	0.1325	15.263	0.1325	15.263	0.1325	15.263	0.1325	10.442	0.1325	10.5319	0.1325	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2000 - 2005"	"wooncorp"	"A"	10.0684	0.1264	22.0369	0.1248	22.0369	0.1248	22.0369	0.1248	22.0369	0.1248	13.72	0.1248	11.1719	0.1248	10.6683	0.1248	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2006 - 2010"	"koop"	"A"	2.4532	0.2128	9.989	0.1359	9.989	0.1359	9.989	0.1359	9.989	0.1359	9.989	0.1359	9.989	0.1359	9.8011	0.1359	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2006 - 2010"	"parthuur"	"A"	6.2045	0.17	9.0653	0.1499	9.0653	0.1499	9.0653	0.1499	9.0653	0.1499	9.0653	0.1499	9.0653	0.1499	7.99	0.1499	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2006 - 2010"	"wooncorp"	"A"	7.8782	0.1485	14.3006	0.1059	14.3006	0.1059	14.3006	0.1059	14.3006	0.1059	14.3006	0.1059	12.4955	0.1059	11.9673	0.1059	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2011 - 2014"	"koop"	"A"	3.5973	0.1831	2.7918	0.2006	2.7918	0.2006	2.7918	0.2006	2.7918	0.2006	2.7918	0.2006	2.7918	0.2006	2.7918	0.2006	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2011 - 2014"	"parthuur"	"A"	4.1407	0.1919	17.7658	0.0826	17.7658	0.0826	17.7658	0.0826	17.7658	0.0826	17.7658	0.0826	17.7658	0.0826	12.6834	0.0826	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2011 - 2014"	"wooncorp"	"A"	5.6093	0.1561	15.6176	0.1095	15.6176	0.1095	15.6176	0.1095	15.6176	0.1095	15.6176	0.1095	12.6813	0.1095	10.3101	0.1095	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2015 - 2020"	"koop"	"A"	7.4571	0.1555	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	12.4812	0.0737	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2015 - 2020"	"parthuur"	"A"	3.9141	0.2088	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	10.0591	0.0962	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2015 - 2020"	"wooncorp"	"A"	8.8371	0.0931	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	12.2562	0.0577	0	0	5.7	0	8.26	0	0	0.01296
"meergezins: laag en midden"	"2021 - 2030"	"koop"	"A"	7.4571	0.1555	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	12.4812	0.0737	0	0	3.8	0	9.978048	0	0	0.01296
"meergezins: laag en midden"	"2031 - 2040"	"parthuur"	"A"	3.9141	0.2088	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	10.0591	0.0962	0	0	3.8	0	9.978048	0	0	0.01296
"meergezins: laag en midden"	"2041 - 2050"	"wooncorp"	"A"	8.8371	0.0931	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	12.2562	0.0577	0	0	3.8	0	9.978048	0	0	0.01296
"meergezins: laag en midden"	"2021 - 2030"	"koop"	"A"	7.4571	0.1555	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	12.4812	0.0737	0	0	3.8	0	9.978048	0	0	0.01296
"meergezins: laag en midden"	"2031 - 2040"	"parthuur"	"A"	3.9141	0.2088	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	10.0591	0.0962	0	0	3.8	0	9.978048	0	0	0.01296
"meergezins: laag en midden"	"2041 - 2050"	"wooncorp"	"A"	8.8371	0.0931	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	12.2562	0.0577	0	0	3.8	0	9.978048	0	0	0.01296
"meergezins: laag en midden"	"2021 - 2030"	"koop"	"A"	7.4571	0.1555	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	9.0458	0.0737	12.4812	0.0737	0	0	3.8	0	9.978048	0	0	0.01296
"meergezins: laag en midden"	"2031 - 2040"	"parthuur"	"A"	3.9141	0.2088	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	7.5683	0.0962	10.0591	0.0962	0	0	3.8	0	9.978048	0	0	0.01296
"meergezins: laag en midden"	"2041 - 2050"	"wooncorp"	"A"	8.8371	0.0931	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	14.1375	0.0577	12.2562	0.0577	0	0	3.8	0	9.978048	0	0	0.01296
"meergezins: hoog"	"voor 1930"	"koop"	"C"	12.7173	0.2748	15.7969	0.2784	11.3348	0.2784	11.0768	0.2784	9.0964	0.2784	4.5913	0.2784	2.5432	0.2784	2.3783	0.2784	0	0.0072	5.6	0	8.28	0	0	0.01296
"meergezins: hoog"	"voor 1930"	"parthuur"	"C"	12.7591	0.2779	13.7071	0.2495	14.7379	0.2495	12.5531	0.2495	10.4973	0.2495	7.9778	0.2495	6.7595	0.2495	4.3007	0.2495	0	0.0072	5.6	0	8.28	0	0	0.01296
"meergezins: hoog"	"voor 1930"	"wooncorp"	"C"	13.4963	0.2391	12.8749	0.2395	13.0035	0.2395	13.7514	0.2395	13.4672	0.2395	11.8529	0.2395	10.3239	0.2395	8.2693	0.2395	0	0.0072	5.6	0	8.28	0	0	0.01296
"meergezins: hoog"	"1930 - 1945"	"koop"	"D"	15.0208	0.2669	14.344	0.2829	13.7864	0.2829	13.928	0.2829	10.9555	0.2829	9.129	0.2829	4.7825	0.2829	0.4175	0.2829	0	0.0072	5.6	0	8.28	0	0	0.01296
"meergezins: hoog"	"1930 - 1945"	"parthuur"	"D"	14.3485	0.2799	14.0351	0.2972	14.0693	0.2972	12.1916	0.2972	8.7585	0.2972	6.953	0.2972	5.8807	0.2972	3.5764	0.2972	0	0.0072	5.6	0	8.28	0	0	0.01296
"meergezins: hoog"	"1930 - 1945"	"wooncorp"	"D"	14.994827514	0.2534	13.837	0.2316	17.5373	0.2316	17.7954	0.2316	15.2828	0.2316	14.6017	0.2316	12.4271	0.2316	4.0337	0.2316	0	0.0072	5.6	0	8.28	0	0	0.01296
"meergezins: hoog"	"1946 - 1964"	"koop"	"D"	14.4958428765	0.2569	18.2818	0.2443	18.2818	0.2443	18.2818	0.2443	13.1202	0.2443	8.1221	0.2443	2.3034	0.2443	0.764	0.2443	0	0.0065	5.6	0	8.28	0	0	0.01296
"meergezins: hoog"	"1946 - 1964"	"parthuur"	"D"	15.7701772856	0.2363	21.549	0.1659	24.359	0.1659	24.3418	0.1659	20.6898	0.1659	15.1823	0.1659	10.7066	0.1659	9.9349	0.1659	0	0.0065	5.6	0	8.28	0	0	0.01296
"meergezins: hoog"	"1946 - 1964"	"wooncorp"	"D"	11.1039147331	0.3318	18.4306	0.2144	18.6041	0.2144	17.517	0.2144	17.3521	0.2144	14.7103	0.2144	11.7182	0.2144	10.3376	0.2144	0	0.0065	5.6	0	8.28	0	0	0.01296
"meergezins: hoog"	"1965 - 1974"	"koop"	"D"	4.6808251876	0.3226	7.7822	0.2566	7.7822	0.2566	7.7822	0.2566	7.7822	0.2566	6.7923	0.2566	0.5189	0.2566	-5.7545	0.2566	0	0.0048	6.1	0	8.18	0	0	0.01296
"meergezins: hoog"	"1965 - 1974"	"parthuur"	"D"	13.2911569478	0.2286	16.1504	0.1809	16.1504	0.1809	18.2415	0.1809	16.6084	0.1809	11.8487	0.1809	10.567	0.1809	6.5825	0.1809	0	0.0048	6.1	0	8.18	0	0	0.01296
"meergezins: hoog"	"1965 - 1974"	"wooncorp"	"D"	15.5612712243	0.1373	27.3507	0.107	25.1888	0.107	25.9195	0.107	20.2767	0.107	18.8653	0.107	17.6689	0.107	14.1903	0.107	0	0.0048	6.1	0	8.18	0	0	0.01296
"meergezins: hoog"	"1975 - 1991"	"koop"	"C"	7.9862	0.2567	11.8705	0.2028	11.8705	0.2028	11.8705	0.2028	17.6818	0.2028	10.1508	0.2028	6.0923	0.2028	6.251	0.2028	0	0.0025	5.4	0	8.32	0	0	0.01296
"meergezins: hoog"	"1975 - 1991"	"parthuur"	"C"	9.7181	0.2457	25.2527	0.2252	25.2527	0.2252	25.2527	0.2252	15.6763	0.2252	9.7849	0.2252	6.0157	0.2252	5.4752	0.2252	0	0.0025	5.4	0	8.32	0	0	0.01296
"meergezins: hoog"	"1975 - 1991"	"wooncorp"	"C"	7.0224	0.2876	12.0397	0.2343	12.0397	0.2343	12.0397	0.2343	14.3773	0.2343	9.5028	0.2343	8.4408	0.2343	7.1962	0.2343	0	0.0025	5.4	0	8.32	0	0	0.01296
"meergezins: hoog"	"1992 - 1995"	"koop"	"B"	1.1472	0.2766	9.2292	0.1938	9.2292	0.1938	9.2292	0.1938	9.2292	0.1938	9.2292	0.1938	8.2662	0.1938	11.0869	0.1938	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"1992 - 1995"	"parthuur"	"B"	4.5124	0.2399	9.4887	0.1592	9.4887	0.1592	9.4887	0.1592	9.4887	0.1592	9.4887	0.1592	9.1195	0.1592	10.5122	0.1592	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"1992 - 1995"	"wooncorp"	"B"	13.1368	0.1614	14.5623	0.1277	14.5623	0.1277	14.5623	0.1277	14.5623	0.1277	13.2803	0.1277	13.2207	0.1277	11.4026	0.1277	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"1996 - 1999"	"koop"	"B"	3.4983	0.215	7.8087	0.1868	7.8087	0.1868	7.8087	0.1868	7.8087	0.1868	7.8087	0.1868	7.3513	0.1868	5.8457	0.1868	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"1996 - 1999"	"parthuur"	"B"	3.9024	0.2205	5.3167	0.2028	5.3167	0.2028	5.3167	0.2028	5.3167	0.2028	5.3167	0.2028	4.6085	0.2028	5.1743	0.2028	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"1996 - 1999"	"wooncorp"	"B"	10.3445	0.1608	12.514	0.116	12.514	0.116	12.514	0.116	12.514	0.116	12.514	0.116	12.366	0.116	11.9896	0.116	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2000 - 2005"	"koop"	"B"	-0.9174	0.2274	6.6587	0.1765	6.6587	0.1765	6.6587	0.1765	6.6587	0.1765	6.6587	0.1765	6.6587	0.1765	5.979	0.1765	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2000 - 2005"	"parthuur"	"B"	3.4642	0.1907	3.3512	0.1875	3.3512	0.1875	3.3512	0.1875	3.3512	0.1875	3.3512	0.1875	4.777	0.1875	4.3875	0.1875	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2000 - 2005"	"wooncorp"	"B"	8.1254	0.1495	13.5318	0.1357	13.5318	0.1357	13.5318	0.1357	13.5318	0.1357	13.5318	0.1357	10.4867	0.1357	9.091	0.1357	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2006 - 2010"	"koop"	"A"	1.7039	0.1985	11.6079	0.149	11.6079	0.149	11.6079	0.149	11.6079	0.149	11.6079	0.149	11.6079	0.149	7.3802	0.149	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2006 - 2010"	"parthuur"	"A"	1.2715	0.2078	9.5605	0.143	9.5605	0.143	9.5605	0.143	9.5605	0.143	9.5605	0.143	9.5605	0.143	8.0315	0.143	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2006 - 2010"	"wooncorp"	"A"	6.4196	0.15	24.0628	0.1189	24.0628	0.1189	24.0628	0.1189	24.0628	0.1189	17.5277	0.1189	11.156	0.1189	9.6861	0.1189	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2011 - 2014"	"koop"	"A"	0.5542	0.1973	5.5642	0.1712	5.5642	0.1712	5.5642	0.1712	5.5642	0.1712	5.5642	0.1712	5.5642	0.1712	3.794	0.1712	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2011 - 2014"	"parthuur"	"A"	0.8787	0.2056	10.7598	0.1327	10.7598	0.1327	10.7598	0.1327	10.7598	0.1327	10.7598	0.1327	10.7598	0.1327	7.0671	0.1327	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2011 - 2014"	"wooncorp"	"A"	6.6261	0.1396	6.8961	0.1204	6.8961	0.1204	6.8961	0.1204	6.8961	0.1204	6.8961	0.1204	6.8961	0.1204	8.8787	0.1204	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2015 - 2020"	"koop"	"A"	-2.5908	0.2232	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2015 - 2020"	"parthuur"	"A"	0.824	0.1689	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	5.5374	0.1397	5.4788	0.1397	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2015 - 2020"	"wooncorp"	"A"	-0.1764	0.1695	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	10.8751	0.0819	0	0	6	0	8.21	0	0	0.01296
"meergezins: hoog"	"2021 - 2030"	"koop"	"A"	-2.5908	0.2232	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	0	0	3.966666667	0	9.927648	0	0	0.01296
"meergezins: hoog"	"2031 - 2040"	"parthuur"	"A"	0.824	0.1689	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	5.5374	0.1397	5.4788	0.1397	0	0	3.966666667	0	9.927648	0	0	0.01296
"meergezins: hoog"	"2041 - 2050"	"wooncorp"	"A"	-0.1764	0.1695	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	10.8751	0.0819	0	0	3.966666667	0	9.927648	0	0	0.01296
"meergezins: hoog"	"2021 - 2030"	"koop"	"A"	-2.5908	0.2232	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	0	0	3.966666667	0	9.927648	0	0	0.01296
"meergezins: hoog"	"2031 - 2040"	"parthuur"	"A"	0.824	0.1689	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	5.5374	0.1397	5.4788	0.1397	0	0	3.966666667	0	9.927648	0	0	0.01296
"meergezins: hoog"	"2041 - 2050"	"wooncorp"	"A"	-0.1764	0.1695	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	10.8751	0.0819	0	0	3.966666667	0	9.927648	0	0	0.01296
"meergezins: hoog"	"2021 - 2030"	"koop"	"A"	-2.5908	0.2232	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	9.4888	0.0991	0	0	3.966666667	0	9.927648	0	0	0.01296
"meergezins: hoog"	"2031 - 2040"	"parthuur"	"A"	0.824	0.1689	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	7.5246	0.1397	5.5374	0.1397	5.4788	0.1397	0	0	3.966666667	0	9.927648	0	0	0.01296
"meergezins: hoog"	"2041 - 2050"	"wooncorp"	"A"	-0.1764	0.1695	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	13.8128	0.0819	10.8751	0.0819	0	0	3.966666667	0	9.927648	0	0	0.01296
