gem2020;wijk2020;buurt2020;woningtype;verschilfactor
GM0268;WK026805;BU02680510;5;1.064022276
GM0268;WK026805;BU02680510;6;1.124074496
GM0268;WK026805;BU02680511;1;1.083037858
GM0268;WK026805;BU02680511;2;1.080856618
GM0268;WK026805;BU02680511;3;1.066744504
GM0268;WK026805;BU02680511;4;1.082385402
GM0268;WK026805;BU02680511;5;1.121990733
GM0268;WK026805;BU02680511;6;1.185576328
GM0268;WK026805;BU02680512;1;1.061316749
GM0268;WK026805;BU02680512;2;1.061316749
GM0268;WK026805;BU02680512;3;1.1069872
GM0268;WK026805;BU02680512;4;1.013794239
GM0268;WK026805;BU02680512;5;1.061316749
GM0268;WK026805;BU02680512;6;1.157026955
GM0268;WK026805;BU02680513;1;1.070368723
GM0268;WK026805;BU02680513;2;1.12315411
GM0268;WK026805;BU02680513;3;1.060089838
GM0268;WK026805;BU02680513;4;1.059783801
GM0268;WK026805;BU02680513;5;1.075354813
GM0268;WK026805;BU02680517;1;0.96183117
GM0268;WK026805;BU02680517;2;0.96183117
GM0268;WK026805;BU02680517;3;0.96183117
GM0268;WK026805;BU02680517;4;0.92913658
GM0268;WK026805;BU02680517;5;0.96183117
GM0268;WK026805;BU02680517;6;0.971821993
GM0268;WK026806;BU02680614;1;1.040039473
GM0268;WK026806;BU02680614;2;1.07631925
GM0268;WK026806;BU02680614;3;1.061368267
GM0268;WK026806;BU02680614;4;1.015390229
GM0268;WK026806;BU02680614;5;1.001441284
GM0268;WK026806;BU02680614;6;1.081385456
GM0268;WK026806;BU02680615;1;1.097909467
GM0268;WK026806;BU02680615;2;1.026112279
GM0268;WK026806;BU02680615;3;1.132034227
GM0268;WK026806;BU02680615;4;1.123269131
GM0268;WK026806;BU02680615;5;1.05262032
GM0268;WK026806;BU02680615;6;1.078818732
GM0268;WK026806;BU02680616;1;1.047591282
GM0268;WK026806;BU02680616;2;0.995231505
GM0268;WK026806;BU02680616;3;1.0264543
GM0268;WK026806;BU02680616;4;1.038694261
GM0268;WK026806;BU02680616;5;1.082576866
GM0268;WK026806;BU02680616;6;1.107935446
GM0268;WK026806;BU02680618;1;0.993111483
GM0268;WK026806;BU02680618;2;1.002633539
GM0268;WK026806;BU02680618;3;1.083381092
GM0268;WK026806;BU02680618;4;1.084002937
GM0268;WK026806;BU02680618;5;0.962073328
GM0268;WK026806;BU02680618;6;0.988207136
GM0268;WK026807;BU02680731;1;1.051084059
GM0268;WK026807;BU02680731;2;1.051084059
GM0268;WK026807;BU02680731;3;1.015119586
GM0268;WK026807;BU02680731;4;1.070638478
GM0268;WK026807;BU02680731;5;1.254544063
GM0268;WK026807;BU02680731;6;0.957952093
GM0268;WK026807;BU02680732;1;1.000129144
GM0268;WK026807;BU02680732;2;1.000129144
GM0268;WK026807;BU02680732;3;1.01724307
GM0268;WK026807;BU02680732;4;0.979389367
GM0268;WK026807;BU02680732;5;1.221873175
GM0268;WK026807;BU02680732;6;1.00533245
GM0268;WK026807;BU02680733;3;1.014303286
GM0268;WK026807;BU02680733;4;1.063464861
GM0268;WK026807;BU02680733;5;1.016594988
GM0268;WK026807;BU02680733;6;1.081803518
GM0268;WK026807;BU02680734;1;0.965608302
GM0268;WK026807;BU02680734;2;0.965608302
GM0268;WK026807;BU02680734;3;0.953287261
GM0268;WK026807;BU02680734;4;0.979325802
GM0268;WK026807;BU02680734;5;1.006442254
GM0268;WK026807;BU02680734;6;0.942566043
GM0268;WK026807;BU02680735;1;1.032312088
GM0268;WK026807;BU02680735;2;1.032312088
GM0268;WK026807;BU02680735;3;1.032747866
GM0268;WK026807;BU02680735;4;1.024367551
GM0268;WK026807;BU02680735;5;1.120938482
GM0268;WK026807;BU02680735;6;1.066292675
GM0268;WK026807;BU02680736;3;1.106709343
GM0268;WK026807;BU02680736;4;1.061121867
GM0268;WK026807;BU02680736;5;1.132102159
GM0268;WK026807;BU02680736;6;1.110908896
GM0268;WK026807;BU02680737;1;1.024009604
GM0268;WK026807;BU02680737;2;1.024009604
GM0268;WK026807;BU02680737;3;0.994909053
GM0268;WK026807;BU02680737;4;1.02222863
GM0268;WK026807;BU02680737;5;1.067544788
GM0268;WK026807;BU02680737;6;1.075239998
GM0268;WK026807;BU02680739;1;1.029177159
GM0268;WK026808;BU02680840;1;1.011888897
GM0268;WK026808;BU02680840;2;1.011888897
GM0268;WK026808;BU02680840;3;1.02762562
GM0268;WK026808;BU02680840;4;1.008252048
GM0268;WK026808;BU02680840;5;0.962112038
GM0268;WK026808;BU02680840;6;1.043907431
GM0268;WK026808;BU02680841;1;1.013803843
GM0268;WK026808;BU02680841;2;1.013803843
GM0268;WK026808;BU02680841;3;0.977153327
GM0268;WK026808;BU02680841;4;1.02281192
GM0268;WK026808;BU02680841;5;0.947223932
GM0268;WK026808;BU02680841;6;1.143478074
GM0268;WK026808;BU02680842;1;1.078708474
GM0268;WK026808;BU02680842;2;1.078708474
GM0268;WK026808;BU02680842;3;1.077845909
GM0268;WK026808;BU02680842;4;1.074037312
GM0268;WK026808;BU02680842;5;1.174995896
GM0268;WK026808;BU02680842;6;1.078708474
GM0268;WK026808;BU02680843;6;1.029686774
GM0268;WK026808;BU02680847;1;1.029686774
GM0268;WK026808;BU02680848;1;1.029686774
GM0268;WK026808;BU02680848;2;1.029686774
GM0268;WK026808;BU02680848;5;1.029686774
GM0268;WK026809;BU02680950;1;1.060960642
GM0268;WK026809;BU02680950;2;1.060960642
GM0268;WK026809;BU02680950;3;1.060960642
GM0268;WK026809;BU02680950;4;1.042143872
GM0268;WK026809;BU02680950;5;1.060960642
GM0268;WK026809;BU02680960;1;1.047279907
GM0268;WK026809;BU02680960;2;1.047279907
GM0268;WK026809;BU02680960;3;1.047279907
GM0268;WK026809;BU02680960;5;1.047279907
GM0268;WK026809;BU02680970;1;1.028722793
GM0268;WK026809;BU02680970;2;1.002522955
GM0268;WK026809;BU02680970;3;1.098528807
GM0268;WK026809;BU02680970;4;1.05792426
GM0268;WK026809;BU02680970;5;1.044454153
GM0268;WK026809;BU02680970;6;1.044454153
GM0269;WK026900;BU02690000;1;1.060627245
GM0269;WK026900;BU02690000;2;0.967103414
GM0269;WK026900;BU02690000;3;0.955316997
GM0269;WK026900;BU02690000;4;0.935567417
GM0269;WK026900;BU02690000;5;0.933899857
GM0269;WK026900;BU02690001;1;0.976474229
GM0269;WK026900;BU02690001;2;0.976474229
GM0269;WK026900;BU02690001;5;0.976474229
GM0269;WK026900;BU02690002;1;1.00684647
GM0269;WK026900;BU02690002;2;0.998068521
GM0269;WK026900;BU02690002;3;0.998068521
GM0269;WK026900;BU02690002;4;0.998068521
GM0269;WK026900;BU02690002;5;0.998068521
GM0269;WK026900;BU02690004;1;0.98325118
GM0269;WK026900;BU02690004;2;0.937213153
GM0269;WK026900;BU02690004;3;0.937213153
GM0269;WK026900;BU02690004;4;0.944853866
GM0269;WK026900;BU02690004;5;0.937213153
GM0269;WK026900;BU02690005;1;1.035751308
GM0269;WK026900;BU02690005;2;1.035960077
GM0269;WK026900;BU02690005;3;1.035960077
GM0269;WK026900;BU02690005;4;1.09754597
GM0269;WK026900;BU02690005;5;1.035960077
GM0269;WK026900;BU02690006;1;0.976474229
GM0269;WK026900;BU02690006;5;0.976474229
GM0269;WK026900;BU02690007;1;0.976474229
GM0269;WK026900;BU02690008;1;0.980296073
GM0269;WK026900;BU02690008;2;0.948332713
GM0269;WK026900;BU02690008;5;0.948332713
GM0269;WK026901;BU02690100;1;1.031166866
GM0269;WK026901;BU02690100;2;0.996694737
GM0269;WK026901;BU02690100;3;0.999659389
GM0269;WK026901;BU02690100;4;0.945208186
GM0269;WK026901;BU02690100;5;0.856835881
GM0269;WK026901;BU02690101;1;1.026135446
GM0269;WK026901;BU02690101;2;1.029947819
GM0269;WK026901;BU02690101;3;0.970586306
GM0269;WK026901;BU02690101;4;0.939869061
GM0269;WK026901;BU02690101;5;0.977958742
GM0269;WK026901;BU02690102;1;0.993844868
GM0269;WK026901;BU02690102;2;0.963247679
GM0269;WK026901;BU02690102;3;0.926967279
GM0269;WK026901;BU02690102;4;0.953641203
GM0269;WK026901;BU02690102;5;0.963247679
GM0269;WK026901;BU02690103;1;1.042566478
GM0269;WK026901;BU02690103;2;1.108073908
GM0269;WK026901;BU02690103;3;1.035440829
GM0269;WK026901;BU02690103;4;0.886504796
GM0269;WK026901;BU02690103;5;1.035440829
GM0269;WK026901;BU02690104;1;1.104165719
GM0269;WK026901;BU02690104;2;0.980385961
GM0269;WK026901;BU02690104;3;1.058259716
GM0269;WK026901;BU02690104;4;1.013486137
GM0269;WK026901;BU02690104;5;1.221006534
GM0269;WK026901;BU02690105;1;1.018432464
GM0269;WK026901;BU02690105;2;1.018432464
GM0269;WK026901;BU02690105;5;1.018432464
GM0269;WK026901;BU02690106;1;0.99440461
GM0269;WK026901;BU02690106;2;0.99440461
GM0269;WK026901;BU02690106;5;0.99440461
GM0269;WK026901;BU02690107;1;0.99440461
GM0269;WK026901;BU02690107;2;0.99440461
GM0269;WK026901;BU02690108;1;0.99440461
GM0269;WK026901;BU02690108;5;0.99440461
GM0269;WK026901;BU02690109;1;0.99440461
GM0269;WK026901;BU02690109;5;0.99440461
GM0269;WK026901;BU02690110;1;0.99440461
GM0269;WK026902;BU02690200;1;1.083350294
GM0269;WK026902;BU02690200;2;1.023851047
GM0269;WK026902;BU02690200;3;1.033606481
GM0269;WK026902;BU02690200;4;1.033606481
GM0269;WK026902;BU02690200;5;1.033606481
GM0269;WK026902;BU02690201;1;1.020317833
GM0269;WK026902;BU02690201;2;1.020317833
GM0269;WK026902;BU02690201;3;1.020317833
GM0269;WK026902;BU02690201;4;1.020317833
GM0269;WK026902;BU02690201;5;1.020317833
GM0269;WK026902;BU02690203;1;1.020317833
GM0269;WK026902;BU02690203;2;1.020317833
GM0269;WK026902;BU02690203;5;1.020317833
GM0269;WK026902;BU02690208;1;1.07129853
GM0269;WK026902;BU02690208;2;1.05938929
GM0269;WK026902;BU02690208;3;1.05938929
GM0269;WK026902;BU02690208;5;1.05938929
GM0269;WK026902;BU02690209;1;1.020317833
GM0269;WK026902;BU02690209;2;1.020317833
GM0269;WK026902;BU02690210;2;1.020317833
GM0269;WK026902;BU02690210;5;1.020317833
GM0273;WK027300;BU02730000;1;1.013952191
GM0273;WK027300;BU02730000;2;0.952034831
GM0273;WK027300;BU02730000;3;0.986957307
GM0273;WK027300;BU02730000;4;0.882172297
GM0273;WK027300;BU02730000;5;0.999281004
GM0273;WK027300;BU02730001;1;0.98367278
GM0273;WK027300;BU02730001;2;1.073779872
GM0273;WK027300;BU02730001;3;1.069431446
GM0273;WK027300;BU02730001;4;1.049258421
GM0273;WK027300;BU02730001;5;0.960964007
GM0273;WK027300;BU02730002;1;0.945844046
GM0273;WK027300;BU02730002;2;1.053944114
GM0273;WK027300;BU02730002;3;1.101211989
GM0273;WK027300;BU02730002;4;1.123718742
GM0273;WK027300;BU02730002;5;0.932305489
GM0273;WK027300;BU02730003;1;1.119017827
GM0273;WK027300;BU02730003;2;1.061752038
GM0273;WK027300;BU02730003;3;1.021988319
GM0273;WK027300;BU02730003;4;1.001333061
GM0273;WK027300;BU02730003;5;0.96710187
GM0273;WK027300;BU02730004;1;1.00735275
GM0273;WK027300;BU02730004;2;1.019509638
GM0273;WK027300;BU02730004;3;1.04778494
GM0273;WK027300;BU02730004;4;1.058367438
GM0273;WK027300;BU02730004;5;0.959719734
GM0273;WK027300;BU02730004;6;1.228115705
GM0273;WK027300;BU02730005;1;1.023385054
GM0273;WK027300;BU02730005;2;1.023385054
GM0273;WK027300;BU02730005;5;1.023385054
GM0273;WK027300;BU02730005;6;1.023385054
GM0273;WK027300;BU02730006;1;1.017120745
GM0273;WK027300;BU02730006;2;0.992534447
GM0273;WK027300;BU02730006;3;0.992534447
GM0273;WK027300;BU02730006;5;0.992534447
GM0273;WK027300;BU02730007;1;1.061996817
GM0273;WK027300;BU02730007;2;1.040322075
GM0273;WK027300;BU02730007;3;1.040322075
GM0273;WK027300;BU02730007;4;1.040322075
GM0273;WK027300;BU02730008;1;0.995724165
GM0273;WK027300;BU02730008;2;0.989290513
GM0273;WK027300;BU02730008;3;0.989290513
GM0273;WK027300;BU02730008;4;0.99683296
GM0273;WK027300;BU02730008;5;0.989290513
GM0273;WK027300;BU02730009;1;1.023385054
GM0273;WK027300;BU02730009;2;1.023385054
GM0273;WK027300;BU02730009;4;1.023385054
GM0273;WK027301;BU02730100;1;0.94433992
GM0273;WK027301;BU02730100;2;0.94433992
GM0273;WK027301;BU02730100;5;0.94433992
GM0273;WK027301;BU02730108;1;0.969657026
GM0273;WK027301;BU02730108;2;0.956911705
GM0273;WK027301;BU02730108;3;0.956911705
GM0273;WK027301;BU02730108;4;0.956911705
GM0273;WK027301;BU02730108;5;0.956911705
GM0273;WK027301;BU02730109;1;0.959306415
GM0273;WK027301;BU02730109;2;0.959306415
GM0274;WK027401;BU02740101;1;0.987144006
GM0274;WK027401;BU02740102;1;0.987144006
GM0274;WK027401;BU02740102;2;0.987144006
GM0274;WK027401;BU02740103;1;0.99978351
GM0274;WK027401;BU02740103;2;1.010778922
GM0274;WK027401;BU02740103;3;1.031957514
GM0274;WK027401;BU02740103;4;1.006472547
GM0274;WK027401;BU02740103;5;0.99978351
GM0274;WK027401;BU02740103;6;0.99978351
GM0274;WK027401;BU02740104;1;0.968044241
GM0274;WK027401;BU02740104;2;0.918595284
GM0274;WK027401;BU02740104;3;0.968044241
GM0274;WK027401;BU02740104;4;0.968044241
GM0274;WK027401;BU02740104;5;0.970184306
GM0274;WK027401;BU02740104;6;0.968044241
GM0274;WK027401;BU02740105;1;0.956231334
GM0274;WK027401;BU02740105;2;1.006221803
GM0274;WK027401;BU02740105;3;0.979981598
GM0274;WK027401;BU02740105;4;1.025004757
GM0274;WK027401;BU02740105;5;0.995193125
GM0274;WK027401;BU02740106;1;0.950304666
GM0274;WK027401;BU02740106;2;0.949711276
GM0274;WK027401;BU02740106;3;0.950304666
GM0274;WK027401;BU02740106;4;0.950304666
GM0274;WK027401;BU02740106;5;0.950304666
GM0274;WK027402;BU02740201;1;0.995345533
GM0274;WK027402;BU02740201;2;0.995345533
GM0274;WK027402;BU02740202;1;0.990479544
GM0274;WK027402;BU02740202;2;1.031350107
GM0274;WK027402;BU02740202;3;0.99554528
GM0274;WK027402;BU02740202;4;0.972200256
GM0274;WK027402;BU02740202;5;0.935494524
GM0274;WK027402;BU02740203;1;0.995345533
GM0274;WK027402;BU02740203;2;0.995345533
GM0274;WK027402;BU02740203;5;0.995345533
GM0274;WK027402;BU02740204;1;0.995345533
GM0274;WK027402;BU02740204;2;0.995345533
GM0274;WK027402;BU02740204;5;0.995345533
GM0274;WK027402;BU02740205;1;0.996927281
GM0274;WK027402;BU02740205;2;0.962962387
GM0274;WK027402;BU02740205;3;0.996378654
GM0274;WK027402;BU02740205;4;1.012786902
GM0274;WK027402;BU02740205;5;0.996927281
GM0274;WK027403;BU02740301;1;0.988720533
GM0274;WK027403;BU02740302;1;0.89451765
GM0274;WK027403;BU02740302;2;0.89451765
GM0274;WK027403;BU02740302;3;0.89451765
GM0274;WK027403;BU02740302;4;0.89451765
GM0274;WK027403;BU02740302;5;0.89451765
GM0274;WK027403;BU02740303;1;1.042773656
GM0274;WK027403;BU02740303;2;1.042773656
GM0274;WK027403;BU02740303;3;1.026725947
GM0274;WK027403;BU02740303;4;1.076551125
GM0274;WK027403;BU02740303;5;0.991838349
GM0274;WK027403;BU02740303;6;1.042773656
GM0274;WK027403;BU02740304;1;0.983341429
GM0274;WK027403;BU02740304;2;0.964547174
GM0274;WK027403;BU02740304;3;1.103350316
GM0274;WK027403;BU02740304;4;1.106116554
GM0274;WK027403;BU02740304;5;0.983341429
GM0274;WK027403;BU02740305;1;0.920406686
GM0274;WK027403;BU02740305;2;0.920406686
GM0274;WK027403;BU02740305;3;0.920406686
GM0274;WK027403;BU02740305;4;0.920406686
GM0274;WK027403;BU02740305;5;1.149297901
GM0274;WK027403;BU02740306;1;0.988720533
GM0274;WK027404;BU02740402;1;0.949778439
GM0274;WK027404;BU02740402;2;0.949778439
GM0274;WK027404;BU02740403;1;0.949778439
GM0274;WK027404;BU02740403;5;0.949778439
GM0274;WK027405;BU02740501;1;0.922878372
GM0274;WK027405;BU02740502;1;0.922878372
GM0274;WK027405;BU02740503;1;0.922878372
GM0274;WK027405;BU02740503;2;0.922878372
GM0274;WK027405;BU02740503;3;0.922878372
GM0274;WK027405;BU02740503;4;0.922878372
GM0274;WK027405;BU02740503;5;0.922878372
GM0274;WK027405;BU02740504;1;0.891650835
GM0274;WK027405;BU02740504;2;0.957529785
GM0274;WK027405;BU02740504;3;0.917886394
GM0274;WK027405;BU02740504;4;0.917886394
GM0274;WK027405;BU02740504;5;0.917886394
GM0274;WK027406;BU02740601;1;0.935176942
GM0274;WK027406;BU02740603;1;0.931428005
GM0274;WK027406;BU02740603;2;0.931428005
GM0274;WK027406;BU02740603;3;0.931428005
GM0274;WK027406;BU02740603;4;0.955776536
GM0274;WK027406;BU02740603;5;0.916288358
GM0274;WK027406;BU02740604;1;0.940318622
GM0274;WK027407;BU02740701;1;0.82928888
GM0274;WK027407;BU02740702;1;0.82928888
GM0274;WK027407;BU02740703;1;0.859442856
GM0274;WK027407;BU02740703;2;0.831339176
GM0274;WK027407;BU02740703;3;0.831339176
GM0274;WK027407;BU02740703;4;0.831339176
GM0274;WK027408;BU02740801;1;0.948704325
GM0274;WK027408;BU02740801;2;0.948704325
GM0274;WK027408;BU02740801;3;0.966473749
GM0274;WK027408;BU02740801;4;0.984250106
GM0274;WK027408;BU02740801;5;0.948704325
GM0274;WK027408;BU02740801;6;0.942688305
GM0274;WK027408;BU02740802;1;0.777836344
GM0274;WK027408;BU02740802;2;0.777836344
GM0274;WK027408;BU02740802;3;0.807071978
GM0274;WK027408;BU02740802;4;0.823552436
GM0274;WK027408;BU02740802;6;0.732463043
GM0274;WK027408;BU02740803;1;0.884405556
GM0274;WK027408;BU02740803;2;0.884405556
GM0274;WK027408;BU02740803;3;0.884405556
GM0274;WK027408;BU02740803;4;0.842277113
GM0274;WK027408;BU02740803;5;0.884405556
GM0274;WK027408;BU02740803;6;0.924904119
GM0274;WK027409;BU02740901;1;1.010391448
GM0274;WK027409;BU02740902;1;1.013135693
GM0274;WK027409;BU02740902;2;1.013135693
GM0274;WK027409;BU02740902;3;1.013135693
GM0274;WK027409;BU02740902;4;1.056158961
GM0274;WK027410;BU02741001;1;0.906390084
GM0274;WK027410;BU02741001;3;0.906390084
GM0274;WK027410;BU02741001;5;0.906390084
GM0274;WK027410;BU02741002;1;0.906390084
GM0274;WK027410;BU02741002;2;0.906390084
GM0274;WK027410;BU02741002;3;0.906390084
GM0274;WK027410;BU02741003;1;0.906390084
GM0274;WK027410;BU02741004;1;0.954233956
GM0274;WK027410;BU02741004;5;0.974016621
GM0274;WK027410;BU02741004;6;0.954233956
GM0274;WK027410;BU02741005;1;0.906390084
GM0274;WK027410;BU02741005;6;0.906390084
GM0274;WK027411;BU02741101;1;0.933648513
GM0274;WK027411;BU02741101;2;0.933648513
GM0274;WK027411;BU02741102;1;0.895406158
GM0274;WK027411;BU02741102;2;0.918381228
GM0274;WK027411;BU02741102;3;0.958646847
GM0274;WK027411;BU02741102;4;1.026956823
GM0274;WK027411;BU02741102;5;0.859809612
GM0274;WK027411;BU02741102;6;1.028345645
GM0274;WK027411;BU02741103;1;0.871638843
GM0274;WK027411;BU02741103;2;0.944556945
GM0274;WK027411;BU02741103;3;0.93985484
GM0274;WK027411;BU02741103;4;0.969106285
GM0274;WK027411;BU02741103;5;0.926632058
GM0274;WK027411;BU02741103;6;0.93985484
GM0274;WK027411;BU02741104;1;0.891758114
GM0274;WK027411;BU02741104;2;0.912792546
GM0274;WK027411;BU02741104;3;1.02838292
GM0274;WK027411;BU02741104;4;1.033418763
GM0274;WK027411;BU02741104;5;0.944581473
GM0274;WK027411;BU02741104;6;0.944581473
GM0274;WK027411;BU02741105;1;0.933648513
GM0274;WK027411;BU02741105;2;0.933648513
GM0274;WK027411;BU02741105;3;0.933648513
GM0274;WK027411;BU02741105;4;0.933648513
GM0274;WK027412;BU02741201;1;0.974783214
GM0274;WK027412;BU02741201;2;0.974783214
GM0274;WK027412;BU02741201;3;0.974783214
GM0274;WK027412;BU02741201;4;0.974783214
GM0274;WK027412;BU02741201;5;0.974783214
GM0274;WK027412;BU02741201;6;0.974783214
GM0274;WK027412;BU02741202;1;0.852087454
GM0274;WK027412;BU02741202;2;0.959342372
GM0274;WK027412;BU02741202;3;0.93620553
GM0274;WK027412;BU02741202;4;0.966018696
GM0274;WK027412;BU02741202;5;0.93620553
GM0274;WK027412;BU02741203;1;0.847324389
GM0274;WK027412;BU02741203;2;0.936192106
GM0274;WK027412;BU02741203;3;0.847324389
GM0274;WK027412;BU02741203;4;0.847324389
GM0274;WK027412;BU02741203;5;0.766986383
GM0274;WK027412;BU02741203;6;0.847324389
GM0274;WK027412;BU02741204;1;0.994143837
GM0274;WK027412;BU02741204;2;0.925319782
GM0274;WK027412;BU02741204;3;1.084532137
GM0274;WK027412;BU02741204;4;1.044800399
GM0274;WK027412;BU02741204;5;1.034157747
GM0274;WK027412;BU02741205;1;0.970956417
GM0274;WK027412;BU02741205;2;0.970956417
GM0274;WK027412;BU02741206;1;1.036290679
GM0274;WK027412;BU02741206;2;1.048600077
GM0274;WK027412;BU02741206;3;1.047723965
GM0274;WK027412;BU02741206;4;1.063717055
GM0274;WK027412;BU02741206;5;1.110390984
GM0275;WK027500;BU02750000;1;1.024080709
GM0275;WK027500;BU02750000;2;1.076165976
GM0275;WK027500;BU02750000;3;0.970623572
GM0275;WK027500;BU02750000;4;0.985224903
GM0275;WK027500;BU02750000;5;0.94857126
GM0275;WK027500;BU02750000;6;1.007612155
GM0275;WK027500;BU02750001;1;1.000336109
GM0275;WK027500;BU02750001;2;1.061823133
GM0275;WK027500;BU02750001;3;0.988349535
GM0275;WK027500;BU02750001;4;0.99737902
GM0275;WK027500;BU02750001;5;0.962203246
GM0275;WK027500;BU02750001;6;0.9952311
GM0275;WK027500;BU02750002;1;0.945873554
GM0275;WK027500;BU02750002;2;0.941556828
GM0275;WK027500;BU02750002;3;0.941150392
GM0275;WK027500;BU02750002;4;0.907726918
GM0275;WK027500;BU02750002;5;1.01073726
GM0275;WK027500;BU02750003;1;1.097537988
GM0275;WK027500;BU02750003;2;1.153404044
GM0275;WK027500;BU02750003;3;1.100172018
GM0275;WK027500;BU02750003;4;1.061737234
GM0275;WK027500;BU02750004;1;0.927452132
GM0275;WK027500;BU02750004;2;1.027907041
GM0275;WK027500;BU02750004;3;0.980882456
GM0275;WK027500;BU02750004;4;0.980882456
GM0275;WK027500;BU02750004;5;0.980882456
GM0275;WK027500;BU02750004;6;0.980882456
GM0275;WK027500;BU02750005;1;0.970426569
GM0275;WK027500;BU02750005;2;0.970426569
GM0275;WK027500;BU02750005;3;1.042149438
GM0275;WK027500;BU02750005;4;0.945210524
GM0275;WK027500;BU02750005;5;0.970426569
GM0275;WK027500;BU02750005;6;0.970426569
GM0275;WK027500;BU02750007;1;0.984483375
GM0275;WK027500;BU02750007;2;0.984483375
GM0275;WK027500;BU02750007;6;0.984483375
GM0275;WK027500;BU02750008;1;0.984483375
GM0275;WK027500;BU02750008;2;0.984483375
GM0275;WK027500;BU02750008;5;0.984483375
GM0275;WK027500;BU02750009;1;0.984483375
GM0275;WK027500;BU02750009;6;0.984483375
GM0275;WK027500;BU02750011;1;0.984483375
GM0275;WK027501;BU02750100;1;0.963357346
GM0275;WK027501;BU02750100;2;1.025186955
GM0275;WK027501;BU02750100;3;0.958806776
GM0275;WK027501;BU02750100;4;0.951221213
GM0275;WK027501;BU02750100;5;1.041839266
GM0275;WK027501;BU02750100;6;0.980820702
GM0275;WK027501;BU02750101;1;0.980853428
GM0275;WK027501;BU02750101;2;0.980853428
GM0275;WK027501;BU02750101;3;0.980853428
GM0275;WK027501;BU02750101;4;0.980853428
GM0275;WK027501;BU02750102;1;0.980853428
GM0275;WK027501;BU02750102;2;0.980853428
GM0275;WK027501;BU02750102;5;0.980853428
GM0275;WK027501;BU02750103;1;0.966524446
GM0275;WK027501;BU02750103;2;0.999858782
GM0275;WK027501;BU02750103;3;0.985300806
GM0275;WK027501;BU02750103;4;0.937199692
GM0275;WK027501;BU02750103;5;0.985300806
GM0275;WK027501;BU02750106;1;0.980853428
GM0275;WK027501;BU02750107;1;0.980853428
GM0275;WK027501;BU02750108;1;0.980853428
GM0275;WK027501;BU02750108;2;0.980853428
GM0275;WK027501;BU02750108;3;0.980853428
GM0275;WK027501;BU02750108;4;0.980853428
GM0275;WK027502;BU02750200;1;0.854266834
GM0275;WK027502;BU02750200;2;0.943514551
GM0275;WK027502;BU02750200;3;0.985216509
GM0275;WK027502;BU02750200;4;0.916851893
GM0275;WK027502;BU02750200;5;1.034893398
GM0275;WK027502;BU02750200;6;0.909117542
GM0275;WK027502;BU02750201;1;1.023797458
GM0275;WK027502;BU02750201;2;1.022488712
GM0275;WK027502;BU02750201;3;1.003640042
GM0275;WK027502;BU02750201;4;0.97971854
GM0275;WK027502;BU02750201;5;1.019118701
GM0275;WK027502;BU02750201;6;0.949779915
GM0275;WK027502;BU02750202;1;0.914722398
GM0275;WK027502;BU02750202;2;0.845140755
GM0275;WK027502;BU02750202;3;0.925984159
GM0275;WK027502;BU02750202;4;0.946242615
GM0275;WK027502;BU02750202;5;0.896215206
GM0275;WK027502;BU02750202;6;0.888173596
GM0275;WK027502;BU02750208;3;0.959810188
GM0275;WK027502;BU02750209;2;0.959810188
GM0275;WK027502;BU02750209;3;0.959810188
GM0275;WK027502;BU02750209;4;0.959810188
GM0277;WK027700;BU02770000;1;0.891319684
GM0277;WK027700;BU02770000;2;0.852749644
GM0277;WK027700;BU02770000;3;0.808097091
GM0277;WK027700;BU02770000;4;0.784785771
GM0277;WK027700;BU02770000;6;0.840203478
GM0277;WK027700;BU02770009;1;0.841933111
GM0279;WK027900;BU02790000;1;0.867797626
GM0279;WK027900;BU02790000;2;0.869878931
GM0279;WK027900;BU02790000;3;0.7858799
GM0279;WK027900;BU02790000;4;0.744398455
GM0279;WK027900;BU02790000;5;0.946628614
GM0279;WK027900;BU02790008;1;0.816483877
GM0279;WK027900;BU02790008;2;0.816483877
GM0279;WK027900;BU02790008;3;0.816483877
GM0279;WK027900;BU02790008;4;0.816483877
GM0279;WK027900;BU02790009;1;0.9059946
GM0279;WK027900;BU02790009;2;0.9059946
GM0279;WK027900;BU02790009;3;0.9059946
GM0279;WK027900;BU02790009;4;0.9059946
GM0279;WK027900;BU02790009;5;0.9059946
GM0281;WK028100;BU02810000;2;1.009928996
GM0281;WK028100;BU02810000;3;1.009928996
GM0281;WK028100;BU02810000;4;0.937281764
GM0281;WK028100;BU02810000;5;1.007696458
GM0281;WK028100;BU02810000;6;1.107181577
GM0281;WK028100;BU02810001;1;1.033222891
GM0281;WK028100;BU02810001;2;1.054875001
GM0281;WK028100;BU02810001;3;1.053530583
GM0281;WK028100;BU02810001;4;1.045163372
GM0281;WK028100;BU02810001;5;1.033222891
GM0281;WK028100;BU02810001;6;1.033222891
GM0281;WK028100;BU02810002;1;0.910277793
GM0281;WK028100;BU02810002;2;0.910277793
GM0281;WK028100;BU02810002;3;0.923203686
GM0281;WK028100;BU02810002;4;0.918648908
GM0281;WK028100;BU02810002;5;1.018352632
GM0281;WK028100;BU02810002;6;0.82541224
GM0281;WK028100;BU02810003;1;0.922668747
GM0281;WK028100;BU02810003;2;0.974489904
GM0281;WK028100;BU02810003;3;0.907158247
GM0281;WK028100;BU02810003;4;0.864608656
GM0281;WK028100;BU02810003;5;0.922668747
